accommodation_type,month,reviews,share_solo,share_couple,share_family,share_group,implied_party_size,nights_mean
Guest house,9,13850,0.1967509025270758,0.5475812274368231,0.13148014440433212,0.12418772563176896,2.3883682310469316,2.3324909747292417
Guest house,10,10670,0.22417994376757264,0.5000937207122774,0.16016869728209934,0.11555763823805061,2.392146204311153,2.312652296157451
Guest house,11,6830,0.27613469985358713,0.46266471449487556,0.14392386530014642,0.11727672035139092,2.3139677891654467,2.294436310395315
Guest house,12,5159,0.2459779026943206,0.43477418104283777,0.21535181236673773,0.1038961038961039,2.443710021321962,2.2459779026943205
Holiday Park,1,467,0.10920770877944326,0.37044967880085655,0.42398286937901497,0.09635974304068523,2.9565310492505352,3.126338329764454
Holiday Park,2,521,0.14587332053742802,0.42610364683301344,0.29366602687140114,0.1343570057581574,2.774856046065259,2.873320537428023
Holiday Park,3,659,0.12291350531107739,0.44157814871016693,0.29742033383915023,0.13808801213960548,2.8150227617602424,2.754172989377845
Holiday Park,4,695,0.11654676258992806,0.320863309352518,0.45179856115107914,0.11079136690647481,3.041007194244604,2.785611510791367
Holiday Park,5,719,0.13630041724617525,0.42559109874826145,0.3031988873435327,0.1349095966620306,2.80403337969402,2.787204450625869
Holiday Park,6,748,0.10828877005347594,0.4037433155080214,0.3689839572192513,0.11898395721925134,2.9140374331550802,3.125668449197861
Holiday Park,7,879,0.10011376564277588,0.29806598407281,0.4869169510807736,0.1149032992036405,3.1352673492605234,3.050056882821388
Holiday Park,8,826,0.09079903147699758,0.33171912832929784,0.49031476997578693,0.08716707021791767,3.076150121065375,2.9491525423728815
Holiday Park,9,805,0.07204968944099378,0.36770186335403726,0.4260869565217391,0.1341614906832298,3.0997515527950306,2.884472049689441
Holiday Park,10,708,0.09887005649717515,0.4067796610169492,0.3827683615819209,0.1115819209039548,2.929661016949152,2.8262711864406778
Holiday Park,11,550,0.12181818181818181,0.35818181818181816,0.37272727272727274,0.14727272727272728,2.984,2.710909090909091
Holiday Park,12,458,0.0851528384279476,0.3406113537117904,0.5131004366812227,0.0611353711790393,3.0548034934497816,2.6441048034934496
Holiday home,1,649,0.10939907550077041,0.39445300462249616,0.3066255778120185,0.18952234206471494,2.9848998459167952,2.477657935285054
Holiday home,2,961,0.08844953173777315,0.4141519250780437,0.33610822060353795,0.16129032258064516,2.985639958376691,2.5161290322580645
Holiday home,3,1201,0.08243130724396336,0.3771856786011657,0.2922564529558701,0.24812656119900084,3.142797668609492,2.4804329725228977
Holiday home,4,1542,0.07263294422827497,0.31712062256809337,0.41180285343709466,0.19844357976653695,3.2455901426718547,2.6076523994811933
Holiday home,5,1652,0.07929782082324455,0.3728813559322034,0.3171912832929782,0.23062953995157384,3.146065375302663,2.610774818401937
Holiday home,6,1701,0.06290417401528513,0.36507936507936506,0.35038212815990594,0.22163433274544386,3.201234567901235,2.7013521457965903
Holiday home,7,1675,0.04358208955223881,0.3385074626865672,0.46805970149253734,0.14985074626865671,3.2503283582089555,2.821492537313433
Holiday home,8,1698,0.05535924617196702,0.3250883392226148,0.4552414605418139,0.16431095406360424,3.253239104829211,2.794464075382803
Holiday home,9,1809,0.05306799336650083,0.4444444444444444,0.28137092316196793,0.22111663902708678,3.0785516860143725,2.673852957435047
Holiday home,10,1490,0.059731543624161075,0.3838926174496644,0.3503355704697987,0.20604026845637585,3.1622147651006713,2.708053691275168
Holiday home,11,962,0.08316008316008316,0.3482328482328482,0.3212058212058212,0.24740124740124741,3.1951143451143453,2.3253638253638256
Holiday home,12,745,0.06308724832214765,0.32348993288590605,0.40134228187919463,0.21208053691275167,3.2720805369127515,2.410738255033557
Homestay,1,977,0.3254861821903787,0.43398157625383826,0.11668372569089049,0.12384851586489252,2.230603889457523,2.452405322415558
Homestay,2,1210,0.3140495867768595,0.4380165289256198,0.12892561983471074,0.11900826446280992,2.2522314049586774,2.290909090909091
Homestay,3,1444,0.3054016620498615,0.4605263157894737,0.12257617728531855,0.11149584487534626,2.2285318559556786,2.2527700831024933
Homestay,4,1471,0.29979605710401086,0.44391570360299115,0.14208021753908906,0.1142080217539089,2.278518014955812,2.2501699524133243
Homestay,5,1451,0.31840110268780153,0.42453480358373535,0.129565816678153,0.12749827705031014,2.2720192970365263,2.235699517574087
Homestay,6,1450,0.32275862068965516,0.41379310344827586,0.1406896551724138,0.12275862068965518,2.2760000000000002,2.26
Homestay,7,1492,0.2774798927613941,0.4336461126005362,0.17091152815013405,0.11796246648793565,2.3657506702412867,2.396782841823056
Homestay,8,1589,0.3184392699811202,0.40717432347388294,0.1592196349905601,0.11516677155443675,2.295028319697923,2.222152297042165
Homestay,9,1530,0.3431372549019608,0.42810457516339867,0.10915032679738562,0.11960784313725491,2.18718954248366,2.2320261437908497
Homestay,10,1382,0.3342981186685962,0.4276410998552822,0.12590448625180897,0.11215629522431259,2.2077424023154846,2.3560057887120114
Homestay,11,1295,0.3081081081081081,0.4548262548262548,0.10424710424710425,0.13281853281853281,2.2485714285714287,2.1065637065637066
Homestay,12,1073,0.26933830382106244,0.4445479962721342,0.17427772600186392,0.11183597390493942,2.3637465051258157,2.014911463187325
Hostel,1,3783,0.6212001057361882,0.20486386465767908,0.05683320116309807,0.11710282844303463,1.8029606132698917,2.7005022468939996
Hostel,2,4165,0.5990396158463386,0.2021608643457383,0.060024009603841535,0.13877551020408163,1.8896998799519809,2.769747899159664
Hostel,3,5020,0.6292828685258964,0.17828685258964144,0.06095617529880478,0.13147410358565736,1.8415139442231077,2.7276892430278883
Hostel,4,5360,0.6199626865671641,0.1742537313432836,0.07462686567164178,0.13115671641791044,1.8759514925373133,2.6311567164179106
Hostel,5,5995,0.6253544620517097,0.17597998331943285,0.06438698915763136,0.13427856547122602,1.8595329441201,2.5155963302752293
Hostel,6,5932,0.6161496965610249,0.16807147673634526,0.08614295347269049,0.1296358732299393,1.897538772757923,2.5394470667565745
Hostel,7,5986,0.5892081523554962,0.16104243234213164,0.10908787170063482,0.14066154360173738,1.9978449716004012,2.5925492816572
Hostel,8,6097,0.6181728719042152,0.1541741840249303,0.09791700836476956,0.12973593570608496,1.9181564703952767,2.6104641627029688
Hostel,9,6089,0.6500246345869601,0.16882903596649695,0.060108392182624405,0.12103793726391854,1.7909837411726064,2.4532764000656924
Hostel,10,5448,0.6554698972099853,0.16299559471365638,0.06864904552129222,0.11288546255506608,1.7797540381791483,2.5058737151248165
Hostel,11,4395,0.6496018202502845,0.17929465301478953,0.05301478953356086,0.11808873720136519,1.7699658703071672,2.569965870307167
Hostel,12,3647,0.6070743076501234,0.18919659994516042,0.08253358925143954,0.12119550315327667,1.876967370441459,2.5165889772415686
Hotel,1,48628,0.19468207617010777,0.4332894628609032,0.26577280579090234,0.1062556551780867,2.5971765238134408,2.5684585012749857
Hotel,2,60985,0.19214560957612528,0.44888087234565877,0.24433877182913832,0.11463474624907764,2.5816118717717473,2.492793309830286
Hotel,3,71965,0.1974570972000278,0.43262697144445217,0.24360452997985133,0.12631140137566874,2.6064322934759954,2.506607378586813
Hotel,4,82347,0.16306604976501876,0.42567428078739966,0.2959306349958104,0.11532903445177116,2.710590549746803,2.5415133520346824
Hotel,5,84874,0.18456771213799278,0.4526474538727997,0.238588967174871,0.12419586681433654,2.6040801658929706,2.517755732026298
Hotel,6,91473,0.1669891662020487,0.4335159008669225,0.27933925857903424,0.12015567435199458,2.688175745848502,2.563073256589376
Hotel,7,99447,0.14664092431144227,0.39729705270143895,0.3508602572224401,0.10520176576467867,2.804038331975826,2.6225326053073497
Hotel,8,95608,0.14844992050874403,0.41098025269851896,0.3383398878754916,0.10222993891724542,2.7704167015312526,2.582419881181491
Hotel,9,91075,0.17688718089486688,0.4855009607466374,0.21538292615975843,0.1222289321987373,2.562358495745265,2.52407356574252
Hotel,10,79222,0.19059099745020322,0.44815833985509074,0.23957991467016737,0.12167074802453864,2.593121860089369,2.525005680240337
Hotel,11,60964,0.20699101108851126,0.4334689324847451,0.23139885834262844,0.12814119808411523,2.578648054589594,2.465750278853094
Hotel,12,55676,0.16766649903010275,0.4112903225806452,0.3178389252101444,0.1032042531791077,2.7148789424527626,2.4563725842373736
Inn,1,1544,0.20919689119170984,0.5356217616580311,0.17033678756476683,0.08484455958549222,2.3435233160621762,1.8911917098445596
Inn,2,2282,0.18448729184925505,0.5797546012269938,0.14285714285714285,0.09290096406660824,2.3377738825591585,1.9202453987730062
Inn,3,2569,0.18917866874270145,0.5554690541066563,0.158816660179058,0.09653561697158428,2.373219151420786,1.9626313740755157
Inn,4,3027,0.14370664023785926,0.5510406342913776,0.19226957383548068,0.11298315163528246,2.5266600594648168,1.8662041625371655
Inn,5,3211,0.16910619744627842,0.5692930551230146,0.15664901899719713,0.1049517284335098,2.411896605418873,1.8990968545624416
Inn,6,3542,0.15443252399774138,0.5604178430265386,0.1792772444946358,0.10587238848108413,2.472049689440994,1.9136081309994353
Inn,7,3784,0.13134249471458773,0.5367336152219874,0.2219873150105708,0.10993657505285412,2.5872621564482032,1.88715644820296
Inn,8,3794,0.13389562467053243,0.5579862941486557,0.21270426989984187,0.09541381128096996,2.5278597785977865,1.885345282024249
Inn,9,3437,0.15129473377945882,0.6013965667733489,0.14111143439045679,0.10619726505673553,2.403549607215595,1.9281350014547571
Inn,10,2718,0.1769683590875644,0.5533480500367918,0.17071376011773362,0.09896983075791023,2.414606328182487,1.8392200147167035
Inn,11,1997,0.19529293940911366,0.5478217325988983,0.15523284927391087,0.10165247871807712,2.3741111667501253,1.8828242363545318
Inn,12,1692,0.16784869976359337,0.5419621749408984,0.19621749408983452,0.09397163120567376,2.4586879432624116,1.91548463356974
Japanese-style Business Hotel,1,4,0.25,0.75,0.0,0.0,1.75,3.5
Japanese-style Business Hotel,2,8,0.125,0.75,0.0,0.125,2.2125,2.375
Japanese-style Business Hotel,3,6,0.0,1.0,0.0,0.0,2.0,2.1666666666666665
Japanese-style Business Hotel,4,1,1.0,0.0,0.0,0.0,1.0,1.0
Japanese-style Business Hotel,5,3,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,2.5666666666666664,2.3333333333333335
Japanese-style Business Hotel,6,1,0.0,1.0,0.0,0.0,2.0,4.0
Japanese-style Business Hotel,8,1,0.0,1.0,0.0,0.0,2.0,3.0
Japanese-style Business Hotel,9,1,1.0,0.0,0.0,0.0,1.0,1.0
Japanese-style Business Hotel,10,2,0.5,0.5,0.0,0.0,1.5,4.0
Japanese-style Business Hotel,11,2,0.5,0.5,0.0,0.0,1.5,2.0
Japanese-style Business Hotel,12,4,0.5,0.0,0.25,0.25,2.6500000000000004,2.25
Lodge,1,738,0.11653116531165311,0.502710027100271,0.2696476964769648,0.1111111111111111,2.69579945799458,2.4688346883468837
Lodge,2,872,0.12041284403669725,0.5470183486238532,0.19036697247706422,0.14220183486238533,2.6252293577981654,2.227064220183486
Lodge,3,924,0.1406926406926407,0.5097402597402597,0.22077922077922077,0.12878787878787878,2.6265151515151515,2.274891774891775
Lodge,4,976,0.1096311475409836,0.4672131147540984,0.29815573770491804,0.125,2.7943647540983605,2.1793032786885247
Lodge,5,943,0.12513255567338283,0.528101802757158,0.22693531283138918,0.11983032873807,2.6295864262990456,2.133616118769883
Lodge,6,1001,0.0969030969030969,0.4855144855144855,0.2967032967032967,0.12087912087912088,2.793206793206793,2.098901098901099
Lodge,7,1085,0.09585253456221199,0.4110599078341014,0.3741935483870968,0.11889400921658987,2.936129032258065,2.3548387096774195
Lodge,8,1123,0.10240427426536064,0.44612644701691895,0.3303650934995548,0.12110418521816563,2.8522707034728403,2.263579697239537
Lodge,9,1150,0.10695652173913044,0.5365217391304348,0.2234782608695652,0.13304347826086957,2.676869565217391,2.170434782608696
Lodge,10,937,0.13233724653148346,0.503735325506937,0.22411953041622198,0.13980789754535752,2.6709711846318034,2.136606189967983
Lodge,11,777,0.1402831402831403,0.5534105534105535,0.1879021879021879,0.11840411840411841,2.5364221364221367,2.214929214929215
Lodge,12,726,0.1115702479338843,0.4476584022038568,0.32231404958677684,0.1184573002754821,2.8206611570247935,2.431129476584022
Love Hotel,1,5,0.0,0.6,0.4,0.0,2.76,2.0
