check,passed
primary-revenue:W2:2024Q4:horizon,True
primary-revenue:W2:2024Q4:counts,True
primary-revenue:W2:2024Q4:basis,True
primary-revenue:W2:2024Q4:no bands,True
primary-revenue:W1:2025Q1:point,True
primary-revenue:W1:2025Q1:origin,True
primary-revenue:W1:2025Q1:horizon,True
primary-revenue:W1:2025Q1:counts,True
primary-revenue:W1:2025Q1:basis,True
primary-revenue:W1:2025Q1:no bands,True
primary-revenue:W2:2025Q1:point,True
primary-revenue:W2:2025Q1:origin,True
primary-revenue:W2:2025Q1:horizon,True
primary-revenue:W2:2025Q1:counts,True
primary-revenue:W2:2025Q1:basis,True
primary-revenue:W2:2025Q1:no bands,True
primary-revenue:W1:2025Q2:point,True
primary-revenue:W1:2025Q2:origin,True
primary-revenue:W1:2025Q2:horizon,True
primary-revenue:W1:2025Q2:counts,True
primary-revenue:W1:2025Q2:basis,True
primary-revenue:W1:2025Q2:no bands,True
primary-revenue:W2:2025Q2:point,True
primary-revenue:W2:2025Q2:origin,True
primary-revenue:W2:2025Q2:horizon,True
primary-revenue:W2:2025Q2:counts,True
primary-revenue:W2:2025Q2:basis,True
primary-revenue:W2:2025Q2:no bands,True
primary-revenue:W1:2025Q3:point,True
primary-revenue:W1:2025Q3:origin,True
primary-revenue:W1:2025Q3:horizon,True
primary-revenue:W1:2025Q3:counts,True
primary-revenue:W1:2025Q3:basis,True
primary-revenue:W1:2025Q3:no bands,True
primary-revenue:W2:2025Q3:point,True
primary-revenue:W2:2025Q3:origin,True
primary-revenue:W2:2025Q3:horizon,True
primary-revenue:W2:2025Q3:counts,True
primary-revenue:W2:2025Q3:basis,True
primary-revenue:W2:2025Q3:no bands,True
primary-revenue:W1:2025Q4:point,True
primary-revenue:W1:2025Q4:origin,True
primary-revenue:W1:2025Q4:horizon,True
primary-revenue:W1:2025Q4:counts,True
primary-revenue:W1:2025Q4:basis,True
primary-revenue:W1:2025Q4:no bands,True
primary-revenue:W2:2025Q4:point,True
primary-revenue:W2:2025Q4:origin,True
primary-revenue:W2:2025Q4:horizon,True
primary-revenue:W2:2025Q4:counts,True
primary-revenue:W2:2025Q4:basis,True
primary-revenue:W2:2025Q4:no bands,True
primary-revenue:W1:2026Q1:point,True
primary-revenue:W1:2026Q1:origin,True
primary-revenue:W1:2026Q1:horizon,True
primary-revenue:W1:2026Q1:counts,True
primary-revenue:W1:2026Q1:basis,True
primary-revenue:W1:2026Q1:no bands,True
primary-revenue:W2:2026Q1:point,True
primary-revenue:W2:2026Q1:origin,True
primary-revenue:W2:2026Q1:horizon,True
primary-revenue:W2:2026Q1:counts,True
primary-revenue:W2:2026Q1:basis,True
primary-revenue:W2:2026Q1:no bands,True
primary-revenue:W1:2026Q2:point,True
primary-revenue:W1:2026Q2:origin,True
primary-revenue:W1:2026Q2:horizon,True
primary-revenue:W1:2026Q2:counts,True
primary-revenue:W1:2026Q2:basis,True
primary-revenue:W1:2026Q2:no bands,True
primary-revenue:W2:2026Q2:point,True
primary-revenue:W2:2026Q2:origin,True
primary-revenue:W2:2026Q2:horizon,True
primary-revenue:W2:2026Q2:counts,True
primary-revenue:W2:2026Q2:basis,True
primary-revenue:W2:2026Q2:no bands,True
primary-guidewindow counts,True
primary-revenuewindow counts,True
