method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2024Q1,2024-02-13,0,2154.291329088399,2154.291329088399,W2,PIT,5,12,1944.4512159779645,1988.9650503276687,2065.6367170720905,2246.7508890739227,2333.359819379878,2386.7768409151245,138.48789332202614,,,,,,,,2024-02-13,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2024Q1,2024-02-13,0,2126.8300454940622,2126.8300454940622,W2,full_sample,5,22,1955.7695867389837,1992.3264034666076,2054.9467948203724,2201.227814665478,2270.4141422538205,2312.852226094039,111.22606594460058,,,,,,,,2024-02-13,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2024Q2,2024-05-08,0,2976.947184891754,2976.947184891754,W1,PIT,5,13,2702.192910607314,2760.608098416476,2861.0559021839053,3097.5328146752468,3210.239999918293,3279.6379958095504,180.51312049369835,,,,,,,,2024-05-08,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2024Q2,2024-05-08,0,2875.214660720653,2875.214660720653,W1,full_sample,5,22,2643.96179689911,2693.382151678857,2778.0372785244926,2975.791365051004,3069.3228363713715,3126.693946530734,150.36406699995996,,,,,,,,2024-05-08,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2024Q2,2024-05-08,0,2976.947184891754,2976.947184891754,W2,PIT,5,13,2702.192910607314,2760.608098416476,2861.0559021839053,3097.5328146752468,3210.239999918293,3279.6379958095504,180.51312049369835,,,,,,,,2024-05-08,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2024Q2,2024-05-08,0,2875.214660720653,2875.214660720653,W2,full_sample,5,22,2643.96179689911,2693.382151678857,2778.0372785244926,2975.791365051004,3069.3228363713715,3126.693946530734,150.36406699995996,,,,,,,,2024-05-08,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2024Q3,2024-08-06,0,3991.0814389236093,3991.0814389236093,W1,PIT,5,14,3616.0451909729177,3695.722734003738,3832.807037349944,4155.891725541679,4310.044935341851,4405.014376447777,246.76195157315215,,,,,,,,2024-08-06,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2024Q3,2024-08-06,0,3898.0054624439463,3898.0054624439463,W1,full_sample,5,22,3584.4897661389505,3651.490263708436,3766.259484725647,4034.3599921527157,4161.163110924317,4238.9426603412,203.8525896964593,,,,,,,,2024-08-06,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2024Q3,2024-08-06,0,3991.0814389236093,3991.0814389236093,W2,PIT,5,14,3616.0451909729177,3695.722734003738,3832.807037349944,4155.891725541679,4310.044935341851,4405.014376447777,246.76195157315215,,,,,,,,2024-08-06,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2024Q3,2024-08-06,0,3898.0054624439463,3898.0054624439463,W2,full_sample,5,22,3584.4897661389505,3651.490263708436,3766.259484725647,4034.3599921527157,4161.163110924317,4238.9426603412,203.8525896964593,,,,,,,,2024-08-06,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2024Q4,2024-11-07,0,2441.2266360694716,2441.2266360694716,W1,PIT,5,15,2211.820293049439,2260.558270846253,2344.4114921973337,2542.039871622263,2636.3343805439986,2694.4266256091623,150.94251715393239,,,,,,,,2024-11-07,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2024Q4,2024-11-07,0,2457.5618849976177,2457.5618849976177,W1,full_sample,5,22,2259.900739314004,2302.1423089293057,2374.5004587216163,2543.528848945623,2623.4739682109334,2672.511368984453,128.52223000271897,,,,,,,,2024-11-07,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2024Q4,2024-11-07,0,2441.2266360694716,2441.2266360694716,W2,PIT,5,15,2211.820293049439,2260.558270846253,2344.4114921973337,2542.039871622263,2636.3343805439986,2694.4266256091623,150.94251715393239,,,,,,,,2024-11-07,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2024Q4,2024-11-07,0,2457.5618849976177,2457.5618849976177,W2,full_sample,5,22,2259.900739314004,2302.1423089293057,2374.5004587216163,2543.528848945623,2623.4739682109334,2672.511368984453,128.52223000271897,,,,,,,,2024-11-07,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2025Q1,2025-02-13,0,2386.322313888937,2386.322313888937,W1,PIT,5,16,2170.4860603762504,2216.411812772834,2295.335972417452,2480.9153231571404,2569.2581825036054,2623.621634675283,141.57400105479428,,,,,,,,2025-02-13,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2025Q1,2025-02-13,0,2359.268481059971,2359.268481059971,W1,full_sample,5,22,2169.513051588047,2210.065114342706,2279.52920523496,2441.797083775154,2518.5446933668495,2565.620779118473,123.38181520960961,,,,,,,,2025-02-13,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2025Q1,2025-02-13,0,2386.322313888937,2386.322313888937,W2,PIT,5,16,2170.4860603762504,2216.411812772834,2295.335972417452,2480.9153231571404,2569.2581825036054,2623.621634675283,141.57400105479428,,,,,,,,2025-02-13,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2025Q1,2025-02-13,0,2359.268481059971,2359.268481059971,W2,full_sample,5,22,2169.513051588047,2210.065114342706,2279.52920523496,2441.797083775154,2518.5446933668495,2565.620779118473,123.38181520960961,,,,,,,,2025-02-13,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2025Q2,2025-05-01,0,3234.5938800340004,3234.5938800340004,W1,PIT,5,17,2946.820513732786,3008.092616822083,3113.3391337779967,3360.57111647107,3478.1500776417806,3550.4699115523163,188.5148520468083,,,,,,,,2025-05-01,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2025Q2,2025-05-01,0,3185.2993986815522,3185.2993986815522,W1,full_sample,5,22,2929.106489631232,2983.856706550028,3077.641677919479,3296.7230500010455,3400.341657482649,3463.9000989405504,166.58045701472565,,,,,,,,2025-05-01,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2025Q2,2025-05-01,0,3234.5938800340004,3234.5938800340004,W2,PIT,5,17,2946.820513732786,3008.092616822083,3113.3391337779967,3360.57111647107,3478.1500776417806,3550.4699115523163,188.5148520468083,,,,,,,,2025-05-01,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2025Q2,2025-05-01,0,3185.2993986815522,3185.2993986815522,W2,full_sample,5,22,2929.106489631232,2983.856706550028,3077.641677919479,3296.7230500010455,3400.341657482649,3463.9000989405504,166.58045701472565,,,,,,,,2025-05-01,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2025Q3,2025-08-06,0,4248.128330905041,4248.128330905041,W1,PIT,5,18,3876.0768388145066,3955.3411185330956,4091.4313936449635,4410.826573768047,4562.588604881422,4655.891786024956,243.4276735034955,,,,,,,,2025-08-06,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2025Q3,2025-08-06,0,4217.502664724034,4217.502664724034,W1,full_sample,5,22,3878.289880817332,3950.78202577702,4074.9582230994592,4365.033394974308,4502.229839788741,4586.384533795011,220.56121997239916,,,,,,,,2025-08-06,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2025Q3,2025-08-06,0,4248.128330905041,4248.128330905041,W2,PIT,5,18,3876.0768388145066,3955.3411185330956,4091.4313936449635,4410.826573768047,4562.588604881422,4655.891786024956,243.4276735034955,,,,,,,,2025-08-06,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2025Q3,2025-08-06,0,4217.502664724034,4217.502664724034,W2,full_sample,5,22,3878.289880817332,3950.78202577702,4074.9582230994592,4365.033394974308,4502.229839788741,4586.384533795011,220.56121997239916,,,,,,,,2025-08-06,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2025Q4,2025-11-06,0,2740.86179897625,2740.86179897625,W1,PIT,5,19,2505.229522556663,2555.465287545708,2641.6710401293394,2843.777021047827,2939.7086462881402,2998.656743203624,153.95357610852807,,,,,,,,2025-11-06,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2025Q4,2025-11-06,0,2748.2894391809996,2748.2894391809996,W1,full_sample,5,22,2527.2451421747332,2574.483854809746,2655.4019143413684,2844.4262244147862,2933.828785681776,2988.667270723987,143.72630433955783,,,,,,,,2025-11-06,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2025Q4,2025-11-06,0,2740.86179897625,2740.86179897625,W2,PIT,5,19,2505.229522556663,2555.465287545708,2641.6710401293394,2843.777021047827,2939.7086462881402,2998.656743203624,153.95357610852807,,,,,,,,2025-11-06,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2025Q4,2025-11-06,0,2748.2894391809996,2748.2894391809996,W2,full_sample,5,22,2527.2451421747332,2574.483854809746,2655.4019143413684,2844.4262244147862,2933.828785681776,2988.667270723987,143.72630433955783,,,,,,,,2025-11-06,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2026Q1,2026-02-12,0,2706.7876556824194,2706.7876556824194,W1,PIT,5,20,2480.6568155903824,2528.917663935863,2611.669491428911,2805.3700657758613,2897.1680325692682,2953.5320512325766,147.43272461177457,,,,,,,,2026-02-12,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2026Q1,2026-02-12,0,2701.9897130686822,2701.9897130686822,W1,full_sample,5,22,2484.669292545065,2531.1121867245256,2610.6670404960696,2796.5069065803646,2884.403325866314,2938.3179610397037,141.30498421541506,,,,,,,,2026-02-12,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2026Q1,2026-02-12,0,2706.7876556824194,2706.7876556824194,W2,PIT,5,20,2480.6568155903824,2528.917663935863,2611.669491428911,2805.3700657758613,2897.1680325692682,2953.5320512325766,147.43272461177457,,,,,,,,2026-02-12,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2026Q1,2026-02-12,0,2701.9897130686822,2701.9897130686822,W2,full_sample,5,22,2484.669292545065,2531.1121867245256,2610.6670404960696,2796.5069065803646,2884.403325866314,2938.3179610397037,141.30498421541506,,,,,,,,2026-02-12,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2026Q2,2026-05-07,0,3759.7734781028266,3759.7734781028266,W1,PIT,5,21,3454.10223046154,3519.401799235703,3631.2887200395294,3892.8043723528376,4016.56230604737,4092.495144463796,198.90260003089634,,,,,,,,2026-05-07,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2026Q2,2026-05-07,0,3734.4778984190216,3734.4778984190216,W1,full_sample,5,22,3434.1146870436346,3498.3044065725153,3608.258875194224,3865.112137506888,3986.5956626239226,4061.112235534066,195.30064749565645,,,,,,,,2026-05-07,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2026Q2,2026-05-07,0,3759.7734781028266,3759.7734781028266,W2,PIT,5,21,3454.10223046154,3519.401799235703,3631.2887200395294,3892.8043723528376,4016.56230604737,4092.495144463796,198.90260003089634,,,,,,,,2026-05-07,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
kernel-lambda,revenue_level_next_q_w033,revenue_musd,2026Q2,2026-05-07,0,3734.4778984190216,3734.4778984190216,W2,full_sample,5,22,3434.1146870436346,3498.3044065725153,3608.258875194224,3865.112137506888,3986.5956626239226,4061.112235534066,195.30064749565645,,,,,,,,2026-05-07,kernel|w=0.33|season_mean|h0,lower sensitivity bound,1.0
