method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
kernel-lambda,revenue_level_next_q,revenue_musd,2024Q2,2024-05-08,0,2853.0426668604387,2853.0426668604387,W1,full_sample,5,22,2714.129396500905,2744.2165989665546,2795.240647241239,2912.03995869184,2966.184397394695,2999.0657296664435,87.90307047614897,,,,,,,,2024-05-08,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2024Q2,2024-05-08,0,2904.634471691335,2904.634471691335,W2,PIT,5,13,2748.9239827380657,2782.58053616332,2839.745192916787,2971.00649564682,3032.0421294150865,3069.165050440581,98.94223966925892,,,,,,,,2024-05-08,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2024Q2,2024-05-08,0,2853.0426668604387,2853.0426668604387,W2,full_sample,5,22,2714.129396500905,2744.2165989665546,2795.240647241239,2912.03995869184,2966.184397394695,2999.0657296664435,87.90307047614897,,,,,,,,2024-05-08,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2024Q3,2024-08-06,0,3800.3273154786816,3800.3273154786816,W1,PIT,5,14,3586.437149402704,3632.6176139054933,3711.119355212429,3891.679658453537,3975.77979292074,4026.973596115775,136.21945366625778,,,,,,,,2024-08-06,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2024Q3,2024-08-06,0,3774.5782074690273,3774.5782074690273,W1,full_sample,5,22,3590.795816438631,3630.6012143983858,3698.1060796117813,3852.631681618971,3924.2648263866045,3967.7668607820647,116.29584725208633,,,,,,,,2024-08-06,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2024Q3,2024-08-06,0,3800.3273154786816,3800.3273154786816,W2,PIT,5,14,3586.437149402704,3632.6176139054933,3711.119355212429,3891.679658453537,3975.77979292074,4026.973596115775,136.21945366625778,,,,,,,,2024-08-06,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2024Q3,2024-08-06,0,3774.5782074690273,3774.5782074690273,W2,full_sample,5,22,3590.795816438631,3630.6012143983858,3698.1060796117813,3852.631681618971,3924.2648263866045,3967.7668607820647,116.29584725208633,,,,,,,,2024-08-06,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2024Q4,2024-11-07,0,2465.493328215333,2465.493328215333,W1,PIT,5,15,2331.6018885735607,2360.5338746949074,2409.684712850357,2522.5944784635453,2575.119728904536,2607.0734379071705,85.12822134291946,,,,,,,,2024-11-07,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2024Q4,2024-11-07,0,2467.5592003924035,2467.5592003924035,W1,full_sample,5,22,2347.414933952299,2373.4369609344194,2417.5669913836355,2518.5851846679934,2565.413999891544,2593.852633113106,76.02621328297619,,,,,,,,2024-11-07,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2024Q4,2024-11-07,0,2465.493328215333,2465.493328215333,W2,PIT,5,15,2331.6018885735607,2360.5338746949074,2409.684712850357,2522.5944784635453,2575.119728904536,2607.0734379071705,85.12822134291946,,,,,,,,2024-11-07,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2024Q4,2024-11-07,0,2467.5592003924035,2467.5592003924035,W2,full_sample,5,22,2347.414933952299,2373.4369609344194,2417.5669913836355,2518.5851846679934,2565.413999891544,2593.852633113106,76.02621328297619,,,,,,,,2024-11-07,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2025Q1,2025-02-13,0,2413.423981656672,2413.423981656672,W1,PIT,5,16,2287.5996379571943,2314.813010693458,2361.0128975004263,2466.998516357952,2516.2357772866662,2546.169014275973,79.8523435908919,,,,,,,,2025-02-13,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2025Q1,2025-02-13,0,2375.092178247305,2375.092178247305,W1,full_sample,5,22,2259.450086484006,2284.496988190577,2326.9733308570794,2424.2060621699493,2469.2800578561946,2496.6530081440073,73.17727756296335,,,,,,,,2025-02-13,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2025Q1,2025-02-13,0,2413.423981656672,2413.423981656672,W2,PIT,5,16,2287.5996379571943,2314.813010693458,2361.0128975004263,2466.998516357952,2516.2357772866662,2546.169014275973,79.8523435908919,,,,,,,,2025-02-13,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2025Q1,2025-02-13,0,2375.092178247305,2375.092178247305,W2,full_sample,5,22,2259.450086484006,2284.496988190577,2326.9733308570794,2424.2060621699493,2469.2800578561946,2496.6530081440073,73.17727756296335,,,,,,,,2025-02-13,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2025Q2,2025-05-01,0,3113.224989575566,3113.224989575566,W1,PIT,5,17,2941.687841496446,2978.742260124121,3041.7074253566425,3186.4240968479603,3253.7792763963107,3294.764896192159,109.13671932727857,,,,,,,,2025-05-01,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2025Q2,2025-05-01,0,3099.716828921782,3099.716828921782,W1,full_sample,5,22,2948.793112674719,2981.4816556471865,3036.917244800435,3163.815028529794,3222.6407971694402,3258.3650505022015,95.50317281747994,,,,,,,,2025-05-01,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2025Q2,2025-05-01,0,3113.224989575566,3113.224989575566,W2,PIT,5,17,2941.687841496446,2978.742260124121,3041.7074253566425,3186.4240968479603,3253.7792763963107,3294.764896192159,109.13671932727857,,,,,,,,2025-05-01,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2025Q2,2025-05-01,0,3099.716828921782,3099.716828921782,W2,full_sample,5,22,2948.793112674719,2981.4816556471865,3036.917244800435,3163.815028529794,3222.6407971694402,3258.3650505022015,95.50317281747994,,,,,,,,2025-05-01,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2025Q3,2025-08-06,0,4142.451030513696,4142.451030513696,W1,PIT,5,18,3921.865054306888,3969.551426180045,4050.5362784048752,4236.451511788866,4322.881529391646,4375.443902986778,140.1233052938951,,,,,,,,2025-08-06,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2025Q3,2025-08-06,0,4132.960824410958,4132.960824410958,W1,full_sample,5,22,3931.7289567436796,3975.3137339890473,4049.227943219641,4218.425195034558,4296.859649106315,4344.492045113596,127.33771942609746,,,,,,,,2025-08-06,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2025Q3,2025-08-06,0,4142.451030513696,4142.451030513696,W2,PIT,5,18,3921.865054306888,3969.551426180045,4050.5362784048752,4236.451511788866,4322.881529391646,4375.443902986778,140.1233052938951,,,,,,,,2025-08-06,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2025Q3,2025-08-06,0,4132.960824410958,4132.960824410958,W2,full_sample,5,22,3931.7289567436796,3975.3137339890473,4049.227943219641,4218.425195034558,4296.859649106315,4344.492045113596,127.33771942609746,,,,,,,,2025-08-06,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2025Q4,2025-11-06,0,2786.8080738435165,2786.8080738435165,W1,PIT,5,19,2642.728780984319,2673.89597355859,2726.801057506491,2848.135627298478,2904.488176517773,2938.742445430493,91.40396117018508,,,,,,,,2025-11-06,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2025Q4,2025-11-06,0,2785.0464590748134,2785.0464590748134,W1,full_sample,5,22,2649.4438912523487,2678.8140291979666,2728.622027734297,2842.637675854916,2895.4916969459914,2927.5893725527385,85.80808763046025,,,,,,,,2025-11-06,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2025Q4,2025-11-06,0,2786.8080738435165,2786.8080738435165,W2,PIT,5,19,2642.728780984319,2673.89597355859,2726.801057506491,2848.135627298478,2904.488176517773,2938.742445430493,91.40396117018508,,,,,,,,2025-11-06,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2025Q4,2025-11-06,0,2785.0464590748134,2785.0464590748134,W2,full_sample,5,22,2649.4438912523487,2678.8140291979666,2728.622027734297,2842.637675854916,2895.4916969459914,2927.5893725527385,85.80808763046025,,,,,,,,2025-11-06,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2026Q1,2026-02-12,0,2747.4388084127318,2747.4388084127318,W1,PIT,5,20,2609.6842327124605,2639.502569502332,2690.0934384847033,2806.006623407215,2859.7888455155367,2892.4648857331945,87.2764531470275,,,,,,,,2026-02-12,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2026Q1,2026-02-12,0,2735.865673677276,2735.865673677276,W1,full_sample,5,22,2602.657694557525,2631.509188928386,2680.4376342784076,2792.439894398295,2844.3605729735905,2875.891439760818,84.2928133953119,,,,,,,,2026-02-12,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2026Q1,2026-02-12,0,2747.4388084127318,2747.4388084127318,W2,PIT,5,20,2609.6842327124605,2639.502569502332,2690.0934384847033,2806.006623407215,2859.7888455155367,2892.4648857331945,87.2764531470275,,,,,,,,2026-02-12,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2026Q1,2026-02-12,0,2735.865673677276,2735.865673677276,W2,full_sample,5,22,2602.657694557525,2631.509188928386,2680.4376342784076,2792.439894398295,2844.3605729735905,2875.891439760818,84.2928133953119,,,,,,,,2026-02-12,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2026Q2,2026-05-07,0,3679.439389532187,3679.439389532187,W1,PIT,5,21,3497.234594646662,3536.684743727652,3603.604405416026,3756.870260479676,3827.956179936956,3871.136995489098,115.37825051200798,,,,,,,,2026-05-07,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2026Q2,2026-05-07,0,3667.532824610156,3667.532824610156,W1,full_sample,5,22,3488.9624216031207,3527.6389559309023,3593.229412766878,3743.3727364586716,3812.974396650926,3855.2427324260243,112.99774801827971,,,,,,,,2026-05-07,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2026Q2,2026-05-07,0,3679.439389532187,3679.439389532187,W2,PIT,5,21,3497.234594646662,3536.684743727652,3603.604405416026,3756.870260479676,3827.956179936956,3871.136995489098,115.37825051200798,,,,,,,,2026-05-07,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
kernel-lambda,revenue_level_next_q,revenue_musd,2026Q2,2026-05-07,0,3667.532824610156,3667.532824610156,W2,full_sample,5,22,3488.9624216031207,3527.6389559309023,3593.229412766878,3743.3727364586716,3812.974396650926,3855.2427324260243,112.99774801827971,,,,,,,,2026-05-07,kernel|w=0.6667|season_mean|h0,h0: both GBV lags printed at the guide date,1.0
