method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2024Q1,2024-02-13,0,2154.031837032515,2154.031837032515,W2,PIT,5,12,1960.4922468024452,2001.6844393379365,2072.4601597340993,2238.8141615928453,2317.9743338986627,2366.677635434291,126.88232328431604,,,,,,,,2024-02-13,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2024Q1,2024-02-13,0,2125.314112885532,2125.314112885532,W2,full_sample,5,22,1967.4597543321408,2001.2835786626313,2059.108311696778,2193.6486064243395,2257.031500477756,2295.833532800118,102.09301020847715,,,,,,,,2024-02-13,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2024Q2,2024-05-08,0,2964.5227261555556,2964.5227261555556,W1,PIT,5,13,2712.219667763654,2766.029701367185,2858.3432350108083,3074.6464897031633,3177.259806555534,3240.2961671386997,164.72141341490897,,,,,,,,2024-05-08,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2024Q2,2024-05-08,0,2871.2884949330523,2871.2884949330523,W1,full_sample,5,22,2658.028063996555,2703.7238776487384,2781.8447961882107,2963.608046153961,3049.23801179892,3101.6593589831987,137.92713455739022,,,,,,,,2024-05-08,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2024Q2,2024-05-08,0,2964.5227261555556,2964.5227261555556,W2,PIT,5,13,2712.219667763654,2766.029701367185,2858.3432350108083,3074.6464897031633,3177.259806555534,3240.2961671386997,164.72141341490897,,,,,,,,2024-05-08,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2024Q2,2024-05-08,0,2871.2884949330523,2871.2884949330523,W2,full_sample,5,22,2658.028063996555,2703.7238776487384,2781.8447961882107,2963.608046153961,3049.23801179892,3101.6593589831987,137.92713455739022,,,,,,,,2024-05-08,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2024Q3,2024-08-06,0,3960.9541460772994,3960.9541460772994,W1,PIT,5,14,3616.2956046762233,3689.741984823658,3815.8202830133114,4111.608142859759,4252.1015864681885,4338.461083501954,225.39313266408908,,,,,,,,2024-08-06,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2024Q3,2024-08-06,0,3878.6120398851854,3878.6120398851854,W1,full_sample,5,22,3590.534239092595,3652.261346388319,3757.789138440142,4003.319718515913,4118.990928953873,4189.8030638872815,186.31560209474173,,,,,,,,2024-08-06,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2024Q3,2024-08-06,0,3960.9541460772994,3960.9541460772994,W2,PIT,5,14,3616.2956046762233,3689.741984823658,3815.8202830133114,4111.608142859759,4252.1015864681885,4338.461083501954,225.39313266408908,,,,,,,,2024-08-06,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2024Q3,2024-08-06,0,3878.6120398851854,3878.6120398851854,W2,full_sample,5,22,3590.534239092595,3652.261346388319,3757.789138440142,4003.319718515913,4118.990928953873,4189.8030638872815,186.31560209474173,,,,,,,,2024-08-06,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2024Q4,2024-11-07,0,2444.712667245431,2444.712667245431,W1,PIT,5,15,2232.7003321079824,2277.8856596451587,2355.44362898001,2537.364915830466,2623.7576939315245,2676.8572295358163,138.61239589858906,,,,,,,,2024-11-07,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2024Q4,2024-11-07,0,2458.9808832623494,2458.9808832623494,W1,full_sample,5,22,2276.3439508347838,2315.477995502928,2382.3810063325436,2538.04364968383,2611.377433080011,2656.271246720986,118.12125035791087,,,,,,,,2024-11-07,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2024Q4,2024-11-07,0,2444.712667245431,2444.712667245431,W2,PIT,5,15,2232.7003321079824,2277.8856596451587,2355.44362898001,2537.364915830466,2623.7576939315245,2676.8572295358163,138.61239589858906,,,,,,,,2024-11-07,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2024Q4,2024-11-07,0,2458.9808832623494,2458.9808832623494,W2,full_sample,5,22,2276.3439508347838,2315.477995502928,2382.3810063325436,2538.04364968383,2611.377433080011,2656.271246720986,118.12125035791087,,,,,,,,2024-11-07,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2025Q1,2025-02-13,0,2389.887866058221,2389.887866058221,W1,PIT,5,16,2190.460246220314,2233.023855010707,2306.004496773017,2476.8225822304257,2557.7711583851087,2607.4721155920283,130.0119125602546,,,,,,,,2025-02-13,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2025Q1,2025-02-13,0,2361.3231179947747,2361.3231179947747,W1,full_sample,5,22,2185.9395622801403,2223.519408876154,2287.7653846016074,2437.245927885014,2507.6672797719325,2550.7781476631626,113.43009662870372,,,,,,,,2025-02-13,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2025Q1,2025-02-13,0,2389.887866058221,2389.887866058221,W2,PIT,5,16,2190.460246220314,2233.023855010707,2306.004496773017,2476.8225822304257,2557.7711583851087,2607.4721155920283,130.0119125602546,,,,,,,,2025-02-13,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2025Q1,2025-02-13,0,2361.3231179947747,2361.3231179947747,W2,full_sample,5,22,2185.9395622801403,2223.519408876154,2287.7653846016074,2437.245927885014,2507.6672797719325,2550.7781476631626,113.43009662870372,,,,,,,,2025-02-13,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2025Q2,2025-05-01,0,3213.955216592302,3213.955216592302,W1,PIT,5,17,2948.829648016858,3005.438447138116,3102.4714699569495,3329.4450035359055,3436.938841351744,3502.9178919194787,172.69831748284878,,,,,,,,2025-05-01,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2025Q2,2025-05-01,0,3170.7730419689924,3170.7730419689924,W1,full_sample,5,22,2935.2688679629946,2985.7309007106196,3072.0000801943024,3272.7218168045747,3367.2832609544416,3425.172321830396,152.31337456419533,,,,,,,,2025-05-01,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2025Q2,2025-05-01,0,3213.955216592302,3213.955216592302,W2,PIT,5,17,2948.829648016858,3005.438447138116,3102.4714699569495,3329.4450035359055,3436.938841351744,3502.9178919194787,172.69831748284878,,,,,,,,2025-05-01,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2025Q2,2025-05-01,0,3170.7730419689924,3170.7730419689924,W2,full_sample,5,22,2935.2688679629946,2985.7309007106196,3072.0000801943024,3272.7218168045747,3367.2832609544416,3425.172321830396,152.31337456419533,,,,,,,,2025-05-01,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2025Q3,2025-08-06,0,4231.042531793761,4231.042531793761,W1,PIT,5,18,3888.3297461525494,3961.551879321664,4087.0015010089783,4380.160100608796,4518.8656999017,4603.961617082836,222.94744189096218,,,,,,,,2025-08-06,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2025Q3,2025-08-06,0,4203.834025435008,4203.834025435008,W1,full_sample,5,22,3891.6008738614787,3958.5038049288314,4072.8801123023354,4338.998454686967,4464.368707035471,4541.118446165237,201.93818291206844,,,,,,,,2025-08-06,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2025Q3,2025-08-06,0,4231.042531793761,4231.042531793761,W2,PIT,5,18,3888.3297461525494,3961.551879321664,4087.0015010089783,4380.160100608796,4518.8656999017,4603.961617082836,222.94744189096218,,,,,,,,2025-08-06,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2025Q3,2025-08-06,0,4203.834025435008,4203.834025435008,W2,full_sample,5,22,3891.6008738614787,3958.5038049288314,4072.8801123023354,4338.998454686967,4464.368707035471,4541.118446165237,201.93818291206844,,,,,,,,2025-08-06,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2025Q4,2025-11-06,0,2747.505287946384,2747.505287946384,W1,PIT,5,19,2529.310885739874,2575.9609256608646,2655.8445774298702,2842.3294689173813,2930.4735301280643,2984.522523448192,141.74825557739587,,,,,,,,2025-11-06,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2025Q4,2025-11-06,0,2753.604230357107,2753.604230357107,W1,full_sample,5,22,2549.0846128297135,2592.907511853727,2667.826521959916,2842.1399199038647,2924.2602070367643,2974.5329830473875,132.27397451300658,,,,,,,,2025-11-06,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2025Q4,2025-11-06,0,2747.505287946384,2747.505287946384,W2,PIT,5,19,2529.310885739874,2575.9609256608646,2655.8445774298702,2842.3294689173813,2930.4735301280643,2984.522523448192,141.74825557739587,,,,,,,,2025-11-06,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2025Q4,2025-11-06,0,2753.604230357107,2753.604230357107,W2,full_sample,5,22,2549.0846128297135,2592.907511853727,2667.826521959916,2842.1399199038647,2924.2602070367643,2974.5329830473875,132.27397451300658,,,,,,,,2025-11-06,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2026Q1,2026-02-12,0,2712.298220782369,2712.298220782369,W1,PIT,5,20,2503.0786782815417,2547.853694748881,2624.4705615438475,2803.0650243345435,2887.3563869154063,2939.00535460186,135.64943604052087,,,,,,,,2026-02-12,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2026Q1,2026-02-12,0,2706.581850651974,2706.581850651974,W1,full_sample,5,22,2505.554746321102,2548.629296335854,2622.268939530303,2793.605645800318,2874.323592219005,2923.7378768254016,130.0151760313338,,,,,,,,2026-02-12,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2026Q1,2026-02-12,0,2712.298220782369,2712.298220782369,W2,PIT,5,20,2503.0786782815417,2547.853694748881,2624.4705615438475,2803.0650243345435,2887.3563869154063,2939.00535460186,135.64943604052087,,,,,,,,2026-02-12,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2026Q1,2026-02-12,0,2706.581850651974,2706.581850651974,W2,full_sample,5,22,2505.554746321102,2548.629296335854,2622.268939530303,2793.605645800318,2874.323592219005,2923.7378768254016,130.0151760313338,,,,,,,,2026-02-12,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2026Q2,2026-05-07,0,3746.019529730694,3746.019529730694,W1,PIT,5,21,3464.669763503297,3524.9337691162004,3627.9876742572765,3867.89139794874,3980.9719093366566,4050.2164058876033,182.09527879019333,,,,,,,,2026-05-07,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2026Q2,2026-05-07,0,3723.0162747755785,3723.0162747755785,W1,full_sample,5,22,3446.4951043869755,3505.7459453304805,3607.04034735108,3842.72113629749,3953.752039763737,4021.723450180049,178.84129985423033,,,,,,,,2026-05-07,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2026Q2,2026-05-07,0,3746.019529730694,3746.019529730694,W2,PIT,5,21,3464.669763503297,3524.9337691162004,3627.9876742572765,3867.89139794874,3980.9719093366566,4050.2164058876033,182.09527879019333,,,,,,,,2026-05-07,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
kernel-lambda,revenue_level_next_q_w038,revenue_musd,2026Q2,2026-05-07,0,3723.0162747755785,3723.0162747755785,W2,full_sample,5,22,3446.4951043869755,3505.7459453304805,3607.04034735108,3842.72113629749,3953.752039763737,4021.723450180049,178.84129985423033,,,,,,,,2026-05-07,kernel|w=0.38|season_mean|h0,M6 weight sensitivity,1.0
