method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2024Q2,2024-05-08,0,2904.634471691335,2904.634471691335,W2,PIT,5,13,2748.9239827380657,2782.58053616332,2839.745192916787,2971.00649564682,3032.0421294150865,3069.165050440581,98.94223966925892,,,,,,,,2024-05-08,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2024Q2,2024-05-08,0,2801.4508620295423,2801.4508620295423,W2,full_sample,5,22,2665.0495717451936,2694.5927048579574,2744.6940810776996,2859.3813009880173,2912.5466413595777,2944.8333777997077,86.31351203430768,,,,,,,,2024-05-08,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2024Q3,2024-08-06,0,3800.3273154786816,3800.3273154786816,W1,PIT,5,14,3586.437149402704,3632.6176139054933,3711.119355212429,3891.679658453537,3975.77979292074,4026.973596115775,136.21945366625778,,,,,,,,2024-08-06,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2024Q3,2024-08-06,0,3752.434429620436,3752.434429620436,W1,full_sample,5,22,3569.7302084452617,3609.302085772738,3676.410929852957,3830.029998622606,3901.2429034701363,3944.4897307053084,115.61359104630174,,,,,,,,2024-08-06,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2024Q3,2024-08-06,0,3800.3273154786816,3800.3273154786816,W2,PIT,5,14,3586.437149402704,3632.6176139054933,3711.119355212429,3891.679658453537,3975.77979292074,4026.973596115775,136.21945366625778,,,,,,,,2024-08-06,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2024Q3,2024-08-06,0,3752.434429620436,3752.434429620436,W2,full_sample,5,22,3569.7302084452617,3609.302085772738,3676.410929852957,3830.029998622606,3901.2429034701363,3944.4897307053084,115.61359104630174,,,,,,,,2024-08-06,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2024Q4,2024-11-07,0,2465.493328215333,2465.493328215333,W1,PIT,5,15,2331.6018885735607,2360.5338746949074,2409.684712850357,2522.5944784635453,2575.119728904536,2607.0734379071705,85.12822134291946,,,,,,,,2024-11-07,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2024Q4,2024-11-07,0,2462.097559332748,2462.097559332748,W1,full_sample,5,22,2342.219217559644,2368.1836479617114,2412.2160019757575,2513.0106038212043,2559.7357691789443,2588.111456957553,75.85793854087069,,,,,,,,2024-11-07,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2024Q4,2024-11-07,0,2465.493328215333,2465.493328215333,W2,PIT,5,15,2331.6018885735607,2360.5338746949074,2409.684712850357,2522.5944784635453,2575.119728904536,2607.0734379071705,85.12822134291946,,,,,,,,2024-11-07,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2024Q4,2024-11-07,0,2462.097559332748,2462.097559332748,W2,full_sample,5,22,2342.219217559644,2368.1836479617114,2412.2160019757575,2513.0106038212043,2559.7357691789443,2588.111456957553,75.85793854087069,,,,,,,,2024-11-07,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2025Q1,2025-02-13,0,2393.8164945696167,2393.8164945696167,W1,PIT,5,16,2269.014391144983,2296.0066730747512,2341.831216100073,2446.955771311527,2495.7930117858164,2525.4830608553034,79.2035956677214,,,,,,,,2025-02-13,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2025Q1,2025-02-13,0,2333.182266009852,2333.182266009852,W1,full_sample,5,22,2219.580747644563,2244.1856818932156,2285.912504263358,2381.429506278118,2425.708144537522,2452.598082858579,71.88602103467883,,,,,,,,2025-02-13,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2025Q1,2025-02-13,0,2393.8164945696167,2393.8164945696167,W2,PIT,5,16,2269.014391144983,2296.0066730747512,2341.831216100073,2446.955771311527,2495.7930117858164,2525.4830608553034,79.2035956677214,,,,,,,,2025-02-13,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2025Q1,2025-02-13,0,2333.182266009852,2333.182266009852,W2,full_sample,5,22,2219.580747644563,2244.1856818932156,2285.912504263358,2381.429506278118,2425.708144537522,2452.598082858579,71.88602103467883,,,,,,,,2025-02-13,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2025Q2,2025-05-01,0,3032.829799184984,3032.829799184984,W1,PIT,5,17,2865.722386099341,2901.8199201297384,2963.159087734786,3104.138629916082,3169.754445139107,3209.68166192271,106.31839833913955,,,,,,,,2025-05-01,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2025Q2,2025-05-01,0,3043.66439496195,3043.66439496195,W1,full_sample,5,22,2895.4698446693296,2927.5672780349096,2982.000420877242,3106.603501562835,3164.365518997518,3199.4437677236597,93.77618110089543,,,,,,,,2025-05-01,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2025Q2,2025-05-01,0,3032.829799184984,3032.829799184984,W2,PIT,5,17,2865.722386099341,2901.8199201297384,2963.159087734786,3104.138629916082,3169.754445139107,3209.68166192271,106.31839833913955,,,,,,,,2025-05-01,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2025Q2,2025-05-01,0,3043.66439496195,3043.66439496195,W2,full_sample,5,22,2895.4698446693296,2927.5672780349096,2982.000420877242,3106.603501562835,3164.365518997518,3199.4437677236597,93.77618110089543,,,,,,,,2025-05-01,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2025Q3,2025-08-06,0,4086.201553712781,4086.201553712781,W1,PIT,5,18,3868.6108683760062,3915.649716971606,3995.534892813326,4178.925622098141,4264.1820245551435,4316.030664664385,138.22060021607103,,,,,,,,2025-08-06,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2025Q3,2025-08-06,0,4108.714574546114,4108.714574546114,W1,full_sample,5,22,3908.6632450817215,3951.9923297511627,4025.4729170671762,4193.677563576057,4271.651877459647,4319.0048353052025,126.59068544886031,,,,,,,,2025-08-06,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2025Q3,2025-08-06,0,4086.201553712781,4086.201553712781,W2,PIT,5,18,3868.6108683760062,3915.649716971606,3995.534892813326,4178.925622098141,4264.1820245551435,4316.030664664385,138.22060021607103,,,,,,,,2025-08-06,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2025Q3,2025-08-06,0,4108.714574546114,4108.714574546114,W2,full_sample,5,22,3908.6632450817215,3951.9923297511627,4025.4729170671762,4193.677563576057,4271.651877459647,4319.0048353052025,126.59068544886031,,,,,,,,2025-08-06,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2025Q4,2025-11-06,0,2764.4215178128607,2764.4215178128607,W1,PIT,5,19,2621.4996204674517,2652.4164455659597,2704.8965405678255,2825.256424241096,2881.1562908690025,2915.1353936813007,90.66970899208718,,,,,,,,2025-11-06,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2025Q4,2025-11-06,0,2778.8820987257236,2778.8820987257236,W1,full_sample,5,22,2643.57967063328,2672.8848013639517,2722.5825559758964,2836.345844378005,2889.082879545617,2921.109510865773,85.61816190362106,,,,,,,,2025-11-06,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2025Q4,2025-11-06,0,2764.4215178128607,2764.4215178128607,W2,PIT,5,19,2621.4996204674517,2652.4164455659597,2704.8965405678255,2825.256424241096,2881.1562908690025,2915.1353936813007,90.66970899208718,,,,,,,,2025-11-06,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2025Q4,2025-11-06,0,2778.8820987257236,2778.8820987257236,W2,full_sample,5,22,2643.57967063328,2672.8848013639517,2722.5825559758964,2836.345844378005,2889.082879545617,2921.109510865773,85.61816190362106,,,,,,,,2025-11-06,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2026Q1,2026-02-12,0,2701.0779617322737,2701.0779617322737,W1,PIT,5,20,2565.6478850323147,2594.963061083556,2644.7002493531336,2758.6574913887716,2811.532181236261,2843.6568392407767,85.80373235311072,,,,,,,,2026-02-12,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2026Q1,2026-02-12,0,2687.5896988214754,2687.5896988214754,W1,full_sample,5,22,2556.7322536158904,2585.074646231427,2633.139720100832,2743.165633814036,2794.1701411761346,2825.1446270902634,82.80541663488293,,,,,,,,2026-02-12,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2026Q1,2026-02-12,0,2701.0779617322737,2701.0779617322737,W2,PIT,5,20,2565.6478850323147,2594.963061083556,2644.7002493531336,2758.6574913887716,2811.532181236261,2843.6568392407767,85.80373235311072,,,,,,,,2026-02-12,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2026Q1,2026-02-12,0,2687.5896988214754,2687.5896988214754,W2,full_sample,5,22,2556.7322536158904,2585.074646231427,2633.139720100832,2743.165633814036,2794.1701411761346,2825.1446270902634,82.80541663488293,,,,,,,,2026-02-12,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2026Q2,2026-05-07,0,3600.1370209267243,3600.1370209267243,W1,PIT,5,21,3421.8592568401855,3460.459143168414,3525.9364960927787,3675.8990366983976,3745.4528527044026,3787.7029990460824,112.89152153443956,,,,,,,,2026-05-07,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2026Q2,2026-05-07,0,3601.212527372397,3601.212527372397,W1,full_sample,5,22,3425.87122762678,3463.848371008274,3528.2527502271305,3675.6810198671415,3744.0240675225923,3785.52806151088,110.95440046172007,,,,,,,,2026-05-07,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2026Q2,2026-05-07,0,3600.1370209267243,3600.1370209267243,W2,PIT,5,21,3421.8592568401855,3460.459143168414,3525.9364960927787,3675.8990366983976,3745.4528527044026,3787.7029990460824,112.89152153443956,,,,,,,,2026-05-07,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
kernel-lambda,revenue_level_next_q_last3,revenue_musd,2026Q2,2026-05-07,0,3601.212527372397,3601.212527372397,W2,full_sample,5,22,3425.87122762678,3463.848371008274,3528.2527502271305,3675.6810198671415,3744.0240675225923,3785.52806151088,110.95440046172007,,,,,,,,2026-05-07,kernel|w=0.6667|season_mean_last3|h0,season mean over the 3 most recent same-quarter cells only,1.0
