market_key,region,vintage,years_back,win_start,win_end,n_cur,n_prior,yoy
australia_nsw_sydney,APAC,2026-08-15,3,2023-07-05,2023-08-05,7810,5811,0.34400275339872666
australia_nsw_sydney,APAC,2026-08-15,4,2022-07-06,2022-08-06,5811,823,6.060753341433779
australia_qld_brisbane,APAC,2026-08-13,0,2026-07-01,2026-07-30,9391,7345,0.27855684138869985
australia_qld_brisbane,APAC,2026-08-13,1,2025-07-02,2025-07-31,7345,4997,0.4698819291574945
australia_qld_brisbane,APAC,2026-08-13,2,2024-07-03,2024-08-01,4997,3566,0.4012899607403253
australia_qld_brisbane,APAC,2026-08-13,3,2023-07-05,2023-08-03,3566,2583,0.38056523422377087
australia_qld_brisbane,APAC,2026-08-13,4,2022-07-06,2022-08-04,2583,1287,1.006993006993007
australia_qld_sunshine-coast,APAC,2026-08-31,0,2026-07-01,2026-08-17,13387,11196,0.1956948910325116
australia_qld_sunshine-coast,APAC,2026-08-31,1,2025-07-02,2025-08-18,11196,8791,0.273575247412126
australia_qld_sunshine-coast,APAC,2026-08-31,2,2024-07-03,2024-08-19,8791,7293,0.20540244069655844
australia_qld_sunshine-coast,APAC,2026-08-31,3,2023-07-05,2023-08-21,7293,6570,0.11004566210045663
australia_qld_sunshine-coast,APAC,2026-08-31,4,2022-07-06,2022-08-22,6570,3943,0.6662439766675121
australia_sa_barossa-valley,APAC,2026-08-30,0,2026-07-01,2026-08-16,556,509,0.09233791748526521
australia_sa_barossa-valley,APAC,2026-08-30,1,2025-07-02,2025-08-17,509,425,0.1976470588235295
australia_sa_barossa-valley,APAC,2026-08-30,2,2024-07-03,2024-08-18,425,379,0.12137203166226906
australia_sa_barossa-valley,APAC,2026-08-30,3,2023-07-05,2023-08-20,379,410,-0.07560975609756093
australia_sa_barossa-valley,APAC,2026-08-30,4,2022-07-06,2022-08-21,410,235,0.7446808510638299
australia_tas_tasmania,APAC,2026-08-13,0,2026-07-01,2026-07-30,8746,7422,0.17838857450821877
australia_tas_tasmania,APAC,2026-08-13,1,2025-07-02,2025-07-31,7422,6288,0.18034351145038174
australia_tas_tasmania,APAC,2026-08-13,2,2024-07-03,2024-08-01,6288,4787,0.31355755170252775
australia_tas_tasmania,APAC,2026-08-13,3,2023-07-05,2023-08-03,4787,5320,-0.10018796992481205
australia_tas_tasmania,APAC,2026-08-13,4,2022-07-06,2022-08-04,5320,4099,0.2978775311051476
australia_vic_barwon-south-west-vic,APAC,2026-08-31,0,2026-07-01,2026-08-17,7589,6939,0.09367343997694189
australia_vic_barwon-south-west-vic,APAC,2026-08-31,1,2025-07-02,2025-08-18,6939,6743,0.029067180780068202
australia_vic_barwon-south-west-vic,APAC,2026-08-31,2,2024-07-03,2024-08-19,6743,5143,0.3111024693758506
australia_vic_barwon-south-west-vic,APAC,2026-08-31,3,2023-07-05,2023-08-21,5143,4719,0.08984954439499893
australia_vic_barwon-south-west-vic,APAC,2026-08-31,4,2022-07-06,2022-08-22,4719,2874,0.6419624217118998
australia_vic_melbourne,APAC,2026-08-15,0,2026-07-01,2026-08-01,21430,17391,0.23224656431487545
australia_vic_melbourne,APAC,2026-08-15,1,2025-07-02,2025-08-02,17391,13630,0.27593543653705055
australia_vic_melbourne,APAC,2026-08-15,2,2024-07-03,2024-08-03,13630,11221,0.2146867480616701
australia_vic_melbourne,APAC,2026-08-15,3,2023-07-05,2023-08-05,11221,9297,0.206948478003657
australia_vic_melbourne,APAC,2026-08-15,4,2022-07-06,2022-08-06,9297,2676,2.4742152466367715
australia_vic_mornington-peninsula,APAC,2026-08-26,0,2026-07-01,2026-08-12,4022,3524,0.1413166855845629
australia_vic_mornington-peninsula,APAC,2026-08-26,1,2025-07-02,2025-08-13,3524,3235,0.08933539412673874
australia_vic_mornington-peninsula,APAC,2026-08-26,2,2024-07-03,2024-08-14,3235,2384,0.35696308724832204
australia_vic_mornington-peninsula,APAC,2026-08-26,3,2023-07-05,2023-08-16,2384,2273,0.048834139903211504
australia_vic_mornington-peninsula,APAC,2026-08-26,4,2022-07-06,2022-08-17,2273,1168,0.9460616438356164
australia_wa_western-australia,APAC,2026-08-30,0,2026-07-01,2026-08-16,25806,21184,0.2181835347432024
australia_wa_western-australia,APAC,2026-08-30,1,2025-07-02,2025-08-17,21184,16047,0.3201221412101951
australia_wa_western-australia,APAC,2026-08-30,2,2024-07-03,2024-08-18,16047,12040,0.3328073089700996
australia_wa_western-australia,APAC,2026-08-30,3,2023-07-05,2023-08-20,12040,10544,0.14188163884673743
australia_wa_western-australia,APAC,2026-08-30,4,2022-07-06,2022-08-21,10544,8701,0.21181473393862782
austria_vienna_vienna,EMEA,2026-08-25,0,2026-07-01,2026-08-11,20766,15815,0.31305722415428394
austria_vienna_vienna,EMEA,2026-08-25,1,2025-07-02,2025-08-12,15815,13580,0.1645802650957291
austria_vienna_vienna,EMEA,2026-08-25,2,2024-07-03,2024-08-13,13580,11500,0.18086956521739128
austria_vienna_vienna,EMEA,2026-08-25,3,2023-07-05,2023-08-15,11500,8521,0.34960685365567423
austria_vienna_vienna,EMEA,2026-08-25,4,2022-07-06,2022-08-16,8521,4666,0.8261894556365195
belgium_bru_brussels,EMEA,2026-08-28,0,2026-07-01,2026-08-14,14291,9656,0.48001242750621365
belgium_bru_brussels,EMEA,2026-08-28,1,2025-07-02,2025-08-15,9656,7604,0.2698579694897423
belgium_bru_brussels,EMEA,2026-08-28,2,2024-07-03,2024-08-16,7604,5742,0.3242772553117381
belgium_bru_brussels,EMEA,2026-08-28,3,2023-07-05,2023-08-18,5742,4390,0.3079726651480639
belgium_bru_brussels,EMEA,2026-08-28,4,2022-07-06,2022-08-19,4390,1641,1.6751980499695307
belgium_vlg_antwerp,EMEA,2026-08-31,0,2026-07-01,2026-08-17,6012,4827,0.24549409571162206
belgium_vlg_antwerp,EMEA,2026-08-31,1,2025-07-02,2025-08-18,4827,3629,0.3301184899421328
belgium_vlg_antwerp,EMEA,2026-08-31,2,2024-07-03,2024-08-19,3629,2805,0.2937611408199643
belgium_vlg_antwerp,EMEA,2026-08-31,3,2023-07-05,2023-08-21,2805,2293,0.2232882686436981
belgium_vlg_antwerp,EMEA,2026-08-31,4,2022-07-06,2022-08-22,2293,1342,0.7086438152011922
belgium_vlg_ghent,EMEA,2026-08-30,0,2026-07-01,2026-08-16,4967,3956,0.25556117290192115
belgium_vlg_ghent,EMEA,2026-08-30,1,2025-07-02,2025-08-17,3956,2947,0.34238208347472
belgium_vlg_ghent,EMEA,2026-08-30,2,2024-07-03,2024-08-18,2947,2368,0.2445101351351351
belgium_vlg_ghent,EMEA,2026-08-30,3,2023-07-05,2023-08-20,2368,1690,0.4011834319526628
belgium_vlg_ghent,EMEA,2026-08-30,4,2022-07-06,2022-08-21,1690,1073,0.5750232991612303
belize_bz_belize,LatAm,2026-08-31,0,2026-07-01,2026-08-17,2239,1925,0.16311688311688322
belize_bz_belize,LatAm,2026-08-31,1,2025-07-02,2025-08-18,1925,1821,0.05711147721032406
belize_bz_belize,LatAm,2026-08-31,2,2024-07-03,2024-08-19,1821,1290,0.4116279069767441
belize_bz_belize,LatAm,2026-08-31,3,2023-07-05,2023-08-21,1290,1282,0.006240249609984483
belize_bz_belize,LatAm,2026-08-31,4,2022-07-06,2022-08-22,1282,736,0.7418478260869565
brazil_rj_rio-de-janeiro,LatAm,2026-08-30,0,2026-07-01,2026-08-16,62186,40902,0.5203657522859517
brazil_rj_rio-de-janeiro,LatAm,2026-08-30,1,2025-07-02,2025-08-17,40902,25190,0.6237395791980944
brazil_rj_rio-de-janeiro,LatAm,2026-08-30,2,2024-07-03,2024-08-18,25190,18257,0.37974475543627095
brazil_rj_rio-de-janeiro,LatAm,2026-08-30,3,2023-07-05,2023-08-20,18257,11100,0.6447747747747747
brazil_rj_rio-de-janeiro,LatAm,2026-08-30,4,2022-07-06,2022-08-21,11100,5639,0.9684341195247383
brazil_sp_são-paulo,LatAm,2026-08-18,0,2026-07-01,2026-08-04,75535,43898,0.7206934256685953
brazil_sp_são-paulo,LatAm,2026-08-18,1,2025-07-02,2025-08-05,43898,29762,0.47496808010214364
brazil_sp_são-paulo,LatAm,2026-08-18,2,2024-07-03,2024-08-06,29762,16899,0.7611692999585775
brazil_sp_são-paulo,LatAm,2026-08-18,3,2023-07-05,2023-08-08,16899,10290,0.6422740524781341
brazil_sp_são-paulo,LatAm,2026-08-18,4,2022-07-06,2022-08-09,10290,4619,1.2277549253085085
canada_bc_vancouver,NAM,2026-08-23,0,2026-07-01,2026-08-09,19790,12125,0.6321649484536083
canada_bc_vancouver,NAM,2026-08-23,1,2025-07-02,2025-08-10,12125,8969,0.3518786932768425
canada_bc_vancouver,NAM,2026-08-23,2,2024-07-03,2024-08-11,8969,7149,0.2545810602881522
canada_bc_vancouver,NAM,2026-08-23,3,2023-07-05,2023-08-13,7149,4543,0.5736297600704381
canada_bc_vancouver,NAM,2026-08-23,4,2022-07-06,2022-08-14,4543,2076,1.1883429672447012
canada_bc_victoria,NAM,2026-08-31,0,2026-07-01,2026-08-17,14852,11675,0.2721199143468951
canada_bc_victoria,NAM,2026-08-31,1,2025-07-02,2025-08-18,11675,9295,0.25605164066702524
canada_bc_victoria,NAM,2026-08-31,2,2024-07-03,2024-08-19,9295,8058,0.15351203772648292
canada_bc_victoria,NAM,2026-08-31,3,2023-07-05,2023-08-21,8058,6597,0.22146430195543432
canada_bc_victoria,NAM,2026-08-31,4,2022-07-06,2022-08-22,6597,4705,0.40212539851222107
canada_mb_winnipeg,NAM,2026-08-26,0,2026-07-01,2026-08-12,4644,3943,0.17778341364443317
canada_mb_winnipeg,NAM,2026-08-26,1,2025-07-02,2025-08-13,3943,2826,0.3952583156404812
canada_mb_winnipeg,NAM,2026-08-26,2,2024-07-03,2024-08-14,2826,2245,0.25879732739420946
canada_mb_winnipeg,NAM,2026-08-26,3,2023-07-05,2023-08-16,2245,1374,0.6339155749636098
canada_mb_winnipeg,NAM,2026-08-26,4,2022-07-06,2022-08-17,1374,705,0.9489361702127659
canada_nb_new-brunswick,NAM,2026-08-31,0,2026-07-01,2026-08-17,23411,17820,0.3137485970819305
canada_nb_new-brunswick,NAM,2026-08-31,1,2025-07-02,2025-08-18,17820,12884,0.38311083514436506
canada_nb_new-brunswick,NAM,2026-08-31,2,2024-07-03,2024-08-19,12884,9486,0.3582121020451192
canada_nb_new-brunswick,NAM,2026-08-31,3,2023-07-05,2023-08-21,9486,7384,0.28466955579631636
canada_nb_new-brunswick,NAM,2026-08-31,4,2022-07-06,2022-08-22,7384,3690,1.0010840108401085
canada_on_ottawa,NAM,2026-08-27,0,2026-07-01,2026-08-13,5761,5217,0.10427448725321065
canada_on_ottawa,NAM,2026-08-27,1,2025-07-02,2025-08-14,5217,3718,0.40317374932759553
canada_on_ottawa,NAM,2026-08-27,2,2024-07-03,2024-08-15,3718,3133,0.18672199170124482
canada_on_ottawa,NAM,2026-08-27,3,2023-07-05,2023-08-17,3133,2151,0.4565318456531846
canada_on_ottawa,NAM,2026-08-27,4,2022-07-06,2022-08-18,2151,1281,0.6791569086651055
canada_on_toronto,NAM,2026-08-15,0,2026-07-01,2026-08-01,25536,17213,0.48352989019926795
canada_on_toronto,NAM,2026-08-15,1,2025-07-02,2025-08-02,17213,12384,0.389938630490956
canada_on_toronto,NAM,2026-08-15,2,2024-07-03,2024-08-03,12384,9821,0.2609713878423785
canada_on_toronto,NAM,2026-08-15,3,2023-07-05,2023-08-05,9821,6593,0.48961019262854544
canada_on_toronto,NAM,2026-08-15,4,2022-07-06,2022-08-06,6593,2505,1.631936127744511
canada_qc_montreal,NAM,2026-08-10,0,2026-07-01,2026-07-27,17038,10222,0.6667971042848757
canada_qc_montreal,NAM,2026-08-10,1,2025-07-02,2025-07-28,10222,7442,0.37355549583445313
canada_qc_montreal,NAM,2026-08-10,2,2024-07-03,2024-07-29,7442,5870,0.26780238500851783
canada_qc_montreal,NAM,2026-08-10,3,2023-07-05,2023-07-31,5870,4619,0.2708378436891101
canada_qc_montreal,NAM,2026-08-10,4,2022-07-06,2022-08-01,4619,2069,1.2324794586756886
canada_qc_quebec-city,NAM,2026-08-18,0,2026-07-01,2026-08-04,7438,5888,0.26324728260869557
canada_qc_quebec-city,NAM,2026-08-18,1,2025-07-02,2025-08-05,5888,4512,0.3049645390070923
canada_qc_quebec-city,NAM,2026-08-18,2,2024-07-03,2024-08-06,4512,3995,0.12941176470588234
canada_qc_quebec-city,NAM,2026-08-18,3,2023-07-05,2023-08-08,3995,3244,0.23150431565967944
canada_qc_quebec-city,NAM,2026-08-18,4,2022-07-06,2022-08-09,3244,1956,0.6584867075664622
chile_rm_santiago,LatAm,2026-08-30,0,2026-07-01,2026-08-16,48628,32546,0.49413138327290596
chile_rm_santiago,LatAm,2026-08-30,1,2025-07-02,2025-08-17,32546,19556,0.6642462671302924
chile_rm_santiago,LatAm,2026-08-30,2,2024-07-03,2024-08-18,19556,10563,0.8513679825807063
chile_rm_santiago,LatAm,2026-08-30,3,2023-07-05,2023-08-20,10563,6682,0.5808141275067344
chile_rm_santiago,LatAm,2026-08-30,4,2022-07-06,2022-08-21,6682,3391,0.9705101739899735
china_hk_hong-kong,APAC,2026-08-28,0,2026-07-01,2026-08-14,3381,2708,0.2485228951255538
china_hk_hong-kong,APAC,2026-08-28,1,2025-07-02,2025-08-15,2708,2079,0.30254930254930246
china_hk_hong-kong,APAC,2026-08-28,2,2024-07-03,2024-08-16,2079,1820,0.14230769230769225
china_hk_hong-kong,APAC,2026-08-28,3,2023-07-05,2023-08-18,1820,555,2.279279279279279
china_hk_hong-kong,APAC,2026-08-28,4,2022-07-06,2022-08-19,555,414,0.3405797101449275
colombia_dc_bogotá,LatAm,2026-08-18,0,2026-07-01,2026-08-04,22462,14082,0.5950859252947025
colombia_dc_bogotá,LatAm,2026-08-18,1,2025-07-02,2025-08-05,14082,9933,0.4176985804892781
colombia_dc_bogotá,LatAm,2026-08-18,2,2024-07-03,2024-08-06,9933,6986,0.42184368737474953
colombia_dc_bogotá,LatAm,2026-08-18,3,2023-07-05,2023-08-08,6986,3961,0.763696036354456
colombia_dc_bogotá,LatAm,2026-08-18,4,2022-07-06,2022-08-09,3961,2066,0.9172313649564376
czech-republic_prague_prague,EMEA,2026-08-28,0,2026-07-01,2026-08-14,35846,29299,0.22345472541724964
czech-republic_prague_prague,EMEA,2026-08-28,1,2025-07-02,2025-08-15,29299,24580,0.1919853539462979
czech-republic_prague_prague,EMEA,2026-08-28,2,2024-07-03,2024-08-16,24580,19063,0.28940880239206845
czech-republic_prague_prague,EMEA,2026-08-28,3,2023-07-05,2023-08-18,19063,14191,0.3433161863152703
czech-republic_prague_prague,EMEA,2026-08-28,4,2022-07-06,2022-08-19,14191,6776,1.0943034238488782
denmark_hovedstaden_copenhagen,EMEA,2026-08-31,0,2026-07-01,2026-08-17,27947,24301,0.15003497798444498
denmark_hovedstaden_copenhagen,EMEA,2026-08-31,1,2025-07-02,2025-08-18,24301,19836,0.22509578544061304
denmark_hovedstaden_copenhagen,EMEA,2026-08-31,2,2024-07-03,2024-08-19,19836,16517,0.2009444814433614
denmark_hovedstaden_copenhagen,EMEA,2026-08-31,3,2023-07-05,2023-08-21,16517,11518,0.4340163222781732
denmark_hovedstaden_copenhagen,EMEA,2026-08-31,4,2022-07-06,2022-08-22,11518,4938,1.3325232887808829
france_auvergne-rhone-alpes_lyon,EMEA,2026-08-25,0,2026-07-01,2026-08-11,9272,8644,0.07265155020823699
france_auvergne-rhone-alpes_lyon,EMEA,2026-08-25,1,2025-07-02,2025-08-12,8644,7912,0.09251769464105153
france_auvergne-rhone-alpes_lyon,EMEA,2026-08-25,2,2024-07-03,2024-08-13,7912,6891,0.14816427223915252
france_auvergne-rhone-alpes_lyon,EMEA,2026-08-25,3,2023-07-05,2023-08-15,6891,6332,0.08828174352495255
france_auvergne-rhone-alpes_lyon,EMEA,2026-08-25,4,2022-07-06,2022-08-16,6332,4755,0.3316508937960041
france_ile-de-france_paris,EMEA,2026-08-15,0,2026-07-01,2026-08-01,59241,48201,0.22904089126781613
france_ile-de-france_paris,EMEA,2026-08-15,1,2025-07-02,2025-08-02,48201,31495,0.5304334021273218
france_ile-de-france_paris,EMEA,2026-08-15,2,2024-07-03,2024-08-03,31495,31967,-0.014765226639972484
france_ile-de-france_paris,EMEA,2026-08-15,3,2023-07-05,2023-08-05,31967,26908,0.18801100044596408
france_ile-de-france_paris,EMEA,2026-08-15,4,2022-07-06,2022-08-06,26908,11953,1.2511503388270726
france_nouvelle-aquitaine_bordeaux,EMEA,2026-08-25,0,2026-07-01,2026-08-11,13447,13165,0.021420432966198222
france_nouvelle-aquitaine_bordeaux,EMEA,2026-08-25,1,2025-07-02,2025-08-12,13165,11498,0.14498173595407904
france_nouvelle-aquitaine_bordeaux,EMEA,2026-08-25,2,2024-07-03,2024-08-13,11498,11246,0.022407967277254137
france_nouvelle-aquitaine_bordeaux,EMEA,2026-08-25,3,2023-07-05,2023-08-15,11246,8812,0.2762142532909668
france_nouvelle-aquitaine_bordeaux,EMEA,2026-08-25,4,2022-07-06,2022-08-16,8812,6926,0.27230724805082307
france_pyrénées-atlantiques_pays-basque,EMEA,2026-08-27,0,2026-07-01,2026-08-13,23484,19182,0.2242727557084767
france_pyrénées-atlantiques_pays-basque,EMEA,2026-08-27,1,2025-07-02,2025-08-14,19182,16426,0.16778278339218322
france_pyrénées-atlantiques_pays-basque,EMEA,2026-08-27,2,2024-07-03,2024-08-15,16426,15350,0.07009771986970681
france_pyrénées-atlantiques_pays-basque,EMEA,2026-08-27,3,2023-07-05,2023-08-17,15350,13138,0.1683665702542243
france_pyrénées-atlantiques_pays-basque,EMEA,2026-08-27,4,2022-07-06,2022-08-18,13138,10439,0.2585496695085736
germany_be_berlin,EMEA,2026-08-27,0,2026-07-01,2026-08-13,21156,17814,0.18760525429437513
germany_be_berlin,EMEA,2026-08-27,1,2025-07-02,2025-08-14,17814,15576,0.14368258859784278
germany_be_berlin,EMEA,2026-08-27,2,2024-07-03,2024-08-15,15576,12001,0.29789184234647115
germany_be_berlin,EMEA,2026-08-27,3,2023-07-05,2023-08-17,12001,10236,0.17243063696756544
germany_be_berlin,EMEA,2026-08-27,4,2022-07-06,2022-08-18,10236,6107,0.6761093826756182
germany_bv_munich,EMEA,2026-08-30,0,2026-07-01,2026-08-16,8984,6418,0.3998130258647554
germany_bv_munich,EMEA,2026-08-30,1,2025-07-02,2025-08-17,6418,7711,-0.16768253144857992
germany_bv_munich,EMEA,2026-08-30,2,2024-07-03,2024-08-18,7711,4720,0.6336864406779661
germany_bv_munich,EMEA,2026-08-30,3,2023-07-05,2023-08-20,4720,3649,0.2935050698821595
germany_bv_munich,EMEA,2026-08-30,4,2022-07-06,2022-08-21,3649,2359,0.5468418821534549
greece_attica_athens,EMEA,2026-08-30,0,2026-07-01,2026-08-16,31767,29808,0.0657206119162641
greece_attica_athens,EMEA,2026-08-30,1,2025-07-02,2025-08-17,29808,26253,0.13541309564621185
greece_attica_athens,EMEA,2026-08-30,2,2024-07-03,2024-08-18,26253,22101,0.1878648024976246
greece_attica_athens,EMEA,2026-08-30,3,2023-07-05,2023-08-20,22101,18866,0.17147249019399968
greece_attica_athens,EMEA,2026-08-30,4,2022-07-06,2022-08-21,18866,13114,0.43861522037517164
greece_central-macedonia_thessaloniki,EMEA,2026-08-30,0,2026-07-01,2026-08-16,8487,7520,0.1285904255319148
greece_central-macedonia_thessaloniki,EMEA,2026-08-30,1,2025-07-02,2025-08-17,7520,5611,0.3402245589021564
greece_central-macedonia_thessaloniki,EMEA,2026-08-30,2,2024-07-03,2024-08-18,5611,4849,0.15714580325840388
greece_central-macedonia_thessaloniki,EMEA,2026-08-30,3,2023-07-05,2023-08-20,4849,3716,0.304897739504844
greece_central-macedonia_thessaloniki,EMEA,2026-08-30,4,2022-07-06,2022-08-21,3716,2923,0.27129661306876507
greece_crete_crete,EMEA,2026-08-31,0,2026-07-01,2026-08-17,37524,34188,0.09757809757809754
greece_crete_crete,EMEA,2026-08-31,1,2025-07-02,2025-08-18,34188,30189,0.13246546755440725
greece_crete_crete,EMEA,2026-08-31,2,2024-07-03,2024-08-19,30189,26053,0.1587533105592447
greece_crete_crete,EMEA,2026-08-31,3,2023-07-05,2023-08-21,26053,23438,0.11157095315299936
greece_crete_crete,EMEA,2026-08-31,4,2022-07-06,2022-08-22,23438,18813,0.24584064210917989
greece_south-aegean_south-aegean,EMEA,2026-08-28,0,2026-07-01,2026-08-14,50169,45201,0.10990907280812379
greece_south-aegean_south-aegean,EMEA,2026-08-28,1,2025-07-02,2025-08-15,45201,42783,0.05651777575205097
greece_south-aegean_south-aegean,EMEA,2026-08-28,2,2024-07-03,2024-08-16,42783,38400,0.1141406250000001
greece_south-aegean_south-aegean,EMEA,2026-08-28,3,2023-07-05,2023-08-18,38400,35503,0.08159873813480556
greece_south-aegean_south-aegean,EMEA,2026-08-28,4,2022-07-06,2022-08-19,35503,25391,0.3982513489031547
hungary_közép-magyarország_budapest,EMEA,2026-08-29,0,2026-07-01,2026-08-15,34361,31655,0.08548412573053232
hungary_közép-magyarország_budapest,EMEA,2026-08-29,1,2025-07-02,2025-08-16,31655,27961,0.13211258538678883
hungary_közép-magyarország_budapest,EMEA,2026-08-29,2,2024-07-03,2024-08-17,27961,23617,0.18393530084261345
hungary_közép-magyarország_budapest,EMEA,2026-08-29,3,2023-07-05,2023-08-19,23617,18145,0.3015706806282723
hungary_közép-magyarország_budapest,EMEA,2026-08-29,4,2022-07-06,2022-08-20,18145,7220,1.513157894736842
ireland,EMEA,2026-08-23,0,2026-07-01,2026-08-09,87708,75928,0.15514698135075333
ireland,EMEA,2026-08-23,1,2025-07-02,2025-08-10,75928,66572,0.14053956618398122
ireland,EMEA,2026-08-23,2,2024-07-03,2024-08-11,66572,55519,0.1990849979286371
ireland,EMEA,2026-08-23,3,2023-07-05,2023-08-13,55519,41848,0.3266822787229975
ireland,EMEA,2026-08-23,4,2022-07-06,2022-08-14,41848,26633,0.5712837457289828
ireland_leinster_dublin,EMEA,2026-08-25,0,2026-07-01,2026-08-11,14976,11700,0.28
ireland_leinster_dublin,EMEA,2026-08-25,1,2025-07-02,2025-08-12,11700,8660,0.35103926096997684
ireland_leinster_dublin,EMEA,2026-08-25,2,2024-07-03,2024-08-13,8660,6869,0.26073664288833887
ireland_leinster_dublin,EMEA,2026-08-25,3,2023-07-05,2023-08-15,6869,4959,0.3851582980439605
ireland_leinster_dublin,EMEA,2026-08-25,4,2022-07-06,2022-08-16,4959,1612,2.076302729528536
italy_campania_naples,EMEA,2026-08-27,0,2026-07-01,2026-08-13,15557,14203,0.09533197211856659
italy_campania_naples,EMEA,2026-08-27,1,2025-07-02,2025-08-14,14203,12828,0.10718740255690684
italy_campania_naples,EMEA,2026-08-27,2,2024-07-03,2024-08-15,12828,11288,0.13642806520198447
italy_campania_naples,EMEA,2026-08-27,3,2023-07-05,2023-08-17,11288,9222,0.22402949468661904
italy_campania_naples,EMEA,2026-08-27,4,2022-07-06,2022-08-18,9222,5612,0.643264433357092
italy_emilia-romagna_bologna,EMEA,2026-08-27,0,2026-07-01,2026-08-13,8339,7302,0.14201588605861404
italy_emilia-romagna_bologna,EMEA,2026-08-27,1,2025-07-02,2025-08-14,7302,6566,0.11209259823332318
italy_emilia-romagna_bologna,EMEA,2026-08-27,2,2024-07-03,2024-08-15,6566,5737,0.14450061007495196
italy_emilia-romagna_bologna,EMEA,2026-08-27,3,2023-07-05,2023-08-17,5737,4876,0.17657916324856449
italy_emilia-romagna_bologna,EMEA,2026-08-27,4,2022-07-06,2022-08-18,4876,2761,0.7660268018833756
italy_lazio_rome,EMEA,2026-08-25,0,2026-07-01,2026-08-11,67918,61574,0.10303049988631563
italy_lazio_rome,EMEA,2026-08-25,1,2025-07-02,2025-08-12,61574,55095,0.1175968781196115
italy_lazio_rome,EMEA,2026-08-25,2,2024-07-03,2024-08-13,55095,46377,0.18798111132673534
italy_lazio_rome,EMEA,2026-08-25,3,2023-07-05,2023-08-15,46377,34123,0.35911262198517124
italy_lazio_rome,EMEA,2026-08-25,4,2022-07-06,2022-08-16,34123,15437,1.2104683552503723
italy_lombardia_bergamo,EMEA,2026-08-31,0,2026-07-01,2026-08-17,7992,6594,0.21201091901728852
italy_lombardia_bergamo,EMEA,2026-08-31,1,2025-07-02,2025-08-18,6594,5541,0.190037899296156
italy_lombardia_bergamo,EMEA,2026-08-31,2,2024-07-03,2024-08-19,5541,4193,0.3214881946100645
italy_lombardia_bergamo,EMEA,2026-08-31,3,2023-07-05,2023-08-21,4193,3024,0.3865740740740742
italy_lombardia_bergamo,EMEA,2026-08-31,4,2022-07-06,2022-08-22,3024,1897,0.5940959409594095
italy_lombardy_milan,EMEA,2026-08-27,0,2026-07-01,2026-08-13,42889,33607,0.2761924599041867
italy_lombardy_milan,EMEA,2026-08-27,1,2025-07-02,2025-08-14,33607,27664,0.21482793522267207
italy_lombardy_milan,EMEA,2026-08-27,2,2024-07-03,2024-08-15,27664,20483,0.35058341063320797
italy_lombardy_milan,EMEA,2026-08-27,3,2023-07-05,2023-08-17,20483,13727,0.49216871858381284
italy_lombardy_milan,EMEA,2026-08-27,4,2022-07-06,2022-08-18,13727,6211,1.2101110932217036
italy_puglia_puglia,EMEA,2026-08-31,0,2026-07-01,2026-08-17,45158,38721,0.16624054130833388
italy_puglia_puglia,EMEA,2026-08-31,1,2025-07-02,2025-08-18,38721,31165,0.24245146799294082
