store,kind,market_key,cdn_path,dump_date,file,bytes,abs_path,note,present
inside_airbnb_reviews,reviews,australia_nsw_northern-rivers,australia/nsw/northern-rivers,2026-06-24,australia_nsw_northern-rivers_2026-06-24_reviews.csv.gz,32197856,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_nsw_northern-rivers_2026-06-24_reviews.csv.gz,,
inside_airbnb_reviews,reviews,australia_nsw_northern-rivers,australia/nsw/northern-rivers,2026-08-27,australia_nsw_northern-rivers_2026-08-27_reviews.csv.gz,32961878,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_nsw_northern-rivers_2026-08-27_reviews.csv.gz,,
inside_airbnb_reviews,reviews,australia_nsw_sydney,australia/nsw/sydney,2025-08-05,australia_nsw_sydney_2025-08-05_reviews.csv.gz,71943179,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_nsw_sydney_2025-08-05_reviews.csv.gz,,
inside_airbnb_reviews,listings,australia_nsw_sydney,australia/nsw/sydney,2026-06-16,australia_nsw_sydney_2026-06-16_listings.csv.gz,12633389,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_nsw_sydney_2026-06-16_listings.csv.gz,,
inside_airbnb_reviews,reviews,australia_nsw_sydney,australia/nsw/sydney,2026-06-16,australia_nsw_sydney_2026-06-16_reviews.csv.gz,84860225,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_nsw_sydney_2026-06-16_reviews.csv.gz,,
inside_airbnb_reviews,reviews,australia_nsw_sydney,australia/nsw/sydney,2026-08-15,australia_nsw_sydney_2026-08-15_reviews.csv.gz,86188658,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_nsw_sydney_2026-08-15_reviews.csv.gz,,
inside_airbnb_reviews,reviews,australia_qld_brisbane,australia/qld/brisbane,2025-08-04,australia_qld_brisbane_2025-08-04_reviews.csv.gz,25776409,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_qld_brisbane_2025-08-04_reviews.csv.gz,,
inside_airbnb_reviews,listings,australia_qld_brisbane,australia/qld/brisbane,2026-07-14,australia_qld_brisbane_2026-07-14_listings.csv.gz,3860249,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_qld_brisbane_2026-07-14_listings.csv.gz,,
inside_airbnb_reviews,reviews,australia_qld_brisbane,australia/qld/brisbane,2026-07-14,australia_qld_brisbane_2026-07-14_reviews.csv.gz,31008701,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_qld_brisbane_2026-07-14_reviews.csv.gz,,
inside_airbnb_reviews,reviews,australia_qld_brisbane,australia/qld/brisbane,2026-08-13,australia_qld_brisbane_2026-08-13_reviews.csv.gz,31216589,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_qld_brisbane_2026-08-13_reviews.csv.gz,,
inside_airbnb_reviews,reviews,australia_qld_sunshine-coast,australia/qld/sunshine-coast,2025-08-31,australia_qld_sunshine-coast_2025-08-31_reviews.csv.gz,36092920,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_qld_sunshine-coast_2025-08-31_reviews.csv.gz,,
inside_airbnb_reviews,listings,australia_qld_sunshine-coast,australia/qld/sunshine-coast,2026-07-26,australia_qld_sunshine-coast_2026-07-26_listings.csv.gz,4427449,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_qld_sunshine-coast_2026-07-26_listings.csv.gz,,
inside_airbnb_reviews,reviews,australia_qld_sunshine-coast,australia/qld/sunshine-coast,2026-07-26,australia_qld_sunshine-coast_2026-07-26_reviews.csv.gz,39384222,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_qld_sunshine-coast_2026-07-26_reviews.csv.gz,,
inside_airbnb_reviews,reviews,australia_qld_sunshine-coast,australia/qld/sunshine-coast,2026-08-31,australia_qld_sunshine-coast_2026-08-31_reviews.csv.gz,39510760,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_qld_sunshine-coast_2026-08-31_reviews.csv.gz,,
inside_airbnb_reviews,reviews,australia_sa_barossa-valley,australia/sa/barossa-valley,2025-08-29,australia_sa_barossa-valley_2025-08-29_reviews.csv.gz,2168770,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_sa_barossa-valley_2025-08-29_reviews.csv.gz,,
inside_airbnb_reviews,listings,australia_sa_barossa-valley,australia/sa/barossa-valley,2026-06-29,australia_sa_barossa-valley_2026-06-29_listings.csv.gz,200362,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_sa_barossa-valley_2026-06-29_listings.csv.gz,,
inside_airbnb_reviews,reviews,australia_sa_barossa-valley,australia/sa/barossa-valley,2026-06-29,australia_sa_barossa-valley_2026-06-29_reviews.csv.gz,2419238,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_sa_barossa-valley_2026-06-29_reviews.csv.gz,,
inside_airbnb_reviews,reviews,australia_sa_barossa-valley,australia/sa/barossa-valley,2026-08-30,australia_sa_barossa-valley_2026-08-30_reviews.csv.gz,2434378,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_sa_barossa-valley_2026-08-30_reviews.csv.gz,,
inside_airbnb_reviews,reviews,australia_tas_tasmania,australia/tas/tasmania,2025-08-04,australia_tas_tasmania_2025-08-04_reviews.csv.gz,58983821,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_tas_tasmania_2025-08-04_reviews.csv.gz,,
inside_airbnb_reviews,listings,australia_tas_tasmania,australia/tas/tasmania,2026-06-15,australia_tas_tasmania_2026-06-15_listings.csv.gz,4165279,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_tas_tasmania_2026-06-15_listings.csv.gz,,
inside_airbnb_reviews,reviews,australia_tas_tasmania,australia/tas/tasmania,2026-06-15,australia_tas_tasmania_2026-06-15_reviews.csv.gz,65897351,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_tas_tasmania_2026-06-15_reviews.csv.gz,,
inside_airbnb_reviews,reviews,australia_tas_tasmania,australia/tas/tasmania,2026-08-13,australia_tas_tasmania_2026-08-13_reviews.csv.gz,65334563,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_tas_tasmania_2026-08-13_reviews.csv.gz,,
inside_airbnb_reviews,reviews,australia_vic_barwon-south-west-vic,australia/vic/barwon-south-west-vic,2025-08-30,australia_vic_barwon-south-west-vic_2025-08-30_reviews.csv.gz,38883267,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_vic_barwon-south-west-vic_2025-08-30_reviews.csv.gz,,
inside_airbnb_reviews,listings,australia_vic_barwon-south-west-vic,australia/vic/barwon-south-west-vic,2026-06-29,australia_vic_barwon-south-west-vic_2026-06-29_listings.csv.gz,4127073,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_vic_barwon-south-west-vic_2026-06-29_listings.csv.gz,,
inside_airbnb_reviews,reviews,australia_vic_barwon-south-west-vic,australia/vic/barwon-south-west-vic,2026-06-29,australia_vic_barwon-south-west-vic_2026-06-29_reviews.csv.gz,41675266,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_vic_barwon-south-west-vic_2026-06-29_reviews.csv.gz,,
inside_airbnb_reviews,reviews,australia_vic_barwon-south-west-vic,australia/vic/barwon-south-west-vic,2026-08-31,australia_vic_barwon-south-west-vic_2026-08-31_reviews.csv.gz,41808079,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_vic_barwon-south-west-vic_2026-08-31_reviews.csv.gz,,
inside_airbnb_reviews,reviews,australia_vic_melbourne,australia/vic/melbourne,2025-08-05,australia_vic_melbourne_2025-08-05_reviews.csv.gz,92468751,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_vic_melbourne_2025-08-05_reviews.csv.gz,,
inside_airbnb_reviews,listings,australia_vic_melbourne,australia/vic/melbourne,2026-06-16,australia_vic_melbourne_2026-06-16_listings.csv.gz,15270041,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_vic_melbourne_2026-06-16_listings.csv.gz,,
inside_airbnb_reviews,reviews,australia_vic_melbourne,australia/vic/melbourne,2026-06-16,australia_vic_melbourne_2026-06-16_reviews.csv.gz,101517909,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_vic_melbourne_2026-06-16_reviews.csv.gz,,
inside_airbnb_reviews,reviews,australia_vic_melbourne,australia/vic/melbourne,2026-08-15,australia_vic_melbourne_2026-08-15_reviews.csv.gz,102019504,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_vic_melbourne_2026-08-15_reviews.csv.gz,,
inside_airbnb_reviews,reviews,australia_vic_mornington-peninsula,australia/vic/mornington-peninsula,2025-08-17,australia_vic_mornington-peninsula_2025-08-17_reviews.csv.gz,19251322,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_vic_mornington-peninsula_2025-08-17_reviews.csv.gz,,
inside_airbnb_reviews,listings,australia_vic_mornington-peninsula,australia/vic/mornington-peninsula,2026-06-22,australia_vic_mornington-peninsula_2026-06-22_listings.csv.gz,2776253,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_vic_mornington-peninsula_2026-06-22_listings.csv.gz,,
inside_airbnb_reviews,reviews,australia_vic_mornington-peninsula,australia/vic/mornington-peninsula,2026-06-22,australia_vic_mornington-peninsula_2026-06-22_reviews.csv.gz,21018232,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_vic_mornington-peninsula_2026-06-22_reviews.csv.gz,,
inside_airbnb_reviews,reviews,australia_vic_mornington-peninsula,australia/vic/mornington-peninsula,2026-08-26,australia_vic_mornington-peninsula_2026-08-26_reviews.csv.gz,20996920,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_vic_mornington-peninsula_2026-08-26_reviews.csv.gz,,
inside_airbnb_reviews,reviews,australia_wa_western-australia,australia/wa/western-australia,2025-08-28,australia_wa_western-australia_2025-08-28_reviews.csv.gz,71429775,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_wa_western-australia_2025-08-28_reviews.csv.gz,,
inside_airbnb_reviews,listings,australia_wa_western-australia,australia/wa/western-australia,2026-06-28,australia_wa_western-australia_2026-06-28_listings.csv.gz,7913256,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_wa_western-australia_2026-06-28_listings.csv.gz,,
inside_airbnb_reviews,reviews,australia_wa_western-australia,australia/wa/western-australia,2026-06-28,australia_wa_western-australia_2026-06-28_reviews.csv.gz,74704088,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_wa_western-australia_2026-06-28_reviews.csv.gz,,
inside_airbnb_reviews,reviews,australia_wa_western-australia,australia/wa/western-australia,2026-08-30,australia_wa_western-australia_2026-08-30_reviews.csv.gz,81218903,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\australia_wa_western-australia_2026-08-30_reviews.csv.gz,,
inside_airbnb_reviews,reviews,austria_vienna_vienna,austria/vienna/vienna,2025-08-15,austria_vienna_vienna_2025-08-15_reviews.csv.gz,76155444,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\austria_vienna_vienna_2025-08-15_reviews.csv.gz,,
inside_airbnb_reviews,listings,austria_vienna_vienna,austria/vienna/vienna,2026-06-20,austria_vienna_vienna_2026-06-20_listings.csv.gz,7343950,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\austria_vienna_vienna_2026-06-20_listings.csv.gz,,
inside_airbnb_reviews,reviews,austria_vienna_vienna,austria/vienna/vienna,2026-06-20,austria_vienna_vienna_2026-06-20_reviews.csv.gz,81406738,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\austria_vienna_vienna_2026-06-20_reviews.csv.gz,,
inside_airbnb_reviews,reviews,austria_vienna_vienna,austria/vienna/vienna,2026-08-25,austria_vienna_vienna_2026-08-25_reviews.csv.gz,81865634,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\austria_vienna_vienna_2026-08-25_reviews.csv.gz,,
inside_airbnb_reviews,reviews,belgium_bru_brussels,belgium/bru/brussels,2025-08-24,belgium_bru_brussels_2025-08-24_reviews.csv.gz,37169113,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\belgium_bru_brussels_2025-08-24_reviews.csv.gz,,
inside_airbnb_reviews,listings,belgium_bru_brussels,belgium/bru/brussels,2026-06-27,belgium_bru_brussels_2026-06-27_listings.csv.gz,2816546,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\belgium_bru_brussels_2026-06-27_listings.csv.gz,,
inside_airbnb_reviews,reviews,belgium_bru_brussels,belgium/bru/brussels,2026-06-27,belgium_bru_brussels_2026-06-27_reviews.csv.gz,38661319,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\belgium_bru_brussels_2026-06-27_reviews.csv.gz,,
inside_airbnb_reviews,reviews,belgium_bru_brussels,belgium/bru/brussels,2026-08-28,belgium_bru_brussels_2026-08-28_reviews.csv.gz,39308351,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\belgium_bru_brussels_2026-08-28_reviews.csv.gz,,
inside_airbnb_reviews,reviews,belgium_vlg_antwerp,belgium/vlg/antwerp,2025-08-30,belgium_vlg_antwerp_2025-08-30_reviews.csv.gz,13683258,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\belgium_vlg_antwerp_2025-08-30_reviews.csv.gz,,
inside_airbnb_reviews,listings,belgium_vlg_antwerp,belgium/vlg/antwerp,2026-06-29,belgium_vlg_antwerp_2026-06-29_listings.csv.gz,1258664,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\belgium_vlg_antwerp_2026-06-29_listings.csv.gz,,
inside_airbnb_reviews,reviews,belgium_vlg_antwerp,belgium/vlg/antwerp,2026-06-29,belgium_vlg_antwerp_2026-06-29_reviews.csv.gz,14718823,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\belgium_vlg_antwerp_2026-06-29_reviews.csv.gz,,
inside_airbnb_reviews,reviews,belgium_vlg_antwerp,belgium/vlg/antwerp,2026-08-31,belgium_vlg_antwerp_2026-08-31_reviews.csv.gz,14974840,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\belgium_vlg_antwerp_2026-08-31_reviews.csv.gz,,
inside_airbnb_reviews,reviews,belgium_vlg_ghent,belgium/vlg/ghent,2025-08-28,belgium_vlg_ghent_2025-08-28_reviews.csv.gz,11095713,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\belgium_vlg_ghent_2025-08-28_reviews.csv.gz,,
inside_airbnb_reviews,listings,belgium_vlg_ghent,belgium/vlg/ghent,2026-06-29,belgium_vlg_ghent_2026-06-29_listings.csv.gz,746128,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\belgium_vlg_ghent_2026-06-29_listings.csv.gz,,
inside_airbnb_reviews,reviews,belgium_vlg_ghent,belgium/vlg/ghent,2026-06-29,belgium_vlg_ghent_2026-06-29_reviews.csv.gz,12325506,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\belgium_vlg_ghent_2026-06-29_reviews.csv.gz,,
inside_airbnb_reviews,reviews,belgium_vlg_ghent,belgium/vlg/ghent,2026-08-30,belgium_vlg_ghent_2026-08-30_reviews.csv.gz,12717270,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\belgium_vlg_ghent_2026-08-30_reviews.csv.gz,,
inside_airbnb_reviews,reviews,belize_bz_belize,belize/bz/belize,2025-08-30,belize_bz_belize_2025-08-30_reviews.csv.gz,13818648,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\belize_bz_belize_2025-08-30_reviews.csv.gz,,
inside_airbnb_reviews,listings,belize_bz_belize,belize/bz/belize,2026-06-29,belize_bz_belize_2026-06-29_listings.csv.gz,1813075,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\belize_bz_belize_2026-06-29_listings.csv.gz,,
inside_airbnb_reviews,reviews,belize_bz_belize,belize/bz/belize,2026-06-29,belize_bz_belize_2026-06-29_reviews.csv.gz,14976003,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\belize_bz_belize_2026-06-29_reviews.csv.gz,,
inside_airbnb_reviews,reviews,belize_bz_belize,belize/bz/belize,2026-08-31,belize_bz_belize_2026-08-31_reviews.csv.gz,14974042,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\belize_bz_belize_2026-08-31_reviews.csv.gz,,
inside_airbnb_reviews,reviews,brazil_rj_rio-de-janeiro,brazil/rj/rio-de-janeiro,2025-08-28,brazil_rj_rio-de-janeiro_2025-08-28_reviews.csv.gz,124038716,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\brazil_rj_rio-de-janeiro_2025-08-28_reviews.csv.gz,,
inside_airbnb_reviews,listings,brazil_rj_rio-de-janeiro,brazil/rj/rio-de-janeiro,2026-06-24,brazil_rj_rio-de-janeiro_2026-06-24_listings.csv.gz,23740232,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\brazil_rj_rio-de-janeiro_2026-06-24_listings.csv.gz,,
inside_airbnb_reviews,reviews,brazil_rj_rio-de-janeiro,brazil/rj/rio-de-janeiro,2026-06-24,brazil_rj_rio-de-janeiro_2026-06-24_reviews.csv.gz,154976477,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\brazil_rj_rio-de-janeiro_2026-06-24_reviews.csv.gz,,
inside_airbnb_reviews,reviews,brazil_rj_rio-de-janeiro,brazil/rj/rio-de-janeiro,2026-08-30,brazil_rj_rio-de-janeiro_2026-08-30_reviews.csv.gz,158214674,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\brazil_rj_rio-de-janeiro_2026-08-30_reviews.csv.gz,,
inside_airbnb_reviews,listings,brazil_sp_são-paulo,brazil/sp/são-paulo,2026-06-14,brazil_sp_são-paulo_2026-06-14_listings.csv.gz,24428483,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\brazil_sp_são-paulo_2026-06-14_listings.csv.gz,,
inside_airbnb_reviews,reviews,brazil_sp_são-paulo,brazil/sp/são-paulo,2026-06-14,brazil_sp_são-paulo_2026-06-14_reviews.csv.gz,138698574,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\brazil_sp_são-paulo_2026-06-14_reviews.csv.gz,,
inside_airbnb_reviews,reviews,brazil_sp_são-paulo,brazil/sp/são-paulo,2026-08-18,brazil_sp_são-paulo_2026-08-18_reviews.csv.gz,146242187,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\brazil_sp_são-paulo_2026-08-18_reviews.csv.gz,,
inside_airbnb_reviews,reviews,canada_bc_vancouver,canada/bc/vancouver,2025-08-10,canada_bc_vancouver_2025-08-10_reviews.csv.gz,32938597,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\canada_bc_vancouver_2025-08-10_reviews.csv.gz,,
inside_airbnb_reviews,listings,canada_bc_vancouver,canada/bc/vancouver,2026-07-14,canada_bc_vancouver_2026-07-14_listings.csv.gz,4094472,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\canada_bc_vancouver_2026-07-14_listings.csv.gz,,
inside_airbnb_reviews,reviews,canada_bc_vancouver,canada/bc/vancouver,2026-07-14,canada_bc_vancouver_2026-07-14_reviews.csv.gz,37607352,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\canada_bc_vancouver_2026-07-14_reviews.csv.gz,,
inside_airbnb_reviews,reviews,canada_bc_vancouver,canada/bc/vancouver,2026-08-23,canada_bc_vancouver_2026-08-23_reviews.csv.gz,39269710,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\canada_bc_vancouver_2026-08-23_reviews.csv.gz,,
inside_airbnb_reviews,reviews,canada_bc_victoria,canada/bc/victoria,2025-08-30,canada_bc_victoria_2025-08-30_reviews.csv.gz,26546824,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\canada_bc_victoria_2025-08-30_reviews.csv.gz,,
inside_airbnb_reviews,listings,canada_bc_victoria,canada/bc/victoria,2026-07-24,canada_bc_victoria_2026-07-24_listings.csv.gz,2295896,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\canada_bc_victoria_2026-07-24_listings.csv.gz,,
inside_airbnb_reviews,reviews,canada_bc_victoria,canada/bc/victoria,2026-07-24,canada_bc_victoria_2026-07-24_reviews.csv.gz,30070554,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\canada_bc_victoria_2026-07-24_reviews.csv.gz,,
inside_airbnb_reviews,reviews,canada_bc_victoria,canada/bc/victoria,2026-08-31,canada_bc_victoria_2026-08-31_reviews.csv.gz,30920813,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\canada_bc_victoria_2026-08-31_reviews.csv.gz,,
inside_airbnb_reviews,reviews,canada_mb_winnipeg,canada/mb/winnipeg,2025-08-17,canada_mb_winnipeg_2025-08-17_reviews.csv.gz,7108956,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\canada_mb_winnipeg_2025-08-17_reviews.csv.gz,,
inside_airbnb_reviews,listings,canada_mb_winnipeg,canada/mb/winnipeg,2026-06-22,canada_mb_winnipeg_2026-06-22_listings.csv.gz,1015654,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\canada_mb_winnipeg_2026-06-22_listings.csv.gz,,
inside_airbnb_reviews,reviews,canada_mb_winnipeg,canada/mb/winnipeg,2026-06-22,canada_mb_winnipeg_2026-06-22_reviews.csv.gz,8723857,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\canada_mb_winnipeg_2026-06-22_reviews.csv.gz,,
inside_airbnb_reviews,reviews,canada_mb_winnipeg,canada/mb/winnipeg,2026-08-26,canada_mb_winnipeg_2026-08-26_reviews.csv.gz,9171689,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\canada_mb_winnipeg_2026-08-26_reviews.csv.gz,,
inside_airbnb_reviews,reviews,canada_nb_new-brunswick,canada/nb/new-brunswick,2025-08-30,canada_nb_new-brunswick_2025-08-30_reviews.csv.gz,18938206,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\canada_nb_new-brunswick_2025-08-30_reviews.csv.gz,,
inside_airbnb_reviews,listings,canada_nb_new-brunswick,canada/nb/new-brunswick,2026-06-30,canada_nb_new-brunswick_2026-06-30_listings.csv.gz,2688954,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\canada_nb_new-brunswick_2026-06-30_listings.csv.gz,,
inside_airbnb_reviews,reviews,canada_nb_new-brunswick,canada/nb/new-brunswick,2026-06-30,canada_nb_new-brunswick_2026-06-30_reviews.csv.gz,21167411,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\canada_nb_new-brunswick_2026-06-30_reviews.csv.gz,,
inside_airbnb_reviews,reviews,canada_nb_new-brunswick,canada/nb/new-brunswick,2026-08-31,canada_nb_new-brunswick_2026-08-31_reviews.csv.gz,23926376,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\canada_nb_new-brunswick_2026-08-31_reviews.csv.gz,,
inside_airbnb_reviews,reviews,canada_on_ottawa,canada/on/ottawa,2025-08-19,canada_on_ottawa_2025-08-19_reviews.csv.gz,13268255,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\canada_on_ottawa_2025-08-19_reviews.csv.gz,,
inside_airbnb_reviews,listings,canada_on_ottawa,canada/on/ottawa,2026-06-24,canada_on_ottawa_2026-06-24_listings.csv.gz,1565946,C:\Users\krish\citadel-abnb\data\raw\inside_airbnb_reviews\canada_on_ottawa_2026-06-24_listings.csv.gz,,
