block,key,metric,before,after,delta
within_vintage_daymatched,2026-07|EMEA,w_median,19.320533866247942,19.320533866247942,0.0
within_vintage_daymatched,2026-07|EMEA,n_markets,55.0,55.0,0.0
within_vintage_daymatched,2026-07|LatAm,w_equal,46.81981424040654,46.81981424040654,0.0
within_vintage_daymatched,2026-07|LatAm,w_reviews,52.399229806244165,52.399229806244165,0.0
within_vintage_daymatched,2026-07|LatAm,w_median,47.16103304215724,47.16103304215724,0.0
within_vintage_daymatched,2026-07|LatAm,n_markets,7.0,7.0,0.0
within_vintage_daymatched,2026-07|APAC,w_equal,21.008135968363188,21.9250559971594,0.9169200287962127
within_vintage_daymatched,2026-07|APAC,w_reviews,23.97851080827611,26.420207019133592,2.441696210857483
within_vintage_daymatched,2026-07|APAC,w_median,19.644369178662142,19.84982798946929,0.20545881080714778
within_vintage_daymatched,2026-07|APAC,n_markets,13.0,14.0,1.0
within_vintage_daymatched,2026-07|GLOBAL,w_equal,24.735343035988897,24.81667940505605,0.08133636906715225
within_vintage_daymatched,2026-07|GLOBAL,w_reviews,26.21852129091311,26.38292672560354,0.16440543469042979
within_vintage_daymatched,2026-07|GLOBAL,w_median,21.37350255011267,21.64680733672417,0.2733047866115008
within_vintage_daymatched,2026-07|GLOBAL,n_markets,111.0,112.0,1.0
within_vintage_daymatched,2026-07|GLOBAL_NW,w_equal,27.44668045875146,27.559348953798352,0.11266849504689347
within_vintage_daymatched,2026-07|GLOBAL_NW,w_reviews,,,
within_vintage_daymatched,2026-07|GLOBAL_NW,w_median,,,
within_vintage_daymatched,2026-07|GLOBAL_NW,n_markets,111.0,112.0,1.0
within_vintage_daymatched,2026-08_to_date|NAM,w_equal,27.45656787763534,27.45656787763534,0.0
within_vintage_daymatched,2026-08_to_date|NAM,w_reviews,27.45381936558406,27.45381936558406,0.0
within_vintage_daymatched,2026-08_to_date|NAM,w_median,22.51321674395378,22.51321674395378,0.0
within_vintage_daymatched,2026-08_to_date|NAM,n_markets,36.0,36.0,0.0
within_vintage_daymatched,2026-08_to_date|EMEA,w_equal,19.141178307816688,19.141178307816688,0.0
within_vintage_daymatched,2026-08_to_date|EMEA,w_reviews,16.303881763959648,16.303881763959648,0.0
within_vintage_daymatched,2026-08_to_date|EMEA,w_median,19.42182410423452,19.42182410423452,0.0
within_vintage_daymatched,2026-08_to_date|EMEA,n_markets,55.0,55.0,0.0
within_vintage_daymatched,2026-08_to_date|LatAm,w_equal,57.23375265330163,57.23375265330163,0.0
within_vintage_daymatched,2026-08_to_date|LatAm,w_reviews,63.90232412060301,63.90232412060301,0.0
within_vintage_daymatched,2026-08_to_date|LatAm,w_median,55.70819112627987,55.70819112627987,0.0
within_vintage_daymatched,2026-08_to_date|LatAm,n_markets,7.0,7.0,0.0
within_vintage_daymatched,2026-08_to_date|APAC,w_equal,26.68082127465435,26.625697677114108,-0.05512359754024132
within_vintage_daymatched,2026-08_to_date|APAC,w_reviews,26.9968795954234,26.595865129865707,-0.4010144655576937
within_vintage_daymatched,2026-08_to_date|APAC,w_median,24.129930394431558,25.01951065176123,0.8895802573296727
within_vintage_daymatched,2026-08_to_date|APAC,n_markets,13.0,14.0,1.0
within_vintage_daymatched,2026-08_to_date|GLOBAL,w_equal,25.12331707809377,25.13033291587053,0.007015837776759071
within_vintage_daymatched,2026-08_to_date|GLOBAL,w_reviews,24.72263935271308,24.757651119118908,0.035011766405826705
within_vintage_daymatched,2026-08_to_date|GLOBAL,w_median,21.93347193347192,22.193065993787357,0.2595940603154361
within_vintage_daymatched,2026-08_to_date|GLOBAL,n_markets,111.0,112.0,1.0
within_vintage_daymatched,2026-08_to_date|GLOBAL_NW,w_equal,29.23029133581021,29.22351790674183,-0.006773429068381631
within_vintage_daymatched,2026-08_to_date|GLOBAL_NW,w_reviews,,,
within_vintage_daymatched,2026-08_to_date|GLOBAL_NW,w_median,,,
within_vintage_daymatched,2026-08_to_date|GLOBAL_NW,n_markets,111.0,112.0,1.0
vintage_matched_daymatched,2026-07|NAM,vmatch_eq,4.47101724592445,4.47101724592445,0.0
vintage_matched_daymatched,2026-07|NAM,vmatch_cw,4.308524650753149,4.308524650753149,0.0
vintage_matched_daymatched,2026-07|NAM,within_eq,25.945706469164197,25.945706469164197,0.0
vintage_matched_daymatched,2026-07|NAM,within_cw,25.44555251348834,25.44555251348834,0.0
vintage_matched_daymatched,2026-07|NAM,wedge_eq_pp,21.47468922323974,21.47468922323974,0.0
vintage_matched_daymatched,2026-07|NAM,n_markets,31.0,31.0,0.0
vintage_matched_daymatched,2026-07|EMEA,vmatch_eq,0.10444830769663,0.10444830769663,0.0
vintage_matched_daymatched,2026-07|EMEA,vmatch_cw,1.12775886873224,1.12775886873224,0.0
vintage_matched_daymatched,2026-07|EMEA,within_eq,20.61679458997937,20.61679458997937,0.0
vintage_matched_daymatched,2026-07|EMEA,within_cw,20.083332175942,20.083332175942,0.0
vintage_matched_daymatched,2026-07|EMEA,wedge_eq_pp,20.512346282282724,20.512346282282724,0.0
vintage_matched_daymatched,2026-07|EMEA,n_markets,51.0,51.0,0.0
vintage_matched_daymatched,2026-07|LatAm,vmatch_eq,16.84046577749547,16.84046577749547,0.0
vintage_matched_daymatched,2026-07|LatAm,vmatch_cw,20.56734818240768,20.56734818240768,0.0
vintage_matched_daymatched,2026-07|LatAm,within_eq,39.40706658980694,39.40706658980694,0.0
vintage_matched_daymatched,2026-07|LatAm,within_cw,44.03513029194354,44.03513029194354,0.0
vintage_matched_daymatched,2026-07|LatAm,wedge_eq_pp,22.56660081231147,22.56660081231147,0.0
vintage_matched_daymatched,2026-07|LatAm,n_markets,5.0,5.0,0.0
vintage_matched_daymatched,2026-07|APAC,vmatch_eq,1.82117602115295,3.50383755999704,1.6826615388440902
vintage_matched_daymatched,2026-07|APAC,vmatch_cw,3.83468257349808,9.46175025643794,5.62706768293986
vintage_matched_daymatched,2026-07|APAC,within_eq,19.94935695218792,21.212598717580843,1.263241765392923
vintage_matched_daymatched,2026-07|APAC,within_cw,22.55705996131527,26.559554573486636,4.002494612171365
vintage_matched_daymatched,2026-07|APAC,wedge_eq_pp,18.12818093103496,17.708761157583798,-0.419419773451164
vintage_matched_daymatched,2026-07|APAC,n_markets,10.0,11.0,1.0
vintage_matched_daymatched,2026-07|GLOBAL,vmatch_eq,2.53961327232158,2.72115245269011,0.18153918036852978
vintage_matched_daymatched,2026-07|GLOBAL,vmatch_cw,3.79458440266065,4.18740417635086,0.39281977369020993
vintage_matched_daymatched,2026-07|GLOBAL,within_eq,23.21961161962837,23.32803411709655,0.10842249746817956
vintage_matched_daymatched,2026-07|GLOBAL,within_cw,23.594351450428448,23.85460019164484,0.2602487412163903
vintage_matched_daymatched,2026-07|GLOBAL,wedge_eq_pp,20.67999834730679,20.60688166440643,-0.07311668290035911
vintage_matched_daymatched,2026-07|GLOBAL,n_markets,97.0,98.0,1.0
vintage_matched_daymatched,2026-07|GLOBAL_NW,vmatch_eq,4.5426537476243,4.74941435629345,0.2067606086691498
vintage_matched_daymatched,2026-07|GLOBAL_NW,vmatch_cw,,,
vintage_matched_daymatched,2026-07|GLOBAL_NW,within_eq,25.401455849050393,25.55667936268009,0.15522351362969644
vintage_matched_daymatched,2026-07|GLOBAL_NW,within_cw,,,
vintage_matched_daymatched,2026-07|GLOBAL_NW,wedge_eq_pp,20.85880210142609,20.807265006386636,-0.05153709503945336
vintage_matched_daymatched,2026-07|GLOBAL_NW,n_markets,97.0,98.0,1.0
vintage_matched_daymatched,2026-08_to_date|NAM,vmatch_eq,9.23960298477675,9.23960298477675,0.0
vintage_matched_daymatched,2026-08_to_date|NAM,vmatch_cw,7.62372296669762,7.62372296669762,0.0
vintage_matched_daymatched,2026-08_to_date|NAM,within_eq,27.64714151085484,27.64714151085484,0.0
vintage_matched_daymatched,2026-08_to_date|NAM,within_cw,27.23479679387637,27.23479679387637,0.0
vintage_matched_daymatched,2026-08_to_date|NAM,wedge_eq_pp,18.407538526078085,18.407538526078085,0.0
vintage_matched_daymatched,2026-08_to_date|NAM,n_markets,31.0,31.0,0.0
vintage_matched_daymatched,2026-08_to_date|EMEA,vmatch_eq,1.23377147293181,1.23377147293181,0.0
vintage_matched_daymatched,2026-08_to_date|EMEA,vmatch_cw,0.27670714236986,0.27670714236986,0.0
vintage_matched_daymatched,2026-08_to_date|EMEA,within_eq,19.05416624444555,19.05416624444555,0.0
vintage_matched_daymatched,2026-08_to_date|EMEA,within_cw,18.62438025490878,18.62438025490878,0.0
vintage_matched_daymatched,2026-08_to_date|EMEA,wedge_eq_pp,17.820394771513733,17.820394771513733,0.0
vintage_matched_daymatched,2026-08_to_date|EMEA,n_markets,47.0,47.0,0.0
vintage_matched_daymatched,2026-08_to_date|LatAm,vmatch_eq,33.08639503271483,33.08639503271483,0.0
vintage_matched_daymatched,2026-08_to_date|LatAm,vmatch_cw,44.15635252013123,44.15635252013123,0.0
vintage_matched_daymatched,2026-08_to_date|LatAm,within_eq,58.384625020752814,58.384625020752814,0.0
vintage_matched_daymatched,2026-08_to_date|LatAm,within_cw,71.89055832147938,71.89055832147938,0.0
vintage_matched_daymatched,2026-08_to_date|LatAm,wedge_eq_pp,25.298229988037985,25.298229988037985,0.0
vintage_matched_daymatched,2026-08_to_date|LatAm,n_markets,5.0,5.0,0.0
vintage_matched_daymatched,2026-08_to_date|APAC,vmatch_eq,5.2910289279475995,6.265033659778569,0.9740047318309699
vintage_matched_daymatched,2026-08_to_date|APAC,vmatch_cw,7.34775838046062,10.74301940369144,3.3952610232308196
vintage_matched_daymatched,2026-08_to_date|APAC,within_eq,23.465728375517582,23.930797195240288,0.4650688197227062
vintage_matched_daymatched,2026-08_to_date|APAC,within_cw,26.98758968392476,27.63758504866076,0.6499953647360002
vintage_matched_daymatched,2026-08_to_date|APAC,wedge_eq_pp,18.17469944756997,17.66576353546172,-0.5089359121082495
vintage_matched_daymatched,2026-08_to_date|APAC,n_markets,10.0,11.0,1.0
vintage_matched_daymatched,2026-08_to_date|GLOBAL,vmatch_eq,6.05115286235402,6.15704571464907,0.10589285229504952
vintage_matched_daymatched,2026-08_to_date|GLOBAL,vmatch_cw,8.21648400367045,8.52024601879075,0.30376201512030043
vintage_matched_daymatched,2026-08_to_date|GLOBAL,within_eq,24.50739364714387,24.55073504868987,0.04334140154599808
vintage_matched_daymatched,2026-08_to_date|GLOBAL,within_cw,28.14094738127213,28.159253462826726,0.01830608155459501
vintage_matched_daymatched,2026-08_to_date|GLOBAL,wedge_eq_pp,18.456240784789845,18.3936893340408,-0.06255145074904433
vintage_matched_daymatched,2026-08_to_date|GLOBAL,n_markets,93.0,94.0,1.0
vintage_matched_daymatched,2026-08_to_date|GLOBAL_NW,vmatch_eq,9.69162622020475,9.81130911932085,0.11968289911609986
vintage_matched_daymatched,2026-08_to_date|GLOBAL_NW,vmatch_cw,,,
vintage_matched_daymatched,2026-08_to_date|GLOBAL_NW,within_eq,29.05874792623844,29.11589424474583,0.05714631850739238
vintage_matched_daymatched,2026-08_to_date|GLOBAL_NW,within_cw,,,
vintage_matched_daymatched,2026-08_to_date|GLOBAL_NW,wedge_eq_pp,19.36712170603368,19.30458512542497,-0.06253658060870748
vintage_matched_daymatched,2026-08_to_date|GLOBAL_NW,n_markets,93.0,94.0,1.0
vintage_matched_daymatched,3q26_to_date|NAM,vmatch_eq,5.74855663807377,5.74855663807377,0.0
vintage_matched_daymatched,3q26_to_date|NAM,vmatch_cw,6.85016939240326,6.85016939240326,0.0
vintage_matched_daymatched,3q26_to_date|NAM,within_eq,27.429224788019553,27.429224788019553,0.0
vintage_matched_daymatched,3q26_to_date|NAM,within_cw,29.38613598453099,29.38613598453099,0.0
vintage_matched_daymatched,3q26_to_date|NAM,wedge_eq_pp,21.68066814994577,21.68066814994577,0.0
vintage_matched_daymatched,3q26_to_date|NAM,n_markets,42.0,42.0,0.0
vintage_matched_daymatched,3q26_to_date|EMEA,vmatch_eq,0.20391026511086,0.20391026511086,0.0
vintage_matched_daymatched,3q26_to_date|EMEA,vmatch_cw,0.86249526311585,0.86249526311585,0.0
vintage_matched_daymatched,3q26_to_date|EMEA,within_eq,21.04167545581122,21.04167545581122,0.0
vintage_matched_daymatched,3q26_to_date|EMEA,within_cw,20.20687874353821,20.20687874353821,0.0
vintage_matched_daymatched,3q26_to_date|EMEA,wedge_eq_pp,20.83776519070036,20.83776519070036,0.0
vintage_matched_daymatched,3q26_to_date|EMEA,n_markets,56.0,56.0,0.0
vintage_matched_daymatched,3q26_to_date|LatAm,vmatch_eq,21.68451379709834,21.68451379709834,0.0
vintage_matched_daymatched,3q26_to_date|LatAm,vmatch_cw,27.53417342427895,27.53417342427895,0.0
vintage_matched_daymatched,3q26_to_date|LatAm,within_eq,45.09343239377011,45.09343239377011,0.0
vintage_matched_daymatched,3q26_to_date|LatAm,within_cw,52.2729662933165,52.2729662933165,0.0
vintage_matched_daymatched,3q26_to_date|LatAm,wedge_eq_pp,23.40891859667177,23.40891859667177,0.0
vintage_matched_daymatched,3q26_to_date|LatAm,n_markets,5.0,5.0,0.0
vintage_matched_daymatched,3q26_to_date|APAC,vmatch_eq,3.4380953934611105,4.34713680561393,0.9090414121528196
vintage_matched_daymatched,3q26_to_date|APAC,vmatch_cw,7.34946999312322,9.96689836216353,2.6174283690403097
vintage_matched_daymatched,3q26_to_date|APAC,within_eq,23.13745004339631,23.664083440812668,0.526633397416358
vintage_matched_daymatched,3q26_to_date|APAC,within_cw,28.190218316058917,29.12492476614223,0.9347064500833113
vintage_matched_daymatched,3q26_to_date|APAC,wedge_eq_pp,19.69935464993521,19.31694663519873,-0.38240801473648034
vintage_matched_daymatched,3q26_to_date|APAC,n_markets,16.0,17.0,1.0
vintage_matched_daymatched,3q26_to_date|GLOBAL,vmatch_eq,3.4982390666065197,3.6265187360519597,0.12827966944544
vintage_matched_daymatched,3q26_to_date|GLOBAL,vmatch_cw,5.21086868243148,5.5338633555985295,0.32299467316704966
vintage_matched_daymatched,3q26_to_date|GLOBAL,within_eq,24.588467472986892,24.65098205904096,0.06251458605406768
vintage_matched_daymatched,3q26_to_date|GLOBAL,within_cw,25.875506236788333,26.03322201355968,0.1577157767713473
vintage_matched_daymatched,3q26_to_date|GLOBAL,wedge_eq_pp,21.090228406380376,21.024463322989,-0.06576508339137632
vintage_matched_daymatched,3q26_to_date|GLOBAL,n_markets,119.0,120.0,1.0
vintage_matched_daymatched,3q26_to_date|GLOBAL_NW,vmatch_eq,6.0100718301072,6.1217722234087,0.11170039330150061
vintage_matched_daymatched,3q26_to_date|GLOBAL_NW,vmatch_cw,,,
vintage_matched_daymatched,3q26_to_date|GLOBAL_NW,within_eq,27.40603232612347,27.470743522808988,0.0647111966855185
vintage_matched_daymatched,3q26_to_date|GLOBAL_NW,within_cw,,,
vintage_matched_daymatched,3q26_to_date|GLOBAL_NW,wedge_eq_pp,21.395960496016265,21.348971299400294,-0.04698919661597145
vintage_matched_daymatched,3q26_to_date|GLOBAL_NW,n_markets,119.0,120.0,1.0
q3_to_date_window,years_back=0|NAM,w_equal,27.172585757072643,27.172585757072643,0.0
q3_to_date_window,years_back=0|NAM,w_reviews,29.589867310012053,29.589867310012053,0.0
q3_to_date_window,years_back=0|NAM,w_median,23.87930949243676,23.87930949243676,0.0
q3_to_date_window,years_back=0|NAM,n_markets,42.0,42.0,0.0
q3_to_date_window,years_back=0|EMEA,w_equal,20.79362808220015,20.79362808220015,0.0
q3_to_date_window,years_back=0|EMEA,w_reviews,19.37021765762574,19.37021765762574,0.0
q3_to_date_window,years_back=0|EMEA,w_median,20.04234872546624,20.04234872546624,0.0
q3_to_date_window,years_back=0|EMEA,n_markets,57.0,57.0,0.0
q3_to_date_window,years_back=0|LatAm,w_equal,50.27859139135755,50.27859139135755,0.0
q3_to_date_window,years_back=0|LatAm,w_reviews,55.71314178689215,55.71314178689215,0.0
q3_to_date_window,years_back=0|LatAm,w_median,52.03657522859517,52.03657522859517,0.0
q3_to_date_window,years_back=0|LatAm,n_markets,7.0,7.0,0.0
q3_to_date_window,years_back=0|APAC,w_equal,22.28003028773498,22.790240654163497,0.5102103664285167
q3_to_date_window,years_back=0|APAC,w_reviews,27.53836010549029,28.25981098982144,0.7214508843311478
q3_to_date_window,years_back=0|APAC,w_median,21.697430214748987,21.81835347432024,0.12092325957125283
q3_to_date_window,years_back=0|APAC,n_markets,16.0,17.0,1.0
q3_to_date_window,years_back=0|GLOBAL,w_equal,24.87636087562067,24.92576937677026,0.04940850114958906
q3_to_date_window,years_back=0|GLOBAL,w_reviews,26.346240250216717,26.449236027694216,0.10299577747749922
q3_to_date_window,years_back=0|GLOBAL,w_median,21.8667755937585,21.91519771319676,0.04842211943826058
q3_to_date_window,years_back=0|GLOBAL,n_markets,122.0,123.0,1.0
q3_to_date_window,years_back=0|GLOBAL_NW,w_equal,28.05225038550571,28.11494356739454,0.06269318188882878
q3_to_date_window,years_back=0|GLOBAL_NW,w_reviews,,,
q3_to_date_window,years_back=0|GLOBAL_NW,w_median,,,
q3_to_date_window,years_back=0|GLOBAL_NW,n_markets,122.0,123.0,1.0
q3_to_date_window,years_back=1|NAM,w_equal,19.9705094281918,19.9705094281918,0.0
q3_to_date_window,years_back=1|NAM,w_reviews,19.31388042129744,19.31388042129744,0.0
q3_to_date_window,years_back=1|NAM,w_median,16.27002363995331,16.27002363995331,0.0
q3_to_date_window,years_back=1|NAM,n_markets,42.0,42.0,0.0
q3_to_date_window,years_back=1|EMEA,w_equal,22.533279124147253,22.533279124147253,0.0
q3_to_date_window,years_back=1|EMEA,w_reviews,18.73355737907716,18.73355737907716,0.0
q3_to_date_window,years_back=1|EMEA,w_median,19.19853539462979,19.19853539462979,0.0
q3_to_date_window,years_back=1|EMEA,n_markets,57.0,57.0,0.0
q3_to_date_window,years_back=1|LatAm,w_equal,41.783842091978016,41.783842091978016,0.0
q3_to_date_window,years_back=1|LatAm,w_reviews,45.30353327855383,45.30353327855383,0.0
q3_to_date_window,years_back=1|LatAm,w_median,42.27761836441894,42.27761836441894,0.0
q3_to_date_window,years_back=1|LatAm,n_markets,7.0,7.0,0.0
q3_to_date_window,years_back=1|APAC,w_equal,26.78273820889567,27.163681576696707,0.3809433678010379
q3_to_date_window,years_back=1|APAC,w_reviews,23.29840223480201,25.276436968817563,1.978034734015555
q3_to_date_window,years_back=1|APAC,w_median,23.56111531178277,27.3575247412126,3.796409429429829
q3_to_date_window,years_back=1|APAC,n_markets,16.0,17.0,1.0
q3_to_date_window,years_back=1|GLOBAL,w_equal,23.312860754480543,23.39372184965967,0.08086109517912732
q3_to_date_window,years_back=1|GLOBAL,w_reviews,21.76259687628123,21.997872331335248,0.23527545505401903
q3_to_date_window,years_back=1|GLOBAL,w_median,19.01640389337923,19.02901785714286,0.012613963763630665
q3_to_date_window,years_back=1|GLOBAL,n_markets,122.0,123.0,1.0
q3_to_date_window,years_back=1|GLOBAL_NW,w_equal,25.773309508473304,25.820118733487814,0.04680922501450979
q3_to_date_window,years_back=1|GLOBAL_NW,w_reviews,,,
q3_to_date_window,years_back=1|GLOBAL_NW,w_median,,,
q3_to_date_window,years_back=1|GLOBAL_NW,n_markets,122.0,123.0,1.0
q3_to_date_window,years_back=2|NAM,w_equal,22.61170189523069,22.61170189523069,0.0
q3_to_date_window,years_back=2|NAM,w_reviews,18.91376601505405,18.91376601505405,0.0
q3_to_date_window,years_back=2|NAM,w_median,22.351245701080018,22.351245701080018,0.0
q3_to_date_window,years_back=2|NAM,n_markets,42.0,42.0,0.0
q3_to_date_window,years_back=2|EMEA,w_equal,21.50883565665021,21.50883565665021,0.0
q3_to_date_window,years_back=2|EMEA,w_reviews,19.20702333903536,19.20702333903536,0.0
q3_to_date_window,years_back=2|EMEA,w_median,20.09444814433614,20.09444814433614,0.0
q3_to_date_window,years_back=2|EMEA,n_markets,57.0,57.0,0.0
q3_to_date_window,years_back=2|LatAm,w_equal,48.42832981042198,48.42832981042198,0.0
q3_to_date_window,years_back=2|LatAm,w_reviews,44.67565074323103,44.67565074323103,0.0
q3_to_date_window,years_back=2|LatAm,w_median,42.18436873747495,42.18436873747495,0.0
q3_to_date_window,years_back=2|LatAm,n_markets,7.0,7.0,0.0
q3_to_date_window,years_back=2|APAC,w_equal,25.78052067621203,27.27481663694407,1.494295960732039
q3_to_date_window,years_back=2|APAC,w_reviews,19.19732912853129,24.42520265291083,5.22787352437954
q3_to_date_window,years_back=2|APAC,w_median,27.87266508210879,31.11024693758506,3.2375818554762716
q3_to_date_window,years_back=2|APAC,n_markets,16.0,17.0,1.0
q3_to_date_window,years_back=2|GLOBAL,w_equal,23.993293045254898,24.214352061217507,0.22105901596260935
q3_to_date_window,years_back=2|GLOBAL,w_reviews,21.16331373187041,21.65770675854286,0.49439302667245144
q3_to_date_window,years_back=2|GLOBAL,w_median,21.40344057991792,21.46867480616701,0.06523422624908903
q3_to_date_window,years_back=2|GLOBAL,n_markets,122.0,123.0,1.0
q3_to_date_window,years_back=2|GLOBAL_NW,w_equal,27.15930304571067,27.34291783409233,0.1836147883816608
q3_to_date_window,years_back=2|GLOBAL_NW,w_reviews,,,
q3_to_date_window,years_back=2|GLOBAL_NW,w_median,,,
q3_to_date_window,years_back=2|GLOBAL_NW,n_markets,122.0,123.0,1.0
q3_to_date_window,years_back=3|NAM,w_equal,26.6426077841334,26.6426077841334,0.0
q3_to_date_window,years_back=3|NAM,w_reviews,21.76647605074939,21.76647605074939,0.0
q3_to_date_window,years_back=3|NAM,w_median,23.92060668146705,23.92060668146705,0.0
q3_to_date_window,years_back=3|NAM,n_markets,42.0,42.0,0.0
q3_to_date_window,years_back=3|EMEA,w_equal,27.741661478285,27.741661478285,0.0
q3_to_date_window,years_back=3|EMEA,w_reviews,24.78286471367583,24.78286471367583,0.0
q3_to_date_window,years_back=3|EMEA,w_median,25.76151560178306,25.76151560178306,0.0
q3_to_date_window,years_back=3|EMEA,n_markets,57.0,57.0,0.0
q3_to_date_window,years_back=3|LatAm,w_equal,56.84795406886584,56.84795406886584,0.0
q3_to_date_window,years_back=3|LatAm,w_reviews,60.469126758843814,60.469126758843814,0.0
q3_to_date_window,years_back=3|LatAm,w_median,64.22740524781341,64.22740524781341,0.0
q3_to_date_window,years_back=3|LatAm,n_markets,7.0,7.0,0.0
q3_to_date_window,years_back=3|APAC,w_equal,70.40290860599178,79.36970386138042,8.966795255388632
q3_to_date_window,years_back=3|APAC,w_reviews,31.035159406237728,45.12748117727583,14.092321771038105
q3_to_date_window,years_back=3|APAC,w_median,15.87861857983379,17.21132897603485,1.33271039620106
q3_to_date_window,years_back=3|APAC,n_markets,16.0,17.0,1.0
q3_to_date_window,years_back=3|GLOBAL,w_equal,34.62824956863751,36.15841362049898,1.530164051861476
q3_to_date_window,years_back=3|GLOBAL,w_reviews,26.847900617882196,28.12891858104316,1.2810179631609628
q3_to_date_window,years_back=3|GLOBAL,w_median,25.04947729086968,25.31743975123088,0.267962460361197
q3_to_date_window,years_back=3|GLOBAL,n_markets,122.0,123.0,1.0
q3_to_date_window,years_back=3|GLOBAL_NW,w_equal,37.8778528618784,38.979666864288795,1.1018140024103928
q3_to_date_window,years_back=3|GLOBAL_NW,w_reviews,,,
q3_to_date_window,years_back=3|GLOBAL_NW,w_median,,,
q3_to_date_window,years_back=3|GLOBAL_NW,n_markets,122.0,123.0,1.0
quarterly_index,yoy_all|GLOBAL|3Q25,w_equal,22.14278950592321,22.153329653736762,0.010540147813550504
quarterly_index,yoy_all|GLOBAL|3Q25,w_reviews,21.56613821889352,21.584274819337708,0.018136600444186968
quarterly_index,yoy_all|GLOBAL|3Q25,n_markets,123.0,123.0,0.0
quarterly_index,yoy_all|GLOBAL|4Q25,w_equal,25.91858363648421,25.92086395900413,0.0022803225199190535
quarterly_index,yoy_all|GLOBAL|4Q25,w_reviews,27.069304394356198,27.06507185778497,-0.004232536571226575
quarterly_index,yoy_all|GLOBAL|4Q25,n_markets,123.0,123.0,0.0
quarterly_index,yoy_all|GLOBAL|1Q26,w_equal,25.69629086787598,25.69020327580141,-0.006087592074571546
quarterly_index,yoy_all|GLOBAL|1Q26,w_reviews,29.26043943674499,29.23507532061697,-0.025364116128017145
quarterly_index,yoy_all|GLOBAL|1Q26,n_markets,123.0,123.0,0.0
quarterly_index,yoy_all|GLOBAL|2Q26,w_equal,24.63963065762592,24.725583310467,0.08595265284108322
quarterly_index,yoy_all|GLOBAL|2Q26,w_reviews,25.023077793095688,25.2705465832826,0.24746879018691104
quarterly_index,yoy_all|GLOBAL|2Q26,n_markets,122.0,123.0,1.0
quarterly_index,yoy_all|GLOBAL_NW|3Q25,w_equal,24.23751457425972,24.24688531506428,0.009370740804559574
quarterly_index,yoy_all|GLOBAL_NW|3Q25,w_reviews,,,
quarterly_index,yoy_all|GLOBAL_NW|3Q25,n_markets,,,
quarterly_index,yoy_all|GLOBAL_NW|4Q25,w_equal,28.1029639606368,28.10499128621734,0.002027325580542083
quarterly_index,yoy_all|GLOBAL_NW|4Q25,w_reviews,,,
quarterly_index,yoy_all|GLOBAL_NW|4Q25,n_markets,,,
quarterly_index,yoy_all|GLOBAL_NW|1Q26,w_equal,28.03453621620778,28.02912402954173,-0.005412186666049479
quarterly_index,yoy_all|GLOBAL_NW|1Q26,w_reviews,,,
quarterly_index,yoy_all|GLOBAL_NW|1Q26,n_markets,,,
quarterly_index,yoy_all|GLOBAL_NW|2Q26,w_equal,26.58261088451917,26.69217203008727,0.10956114556810093
quarterly_index,yoy_all|GLOBAL_NW|2Q26,w_reviews,,,
quarterly_index,yoy_all|GLOBAL_NW|2Q26,n_markets,,,
quarterly_index,yoy_all|APAC|3Q25,w_equal,24.2860256396721,24.36228670914657,0.07626106947446942
