origin_date,last_reported_quarter,last_company_publication,target,quarter,year,horizon_quarters,guide_announcements_ahead,is_live,guide_event_date,actual_revenue_musd,actual_guide_mid_musd,cushion_pct,cushion_divisor,n_cushion,knowable_from,predictive_interval,model,lag,booking_quarter,gbv_musd,gbv_status,exposure_weight,seasonal_lambda_pct,revenue_contribution_musd,guide_contribution_musd,conditional_dollar_share,basis
2023-05-09,2023Q1,2023-05-09,2023Q3,2023Q3,2023,2,1,False,2023-08-03,3397.0,3350.0,3.2448209501656797,1.0324482095016567,6,2023-05-09,not_calculated,fixed,2,2023Q1,20400.0,reported,0.3333333333333333,17.391563421259328,1182.6263126456345,1145.4582435824707,0.3359375,model_exposure_not_observed_booking_share
2023-05-09,2023Q1,2023-05-09,2023Q3,2023Q3,2023,2,1,False,2023-08-03,3397.0,3350.0,3.2448209501656797,1.0324482095016567,6,2023-05-09,not_calculated,fixed,3,2022Q4,13500.0,reported,0.0,17.391563421259328,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2023-05-09,2023Q1,2023-05-09,2023Q3,2023Q3,2023,2,1,False,2023-08-03,3397.0,3350.0,3.2448209501656797,1.0324482095016567,6,2023-05-09,not_calculated,fixed,4,2022Q3,15600.0,reported,0.0,17.391563421259328,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2023-08-03,2023Q2,2023-08-03,2023Q4,2023Q4,2023,2,1,False,2023-11-01,2218.0,2150.0,3.28127510014201,1.03281275100142,7,2023-08-03,not_calculated,joint,0,2023Q4,15167.64705882353,forecast,0.44715478404126485,13.015652860876786,882.7587946335441,854.7132999448517,0.41065981377853106,model_exposure_not_observed_booking_share
2023-08-03,2023Q2,2023-08-03,2023Q4,2023Q4,2023,2,1,False,2023-11-01,2218.0,2150.0,3.28127510014201,1.03281275100142,7,2023-08-03,not_calculated,joint,1,2023Q3,17527.058823529413,forecast,0.5251609523810392,13.015652860876786,1198.0292693370977,1159.9675431732257,0.5573237895085903,model_exposure_not_observed_booking_share
2023-08-03,2023Q2,2023-08-03,2023Q4,2023Q4,2023,2,1,False,2023-11-01,2218.0,2150.0,3.28127510014201,1.03281275100142,7,2023-08-03,not_calculated,joint,2,2023Q2,19100.0,reported,0.027684263577695944,13.015652860876786,68.8227940073343,66.63627452372504,0.032016396712878634,model_exposure_not_observed_booking_share
2023-08-03,2023Q2,2023-08-03,2023Q4,2023Q4,2023,2,1,False,2023-11-01,2218.0,2150.0,3.28127510014201,1.03281275100142,7,2023-08-03,not_calculated,joint,3,2023Q1,20400.0,reported,1.2761080745978069e-18,13.015652860876786,3.38831346123309e-15,3.2806657914977965e-15,1.5762450439147367e-18,model_exposure_not_observed_booking_share
2023-08-03,2023Q2,2023-08-03,2023Q4,2023Q4,2023,2,1,False,2023-11-01,2218.0,2150.0,3.28127510014201,1.03281275100142,7,2023-08-03,not_calculated,joint,4,2022Q4,13500.0,reported,1.2761080745978069e-18,13.015652860876786,2.242266261110133e-15,2.171028832608836e-15,1.0431033378847523e-18,model_exposure_not_observed_booking_share
2023-08-03,2023Q2,2023-08-03,2023Q4,2023Q4,2023,2,1,False,2023-11-01,2218.0,2150.0,3.28127510014201,1.03281275100142,7,2023-08-03,not_calculated,fixed,0,2023Q4,15167.64705882353,forecast,0.0,12.052183690370788,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2023-08-03,2023Q2,2023-08-03,2023Q4,2023Q4,2023,2,1,False,2023-11-01,2218.0,2150.0,3.28127510014201,1.03281275100142,7,2023-08-03,not_calculated,fixed,1,2023Q3,17527.058823529413,forecast,0.6666666666666666,12.052183690370788,1408.2622166207373,1363.5213307109925,0.6473029045643154,model_exposure_not_observed_booking_share
2023-08-03,2023Q2,2023-08-03,2023Q4,2023Q4,2023,2,1,False,2023-11-01,2218.0,2150.0,3.28127510014201,1.03281275100142,7,2023-08-03,not_calculated,fixed,2,2023Q2,19100.0,reported,0.3333333333333333,12.052183690370788,767.3223616202735,742.9443148104767,0.35269709543568467,model_exposure_not_observed_booking_share
2023-08-03,2023Q2,2023-08-03,2023Q4,2023Q4,2023,2,1,False,2023-11-01,2218.0,2150.0,3.28127510014201,1.03281275100142,7,2023-08-03,not_calculated,fixed,3,2023Q1,20400.0,reported,0.0,12.052183690370788,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2023-08-03,2023Q2,2023-08-03,2023Q4,2023Q4,2023,2,1,False,2023-11-01,2218.0,2150.0,3.28127510014201,1.03281275100142,7,2023-08-03,not_calculated,fixed,4,2022Q4,13500.0,reported,0.0,12.052183690370788,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2023-11-01,2023Q3,2023-11-01,2024Q1,2024Q1,2024,2,1,False,2024-02-13,2142.0,2050.0,3.0464888469526166,1.0304648884695262,8,2023-11-01,not_calculated,joint,0,2024Q1,23930.76923076923,forecast,0.6050315172555691,10.153239349328969,1470.074287269471,1426.6126907563676,0.6911401096009039,model_exposure_not_observed_booking_share
2023-11-01,2023Q3,2023-11-01,2024Q1,2024Q1,2024,2,1,False,2024-02-13,2142.0,2050.0,3.0464888469526166,1.0304648884695262,8,2023-11-01,not_calculated,joint,1,2023Q4,15836.538461538463,forecast,0.33440899110358924,10.153239349328969,537.703458304632,521.8066761141599,0.2527956786426857,model_exposure_not_observed_booking_share
2023-11-01,2023Q3,2023-11-01,2024Q1,2024Q1,2024,2,1,False,2024-02-13,2142.0,2050.0,3.0464888469526166,1.0304648884695262,8,2023-11-01,not_calculated,joint,2,2023Q3,18300.0,reported,0.01485969290876669,10.153239349328969,27.609945433122927,26.7936789909746,0.012980528180087597,model_exposure_not_observed_booking_share
2023-11-01,2023Q3,2023-11-01,2024Q1,2024Q1,2024,2,1,False,2024-02-13,2142.0,2050.0,3.0464888469526166,1.0304648884695262,8,2023-11-01,not_calculated,joint,3,2023Q2,19100.0,reported,0.02284989936603755,10.153239349328969,44.31209499794877,43.002042567177874,0.020832869779943388,model_exposure_not_observed_booking_share
2023-11-01,2023Q3,2023-11-01,2024Q1,2024Q1,2024,2,1,False,2024-02-13,2142.0,2050.0,3.0464888469526166,1.0304648884695262,8,2023-11-01,not_calculated,joint,4,2023Q1,20400.0,reported,0.02284989936603755,10.153239349328969,47.328101463777735,45.92888316075542,0.022250813796379325,model_exposure_not_observed_booking_share
2023-11-01,2023Q3,2023-11-01,2024Q1,2024Q1,2024,2,1,False,2024-02-13,2142.0,2050.0,3.0464888469526166,1.0304648884695262,8,2023-11-01,not_calculated,fixed,0,2024Q1,23930.76923076923,forecast,0.0,13.042957622482298,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2023-11-01,2023Q3,2023-11-01,2024Q1,2024Q1,2024,2,1,False,2024-02-13,2142.0,2050.0,3.0464888469526166,1.0304648884695262,8,2023-11-01,not_calculated,fixed,1,2023Q4,15836.538461538463,forecast,0.6666666666666666,13.042957622482298,1377.0353336043813,1336.3243609877777,0.6338028169014084,model_exposure_not_observed_booking_share
2023-11-01,2023Q3,2023-11-01,2024Q1,2024Q1,2024,2,1,False,2024-02-13,2142.0,2050.0,3.0464888469526166,1.0304648884695262,8,2023-11-01,not_calculated,fixed,2,2023Q3,18300.0,reported,0.3333333333333333,13.042957622482298,795.6204149714202,772.098519681827,0.3661971830985915,model_exposure_not_observed_booking_share
2023-11-01,2023Q3,2023-11-01,2024Q1,2024Q1,2024,2,1,False,2024-02-13,2142.0,2050.0,3.0464888469526166,1.0304648884695262,8,2023-11-01,not_calculated,fixed,3,2023Q2,19100.0,reported,0.0,13.042957622482298,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2023-11-01,2023Q3,2023-11-01,2024Q1,2024Q1,2024,2,1,False,2024-02-13,2142.0,2050.0,3.0464888469526166,1.0304648884695262,8,2023-11-01,not_calculated,fixed,4,2023Q1,20400.0,reported,0.0,13.042957622482298,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2024-02-13,2023Q4,2024-02-13,2024Q2,2024Q2,2024,2,1,False,2024-05-08,2748.0,2710.0,2.5968899489702824,1.025968899489703,8,2024-02-13,not_calculated,joint,0,2024Q2,21929.629629629628,forecast,0.6016353059354645,12.710869756184485,1677.0263242097928,1634.5781290679604,0.5939211410533053,model_exposure_not_observed_booking_share
2024-02-13,2023Q4,2024-02-13,2024Q2,2024Q2,2024,2,1,False,2024-05-08,2748.0,2710.0,2.5968899489702824,1.025968899489703,8,2024-02-13,not_calculated,joint,1,2024Q1,23422.222222222223,forecast,0.3363008280039693,12.710869756184485,1001.2241175406328,975.8815477141874,0.3545848754759511,model_exposure_not_observed_booking_share
2024-02-13,2023Q4,2024-02-13,2024Q2,2024Q2,2024,2,1,False,2024-05-08,2748.0,2710.0,2.5968899489702824,1.025968899489703,8,2024-02-13,not_calculated,joint,2,2023Q4,15500.0,reported,0.005213464331602044,12.710869756184485,10.27148824511358,10.011500592486206,0.0036376614551521585,model_exposure_not_observed_booking_share
2024-02-13,2023Q4,2024-02-13,2024Q2,2024Q2,2024,2,1,False,2024-05-08,2748.0,2710.0,2.5968899489702824,1.025968899489703,8,2024-02-13,not_calculated,joint,3,2023Q3,18300.0,reported,0.028425200864482043,12.710869756184485,66.11955175467193,64.44596106914987,0.023416328686773347,model_exposure_not_observed_booking_share
2024-02-13,2023Q4,2024-02-13,2024Q2,2024Q2,2024,2,1,False,2024-05-08,2748.0,2710.0,2.5968899489702824,1.025968899489703,8,2024-02-13,not_calculated,joint,4,2023Q2,19100.0,reported,0.028425200864482043,12.710869756184485,69.01002396252645,67.26327084266462,0.024439993328818084,model_exposure_not_observed_booking_share
2024-02-13,2023Q4,2024-02-13,2024Q2,2024Q2,2024,2,1,False,2024-05-08,2748.0,2710.0,2.5968899489702824,1.025968899489703,8,2024-02-13,not_calculated,fixed,0,2024Q2,21929.629629629628,forecast,0.0,14.066000250368813,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2024-02-13,2023Q4,2024-02-13,2024Q2,2024Q2,2024,2,1,False,2024-05-08,2748.0,2710.0,2.5968899489702824,1.025968899489703,8,2024-02-13,not_calculated,fixed,1,2024Q1,23422.222222222223,forecast,0.6666666666666666,14.066000250368813,2196.379890946478,2140.7860336106824,0.7513812154696133,model_exposure_not_observed_booking_share
2024-02-13,2023Q4,2024-02-13,2024Q2,2024Q2,2024,2,1,False,2024-05-08,2748.0,2710.0,2.5968899489702824,1.025968899489703,8,2024-02-13,not_calculated,fixed,2,2023Q4,15500.0,reported,0.3333333333333333,14.066000250368813,726.7433462690552,708.3483199447111,0.24861878453038674,model_exposure_not_observed_booking_share
2024-02-13,2023Q4,2024-02-13,2024Q2,2024Q2,2024,2,1,False,2024-05-08,2748.0,2710.0,2.5968899489702824,1.025968899489703,8,2024-02-13,not_calculated,fixed,3,2023Q3,18300.0,reported,0.0,14.066000250368813,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2024-02-13,2023Q4,2024-02-13,2024Q2,2024Q2,2024,2,1,False,2024-05-08,2748.0,2710.0,2.5968899489702824,1.025968899489703,8,2024-02-13,not_calculated,fixed,4,2023Q2,19100.0,reported,0.0,14.066000250368813,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2024-05-08,2024Q1,2024-05-08,2024Q3,2024Q3,2024,2,1,False,2024-08-06,3732.0,3700.0,2.604232340733301,1.026042323407333,8,2024-05-08,not_calculated,joint,0,2024Q3,20542.647058823528,forecast,0.2950245082241617,17.69329207321277,1072.316889708074,1045.1000560552611,0.2832399763070217,model_exposure_not_observed_booking_share
2024-05-08,2024Q1,2024-05-08,2024Q3,2024Q3,2024,2,1,False,2024-08-06,3732.0,3700.0,2.604232340733301,1.026042323407333,8,2024-05-08,not_calculated,joint,1,2024Q2,21440.686274509804,forecast,0.5531196438109168,17.69329207321277,2098.2943508763865,2045.0368401064245,0.5542399340452263,model_exposure_not_observed_booking_share
2024-05-08,2024Q1,2024-05-08,2024Q3,2024Q3,2024,2,1,False,2024-08-06,3732.0,3700.0,2.604232340733301,1.026042323407333,8,2024-05-08,not_calculated,joint,2,2024Q1,22900.0,reported,0.15185584796492135,17.69329207321277,615.284040474743,599.6673104394728,0.162520089647752,model_exposure_not_observed_booking_share
2024-05-08,2024Q1,2024-05-08,2024Q3,2024Q3,2024,2,1,False,2024-08-06,3732.0,3700.0,2.604232340733301,1.026042323407333,8,2024-05-08,not_calculated,joint,3,2023Q4,15500.0,reported,0.0,17.69329207321277,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2024-05-08,2024Q1,2024-05-08,2024Q3,2024Q3,2024,2,1,False,2024-08-06,3732.0,3700.0,2.604232340733301,1.026042323407333,8,2024-05-08,not_calculated,joint,4,2023Q3,18300.0,reported,0.0,17.69329207321277,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2024-05-08,2024Q1,2024-05-08,2024Q3,2024Q3,2024,2,1,False,2024-08-06,3732.0,3700.0,2.604232340733301,1.026042323407333,8,2024-05-08,not_calculated,fixed,0,2024Q3,20542.647058823528,forecast,0.0,17.391210724991613,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2024-05-08,2024Q1,2024-05-08,2024Q3,2024Q3,2024,2,1,False,2024-08-06,3732.0,3700.0,2.604232340733301,1.026042323407333,8,2024-05-08,not_calculated,fixed,1,2024Q2,21440.686274509804,forecast,0.6666666666666666,17.391210724991613,2485.8632872562357,2422.768759675581,0.6518771331058021,model_exposure_not_observed_booking_share
2024-05-08,2024Q1,2024-05-08,2024Q3,2024Q3,2024,2,1,False,2024-08-06,3732.0,3700.0,2.604232340733301,1.026042323407333,8,2024-05-08,not_calculated,fixed,2,2024Q1,22900.0,reported,0.3333333333333333,17.391210724991613,1327.5290853410263,1293.8346255859124,0.34812286689419797,model_exposure_not_observed_booking_share
2024-05-08,2024Q1,2024-05-08,2024Q3,2024Q3,2024,2,1,False,2024-08-06,3732.0,3700.0,2.604232340733301,1.026042323407333,8,2024-05-08,not_calculated,fixed,3,2023Q4,15500.0,reported,0.0,17.391210724991613,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2024-05-08,2024Q1,2024-05-08,2024Q3,2024Q3,2024,2,1,False,2024-08-06,3732.0,3700.0,2.604232340733301,1.026042323407333,8,2024-05-08,not_calculated,fixed,4,2023Q3,18300.0,reported,0.0,17.391210724991613,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2024-08-06,2024Q2,2024-08-06,2024Q4,2024Q4,2024,2,1,False,2024-11-07,2480.0,2415.0,2.63527832427006,1.0263527832427006,8,2024-08-06,not_calculated,joint,0,2024Q4,17204.18848167539,forecast,0.34258872785932065,12.71602009251226,749.4772708273939,730.2335834852662,0.30426890405620277,model_exposure_not_observed_booking_share
2024-08-06,2024Q2,2024-08-06,2024Q4,2024Q4,2024,2,1,False,2024-11-07,2480.0,2415.0,2.63527832427006,1.0263527832427006,8,2024-08-06,not_calculated,joint,1,2024Q3,20312.041884816754,forecast,0.5182506148687386,12.71602009251226,1338.5808724933443,1304.211275448757,0.5434301357992014,model_exposure_not_observed_booking_share
2024-08-06,2024Q2,2024-08-06,2024Q4,2024Q4,2024,2,1,False,2024-11-07,2480.0,2415.0,2.63527832427006,1.0263527832427006,8,2024-08-06,not_calculated,joint,2,2024Q2,21200.0,reported,0.13916065727194077,12.71602009251226,375.1487793589287,365.51640477231274,0.15230096014459593,model_exposure_not_observed_booking_share
2024-08-06,2024Q2,2024-08-06,2024Q4,2024Q4,2024,2,1,False,2024-11-07,2480.0,2415.0,2.63527832427006,1.0263527832427006,8,2024-08-06,not_calculated,joint,3,2024Q1,22900.0,reported,0.0,12.71602009251226,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2024-08-06,2024Q2,2024-08-06,2024Q4,2024Q4,2024,2,1,False,2024-11-07,2480.0,2415.0,2.63527832427006,1.0263527832427006,8,2024-08-06,not_calculated,joint,4,2023Q4,15500.0,reported,0.0,12.71602009251226,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2024-08-06,2024Q2,2024-08-06,2024Q4,2024Q4,2024,2,1,False,2024-11-07,2480.0,2415.0,2.63527832427006,1.0263527832427006,8,2024-08-06,not_calculated,fixed,0,2024Q4,17204.18848167539,forecast,0.0,12.00413723635775,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2024-08-06,2024Q2,2024-08-06,2024Q4,2024Q4,2024,2,1,False,2024-11-07,2480.0,2415.0,2.63527832427006,1.0263527832427006,8,2024-08-06,not_calculated,fixed,1,2024Q3,20312.041884816754,forecast,0.6666666666666666,12.00413723635775,1625.5235889065802,1583.7864089683032,0.6570915619389588,model_exposure_not_observed_booking_share
2024-08-06,2024Q2,2024-08-06,2024Q4,2024Q4,2024,2,1,False,2024-11-07,2480.0,2415.0,2.63527832427006,1.0263527832427006,8,2024-08-06,not_calculated,fixed,2,2024Q2,21200.0,reported,0.3333333333333333,12.00413723635775,848.2923647026142,826.5114866473932,0.3429084380610413,model_exposure_not_observed_booking_share
2024-08-06,2024Q2,2024-08-06,2024Q4,2024Q4,2024,2,1,False,2024-11-07,2480.0,2415.0,2.63527832427006,1.0263527832427006,8,2024-08-06,not_calculated,fixed,3,2024Q1,22900.0,reported,0.0,12.00413723635775,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2024-08-06,2024Q2,2024-08-06,2024Q4,2024Q4,2024,2,1,False,2024-11-07,2480.0,2415.0,2.63527832427006,1.0263527832427006,8,2024-08-06,not_calculated,fixed,4,2023Q4,15500.0,reported,0.0,12.00413723635775,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2024-11-07,2024Q3,2024-11-07,2025Q1,2025Q1,2025,2,1,False,2025-02-13,2272.0,2250.0,2.5048705313180957,1.025048705313181,8,2024-11-07,not_calculated,joint,0,2025Q1,25152.459016393444,forecast,0.3242796105475369,11.495250229990704,937.601993979487,914.6901889827991,0.4053395554662191,model_exposure_not_observed_booking_share
2024-11-07,2024Q3,2024-11-07,2025Q1,2025Q1,2025,2,1,False,2025-02-13,2272.0,2250.0,2.5048705313180957,1.025048705313181,8,2024-11-07,not_calculated,joint,1,2024Q4,17024.590163934427,forecast,0.5254414831318246,11.495250229990704,1028.2990919697945,1003.1709582576572,0.4445492858395865,model_exposure_not_observed_booking_share
2024-11-07,2024Q3,2024-11-07,2025Q1,2025Q1,2025,2,1,False,2025-02-13,2272.0,2250.0,2.5048705313180957,1.025048705313181,8,2024-11-07,not_calculated,joint,2,2024Q3,20100.0,reported,0.15027890632063845,11.495250229990704,347.22622012145916,338.74119182987687,0.1501111586941943,model_exposure_not_observed_booking_share
2024-11-07,2024Q3,2024-11-07,2025Q1,2025Q1,2025,2,1,False,2025-02-13,2272.0,2250.0,2.5048705313180957,1.025048705313181,8,2024-11-07,not_calculated,joint,3,2024Q2,21200.0,reported,0.0,11.495250229990704,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2024-11-07,2024Q3,2024-11-07,2025Q1,2025Q1,2025,2,1,False,2025-02-13,2272.0,2250.0,2.5048705313180957,1.025048705313181,8,2024-11-07,not_calculated,joint,4,2024Q1,22900.0,reported,0.0,11.495250229990704,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2024-11-07,2024Q3,2024-11-07,2025Q1,2025Q1,2025,2,1,False,2025-02-13,2272.0,2250.0,2.5048705313180957,1.025048705313181,8,2024-11-07,not_calculated,fixed,0,2025Q1,25152.459016393444,forecast,0.0,13.039647982275056,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2024-11-07,2024Q3,2024-11-07,2025Q1,2025Q1,2025,2,1,False,2025-02-13,2272.0,2250.0,2.5048705313180957,1.025048705313181,8,2024-11-07,not_calculated,fixed,1,2024Q4,17024.590163934427,forecast,0.6666666666666666,13.039647982275056,1479.9644185347154,1443.7991198501588,0.6288032454361054,model_exposure_not_observed_booking_share
2024-11-07,2024Q3,2024-11-07,2025Q1,2025Q1,2025,2,1,False,2025-02-13,2272.0,2250.0,2.5048705313180957,1.025048705313181,8,2024-11-07,not_calculated,fixed,2,2024Q3,20100.0,reported,0.3333333333333333,13.039647982275056,873.6564148124288,852.3072223631583,0.37119675456389456,model_exposure_not_observed_booking_share
2024-11-07,2024Q3,2024-11-07,2025Q1,2025Q1,2025,2,1,False,2025-02-13,2272.0,2250.0,2.5048705313180957,1.025048705313181,8,2024-11-07,not_calculated,fixed,3,2024Q2,21200.0,reported,0.0,13.039647982275056,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2024-11-07,2024Q3,2024-11-07,2025Q1,2025Q1,2025,2,1,False,2025-02-13,2272.0,2250.0,2.5048705313180957,1.025048705313181,8,2024-11-07,not_calculated,fixed,4,2024Q1,22900.0,reported,0.0,13.039647982275056,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2025-02-13,2024Q4,2025-02-13,2025Q2,2025Q2,2025,2,1,False,2025-05-01,3096.0,3020.0,2.420113802539628,1.0242011380253964,8,2025-02-13,not_calculated,joint,0,2025Q2,24072.25806451613,forecast,0.29530628741326914,12.983217186567156,922.936552590207,901.1282240611235,0.29430109170996416,model_exposure_not_observed_booking_share
2025-02-13,2024Q4,2025-02-13,2025Q2,2025Q2,2025,2,1,False,2025-05-01,3096.0,3020.0,2.420113802539628,1.0242011380253964,8,2025-02-13,not_calculated,joint,1,2025Q1,26002.58064516129,forecast,0.5525896629020902,12.983217186567156,1865.526963802437,1821.44590016671,0.5948693011676668,model_exposure_not_observed_booking_share
2025-02-13,2024Q4,2025-02-13,2025Q2,2025Q2,2025,2,1,False,2025-05-01,3096.0,3020.0,2.420113802539628,1.0242011380253964,8,2025-02-13,not_calculated,joint,2,2024Q4,17600.0,reported,0.15210404968464059,12.983217186567156,347.56478451412784,339.35207803441193,0.11082960712236897,model_exposure_not_observed_booking_share
2025-02-13,2024Q4,2025-02-13,2025Q2,2025Q2,2025,2,1,False,2025-05-01,3096.0,3020.0,2.420113802539628,1.0242011380253964,8,2025-02-13,not_calculated,joint,3,2024Q3,20100.0,reported,9.475122306223417e-19,12.983217186567156,2.4726531724968125e-15,2.4142261521637753e-15,7.884664726341447e-19,model_exposure_not_observed_booking_share
2025-02-13,2024Q4,2025-02-13,2025Q2,2025Q2,2025,2,1,False,2025-05-01,3096.0,3020.0,2.420113802539628,1.0242011380253964,8,2025-02-13,not_calculated,joint,4,2024Q2,21200.0,reported,9.475122306223417e-19,12.983217186567156,2.6079725003448967e-15,2.5463479813866684e-15,8.316163790967098e-19,model_exposure_not_observed_booking_share
2025-02-13,2024Q4,2025-02-13,2025Q2,2025Q2,2025,2,1,False,2025-05-01,3096.0,3020.0,2.420113802539628,1.0242011380253964,8,2025-02-13,not_calculated,fixed,0,2025Q2,24072.25806451613,forecast,0.0,13.82489567884558,0.0,0.0,0.0,model_exposure_not_observed_booking_share
2025-02-13,2024Q4,2025-02-13,2025Q2,2025Q2,2025,2,1,False,2025-05-01,3096.0,3020.0,2.420113802539628,1.0242011380253964,8,2025-02-13,not_calculated,fixed,1,2025Q1,26002.58064516129,forecast,0.6666666666666666,13.82489567884558,2396.553098667494,2339.9242684771048,0.7471451876019577,model_exposure_not_observed_booking_share
2025-02-13,2024Q4,2025-02-13,2025Q2,2025Q2,2025,2,1,False,2025-05-01,3096.0,3020.0,2.420113802539628,1.0242011380253964,8,2025-02-13,not_calculated,fixed,2,2024Q4,17600.0,reported,0.3333333333333333,13.82489567884558,811.0605464922739,791.8957677160506,0.25285481239804236,model_exposure_not_observed_booking_share
