h3_id,listing_count,unlicensed_count,unlicensed_pct,avg_price,median_price,avg_availability_365,entire_home_pct,active_post_reg_pct,avg_review_score,lisa_I,lisa_quad,lisa_p,lisa_cluster,booking_first,booking_last,booking_change
881ec90249fffff,1584,215,13.6,4951.0,3928.0,281.69507575757575,83.1,82.3,4.709636493228795,1.0448421133517776,3,0.042,LL (Cold Spot),0.8714285714285714,0.30017967145790553,-57.1
881ec9024bfffff,59,24,40.7,3810.0,3245.0,312.6271186440678,55.9,62.7,4.514634146341463,0.6737300673618984,3,0.019,LL (Cold Spot),0.64,0.21976744186046512,-42.0
881ec9024dfffff,110,33,30.0,2705.0,2116.0,324.3909090909091,20.0,44.5,4.3775,0.7537997432543968,3,0.031,LL (Cold Spot),0.4909090909090909,0.12006269592476489,-37.1
881ec90251fffff,1,1,100.0,604.0,604.0,365.0,0.0,0.0,,0.07851351476827154,1,0.45,Not significant,0.0,0.0,0.0
881ec90253fffff,26,24,92.3,1595.0,1250.0,302.61538461538464,46.2,23.1,4.514166666666667,0.0453923901006397,1,0.473,Not significant,0.5769230769230769,0.38461538461538464,-19.2
881ec90257fffff,1,1,100.0,1500.0,1500.0,365.0,0.0,0.0,,0.8429721948736417,1,0.166,Not significant,0.0,0.0,0.0
881ec90259fffff,9,3,33.3,3792.0,3422.0,228.77777777777777,88.9,66.7,4.798571428571429,0.45574067540962754,3,0.145,Not significant,0.4444444444444444,0.4444444444444444,0.0
881ec9025bfffff,93,42,45.2,3175.0,2800.0,309.0967741935484,57.0,46.2,4.7506,-0.030946171541526825,2,0.549,Not significant,0.4838709677419355,0.3548387096774194,-12.9
881ec90261fffff,5,0,0.0,1346.0,1400.0,292.8,20.0,100.0,3.55,1.2722555727617595,3,0.108,Not significant,0.8,0.4,-40.0
881ec90269fffff,188,59,31.4,2432.0,1900.0,324.9308510638298,44.7,56.9,4.224435483870968,0.7820215431119133,3,0.021,LL (Cold Spot),0.39037433155080214,0.21800513384671802,-17.2
881ec9026bfffff,1013,215,21.2,3258.0,2460.0,311.66929911154983,65.2,70.7,4.572653316645807,1.3516763380530252,3,0.006,LL (Cold Spot),0.6629526462395543,0.17241263101135712,-49.1
881ec9026dfffff,31,20,64.5,1948.0,1900.0,343.48387096774195,41.9,25.8,4.387142857142857,0.006740771803877632,3,0.035,LL (Cold Spot),0.16666666666666666,0.1288888888888889,-3.8
881ec90281fffff,17,11,64.7,4413.0,4229.0,273.47058823529414,64.7,64.7,4.6225,-0.0013505653670022977,2,0.927,Not significant,0.5882352941176471,0.29411764705882354,-29.4
881ec90283fffff,11,10,90.9,4573.0,3936.0,312.6363636363636,81.8,45.5,4.836,0.10605586046480961,1,0.377,Not significant,0.7272727272727273,0.18181818181818182,-54.5
881ec90285fffff,1,1,100.0,8000.0,8000.0,364.0,100.0,0.0,,-0.2582603150145277,4,0.678,Not significant,1.0,0.0,-100.0
881ec90289fffff,9,9,100.0,3710.0,3540.0,316.77777777777777,66.7,44.4,4.954,0.24286989180322824,1,0.275,Not significant,0.6666666666666666,0.2222222222222222,-44.4
881ec9028bfffff,20,15,75.0,2598.0,2535.0,284.35,60.0,50.0,4.936428571428571,0.19967406241242627,1,0.028,HH (Hot Spot),0.65,0.4,-25.0
881ec9028dfffff,7,5,71.4,6341.0,5000.0,305.42857142857144,100.0,57.1,4.905,0.060142838076467635,1,0.213,Not significant,0.5714285714285714,0.14285714285714285,-42.9
881ec90291fffff,9,7,77.8,2843.0,2775.0,311.55555555555554,77.8,55.6,4.64,0.202876409973896,1,0.076,Not significant,0.5555555555555556,0.2222222222222222,-33.3
881ec90293fffff,17,12,70.6,3560.0,3895.0,288.05882352941177,70.6,35.3,4.727142857142858,0.06546112711031768,1,0.183,Not significant,0.35294117647058826,0.5882352941176471,23.5
881ec90295fffff,15,11,73.3,3634.0,3500.0,296.06666666666666,80.0,40.0,4.878333333333333,0.10026204862686523,1,0.162,Not significant,0.5333333333333333,0.2,-33.3
881ec90297fffff,20,15,75.0,3566.0,2773.0,295.8,70.0,30.0,4.384444444444444,0.052808736564769164,1,0.345,Not significant,0.35,0.3,-5.0
881ec90299fffff,13,12,92.3,3133.0,1279.0,350.0,38.5,15.4,4.932,0.4578247514740495,1,0.059,Not significant,0.38461538461538464,0.15384615384615385,-23.1
881ec9029bfffff,6,6,100.0,1464.0,842.0,349.0,33.3,0.0,4.75,0.08388756524352896,1,0.423,Not significant,0.16666666666666666,0.16666666666666666,0.0
881ec9029dfffff,8,8,100.0,1451.0,1040.0,350.375,37.5,25.0,4.875,0.5402340181008063,1,0.094,Not significant,0.75,0.125,-62.5
881ec902b9fffff,8,3,37.5,5266.0,4478.0,209.125,75.0,62.5,4.934285714285714,-0.4846356631479423,2,0.857,Not significant,0.5,0.5,0.0
881ec902bbfffff,3,3,100.0,5744.0,7324.0,298.0,66.7,0.0,4.655,-0.1566011935242413,4,0.657,Not significant,0.6666666666666666,0.3333333333333333,-33.3
881ec902c1fffff,60,43,71.7,2922.0,2372.0,313.78333333333336,83.3,43.3,4.708684210526316,0.023262722870828253,1,0.394,Not significant,0.6,0.21666666666666667,-38.3
881ec902c3fffff,14,10,71.4,1996.0,1382.0,338.85714285714283,42.9,28.6,4.8125,0.06805728938847784,1,0.188,Not significant,0.42857142857142855,0.14285714285714285,-28.6
881ec902c5fffff,58,35,60.3,2294.0,1728.0,309.5689655172414,51.7,43.1,4.744375,-0.0010998534795026906,2,0.459,Not significant,0.7241379310344828,0.1896551724137931,-53.4
881ec902c7fffff,19,14,73.7,2468.0,1808.0,294.42105263157896,57.9,57.9,4.837142857142857,0.08897304678360743,1,0.199,Not significant,0.7894736842105263,0.21052631578947367,-57.9
881ec902c9fffff,32,21,65.6,1776.0,1292.0,299.3125,46.9,34.4,4.811428571428571,0.005427310074248373,1,0.308,Not significant,0.71875,0.3125,-40.6
881ec902cbfffff,33,27,81.8,3313.0,2703.0,292.6969696969697,72.7,33.3,4.827777777777778,0.08880468241267601,1,0.341,Not significant,0.48484848484848486,0.38140020898641586,-10.3
881ec902cdfffff,77,48,62.3,2085.0,1776.0,302.4025974025974,64.9,44.2,4.504565217391304,0.017728872835346864,3,0.285,Not significant,0.6103896103896104,0.33766233766233766,-27.3
881ec902d1fffff,41,19,46.3,3515.0,3045.0,319.9268292682927,73.2,48.8,4.30095238095238,-0.17910134317210358,2,0.81,Not significant,0.3902439024390244,0.2926829268292683,-9.8
881ec902d3fffff,4,3,75.0,1921.0,974.0,340.75,25.0,25.0,3.2,0.039161958499278914,1,0.376,Not significant,0.5,0.25,-25.0
881ec902d5fffff,15,13,86.7,1950.0,2055.0,304.93333333333334,73.3,33.3,4.823333333333333,0.16621240586830546,1,0.243,Not significant,0.6,0.4,-20.0
881ec902d7fffff,10,10,100.0,1428.0,1176.0,330.0,30.0,10.0,5.0,0.3879692546351789,1,0.169,Not significant,0.5,0.1,-40.0
881ec902d9fffff,17,16,94.1,2557.0,1400.0,347.47058823529414,29.4,11.8,4.756,0.11718384870280131,1,0.376,Not significant,0.6470588235294118,0.17647058823529413,-47.1
881ec902dbfffff,43,23,53.5,3682.0,3845.0,328.25581395348837,67.4,44.2,4.8525,-0.048800552658443797,2,0.625,Not significant,0.4883720930232558,0.2558139534883721,-23.3
881ec902ddfffff,9,5,55.6,2976.0,2660.0,348.3333333333333,88.9,33.3,4.755,-0.08604225480787273,2,0.783,Not significant,0.4444444444444444,0.0,-44.4
881ec902e1fffff,1,1,100.0,7668.0,7668.0,179.0,100.0,100.0,5.0,-0.13510499162321157,4,0.63,Not significant,1.0,1.0,0.0
881ec902e3fffff,17,5,29.4,5416.0,5006.0,300.70588235294116,94.1,76.5,4.832142857142857,-0.705688894227476,2,0.928,Not significant,0.4117647058823529,0.29411764705882354,-11.8
881ec902e9fffff,126,69,54.8,2767.0,2447.0,291.73015873015873,67.5,57.9,4.819569892473118,0.004653911999661396,3,0.487,Not significant,0.6666666666666666,0.2698412698412698,-39.7
881ec902ebfffff,13,12,92.3,5283.0,3232.0,297.61538461538464,92.3,23.1,4.838333333333334,0.0032603212822462273,1,0.502,Not significant,0.6923076923076923,0.17771883289124668,-51.5
881ec902edfffff,8,5,62.5,4034.0,3544.0,280.875,62.5,37.5,4.8,0.003147982319362159,3,0.415,Not significant,0.875,0.5,-37.5
881ec90341fffff,30,9,30.0,4448.0,4400.0,334.3333333333333,96.7,70.0,4.812608695652174,0.5963788609773706,3,0.136,Not significant,0.4,0.16666666666666666,-23.3
881ec90345fffff,26,6,23.1,5190.0,5030.0,239.65384615384616,96.2,80.8,4.785909090909091,0.9128930174108365,3,0.095,Not significant,0.9230769230769231,0.5769230769230769,-34.6
881ec90349fffff,13,11,84.6,3994.0,3197.0,318.61538461538464,76.9,30.8,4.058,-0.12895984220264967,4,0.718,Not significant,0.38461538461538464,0.23076923076923078,-15.4
881ec9034bfffff,1,0,0.0,5415.0,5415.0,134.0,100.0,100.0,4.82,0.24106410307261286,3,0.39,Not significant,1.0,1.0,0.0
881ec9034dfffff,13,8,61.5,2515.0,2400.0,311.6923076923077,76.9,53.8,4.861428571428571,0.04030756323812874,3,0.177,Not significant,0.8461538461538461,0.46153846153846156,-38.5
881ec90401fffff,13,8,61.5,3600.0,2994.0,353.15384615384613,53.8,23.1,4.676666666666667,-0.013058902397799502,2,0.607,Not significant,0.15384615384615385,0.07692307692307693,-7.7
881ec90403fffff,6,6,100.0,1597.0,1258.0,348.5,33.3,33.3,3.75,-0.0665858480636792,4,0.587,Not significant,0.3333333333333333,0.16666666666666666,-16.7
881ec90405fffff,2,1,50.0,1702.0,1702.0,365.0,100.0,100.0,4.625,0.0279373816437491,3,0.426,Not significant,0.0,0.0,0.0
881ec90407fffff,4,2,50.0,6372.0,4745.0,270.5,50.0,25.0,4.67,0.0279373816437491,3,0.438,Not significant,0.5,0.75,25.0
881ec9040bfffff,2,1,50.0,1526.0,1526.0,225.5,50.0,0.0,,-0.25240779175684985,2,0.85,Not significant,1.0,0.5,-50.0
881ec9040dfffff,1,1,100.0,1613.0,1613.0,364.0,100.0,0.0,,-0.2940873181829106,4,0.69,Not significant,1.0,0.0,-100.0
881ec90413fffff,1,1,100.0,597.0,597.0,358.0,100.0,0.0,,0.4985851269175611,1,0.232,Not significant,1.0,0.0,-100.0
881ec90415fffff,2,1,50.0,1445.0,1445.0,211.5,50.0,50.0,4.97,-0.3433508640932372,2,0.94,Not significant,0.5,0.5,0.0
881ec90421fffff,3,2,66.7,2689.0,2018.0,272.0,66.7,0.0,,-0.0077388038827082475,4,0.648,Not significant,0.6666666666666666,0.3333333333333333,-33.3
881ec90423fffff,1,0,0.0,1947.0,1947.0,62.0,100.0,100.0,5.0,0.571177155030608,3,0.258,Not significant,0.0,1.0,100.0
881ec90425fffff,5,3,60.0,2077.0,1248.0,345.2,40.0,40.0,4.743333333333333,0.0035650899105630434,3,0.468,Not significant,0.4,0.2,-20.0
881ec90427fffff,8,7,87.5,3096.0,1938.0,317.25,62.5,12.5,4.75,-0.30961290399513347,4,0.896,Not significant,0.5,0.375,-12.5
881ec90429fffff,2,1,50.0,2972.0,2972.0,365.0,0.0,50.0,5.0,-0.08638031507000721,2,0.675,Not significant,0.0,0.0,0.0
881ec9042dfffff,6,6,100.0,2805.0,2574.0,365.0,33.3,0.0,3.6666666666666665,0.31004552274394614,1,0.227,Not significant,0.0,0.0,0.0
881ec90431fffff,13,8,61.5,2304.0,2024.0,310.0,76.9,38.5,4.725,-0.005906695663087471,2,0.557,Not significant,0.38461538461538464,0.23076923076923078,-15.4
881ec90433fffff,2,2,100.0,1308.0,1308.0,303.5,100.0,0.0,5.0,0.30422363472908387,1,0.252,Not significant,0.5,0.0,-50.0
881ec90435fffff,2,1,50.0,785.0,785.0,298.5,0.0,50.0,4.67,0.2265841090694282,3,0.122,Not significant,0.5,0.5,0.0
881ec90439fffff,3,3,100.0,1384.0,890.0,333.0,66.7,0.0,,-0.18571063359855236,4,0.685,Not significant,0.3333333333333333,0.3333333333333333,0.0
881ec9043bfffff,7,6,85.7,1475.0,1580.0,352.42857142857144,71.4,42.9,4.75,0.27966809372749707,1,0.14,Not significant,0.7142857142857143,0.0,-71.4
881ec9043dfffff,4,0,0.0,2389.0,2360.0,200.0,75.0,100.0,4.84,0.6166418268571582,3,0.217,Not significant,0.5,0.75,25.0
881ec90443fffff,1,1,100.0,414.0,414.0,269.0,0.0,0.0,,0.9464226665223474,1,0.418,Not significant,1.0,1.0,0.0
881ec90455fffff,1,1,100.0,800.0,800.0,365.0,100.0,0.0,,0.27466635711516796,1,0.413,Not significant,0.0,0.0,0.0
881ec90461fffff,2,1,50.0,3345.0,3345.0,362.0,100.0,50.0,5.0,-0.1922801406253541,2,0.774,Not significant,0.5,0.0,-50.0
881ec90463fffff,6,3,50.0,1681.0,2102.0,306.8333333333333,66.7,66.7,4.842,-0.048725373548907984,2,0.592,Not significant,1.0,0.5,-50.0
881ec90465fffff,1,1,100.0,1500.0,1500.0,269.0,0.0,0.0,,0.15858686684960735,1,0.39,Not significant,1.0,1.0,0.0
881ec90467fffff,22,21,95.5,2741.0,2672.0,336.3636363636364,54.5,9.1,3.7533333333333334,0.2395746420896216,1,0.28,Not significant,0.13636363636363635,0.13636363636363635,0.0
881ec90485fffff,9,2,22.2,2626.0,3000.0,343.77777777777777,55.6,22.2,2.5,0.26320412414199545,3,0.317,Not significant,0.1111111111111111,0.2222222222222222,11.1
881ec90489fffff,3,1,33.3,4161.0,2386.0,269.0,33.3,33.3,4.79,0.15436380784616405,3,0.346,Not significant,0.3333333333333333,0.3333333333333333,0.0
881ec9048dfffff,3,2,66.7,1880.0,1680.0,333.0,66.7,0.0,,-0.0004956580210543707,4,0.519,Not significant,0.3333333333333333,0.3333333333333333,0.0
881ec90499fffff,1,1,100.0,320.0,320.0,365.0,0.0,0.0,,0.9464226665223474,1,0.384,Not significant,0.0,0.0,0.0
881ec904a1fffff,5,1,20.0,2317.0,2576.0,363.6,0.0,80.0,4.805,-0.24670501415443796,2,0.64,Not significant,0.2,0.0,-20.0
881ec904a5fffff,2,2,100.0,358.0,358.0,365.0,0.0,100.0,3.0,-0.01821939378636229,4,0.513,Not significant,0.0,0.0,0.0
881ec904a7fffff,1,1,100.0,1351.0,1351.0,365.0,100.0,0.0,4.0,-0.2627386904105756,4,0.732,Not significant,0.0,0.0,0.0
881ec904a9fffff,1,0,0.0,2463.0,2463.0,358.0,0.0,0.0,,0.21437831743528982,3,0.401,Not significant,1.0,0.0,-100.0
881ec904abfffff,5,3,60.0,1219.0,450.0,309.2,20.0,0.0,4.8,0.10653908565425374,3,0.062,Not significant,0.8,0.0,-80.0
881ec904adfffff,3,3,100.0,3919.0,4712.0,332.3333333333333,100.0,33.3,5.0,-0.6614932356746772,4,0.928,Not significant,0.3333333333333333,0.0,-33.3
881ec904b5fffff,3,2,66.7,2116.0,2079.0,315.3333333333333,100.0,100.0,4.98,0.009745915631506829,1,0.407,Not significant,0.6666666666666666,0.3333333333333333,-33.3
881ec904b7fffff,7,6,85.7,2065.0,1680.0,313.85714285714283,85.7,28.6,4.934,0.00793181497425449,1,0.533,Not significant,0.42857142857142855,0.14285714285714285,-28.6
881ec904bbfffff,2,0,0.0,1658.0,1658.0,312.5,0.0,50.0,4.98,-1.7406025711063704,2,1.0,Not significant,0.5,0.5,0.0
881ec904bdfffff,1,1,100.0,480.0,480.0,269.0,0.0,0.0,,-0.03837208306857763,4,0.533,Not significant,1.0,1.0,0.0
881ec904c1fffff,1,1,100.0,1461.0,1461.0,365.0,0.0,0.0,,0.05097150608257722,1,0.469,Not significant,0.0,0.0,0.0
881ec904c3fffff,4,2,50.0,2100.0,2104.0,292.75,50.0,50.0,4.625,-0.0588719146773479,2,0.597,Not significant,0.25,0.25,0.0
881ec904c5fffff,2,1,50.0,1945.0,1945.0,317.0,0.0,0.0,,-0.3345196153332987,2,0.993,Not significant,0.5,0.5,0.0
881ec904c7fffff,6,4,66.7,2187.0,2024.0,302.6666666666667,33.3,33.3,4.75,0.002769133770838199,1,0.476,Not significant,0.3333333333333333,0.3333333333333333,0.0
881ec904cdfffff,1,1,100.0,713.0,713.0,365.0,0.0,0.0,,0.4985851269175611,1,0.217,Not significant,0.0,0.0,0.0
881ec904d1fffff,4,4,100.0,1418.0,1426.0,305.0,50.0,0.0,4.055,0.570239133254327,1,0.105,Not significant,0.25,0.25,0.0
881ec904d3fffff,1,1,100.0,1400.0,1400.0,365.0,100.0,0.0,,0.9464226665223474,1,0.049,HH (Hot Spot),0.0,0.0,0.0
881ec904d5fffff,2,1,50.0,1200.0,1200.0,365.0,0.0,50.0,4.93,-0.06817291071175113,2,0.631,Not significant,0.0,0.0,0.0
881ec904d9fffff,5,4,80.0,4673.0,4074.0,146.0,40.0,20.0,3.9,0.13476724489127637,1,0.219,Not significant,0.6,0.6,0.0
881ec904dbfffff,2,2,100.0,3000.0,3000.0,364.5,50.0,0.0,5.0,0.4761932499373218,1,0.18,Not significant,0.5,0.0,-50.0
881ec904ddfffff,2,2,100.0,694.0,694.0,317.0,0.0,0.0,,0.16718534761001924,1,0.383,Not significant,0.5,0.5,0.0
881ec904e1fffff,1,1,100.0,1133.0,1133.0,364.0,0.0,100.0,5.0,0.9464226665223474,1,0.009,HH (Hot Spot),1.0,0.0,-100.0
881ec904e3fffff,5,5,100.0,3955.0,3122.0,308.8,40.0,20.0,4.803333333333334,-0.18803938880449722,4,0.684,Not significant,0.2,0.4,20.0
881ec904e5fffff,4,4,100.0,2679.0,2500.0,270.75,75.0,25.0,4.8,0.2891762933983631,1,0.255,Not significant,0.25,0.5,25.0
881ec904e9fffff,1,1,100.0,10000.0,10000.0,364.0,100.0,0.0,,0.6777201427594757,1,0.047,HH (Hot Spot),1.0,0.0,-100.0
881ec904ebfffff,1,1,100.0,899.0,899.0,365.0,0.0,0.0,4.5,0.42424409534316665,1,0.148,Not significant,0.0,0.0,0.0
881ec904edfffff,3,3,100.0,453.0,480.0,365.0,0.0,0.0,,0.8695737447261661,1,0.017,HH (Hot Spot),0.0,0.0,0.0
881ec90519fffff,1,0,0.0,1739.0,1739.0,365.0,0.0,0.0,,-0.36430788592221375,2,0.631,Not significant,0.0,0.0,0.0
881ec9051bfffff,7,3,42.9,2139.0,1258.0,337.7142857142857,28.6,57.1,4.6225,0.2570832183445426,3,0.207,Not significant,0.14285714285714285,0.2857142857142857,14.3
881ec90521fffff,24,6,25.0,6176.0,6347.0,205.33333333333334,79.2,83.3,4.575714285714286,0.5607354455994915,3,0.107,Not significant,0.375,0.5416666666666666,16.7
881ec90523fffff,2,2,100.0,5065.0,5065.0,270.5,100.0,50.0,4.94,-0.5314412141734474,4,0.824,Not significant,1.0,0.5,-50.0
881ec90525fffff,6,2,33.3,6247.0,4818.0,311.0,50.0,50.0,4.675,0.39030227189485156,3,0.172,Not significant,0.16666666666666666,0.5,33.3
881ec90527fffff,7,6,85.7,12628.0,12946.0,231.57142857142858,85.7,14.3,4.983333333333333,-0.13611634454104737,4,0.707,Not significant,0.42857142857142855,0.7142857142857143,28.6
881ec90529fffff,73,13,17.8,3586.0,2850.0,232.78082191780823,42.5,83.6,4.558955223880597,1.533113618537317,3,0.033,LL (Cold Spot),0.2465753424657534,0.5087387812942844,26.2
881ec9052bfffff,37,9,24.3,4820.0,4058.0,267.7567567567568,27.0,51.4,4.8104545454545455,0.5304590080029323,3,0.202,Not significant,0.3783783783783784,0.33457595526561046,-4.4
881ec9052dfffff,6,1,16.7,5395.0,4340.0,346.5,83.3,83.3,4.864,1.445529289966481,3,0.044,LL (Cold Spot),0.6666666666666666,0.16666666666666666,-50.0
881ec90549fffff,3,2,66.7,3530.0,2352.0,363.0,33.3,33.3,4.83,0.005506084973622393,1,0.429,Not significant,0.3333333333333333,0.0,-33.3
881ec9054bfffff,3,2,66.7,3207.0,3480.0,273.0,100.0,0.0,,-0.015033267579414323,4,0.716,Not significant,0.3333333333333333,0.3333333333333333,0.0
881ec90551fffff,6,6,100.0,2254.0,1821.0,332.6666666666667,83.3,16.7,4.585,0.16449832237239054,1,0.399,Not significant,0.6666666666666666,0.3333333333333333,-33.3
881ec90553fffff,7,6,85.7,1840.0,1380.0,351.2857142857143,28.6,28.6,3.723333333333333,0.18975437643078047,1,0.21,Not significant,0.14285714285714285,0.14285714285714285,0.0
881ec90557fffff,2,2,100.0,3276.0,3276.0,317.0,50.0,0.0,,-0.07733394901419406,4,0.577,Not significant,0.5,0.5,0.0
881ec90559fffff,16,11,68.8,1954.0,2158.0,331.625,75.0,50.0,4.866,0.006613009935181308,1,0.46,Not significant,0.5,0.25,-25.0
881ec9055bfffff,2,2,100.0,2173.0,2173.0,317.5,50.0,0.0,,0.7225038967199543,1,0.029,HH (Hot Spot),0.0,0.5,50.0
881ec9055dfffff,2,0,0.0,6129.0,6129.0,90.0,100.0,50.0,4.475,-0.48044047156611924,2,0.662,Not significant,1.0,1.0,0.0
881ec905c1fffff,10,3,30.0,3991.0,3034.0,336.6,100.0,60.0,4.557142857142857,-0.3501363033877266,2,0.767,Not significant,0.4,0.2,-20.0
881ec905c3fffff,1,1,100.0,720.0,720.0,364.0,100.0,0.0,,-0.028967494736877143,4,0.537,Not significant,1.0,0.0,-100.0
881ec905c9fffff,21,13,61.9,3478.0,3119.0,313.4761904761905,95.2,57.1,4.506666666666666,0.026043069383197646,3,0.217,Not significant,0.6190476190476191,0.38095238095238093,-23.8
881ec905cbfffff,3,3,100.0,3134.0,4259.0,365.0,33.3,0.0,4.0,-0.11226527710336742,4,0.633,Not significant,0.0,0.0,0.0
881ec905cdfffff,6,3,50.0,3131.0,3568.0,294.0,100.0,33.3,4.9366666666666665,0.10375459174236953,3,0.294,Not significant,0.5,0.39080459770114945,-10.9
881ec905d1fffff,16,3,18.8,2252.0,2360.0,351.875,62.5,68.8,3.7545454545454544,0.7358241611495421,3,0.12,Not significant,0.375,0.125,-25.0
881ec905d3fffff,11,4,36.4,3152.0,3000.0,241.27272727272728,72.7,72.7,4.872,-0.02212433692007186,2,0.503,Not significant,0.5454545454545454,0.5454545454545454,0.0
881ec905d9fffff,3,1,33.3,1383.0,1600.0,238.0,33.3,33.3,4.42,-0.001967937798309787,2,0.499,Not significant,0.6666666666666666,1.0,33.3
881ec905dbfffff,9,4,44.4,2665.0,2361.0,342.77777777777777,44.4,66.7,4.51,0.11003596759546183,3,0.321,Not significant,0.3333333333333333,0.2222222222222222,-11.1
881ec905ddfffff,18,11,61.1,2281.0,1753.0,317.94444444444446,16.7,38.9,4.7525,0.004918928964778403,3,0.453,Not significant,0.2222222222222222,0.3888888888888889,16.7
881ec90617fffff,2,2,100.0,1815.0,1815.0,364.0,100.0,50.0,5.0,0.0,0,1.0,Not significant,1.0,0.0,-100.0
