source,window,feature,target,baseline,n,rmse,baseline_rmse,ratio,historical_pit_admissible
legacy_cached_features,W2,ntto_total_qtd1m,nights_m,frozen_harness_ar1,10,1.8018524381070102,4.487028703561928,0.4015691802186711,False
legacy_cached_features,W2,ntto_total_qtd1m,nights_m,frozen_harness_trailing4,10,1.8018524381070102,2.6443770669620217,0.6813901317700727,False
new_download_calendar_aligned,W1,ntto_overseas_qtd1m,nights_growth_pct,legacy_last_growth,14,10.418632294067322,2.8766200777003164,3.6218311812647808,False
new_download_calendar_aligned,W1,ntto_overseas_qtd1m,nights_m,frozen_harness_naive,14,10.850785194266836,3.166842154242624,3.426373865754572,False
new_download_calendar_aligned,W1,ntto_overseas_qtd1m,nights_m,frozen_harness_ar1,14,10.850785194266836,7.123396072998707,1.5232601252367293,False
new_download_calendar_aligned,W1,ntto_overseas_qtd1m,nights_m,frozen_harness_trailing4,14,10.850785194266836,5.561746209794929,1.9509673374087528,False
new_download_calendar_aligned,W1,ntto_total_full,nights_growth_pct,legacy_last_growth,14,3.141150779040791,2.8766200777003164,1.0919588594236438,False
new_download_calendar_aligned,W1,ntto_total_full,nights_m,frozen_harness_naive,14,3.269412219664313,3.166842154242624,1.0323887520836097,False
new_download_calendar_aligned,W1,ntto_total_full,nights_m,frozen_harness_ar1,14,3.269412219664313,7.123396072998707,0.45896819244082854,False
new_download_calendar_aligned,W1,ntto_total_full,nights_m,frozen_harness_trailing4,14,3.269412219664313,5.561746209794929,0.5878391599218371,False
new_download_calendar_aligned,W1,ntto_total_qtd1m,nights_growth_pct,legacy_last_growth,14,8.98040080263089,2.8766200777003164,3.1218584867175703,False
new_download_calendar_aligned,W1,ntto_total_qtd1m,nights_m,frozen_harness_naive,14,9.279470504338132,3.166842154242624,2.930196723542539,False
new_download_calendar_aligned,W1,ntto_total_qtd1m,nights_m,frozen_harness_ar1,14,9.279470504338132,7.123396072998707,1.3026750736930162,False
new_download_calendar_aligned,W1,ntto_total_qtd1m,nights_m,frozen_harness_trailing4,14,9.279470504338132,5.561746209794929,1.6684455123097537,False
new_download_calendar_aligned,W2,ntto_overseas_qtd1m,nights_growth_pct,legacy_last_growth,10,2.0649260569209305,2.1591433023308118,0.9563635978639431,False
new_download_calendar_aligned,W2,ntto_overseas_qtd1m,nights_m,frozen_harness_naive,10,2.463183603063328,2.5934205546950335,0.9497817847568419,False
new_download_calendar_aligned,W2,ntto_overseas_qtd1m,nights_m,frozen_harness_ar1,10,2.463183603063328,4.487028703561928,0.5489565068099485,False
new_download_calendar_aligned,W2,ntto_overseas_qtd1m,nights_m,frozen_harness_trailing4,10,2.463183603063328,2.6443770669620217,0.9314797174115351,False
new_download_calendar_aligned,W2,ntto_total_full,nights_growth_pct,legacy_last_growth,10,1.5644266847108157,2.1591433023308118,0.7245589873641111,False
new_download_calendar_aligned,W2,ntto_total_full,nights_m,frozen_harness_naive,10,1.7560472618931333,2.5934205546950335,0.6771162736078611,False
new_download_calendar_aligned,W2,ntto_total_full,nights_m,frozen_harness_ar1,10,1.7560472618931333,4.487028703561928,0.3913608264861631,False
new_download_calendar_aligned,W2,ntto_total_full,nights_m,frozen_harness_trailing4,10,1.7560472618931333,2.6443770669620217,0.6640684053089897,False
new_download_calendar_aligned,W2,ntto_total_qtd1m,nights_growth_pct,legacy_last_growth,10,1.714525591210056,2.1591433023308118,0.7940767939576834,False
new_download_calendar_aligned,W2,ntto_total_qtd1m,nights_m,frozen_harness_naive,10,1.9943194097264851,2.5934205546950335,0.7689919038067475,False
new_download_calendar_aligned,W2,ntto_total_qtd1m,nights_m,frozen_harness_ar1,10,1.9943194097264851,4.487028703561928,0.44446326098679484,False
new_download_calendar_aligned,W2,ntto_total_qtd1m,nights_m,frozen_harness_trailing4,10,1.9943194097264851,2.6443770669620217,0.7541736141350099,False
new_download_matched_legacy_test_cells,W1,ntto_overseas_qtd1m,nights_growth_pct,legacy_last_growth,11,4.081306702014065,2.1092550817765026,1.9349516980073451,False
new_download_matched_legacy_test_cells,W1,ntto_overseas_qtd1m,nights_m,frozen_harness_naive,11,4.704054609670264,2.5056570554810214,1.8773736810392063,False
new_download_matched_legacy_test_cells,W1,ntto_overseas_qtd1m,nights_m,frozen_harness_ar1,11,4.704054609670264,4.610949999282945,1.0201920667979045,False
new_download_matched_legacy_test_cells,W1,ntto_overseas_qtd1m,nights_m,frozen_harness_trailing4,11,4.704054609670264,2.7171314888892097,1.7312576255164331,False
new_download_matched_legacy_test_cells,W1,ntto_total_full,nights_growth_pct,legacy_last_growth,11,2.2326980241584846,2.1092550817765026,1.0585244257313882,False
new_download_matched_legacy_test_cells,W1,ntto_total_full,nights_m,frozen_harness_naive,11,2.4019143887591268,2.5056570554810214,0.9585966217942867,False
new_download_matched_legacy_test_cells,W1,ntto_total_full,nights_m,frozen_harness_ar1,11,2.4019143887591268,4.610949999282945,0.520915297093365,False
new_download_matched_legacy_test_cells,W1,ntto_total_full,nights_m,frozen_harness_trailing4,11,2.4019143887591268,2.7171314888892097,0.8839890150995428,False
new_download_matched_legacy_test_cells,W1,ntto_total_qtd1m,nights_growth_pct,legacy_last_growth,11,2.2155902898372317,2.1092550817765026,1.0504136313238934,False
new_download_matched_legacy_test_cells,W1,ntto_total_qtd1m,nights_m,frozen_harness_naive,11,2.5925502264153706,2.5056570554810214,1.0346787964235864,False
new_download_matched_legacy_test_cells,W1,ntto_total_qtd1m,nights_m,frozen_harness_ar1,11,2.5925502264153706,4.610949999282945,0.5622594534355266,False
new_download_matched_legacy_test_cells,W1,ntto_total_qtd1m,nights_m,frozen_harness_trailing4,11,2.5925502264153706,2.7171314888892097,0.9541497115677794,False
new_download_matched_legacy_test_cells,W2,ntto_overseas_qtd1m,nights_growth_pct,legacy_last_growth,10,2.0649260569209305,2.1591433023308118,0.9563635978639431,False
new_download_matched_legacy_test_cells,W2,ntto_overseas_qtd1m,nights_m,frozen_harness_naive,10,2.463183603063328,2.5934205546950335,0.9497817847568419,False
new_download_matched_legacy_test_cells,W2,ntto_overseas_qtd1m,nights_m,frozen_harness_ar1,10,2.463183603063328,4.487028703561928,0.5489565068099485,False
new_download_matched_legacy_test_cells,W2,ntto_overseas_qtd1m,nights_m,frozen_harness_trailing4,10,2.463183603063328,2.6443770669620217,0.9314797174115351,False
new_download_matched_legacy_test_cells,W2,ntto_total_full,nights_growth_pct,legacy_last_growth,10,1.5644266847108157,2.1591433023308118,0.7245589873641111,False
new_download_matched_legacy_test_cells,W2,ntto_total_full,nights_m,frozen_harness_naive,10,1.7560472618931333,2.5934205546950335,0.6771162736078611,False
new_download_matched_legacy_test_cells,W2,ntto_total_full,nights_m,frozen_harness_ar1,10,1.7560472618931333,4.487028703561928,0.3913608264861631,False
new_download_matched_legacy_test_cells,W2,ntto_total_full,nights_m,frozen_harness_trailing4,10,1.7560472618931333,2.6443770669620217,0.6640684053089897,False
new_download_matched_legacy_test_cells,W2,ntto_total_qtd1m,nights_growth_pct,legacy_last_growth,10,1.714525591210056,2.1591433023308118,0.7940767939576834,False
new_download_matched_legacy_test_cells,W2,ntto_total_qtd1m,nights_m,frozen_harness_naive,10,1.9943194097264851,2.5934205546950335,0.7689919038067475,False
new_download_matched_legacy_test_cells,W2,ntto_total_qtd1m,nights_m,frozen_harness_ar1,10,1.9943194097264851,4.487028703561928,0.44446326098679484,False
new_download_matched_legacy_test_cells,W2,ntto_total_qtd1m,nights_m,frozen_harness_trailing4,10,1.9943194097264851,2.6443770669620217,0.7541736141350099,False
