series,period,destination,origin,origin_basis,metric,unit,value,published_on,publication_basis,release_source_url,knowable_from,pit_usable,vintage_basis,source_url
eurostat_platform_EU27_2020,2018-01,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,5058353.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2018-04,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,27942458.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2018-05,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,9885171.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2018-05,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,24580342.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2018-05,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,34465513.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2018-06,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,11809517.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2018-06,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,31596970.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2018-06,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,43406487.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2018-07,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,21775387.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2018-07,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,54342280.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2018-07,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,76117667.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2018-08,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,29770853.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2018-08,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,53775918.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2018-08,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,83546771.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2018-09,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,11910983.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2018-09,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,31221243.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2018-09,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,43132226.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2018-10,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,9281405.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2018-10,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,22666142.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2018-10,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,31947547.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2018-11,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,6650570.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2018-11,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,11715427.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2018-11,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,18365997.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2018-12,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,9826464.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2018-12,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,15414021.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2018-12,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,25240485.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-01,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,6139233.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-01,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,12320118.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-01,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,18459351.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-02,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,8225167.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-02,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,13795579.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-02,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,22020746.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-03,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,8299602.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-03,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,15709976.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-03,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,24009578.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-04,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,13061155.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-04,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,25035509.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-04,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,38096664.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-05,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,11127152.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-05,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,25623322.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-05,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,36750474.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-06,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,15708711.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-06,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,38224558.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-06,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,53933269.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-07,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,25892748.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-07,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,59866711.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-07,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,85759459.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-08,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,36329165.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-08,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,60593825.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-08,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,96922990.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-09,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,13612707.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-09,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,34108777.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-09,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,47721484.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-10,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,11374318.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-10,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,26136032.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-10,EU27_2020,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,37510350.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-11,EU27_2020,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,8125787.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
eurostat_platform_EU27_2020,2019-11,EU27_2020,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,13264253.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=EU27_2020&indic_to=NGT_SP&unit=NR
