series,period,destination,origin,origin_basis,metric,unit,value,published_on,publication_basis,release_source_url,knowable_from,pit_usable,vintage_basis,source_url
ine_egatur,2018-01,ES,Total expenditure. National Total. Tourist. Base data.,expenditure_category,tourist_expenditure,EUR_millions,4524.43,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-02,ES,Tourist. International transport expenditure. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1006.45,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-02,ES,Tourist. Other expense. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,463.32,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-02,ES,Tourist. Spending on accommodation. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,625.58,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-02,ES,Tourist. Spending on activities. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,855.13,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-02,ES,Tourist. Spending on tourism packages. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,878.58,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-03,ES,Total expenditure. National Total. Tourist. Base data.,expenditure_category,tourist_expenditure,EUR_millions,5726.73,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-03,ES,Tourist. Expenditure not included in package tour. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,4595.91,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-03,ES,Tourist. Expenditure on maintenance. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,927.47,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-03,ES,Tourist. International transport expenditure. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1195.06,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-03,ES,Tourist. Other expense. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,615.89,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-03,ES,Tourist. Spending on accommodation. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,808.05,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-03,ES,Tourist. Spending on activities. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1049.45,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-03,ES,Tourist. Spending on tourism packages. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1130.81,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-04,ES,Total expenditure. National Total. Tourist. Base data.,expenditure_category,tourist_expenditure,EUR_millions,6621.53,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-04,ES,Tourist. Expenditure not included in package tour. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,5324.25,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-04,ES,Tourist. Expenditure on maintenance. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1055.89,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-04,ES,Tourist. International transport expenditure. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1415.98,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-04,ES,Tourist. Other expense. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,715.44,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-04,ES,Tourist. Spending on accommodation. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,885.23,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-04,ES,Tourist. Spending on activities. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1251.71,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-04,ES,Tourist. Spending on tourism packages. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1297.28,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-05,ES,Total expenditure. National Total. Tourist. Base data.,expenditure_category,tourist_expenditure,EUR_millions,8155.06,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-05,ES,Tourist. Expenditure not included in package tour. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,6323.13,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-05,ES,Tourist. Expenditure on maintenance. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1248.1,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-05,ES,Tourist. International transport expenditure. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1611.63,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-05,ES,Tourist. Other expense. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,857.13,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-05,ES,Tourist. Spending on accommodation. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1120.71,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-05,ES,Tourist. Spending on activities. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1485.56,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-05,ES,Tourist. Spending on tourism packages. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1831.93,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-06,ES,Total expenditure. National Total. Tourist. Base data.,expenditure_category,tourist_expenditure,EUR_millions,9370.81,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-06,ES,Tourist. Expenditure not included in package tour. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,7220.59,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-06,ES,Tourist. Expenditure on maintenance. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1378.38,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-06,ES,Tourist. International transport expenditure. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1876.68,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-06,ES,Tourist. Other expense. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,922.73,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-06,ES,Tourist. Spending on accommodation. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1313.64,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-06,ES,Tourist. Spending on activities. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1729.16,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-06,ES,Tourist. Spending on tourism packages. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,2150.22,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-07,ES,Total expenditure. National Total. Tourist. Base data.,expenditure_category,tourist_expenditure,EUR_millions,11748.1,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-07,ES,Tourist. Expenditure not included in package tour. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,9250.23,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-07,ES,Tourist. Expenditure on maintenance. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1759.29,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-07,ES,Tourist. International transport expenditure. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,2351.91,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-07,ES,Tourist. Other expense. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1229.95,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-07,ES,Tourist. Spending on accommodation. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1955.78,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-07,ES,Tourist. Spending on activities. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1953.3,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-07,ES,Tourist. Spending on tourism packages. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,2497.86,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-08,ES,Total expenditure. National Total. Tourist. Base data.,expenditure_category,tourist_expenditure,EUR_millions,11459.69,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-08,ES,Tourist. Expenditure not included in package tour. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,8937.75,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-08,ES,Tourist. Expenditure on maintenance. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1733.64,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-08,ES,Tourist. International transport expenditure. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1959.1,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-08,ES,Tourist. Other expense. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1194.22,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-08,ES,Tourist. Spending on accommodation. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,2009.12,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-08,ES,Tourist. Spending on activities. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,2041.67,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-08,ES,Tourist. Spending on tourism packages. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,2521.94,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-09,ES,Total expenditure. National Total. Tourist. Base data.,expenditure_category,tourist_expenditure,EUR_millions,9545.81,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-09,ES,Tourist. Expenditure not included in package tour. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,7420.41,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-09,ES,Tourist. Expenditure on maintenance. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1444.55,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-09,ES,Tourist. International transport expenditure. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1857.96,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-09,ES,Tourist. Other expense. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,918.29,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-09,ES,Tourist. Spending on accommodation. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1386.84,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-09,ES,Tourist. Spending on activities. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1812.77,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-09,ES,Tourist. Spending on tourism packages. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,2125.39,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-10,ES,Total expenditure. National Total. Tourist. Base data.,expenditure_category,tourist_expenditure,EUR_millions,8164.58,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-10,ES,Tourist. Expenditure not included in package tour. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,6266.36,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-10,ES,Tourist. Expenditure on maintenance. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1158.47,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-10,ES,Tourist. International transport expenditure. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1662.48,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-10,ES,Tourist. Other expense. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,822.47,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-10,ES,Tourist. Spending on accommodation. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1108.47,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
ine_egatur,2018-10,ES,Tourist. Spending on activities. National Total. Base data.,expenditure_category,tourist_expenditure,EUR_millions,1514.47,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/EGATUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/13938?nult=200
