year,q,quarter,region,measure,n_markets,w_equal,w_reviews,w_median,reviews,reviews_lag12,regions_weight_covered
2016,4,4Q16,NAM,yoy_all,42.0,1.1827272295439974,0.8692818701648166,0.9781880059815398,88918.0,47568.0,
2016,4,4Q16,GLOBAL,yoy_all,123.0,1.0941269793373578,0.8769143905709649,0.995045417010735,372316.0,198366.0,
2017,1,1Q17,APAC,yoy_all,17.0,1.135854523160601,1.1614364003461204,0.931772575250836,74937.0,34670.0,
2017,1,1Q17,EMEA,yoy_all,57.0,0.7955609596498159,0.7188890301258422,0.6941964285714286,189315.0,110138.0,
2017,1,1Q17,LatAm,yoy_all,7.0,0.9789745233624674,0.773319875515182,1.001934235976789,21083.0,11889.0,
2017,1,1Q17,NAM,yoy_all,42.0,1.1422802175800952,0.8318991515541436,0.9431664989939638,91115.0,49738.0,
2017,1,1Q17,GLOBAL,yoy_all,123.0,0.9714235154119596,0.8235764284157241,0.8350282485875706,376450.0,206435.0,
2017,2,2Q17,APAC,yoy_all,17.0,1.0246736967355898,1.158595809629527,1.0112540192926045,62228.0,28828.0,
2017,2,2Q17,EMEA,yoy_all,57.0,0.8207349697222331,0.7303683177891633,0.775258748151799,372178.0,215086.0,
2017,2,2Q17,LatAm,yoy_all,7.0,1.0686299715072114,0.9801745399354962,1.0573476702508962,20875.0,10542.0,
2017,2,2Q17,NAM,yoy_all,42.0,1.0408950843788898,0.7323535394629781,0.9002602578279836,136260.0,78656.0,
2017,2,2Q17,GLOBAL,yoy_all,123.0,0.9382060931962288,0.7758021326160571,0.8851380973257343,591541.0,333112.0,
2017,3,3Q17,APAC,yoy_all,17.0,0.7642299117354335,0.8669000762345767,0.7768707482993198,66120.0,35417.0,
2017,3,3Q17,EMEA,yoy_all,57.0,0.6368757995926708,0.5605734124453117,0.6049893591865689,452649.0,290053.0,
2017,3,3Q17,LatAm,yoy_all,7.0,0.9282317318872856,0.7276328821393199,1.1730013106159896,26165.0,15145.0,
2017,3,3Q17,NAM,yoy_all,42.0,0.8031855818794236,0.6276280025739778,0.7444091409018697,169467.0,104119.0,
2017,3,3Q17,GLOBAL,yoy_all,123.0,0.7278475255157024,0.6063557092554201,0.6828193832599119,714401.0,444734.0,
2017,4,4Q17,APAC,yoy_all,17.0,0.6227007937113882,0.6837782714790399,0.5822985468956408,92463.0,54914.0,
2017,4,4Q17,EMEA,yoy_all,57.0,0.5076719507096423,0.4172647942126437,0.5031271716469772,300137.0,211772.0,
2017,4,4Q17,LatAm,yoy_all,7.0,0.7982422908311434,0.7264241263762565,0.9095731854352544,28852.0,16712.0,
2017,4,4Q17,NAM,yoy_all,42.0,0.7727066726972264,0.5684113452844193,0.7075866032051442,139460.0,88918.0,
2017,4,4Q17,GLOBAL,yoy_all,123.0,0.6306064306719082,0.5065482009905564,0.5869565217391304,560912.0,372316.0,
2018,1,1Q18,APAC,yoy_all,17.0,0.5577514176467385,0.6394571440009609,0.5404896421845575,122856.0,74937.0,
2018,1,1Q18,EMEA,yoy_all,57.0,0.5739972218909845,0.4733486517180361,0.54293059125964,278927.0,189315.0,
2018,1,1Q18,LatAm,yoy_all,7.0,0.8489632055185489,0.7637907318692785,0.9878840328861964,37186.0,21083.0,
2018,1,1Q18,NAM,yoy_all,42.0,0.7791938516306807,0.6199308566097788,0.7176536741286187,147600.0,91115.0,
2018,1,1Q18,GLOBAL,yoy_all,123.0,0.657467479308123,0.5581591180767698,0.6210584547298543,586569.0,376450.0,
2018,2,2Q18,APAC,yoy_all,17.0,0.5594437726345606,0.5639744166613101,0.5173674588665449,97323.0,62228.0,
2018,2,2Q18,EMEA,yoy_all,57.0,0.4549393719146965,0.3894023827308439,0.4275294117647059,517105.0,372178.0,
2018,2,2Q18,LatAm,yoy_all,7.0,0.6872066813401444,0.6786107784431137,0.833469387755102,35041.0,20875.0,
2018,2,2Q18,NAM,yoy_all,42.0,0.6326900787464739,0.5442022603845589,0.5326975671021368,210413.0,136260.0,
2018,2,2Q18,GLOBAL,yoy_all,123.0,0.5432968976476271,0.4536304330553589,0.5068870523415978,859882.0,591541.0,
2018,3,3Q18,APAC,yoy_all,17.0,0.6200968770145503,0.6112068965517241,0.5935483870967742,106533.0,66120.0,
2018,3,3Q18,EMEA,yoy_all,57.0,0.4826240463988494,0.4248391137503893,0.449468085106383,644952.0,452649.0,
2018,3,3Q18,LatAm,yoy_all,7.0,0.6408943569472729,0.6196445633479839,0.6105227195080287,42378.0,26165.0,
2018,3,3Q18,NAM,yoy_all,42.0,0.6263875058424401,0.5046174181404048,0.5529763000726975,254983.0,169467.0,
2018,3,3Q18,GLOBAL,yoy_all,123.0,0.5597215715284161,0.4681474410030222,0.5327704061117813,1048846.0,714401.0,
2018,4,4Q18,APAC,yoy_all,17.0,0.6202901543266675,0.6577441787525822,0.6164768525366071,153280.0,92463.0,
2018,4,4Q18,EMEA,yoy_all,57.0,0.5666938267269553,0.5083711771624291,0.5201149425287357,452718.0,300137.0,
2018,4,4Q18,LatAm,yoy_all,7.0,0.7496138082521077,0.7740884514071815,0.7199100112485939,51186.0,28852.0,
2018,4,4Q18,NAM,yoy_all,42.0,0.6574967891454254,0.5442779291553133,0.579183319092638,215365.0,139460.0,
2018,4,4Q18,GLOBAL,yoy_all,123.0,0.6155174190964424,0.5555898251419118,0.5574644549763033,872549.0,560912.0,
2019,1,1Q19,APAC,yoy_all,17.0,0.5930795977990384,0.5475109070782054,0.555154673615287,190121.0,122856.0,
2019,1,1Q19,EMEA,yoy_all,57.0,0.4931923176490035,0.4477121253948166,0.4490956660220679,403806.0,278927.0,
2019,1,1Q19,LatAm,yoy_all,7.0,0.6252635699103702,0.6337062335287473,0.5831894070236039,60751.0,37186.0,
2019,1,1Q19,NAM,yoy_all,42.0,0.6498804030965099,0.4883672086720867,0.5115675470264108,219683.0,147600.0,
2019,1,1Q19,GLOBAL,yoy_all,123.0,0.5680173755122184,0.4906362252352239,0.5134887974394147,874361.0,586569.0,
2019,2,2Q19,APAC,yoy_all,17.0,0.5049088044079729,0.5400059595368001,0.5220481927710843,149878.0,97323.0,
2019,2,2Q19,EMEA,yoy_all,57.0,0.4522246096835453,0.4007232573655253,0.4456431535269709,724321.0,517105.0,
2019,2,2Q19,LatAm,yoy_all,7.0,0.7067397893817394,0.7335692474529836,0.6878895814781834,60746.0,35041.0,
2019,2,2Q19,NAM,yoy_all,42.0,0.5607498341768979,0.4324400108358324,0.4704658594909815,301404.0,210413.0,
2019,2,2Q19,GLOBAL,yoy_all,123.0,0.511048162504061,0.4378123975150079,0.4636574521554224,1236349.0,859882.0,
2019,3,3Q19,APAC,yoy_all,17.0,0.3866019296075652,0.4018848619676531,0.4066863587540279,149347.0,106533.0,
2019,3,3Q19,EMEA,yoy_all,57.0,0.3560216506664466,0.3130372492836677,0.3491331796773222,846846.0,644952.0,
2019,3,3Q19,LatAm,yoy_all,7.0,0.5491840346165181,0.6281797158903204,0.6239924134660977,68999.0,42378.0,
2019,3,3Q19,NAM,yoy_all,42.0,0.4007451759949716,0.3477055333100638,0.3723040042438238,343642.0,254983.0,
2019,3,3Q19,GLOBAL,yoy_all,123.0,0.3865126221578902,0.3432229326326268,0.3606467824756909,1408834.0,1048846.0,
2019,4,4Q19,APAC,yoy_all,17.0,0.350222708680071,0.351089509394572,0.3359408162027772,207095.0,153280.0,
2019,4,4Q19,EMEA,yoy_all,57.0,0.3446229172593264,0.2857209123560362,0.3190060443250504,582069.0,452718.0,
2019,4,4Q19,LatAm,yoy_all,7.0,0.501887879883199,0.5812526862814051,0.5159495548961424,80938.0,51186.0,
2019,4,4Q19,NAM,yoy_all,42.0,0.3908676182067119,0.3447681842453509,0.335803786212935,289616.0,215365.0,
2019,4,4Q19,GLOBAL,yoy_all,123.0,0.3701377841886756,0.3291150411037087,0.3278219395866455,1159718.0,872549.0,
2020,1,1Q20,APAC,yoy_all,17.0,0.1067144103174208,0.1296279737640766,0.1359511020559363,214766.0,190121.0,
2020,1,1Q20,EMEA,yoy_all,57.0,0.0283729826858774,-0.0226098671144063,0.0021194756260303,394676.0,403806.0,
2020,1,1Q20,LatAm,yoy_all,7.0,0.2284406917369589,0.2795674145281559,0.3178944948856452,77735.0,60751.0,
2020,1,1Q20,NAM,yoy_all,42.0,0.1194593461608639,0.076728740958563,0.0741661925566516,236539.0,219683.0,
2020,1,1Q20,GLOBAL,yoy_all,123.0,0.0816892875561476,0.0564469366771849,0.0627485209969935,923716.0,874361.0,
2020,2,2Q20,APAC,yoy_all,17.0,-0.6610876331078357,-0.6816277238820907,-0.6539810779206974,47717.0,149878.0,
2020,2,2Q20,EMEA,yoy_all,56.0,-0.8958173470032416,-0.9334681823586504,-0.921230070385496,48121.0,723278.0,
2020,2,2Q20,LatAm,yoy_all,7.0,-0.8376770168423352,-0.8296019490995292,-0.8183329638661051,10351.0,60746.0,
2020,2,2Q20,NAM,yoy_all,42.0,-0.6982982795210361,-0.745670263168372,-0.7096084792128491,76656.0,301404.0,
2020,2,2Q20,GLOBAL,yoy_all,122.0,-0.7917748201048738,-0.8519840428201595,-0.8490309354371564,182845.0,1235306.0,
2020,3,3Q20,APAC,yoy_all,17.0,-0.3083982019597299,-0.3079874386495879,-0.4533740574591963,103350.0,149347.0,
2020,3,3Q20,EMEA,yoy_all,57.0,-0.4601280247948171,-0.5246620991301842,-0.5151151151151151,402538.0,846846.0,
2020,3,3Q20,LatAm,yoy_all,7.0,-0.6710551514068894,-0.6180959144335425,-0.6127539213165338,26351.0,68999.0,
2020,3,3Q20,NAM,yoy_all,42.0,-0.3523770852581339,-0.4373737785253258,-0.3690601836962413,193342.0,343642.0,
2020,3,3Q20,GLOBAL,yoy_all,123.0,-0.4143682153439825,-0.4849776481828235,-0.4719343696027633,725581.0,1408834.0,
2020,4,4Q20,APAC,yoy_all,17.0,-0.2402471190910127,-0.3004273401096116,-0.2092749529190207,144878.0,207095.0,
2020,4,4Q20,EMEA,yoy_all,57.0,-0.6660213531376444,-0.7414756669741904,-0.71319520174482,150479.0,582069.0,
2020,4,4Q20,LatAm,yoy_all,7.0,-0.4707407590352387,-0.4581160888581383,-0.3255487269534679,43859.0,80938.0,
2020,4,4Q20,NAM,yoy_all,42.0,-0.3280599446311602,-0.3915011601568974,-0.3720968733740126,176231.0,289616.0,
2020,4,4Q20,GLOBAL,yoy_all,123.0,-0.4806595214727508,-0.5555410884370167,-0.5441441441441441,515447.0,1159718.0,
2021,1,1Q21,APAC,yoy_all,17.0,-0.0830503756836743,-0.188139649665217,-0.0584368151935719,174360.0,214766.0,
2021,1,1Q21,EMEA,yoy_all,57.0,-0.6222739374495972,-0.7171350677517762,-0.7363576594345825,111640.0,394676.0,
2021,1,1Q21,LatAm,yoy_all,7.0,-0.3996231485430618,-0.3939666816749212,-0.2433255120806645,47110.0,77735.0,
2021,1,1Q21,NAM,yoy_all,42.0,-0.1414529319332068,-0.2075979014031512,-0.1725544585173355,187434.0,236539.0,
2021,1,1Q21,GLOBAL,yoy_all,123.0,-0.3708931382296392,-0.436467485677416,-0.3808383233532934,520544.0,923716.0,
2021,2,2Q21,APAC,yoy_all,17.0,2.733154503081052,2.6184378732946327,2.4133828996282527,172661.0,47717.0,
2021,2,2Q21,EMEA,yoy_all,56.0,6.365147502939649,4.649861806695622,4.295567838505905,271877.0,48121.0,
2021,2,2Q21,LatAm,yoy_all,7.0,8.347278382957589,3.675683508839725,3.24,48398.0,10351.0,
2021,2,2Q21,NAM,yoy_all,42.0,3.563696513846697,3.007540179503235,2.5103892134220898,307202.0,76656.0,
2021,2,2Q21,GLOBAL,yoy_all,122.0,5.0083449916333,3.3760452842571578,2.946183009471473,800138.0,182845.0,
2021,3,3Q21,APAC,yoy_all,17.0,0.289175985767531,0.0941364296081277,0.1513157894736843,113079.0,103350.0,
2021,3,3Q21,EMEA,yoy_all,57.0,1.06599668318542,0.9596957305894104,0.9825641025641024,788852.0,402538.0,
2021,3,3Q21,LatAm,yoy_all,7.0,5.7606843465954105,1.5179689575348183,2.102504638218924,66351.0,26351.0,
2021,3,3Q21,NAM,yoy_all,42.0,1.221029203803649,1.068350384293118,0.8478598180845373,399899.0,193342.0,
2021,3,3Q21,GLOBAL,yoy_all,123.0,1.2787465015084398,0.8856350979422007,0.9237785016286646,1368181.0,725581.0,
2021,4,4Q21,APAC,yoy_all,17.0,0.3023888797453594,0.1059788235618934,0.2847134489491214,160232.0,144878.0,
2021,4,4Q21,EMEA,yoy_all,57.0,3.2681572275789907,3.067285136131952,3.054570259208731,612041.0,150479.0,
2021,4,4Q21,LatAm,yoy_all,7.0,2.819044178947101,1.1777742310586197,1.1849146803001127,95515.0,43859.0,
2021,4,4Q21,NAM,yoy_all,42.0,1.1749865256313927,1.098365213838655,0.9419089891331512,369797.0,176231.0,
2021,4,4Q21,GLOBAL,yoy_all,123.0,2.1179537907058683,1.4009937006132542,1.3881709741550696,1237585.0,515447.0,
2022,1,1Q22,APAC,yoy_all,17.0,0.4259293024114061,0.2566356962606102,0.2688321732405259,219107.0,174360.0,
2022,1,1Q22,EMEA,yoy_all,57.0,4.95925624522512,3.735596560372626,3.769392033542977,528682.0,111640.0,
2022,1,1Q22,LatAm,yoy_all,7.0,2.098933701004229,1.4315219698577797,1.2987045974091949,114549.0,47110.0,
2022,1,1Q22,NAM,yoy_all,42.0,0.9290234329058082,0.8924954917464281,0.8657185206098249,354718.0,187434.0,
2022,1,1Q22,GLOBAL,yoy_all,123.0,2.7937392212024337,1.3380463515091905,1.2965340179717586,1217056.0,520544.0,
2022,2,2Q22,APAC,yoy_all,17.0,0.7322522003947841,0.3104696486178118,0.2751322751322751,226267.0,172661.0,
2022,2,2Q22,EMEA,yoy_all,57.0,3.10568630086449,2.9675590135830148,2.5867241702606414,1083096.0,272988.0,
2022,2,2Q22,LatAm,yoy_all,7.0,2.0420200656035767,1.6115335344435722,1.3717320261437909,126393.0,48398.0,
2022,2,2Q22,NAM,yoy_all,42.0,0.973923495915012,0.6594097694676466,0.6890785658097459,509774.0,307202.0,
2022,2,2Q22,GLOBAL,yoy_all,123.0,1.9891978361271776,1.4281215951595572,1.3717320261437909,1945530.0,801249.0,
2022,3,3Q22,APAC,yoy_all,17.0,2.375423328916397,1.1521856401276982,1.0091237407337008,243367.0,113079.0,
2022,3,3Q22,EMEA,yoy_all,57.0,0.7622339524941445,0.7358604655879684,0.6715379262352124,1369337.0,788852.0,
2022,3,3Q22,LatAm,yoy_all,7.0,1.6046483444385904,1.2455426444213349,1.0040364777993722,148994.0,66351.0,
2022,3,3Q22,NAM,yoy_all,42.0,0.4582338925715869,0.3889332056344228,0.3603271394258385,555433.0,399899.0,
2022,3,3Q22,GLOBAL,yoy_all,123.0,0.9293324697790386,0.6935851323764912,0.5938407902382337,2317131.0,1368181.0,
2022,4,4Q22,APAC,yoy_all,17.0,1.09074402436017,0.9848344899895152,0.6526116136562592,318034.0,160232.0,
2022,4,4Q22,EMEA,yoy_all,57.0,0.4738242182419738,0.5011036842303049,0.4436744269987367,918737.0,612041.0,
2022,4,4Q22,LatAm,yoy_all,7.0,0.9011505491226928,0.8304140710883108,0.6796982167352539,174832.0,95515.0,
2022,4,4Q22,NAM,yoy_all,42.0,0.2837467784364691,0.2626062407212606,0.2533702649965297,466908.0,369797.0,
2022,4,4Q22,GLOBAL,yoy_all,123.0,0.5185044503423248,0.5178844281402895,0.3768996960486321,1878511.0,1237585.0,
2023,1,1Q23,APAC,yoy_all,17.0,1.1131695192703728,0.7908829932407453,0.59773952024417,392395.0,219107.0,
2023,1,1Q23,EMEA,yoy_all,57.0,0.5162541281709121,0.5296019157073628,0.4979489703831323,808673.0,528682.0,
2023,1,1Q23,LatAm,yoy_all,7.0,0.7425345609681288,0.7332669861805865,0.6857458563535912,198544.0,114549.0,
2023,1,1Q23,NAM,yoy_all,42.0,0.2885047832468583,0.2563219233306457,0.2492248328820766,445640.0,354718.0,
2023,1,1Q23,GLOBAL,yoy_all,123.0,0.533864308589295,0.5161603081534456,0.4236238066219784,1845252.0,1217056.0,
2023,2,2Q23,APAC,yoy_all,17.0,1.0306005942122822,0.4505075861703209,0.2619009963624861,328202.0,226267.0,
2023,2,2Q23,EMEA,yoy_all,57.0,0.3892471856016659,0.378842687998109,0.3907072049620645,1493419.0,1083096.0,
2023,2,2Q23,LatAm,yoy_all,7.0,0.5635235799060204,0.5853409603379933,0.6390223025345951,200376.0,126393.0,
2023,2,2Q23,NAM,yoy_all,42.0,0.2305263149105923,0.1885894533656091,0.1936893611029698,605912.0,509774.0,
2023,2,2Q23,GLOBAL,yoy_all,123.0,0.4336103249308192,0.3507419572044636,0.3024011674184133,2627909.0,1945530.0,
2023,3,3Q23,APAC,yoy_all,17.0,0.7555252990542581,0.3967670226448121,0.1700079284177142,339927.0,243367.0,
2023,3,3Q23,EMEA,yoy_all,57.0,0.2908374568196403,0.2601916109766988,0.2829648894668399,1725627.0,1369337.0,
2023,3,3Q23,LatAm,yoy_all,7.0,0.5109206677111962,0.5665127454796837,0.5074972025363671,233401.0,148994.0,
2023,3,3Q23,NAM,yoy_all,42.0,0.2569521430337937,0.1975809863655921,0.2244376731903858,665176.0,555433.0,
2023,3,3Q23,GLOBAL,yoy_all,123.0,0.3560170715775577,0.2792246100889419,0.2580773833266852,2964131.0,2317131.0,
2023,4,4Q23,APAC,yoy_all,17.0,0.7614543438195054,0.3766515529786123,0.260264873168099,437822.0,318034.0,
2023,4,4Q23,EMEA,yoy_all,57.0,0.2998509845634999,0.2953304373286369,0.2961391599490879,1190068.0,918737.0,
2023,4,4Q23,LatAm,yoy_all,7.0,0.6302486043592166,0.630759815136817,0.6053846700291254,285109.0,174832.0,
2023,4,4Q23,NAM,yoy_all,42.0,0.2649660994391986,0.1703761768913789,0.2307037027936983,546458.0,466908.0,
2023,4,4Q23,GLOBAL,yoy_all,123.0,0.3705410274147312,0.3092587693125033,0.2826490066225164,2459457.0,1878511.0,
2024,1,1Q24,APAC,yoy_all,17.0,0.4899312892367398,0.388180277526472,0.344987091222031,544715.0,392395.0,
2024,1,1Q24,EMEA,yoy_all,57.0,0.2566120374499531,0.2391992807970588,0.227089947089947,1002107.0,808673.0,
2024,1,1Q24,LatAm,yoy_all,7.0,0.4659081412675768,0.4384821500523812,0.4578664276109367,285602.0,198544.0,
2024,1,1Q24,NAM,yoy_all,42.0,0.2517741381756859,0.1771654250067318,0.2417821384286321,524592.0,445640.0,
2024,1,1Q24,GLOBAL,yoy_all,123.0,0.299118608487185,0.2773409810692524,0.2554266681980015,2357016.0,1845252.0,
2024,2,2Q24,APAC,yoy_all,17.0,0.2433604146160097,0.2336000390003716,0.1783132530120481,404870.0,328202.0,
2024,2,2Q24,EMEA,yoy_all,57.0,0.2449194847297362,0.2373540178610289,0.2513360970980469,1847888.0,1493419.0,
2024,2,2Q24,LatAm,yoy_all,7.0,0.4635036660690507,0.4001527128997484,0.4651810584958218,280557.0,200376.0,
2024,2,2Q24,NAM,yoy_all,42.0,0.2376186224405916,0.159714612022868,0.2198392174817881,702685.0,605912.0,
2024,2,2Q24,GLOBAL,yoy_all,123.0,0.2546507762850027,0.2313972820215617,0.2497738090555052,3236000.0,2627909.0,
2024,3,3Q24,APAC,yoy_all,17.0,0.242603799749056,0.2080623192626651,0.216516551643467,410653.0,339927.0,
2024,3,3Q24,EMEA,yoy_all,57.0,0.2266279956803602,0.2068430779073344,0.2127801494130203,2082561.0,1725627.0,
2024,3,3Q24,LatAm,yoy_all,7.0,0.5009020617253146,0.4890081876255885,0.4716472617507545,347536.0,233401.0,
2024,3,3Q24,NAM,yoy_all,42.0,0.2279706234010589,0.1885230375118765,0.2108385082336706,790577.0,665176.0,
2024,3,3Q24,GLOBAL,yoy_all,123.0,0.2449035850767167,0.2250899167411966,0.216516551643467,3631327.0,2964131.0,
2024,4,4Q24,APAC,yoy_all,17.0,0.275180498067209,0.2813540662643723,0.2498650350908764,561005.0,437822.0,
2024,4,4Q24,EMEA,yoy_all,57.0,0.22195935750211,0.2287356688861477,0.222970045350819,1462279.0,1190068.0,
2024,4,4Q24,LatAm,yoy_all,7.0,0.4132358419058999,0.3925796800521905,0.3419767492112884,397037.0,285109.0,
2024,4,4Q24,NAM,yoy_all,42.0,0.2181531342164606,0.2000208616215701,0.2072711382679375,655761.0,546458.0,
2024,4,4Q24,GLOBAL,yoy_all,123.0,0.238901092481264,0.2507159100565694,0.2221183072246901,3076082.0,2459457.0,
2025,1,1Q25,APAC,yoy_all,17.0,0.1811578464763994,0.1729014255160956,0.1413812894585804,638897.0,544715.0,
2025,1,1Q25,EMEA,yoy_all,57.0,0.1993113566711169,0.2075177600795124,0.1742952084896558,1210062.0,1002107.0,
2025,1,1Q25,LatAm,yoy_all,7.0,0.4607514895829579,0.4957108143500395,0.4482401189778719,427178.0,285602.0,
2025,1,1Q25,NAM,yoy_all,42.0,0.1674054929489517,0.1480827004605482,0.1519935294355701,602275.0,524592.0,
2025,1,1Q25,GLOBAL,yoy_all,123.0,0.2007863565145458,0.2212102081615059,0.1619318181818181,2878412.0,2357016.0,
2025,2,2Q25,APAC,yoy_all,17.0,0.2391329193501096,0.2602415590189444,0.1945725520656342,510234.0,404870.0,
2025,2,2Q25,EMEA,yoy_all,57.0,0.2165672940096943,0.1933228637233426,0.1880329379415248,2205127.0,1847888.0,
2025,2,2Q25,LatAm,yoy_all,7.0,0.4911080467547123,0.5782033597450786,0.5311298297015199,442776.0,280557.0,
2025,2,2Q25,NAM,yoy_all,42.0,0.1667783881937991,0.168266008239823,0.1629305072449578,820923.0,702685.0,
2025,2,2Q25,GLOBAL,yoy_all,123.0,0.218309300966886,0.2296229913473424,0.1876059322033898,3979060.0,3236000.0,
2025,3,3Q25,APAC,yoy_all,17.0,0.242860256396721,0.2428498026314187,0.208226520624563,510380.0,410653.0,
2025,3,3Q25,EMEA,yoy_all,57.0,0.2231192588994266,0.1909519096919609,0.2159632520549836,2480230.0,2082561.0,
2025,3,3Q25,LatAm,yoy_all,7.0,0.3786949541247055,0.4129989411168915,0.430501860750804,491068.0,347536.0,
2025,3,3Q25,NAM,yoy_all,42.0,0.184246292795263,0.1798800116876659,0.1713374445627233,932786.0,790577.0,
2025,3,3Q25,GLOBAL,yoy_all,123.0,0.2214278950592321,0.2156613821889352,0.2011081162024557,4414464.0,3631327.0,
2025,4,4Q25,APAC,yoy_all,17.0,0.2762071044704695,0.2877603586420798,0.2360323663785986,722440.0,561005.0,
2025,4,4Q25,EMEA,yoy_all,57.0,0.2562141134313833,0.24214736038745,0.2257086136539097,1816366.0,1462279.0,
2025,4,4Q25,LatAm,yoy_all,7.0,0.4246725089594789,0.4657802673302489,0.4673997052731375,581969.0,397037.0,
2025,4,4Q25,NAM,yoy_all,42.0,0.2287482159183904,0.2016283371533227,0.2031818317538583,787981.0,655761.0,
2025,4,4Q25,GLOBAL,yoy_all,123.0,0.2591858363648421,0.270693043943562,0.22322934232715,3908756.0,3076082.0,
2026,1,1Q26,APAC,yoy_all,17.0,0.2954884290099697,0.2924540262358408,0.2741078346474637,825745.0,638897.0,
2026,1,1Q26,EMEA,yoy_all,57.0,0.2303272207033908,0.2398430824205701,0.2029178918796652,1500287.0,1210062.0,
2026,1,1Q26,LatAm,yoy_all,7.0,0.4384848532702444,0.4620439254830539,0.4660621353098879,624553.0,427178.0,
2026,1,1Q26,NAM,yoy_all,42.0,0.2472640219364995,0.2785903449420945,0.237013172773148,770063.0,602275.0,
2026,1,1Q26,GLOBAL,yoy_all,123.0,0.2569629086787598,0.2926043943674499,0.2326805027769658,3720648.0,2878412.0,
2026,2,2Q26,APAC,yoy_all,16.0,0.2005406700478501,0.2121465496557291,0.1864062291067831,500145.0,412611.0,
2026,2,2Q26,EMEA,yoy_all,57.0,0.2160659230449457,0.2030998668103922,0.1943981831945496,2652988.0,2205127.0,
2026,2,2Q26,LatAm,yoy_all,7.0,0.4065546391410201,0.4382215838256815,0.4184937025571433,636810.0,442776.0,
2026,2,2Q26,NAM,yoy_all,42.0,0.2783347284283087,0.2945781760286896,0.2475304464451863,1062749.0,820923.0,
2026,2,2Q26,GLOBAL,yoy_all,122.0,0.2463963065762592,0.2502307779309569,0.2254547519870647,4852692.0,3881437.0,
2016,1,1Q16,APAC,yoy_mature,17.0,1.915870971657362,1.9662058371735796,2.0296052631578947,13517.0,4557.0,
2016,1,1Q16,EMEA,yoy_mature,56.0,1.4334686841111268,1.212045371977556,1.3182529455081002,54799.0,24773.0,
2016,1,1Q16,LatAm,yoy_mature,7.0,1.7108060502648,1.1339745791824116,1.4210526315789471,6212.0,2911.0,
2016,1,1Q16,NAM,yoy_mature,36.0,1.386381598635148,1.0338786016773227,1.1321197139398378,24494.0,12043.0,
2016,1,1Q16,GLOBAL,yoy_mature,116.0,1.5062882131992863,1.236067202601391,1.3142362166598631,99022.0,44284.0,
2016,2,2Q16,APAC,yoy_mature,17.0,2.03283137020726,1.847713226205192,2.099365750528541,11519.0,4045.0,
2016,2,2Q16,EMEA,yoy_mature,56.0,1.096303160485936,0.9029525247441704,1.046936198721913,113435.0,59610.0,
2016,2,2Q16,LatAm,yoy_mature,7.0,1.421205552809106,0.8581227436823105,1.4885496183206106,5147.0,2770.0,
2016,2,2Q16,NAM,yoy_mature,38.0,1.477989235605199,0.9314409193595914,1.0988191351150705,39328.0,20362.0,
2016,2,2Q16,GLOBAL,yoy_mature,118.0,1.3734164415542127,0.9522393906921544,1.1017269788627442,169429.0,86787.0,
