ymi,ym,region,measure,n_markets,w_equal,w_reviews,w_median,reviews,reviews_lag12,regions_weight_covered
24155,2012-12,EMEA,yoy_stable,35,4.711593937823269,2.785377358490566,3.166666666666667,1605.0,424.0,
24155,2012-12,LatAm,yoy_stable,5,1.6546407062123585,2.1470588235294117,1.0,321.0,102.0,
24155,2012-12,NAM,yoy_stable,29,1.5388693690207595,1.120857699805068,1.0,1088.0,513.0,
24156,2013-01,APAC,yoy_stable,9,5.795726495726496,3.321428571428571,3.4615384615384617,242.0,56.0,
24156,2013-01,EMEA,yoy_stable,38,5.481391803840434,2.7045045045045044,3.3166666666666664,2056.0,555.0,
24156,2013-01,LatAm,yoy_stable,5,2.545735294117647,2.1140939597315436,2.4411764705882355,464.0,149.0,
24156,2013-01,NAM,yoy_stable,30,1.4946172674181544,1.109500805152979,0.9556451612903226,1310.0,621.0,
24157,2013-02,APAC,yoy_stable,10,5.924242424242425,3.241935483870968,3.3333333333333335,263.0,62.0,
24157,2013-02,EMEA,yoy_stable,38,4.747850529183687,2.727668845315904,3.510869565217391,1711.0,459.0,
24157,2013-02,LatAm,yoy_stable,5,2.508571428571428,1.8156028368794326,1.7333333333333334,397.0,141.0,
24157,2013-02,NAM,yoy_stable,31,1.7885535243890578,1.2790697674418605,1.2000000000000002,1176.0,516.0,
24158,2013-03,APAC,yoy_stable,10,4.055205961612495,2.2717391304347827,2.5657894736842106,301.0,92.0,
24158,2013-03,EMEA,yoy_stable,47,4.492201841094198,2.314254859611231,3.333333333333333,3069.0,926.0,
24158,2013-03,LatAm,yoy_stable,5,1.8609523809523807,1.320855614973262,1.9,434.0,187.0,
24158,2013-03,NAM,yoy_stable,33,2.0395854523275814,1.1533101045296168,1.0806451612903225,1854.0,861.0,
24159,2013-04,APAC,yoy_stable,11,4.284983291562239,2.4358974358974357,4.75,268.0,78.0,
24159,2013-04,EMEA,yoy_stable,47,4.6185172415986955,2.7433903576982894,3.333333333333333,4814.0,1286.0,
24159,2013-04,LatAm,yoy_stable,5,1.5909339199497186,1.0869565217391304,1.3103448275862069,384.0,184.0,
24159,2013-04,NAM,yoy_stable,35,1.9412395212676359,1.1920792079207922,1.076923076923077,2214.0,1010.0,
24160,2013-05,APAC,yoy_stable,12,4.513194444444444,1.6585365853658538,1.3333333333333333,218.0,82.0,
24160,2013-05,EMEA,yoy_stable,54,4.402065942167023,2.512942419440042,2.765853658536585,6650.0,1893.0,
24160,2013-05,LatAm,yoy_stable,4,1.2958031400966183,0.7483870967741935,1.5152173913043478,271.0,155.0,
24160,2013-05,NAM,yoy_stable,34,1.8936226641211023,1.0896226415094339,1.4212962962962963,2658.0,1272.0,
24161,2013-06,APAC,yoy_stable,10,1.9849556489262372,1.5882352941176472,1.2352941176470589,220.0,85.0,
24161,2013-06,EMEA,yoy_stable,55,3.8274420903463593,2.5256997455470738,2.8275862068965516,6928.0,1965.0,
24161,2013-06,LatAm,yoy_stable,5,1.281444422429166,0.8771929824561404,1.5,321.0,171.0,
24161,2013-06,NAM,yoy_stable,34,1.7232702433920466,1.192434210526316,1.2904069767441861,2666.0,1216.0,
24162,2013-07,APAC,yoy_stable,11,5.012373737373738,2.6091954022988504,3.0,314.0,87.0,
24162,2013-07,EMEA,yoy_stable,55,3.1412802324332536,2.532754880694143,2.9,8143.0,2305.0,
24162,2013-07,LatAm,yoy_stable,5,1.6319389559621318,1.5813953488372094,1.4,444.0,172.0,
24162,2013-07,NAM,yoy_stable,35,1.5655608230432088,1.1946169772256727,1.2000000000000002,3180.0,1449.0,
24163,2013-08,APAC,yoy_stable,12,3.430555555555556,2.04040404040404,3.0,301.0,99.0,
24163,2013-08,EMEA,yoy_stable,55,3.6223001281908958,2.41104033970276,2.25,8033.0,2355.0,
24163,2013-08,LatAm,yoy_stable,4,1.4287143465304384,1.1185567010309279,1.2827160493827159,411.0,194.0,
24163,2013-08,NAM,yoy_stable,36,1.8283864255803235,1.1955873583780559,1.436046511627907,3682.0,1677.0,
24164,2013-09,APAC,yoy_stable,12,3.074064210643158,2.0353982300884956,2.138095238095238,343.0,113.0,
24164,2013-09,EMEA,yoy_stable,55,3.096730723284614,2.0603225806451615,2.086206896551724,9487.0,3100.0,
24164,2013-09,LatAm,yoy_stable,4,2.012313432835821,1.7261904761904763,1.75,458.0,168.0,
24164,2013-09,NAM,yoy_stable,36,2.1252957328813338,1.3339634530560804,1.2925407925407926,3704.0,1587.0,
24165,2013-10,APAC,yoy_stable,12,4.840148332060097,2.524822695035461,2.982142857142857,497.0,141.0,
24165,2013-10,EMEA,yoy_stable,55,2.8241593823490736,1.8541797611565052,2.1,9082.0,3182.0,
24165,2013-10,LatAm,yoy_stable,4,1.5798423238782313,1.3615023474178405,1.3307372793354102,503.0,213.0,
24165,2013-10,NAM,yoy_stable,34,1.9942405190372625,1.070646221248631,1.2287581699346406,3781.0,1826.0,
24166,2013-11,APAC,yoy_stable,14,3.953709831834832,2.5138121546961325,2.5961538461538463,636.0,181.0,
24166,2013-11,EMEA,yoy_stable,53,2.7003186653526536,1.7457471264367816,1.8020833333333335,5972.0,2175.0,
24166,2013-11,LatAm,yoy_stable,5,1.8713007853359678,1.159235668789809,1.495575221238938,678.0,314.0,
24166,2013-11,NAM,yoy_stable,32,3.7099531882126255,1.3082298136645965,1.3493589743589742,2973.0,1288.0,
24167,2013-12,APAC,yoy_stable,14,3.588778492039362,2.5020746887966805,2.1618589743589745,844.0,241.0,
24167,2013-12,EMEA,yoy_stable,54,3.1274631060013642,2.005841121495327,2.389830508474576,5146.0,1712.0,
24167,2013-12,LatAm,yoy_stable,5,1.4275844757428928,1.0809968847352023,1.0708661417322833,668.0,321.0,
24167,2013-12,NAM,yoy_stable,32,2.1282110469871323,1.5131221719457013,1.5424710424710426,2777.0,1105.0,
24168,2014-01,APAC,yoy_stable,15,3.9630465719521193,2.6996699669966997,2.8333333333333335,1121.0,303.0,
24168,2014-01,EMEA,yoy_stable,54,2.5810446954101587,1.7153488372093024,1.952305873078439,5838.0,2150.0,
24168,2014-01,LatAm,yoy_stable,5,1.1560705560243025,0.8448275862068966,1.062111801242236,856.0,464.0,
24168,2014-01,NAM,yoy_stable,32,1.7450333289083209,1.2325227963525838,1.373724636019718,2938.0,1316.0,
24169,2014-02,APAC,yoy_stable,14,3.258032849258302,2.385665529010239,2.53125,992.0,293.0,
24169,2014-02,EMEA,yoy_stable,54,2.489478116784841,1.8218645948945618,2.236111111111111,5085.0,1802.0,
24169,2014-02,LatAm,yoy_stable,5,0.9832983379740223,0.5541561712846348,0.9166666666666667,617.0,397.0,
24169,2014-02,NAM,yoy_stable,34,1.7549757107991975,1.349873843566022,1.5317073170731708,2794.0,1189.0,
24170,2014-03,APAC,yoy_stable,15,3.6684505844036064,2.4068767908309456,2.05,1189.0,349.0,
24170,2014-03,EMEA,yoy_stable,56,2.430026958869601,1.5649122807017544,1.7203703703703705,8041.0,3135.0,
24170,2014-03,LatAm,yoy_stable,5,1.3271999858483892,1.1198156682027651,1.1875,920.0,434.0,
24170,2014-03,NAM,yoy_stable,33,1.9339148541686342,1.2728249194414607,1.1666666666666665,4232.0,1862.0,
24171,2014-04,APAC,yoy_stable,15,3.27018393007759,2.6408668730650153,3.3684210526315788,1176.0,323.0,
24171,2014-04,EMEA,yoy_stable,55,2.322253760311259,1.5646648903463825,1.839080459770115,12513.0,4879.0,
24171,2014-04,LatAm,yoy_stable,5,1.326482363422387,1.0911458333333335,1.542372881355932,803.0,384.0,
24171,2014-04,NAM,yoy_stable,35,1.3993387961797725,1.1231393775372123,1.176470588235294,4707.0,2217.0,
24172,2014-05,APAC,yoy_stable,14,3.6102197903103717,2.3620689655172415,2.7179276315789473,780.0,232.0,
24172,2014-05,EMEA,yoy_stable,56,1.86627970365533,1.3150623216699202,1.4880952380952381,15416.0,6659.0,
24172,2014-05,LatAm,yoy_stable,5,1.3676991633606268,1.0354609929078014,1.4578313253012047,574.0,282.0,
24172,2014-05,NAM,yoy_stable,36,1.2760237030453254,1.044128646222887,1.043010752688172,5466.0,2674.0,
24173,2014-06,APAC,yoy_stable,14,4.102054386167686,2.233201581027668,2.160472972972973,818.0,253.0,
24173,2014-06,EMEA,yoy_stable,56,2.0403525766647905,1.482838188635708,1.7255270092226613,17216.0,6934.0,
24173,2014-06,LatAm,yoy_stable,5,1.949532303626754,2.4658385093167703,1.5161290322580645,1116.0,322.0,
24173,2014-06,NAM,yoy_stable,37,1.716412943025362,1.2166604407919315,1.2285714285714286,5934.0,2677.0,
24174,2014-07,APAC,yoy_stable,14,4.274294173304072,1.8160919540229883,2.125,980.0,348.0,
24174,2014-07,EMEA,yoy_stable,55,1.8590747635698266,1.3996319018404906,1.6785714285714284,19557.0,8150.0,
24174,2014-07,LatAm,yoy_stable,5,1.7358019474489168,2.074324324324324,2.0,1365.0,444.0,
24174,2014-07,NAM,yoy_stable,36,1.567731631793817,1.2146219014747413,1.2694444444444444,7058.0,3187.0,
24175,2014-08,APAC,yoy_stable,15,3.5814785954785955,2.675925925925926,3.0,1191.0,324.0,
24175,2014-08,EMEA,yoy_stable,55,2.249494108208458,1.8298084100522516,2.056,22746.0,8038.0,
24175,2014-08,LatAm,yoy_stable,5,1.9517316017316015,1.2195704057279237,1.6666666666666665,930.0,419.0,
24175,2014-08,NAM,yoy_stable,38,1.7163924795054992,1.507053716766142,1.62710027100271,9241.0,3686.0,
24176,2014-09,APAC,yoy_stable,15,2.83490677890164,2.6630727762803232,3.0,1359.0,371.0,
24176,2014-09,EMEA,yoy_stable,56,1.9860604364308099,1.5355600042145192,1.719603307038835,24065.0,9491.0,
24176,2014-09,LatAm,yoy_stable,5,1.0173395721925134,0.8725701943844493,1.0,867.0,463.0,
24176,2014-09,NAM,yoy_stable,37,1.9050100724289996,1.3684636118598381,1.535885167464115,8787.0,3710.0,
24177,2014-10,APAC,yoy_stable,15,3.549799296801015,2.5981308411214954,3.75,1925.0,535.0,
24177,2014-10,EMEA,yoy_stable,56,2.188908280483381,1.622210005497526,1.8130317957904165,23849.0,9095.0,
24177,2014-10,LatAm,yoy_stable,5,1.4212404715180156,0.9882121807465618,1.380952380952381,1012.0,509.0,
24177,2014-10,NAM,yoy_stable,38,2.155291695250877,1.3444211629125196,1.4855769230769231,8951.0,3818.0,
24178,2014-11,APAC,yoy_stable,16,3.295255503718405,2.6419753086419755,2.8931056293485136,2360.0,648.0,
24178,2014-11,EMEA,yoy_stable,56,2.078068810861465,1.63814913448735,1.8327602858798533,15850.0,6008.0,
24178,2014-11,LatAm,yoy_stable,5,1.0891195072018718,0.8746312684365782,1.0,1271.0,678.0,
24178,2014-11,NAM,yoy_stable,36,1.7828300905692325,1.4190857524190856,1.6074324324324325,7250.0,2997.0,
24179,2014-12,APAC,yoy_stable,16,2.9180083702255146,2.3185530921820305,2.726923076923077,2844.0,857.0,
24179,2014-12,EMEA,yoy_stable,55,2.2265570333582674,1.680846930846931,1.843137254901961,13801.0,5148.0,
24179,2014-12,LatAm,yoy_stable,5,1.5395688305677129,0.8937125748502994,1.4029850746268657,1265.0,668.0,
24179,2014-12,NAM,yoy_stable,38,1.7330401312033759,1.2058613295210865,1.3299856527977043,6172.0,2798.0,
24180,2015-01,APAC,yoy_stable,16,2.493963036247724,2.25709219858156,2.4292452830188678,3674.0,1128.0,
24180,2015-01,EMEA,yoy_stable,55,1.8662899900196677,1.5483760683760686,1.6666666666666665,14908.0,5850.0,
24180,2015-01,LatAm,yoy_stable,5,1.3773778059043722,1.088785046728972,1.6129032258064515,1788.0,856.0,
24180,2015-01,NAM,yoy_stable,37,1.782220848751878,1.331983805668016,1.4210526315789473,6912.0,2964.0,
24181,2015-02,APAC,yoy_stable,16,3.2315272877129684,2.6426484907497567,2.9092039800995027,3741.0,1027.0,
24181,2015-02,EMEA,yoy_stable,55,2.010329281007323,1.7114818449460256,1.7821229050279328,13815.0,5095.0,
24181,2015-02,LatAm,yoy_stable,5,1.65683091437038,1.4149108589951376,1.608695652173913,1490.0,617.0,
24181,2015-02,NAM,yoy_stable,37,1.8714072219351943,1.3440399714489648,1.7567567567567566,6568.0,2802.0,
24182,2015-03,APAC,yoy_stable,16,2.869886265593512,2.3929765886287626,2.6801739926739927,4058.0,1196.0,
24182,2015-03,EMEA,yoy_stable,56,1.5893743699916294,1.4459224266534063,1.5,19675.0,8044.0,
24182,2015-03,LatAm,yoy_stable,5,1.4869074952820234,0.8326086956521739,1.6285714285714286,1686.0,920.0,
24182,2015-03,NAM,yoy_stable,38,1.5067434291329325,1.2297423887587824,1.3541666666666667,9521.0,4270.0,
24183,2015-04,APAC,yoy_stable,16,2.361832759055196,2.1770657672849913,2.255356571794052,3768.0,1186.0,
24183,2015-04,EMEA,yoy_stable,56,1.6553300112271845,1.4602059551369044,1.5219814241486067,30819.0,12527.0,
24183,2015-04,LatAm,yoy_stable,5,1.1516277500070602,0.9327521793275217,1.2432432432432434,1552.0,803.0,
24183,2015-04,NAM,yoy_stable,38,1.7474462911348896,1.2067216233354472,1.437799043062201,10440.0,4731.0,
24184,2015-05,APAC,yoy_stable,16,3.25109587925054,2.8684210526315788,2.4369565217391305,3087.0,798.0,
24184,2015-05,EMEA,yoy_stable,56,2.0362425906787727,1.648851991179141,1.8185790931118033,40840.0,15418.0,
24184,2015-05,LatAm,yoy_stable,5,1.6227639158227398,1.6097560975609757,1.6311111111111112,1498.0,574.0,
24184,2015-05,NAM,yoy_stable,37,1.9516033147064085,1.4847988348807575,1.7142857142857144,13649.0,5493.0,
24185,2015-06,APAC,yoy_stable,16,3.2829514237023654,3.109523809523809,3.1305555555555555,3452.0,840.0,
24185,2015-06,EMEA,yoy_stable,56,1.6411348454730577,1.5507810231693862,1.5564154361547642,43927.0,17221.0,
24185,2015-06,LatAm,yoy_stable,5,1.6985282753775905,0.29569892473118276,1.619047619047619,1446.0,1116.0,
24185,2015-06,NAM,yoy_stable,41,1.9206813946764518,1.4163587504198856,1.5126050420168067,14387.0,5954.0,
24186,2015-07,APAC,yoy_stable,16,3.1847323035693016,2.903807615230461,2.5036027568922306,3896.0,998.0,
24186,2015-07,EMEA,yoy_stable,56,1.7182820430650465,1.5753116697322707,1.5716459073399582,50404.0,19572.0,
24186,2015-07,LatAm,yoy_stable,5,1.5448293223463567,0.3582417582417583,1.2222222222222223,1854.0,1365.0,
24186,2015-07,NAM,yoy_stable,41,2.498608367821886,1.2800112850895755,1.4108108108108106,16163.0,7089.0,
24187,2015-08,APAC,yoy_stable,16,2.8147473233488984,2.5196652719665273,2.603448275862069,4206.0,1195.0,
24187,2015-08,EMEA,yoy_stable,56,1.557908319692092,1.363193255170597,1.3950043471960585,53817.0,22773.0,
24187,2015-08,LatAm,yoy_stable,5,1.40703883108706,1.1428571428571428,1.3262411347517729,1995.0,931.0,
24187,2015-08,NAM,yoy_stable,42,1.8622415325417496,1.0258564964447316,1.1547409456740443,18804.0,9282.0,
24188,2015-09,APAC,yoy_stable,16,2.576030402491755,2.3350217076700432,2.2493022328548644,4609.0,1382.0,
24188,2015-09,EMEA,yoy_stable,56,1.4923923473730643,1.2971872533133908,1.3294573643410854,55291.0,24069.0,
24188,2015-09,LatAm,yoy_stable,5,2.5505691619124455,1.4313725490196076,1.720720720720721,2108.0,867.0,
24188,2015-09,NAM,yoy_stable,42,1.5605660048727135,1.0312003630587703,1.1218627569772608,17903.0,8814.0,
24189,2015-10,APAC,yoy_stable,16,2.0635498856695285,2.066218313502328,1.8982688533781888,5927.0,1933.0,
24189,2015-10,EMEA,yoy_stable,56,1.4504930066570854,1.231649549360721,1.3103508771929824,53236.0,23855.0,
24189,2015-10,LatAm,yoy_stable,5,1.9009224721371318,1.108695652173913,1.9629629629629628,2134.0,1012.0,
24189,2015-10,NAM,yoy_stable,42,1.4692168769039555,1.1041504395237567,1.1996370235934664,18910.0,8987.0,
24190,2015-11,APAC,yoy_stable,16,1.8658308842021425,1.8780694326841658,1.894328137444533,6798.0,2362.0,
24190,2015-11,EMEA,yoy_stable,56,1.2108530835674842,1.0011980578851127,1.078616259322159,31737.0,15859.0,
24190,2015-11,LatAm,yoy_stable,5,1.8817826263004704,1.042486231313926,2.378205128205128,2596.0,1271.0,
24190,2015-11,NAM,yoy_stable,42,1.218569456460209,0.8412393748286262,0.8338619622151278,13430.0,7294.0,
24191,2015-12,APAC,yoy_stable,16,1.772749121820572,2.011595221363317,1.8170426065162908,8571.0,2846.0,
24191,2015-12,EMEA,yoy_stable,56,1.4700800972795616,1.1778936694190931,1.3397435897435899,30068.0,13806.0,
24191,2015-12,LatAm,yoy_stable,5,1.5858920119235689,1.0909090909090908,1.9166666666666665,2645.0,1265.0,
24191,2015-12,NAM,yoy_stable,42,1.910946103001209,1.0896295097880602,1.0953121577217964,12916.0,6181.0,
24192,2016-01,APAC,yoy_stable,16,1.6340768798079126,1.824714207947741,1.6208854132582946,10378.0,3674.0,
24192,2016-01,EMEA,yoy_stable,55,1.3886574743672762,1.1253184926914308,1.35,31697.0,14914.0,
24192,2016-01,LatAm,yoy_stable,5,1.566065233835322,0.9267747344885411,1.979899497487437,3447.0,1789.0,
24192,2016-01,NAM,yoy_stable,41,2.4295151181054813,1.0158982511923687,1.1428571428571428,13948.0,6919.0,
24193,2016-02,APAC,yoy_stable,16,1.689988638472358,1.93399251737039,1.6601357583443823,10979.0,3742.0,
24193,2016-02,EMEA,yoy_stable,56,1.5839734138015211,1.3389536145886098,1.421478244226107,32322.0,13819.0,
24193,2016-02,LatAm,yoy_stable,5,1.7997606752981574,1.2275167785234897,2.2280701754385963,3319.0,1490.0,
