family,build,geo,window,n,r,perm_p,first_ym,last_ym,n_markets,wf_n,wf_rmse,wf_rmse_naive,wf_rmse_prior,wf_rmse_ar1,wf_ratio_vs_naive,wf_ratio_vs_prior,wf_ratio_vs_ar1,sign_acc,wf_first_t,wf_last_t
eurostat_country,within_vintage,malta,2023M1+,39,0.6894243891193936,0.000999000999000999,24276,24314,1,22,10.124802725932748,9.950325178328736,14.39556050983163,8.950840629750946,1.0175348588590867,0.7033281350189793,1.1311566303928782,0.5454545454545454,17,38
eurostat_country,within_vintage,norway,2022M1+,51,0.9193292631199667,0.000999000999000999,24264,24314,1,29,15.390306358351118,19.928440121097818,21.728684269643555,19.374093026593496,0.7722785258068305,0.7082944446780157,0.7943755786258431,0.5862068965517241,22,50
eurostat_country,within_vintage,norway,2023M1+,39,0.7023922073581077,0.000999000999000999,24276,24314,1,22,10.378658235956886,13.907064224273403,22.541487055204996,14.17205859560934,0.7462867840821477,0.46042473642218634,0.7323324389282662,0.5909090909090909,17,38
eurostat_country,within_vintage,portugal,2022M1+,51,0.9801375499210438,0.000999000999000999,24264,24314,2,29,11.002613880713374,12.905591200719005,20.048843949083963,15.030126204301759,0.8525462886272416,0.548790439421625,0.7320373582468207,0.5172413793103449,22,50
eurostat_country,within_vintage,portugal,2023M1+,39,0.9201312355361103,0.000999000999000999,24276,24314,2,22,5.3100823198104905,10.26619137071421,13.264094355958516,8.363218928929596,0.5172397560168482,0.40033508336926804,0.6349328368580834,0.8636363636363636,17,38
eurostat_country,within_vintage,spain,2022M1+,51,0.9798407604688869,0.000999000999000999,24264,24314,9,29,10.683755428266045,16.759082681168298,18.73501002511905,15.726224262553124,0.637490466006894,0.5702561895585725,0.6793592187099814,0.6551724137931034,22,50
eurostat_country,within_vintage,spain,2023M1+,39,0.6675773325628602,0.000999000999000999,24276,24314,9,22,8.801003132437263,11.988001444127878,19.16215073464112,10.805782964922914,0.7341509903427886,0.4592909874426,0.8144715807273339,0.6818181818181818,17,38
eurostat_country,within_vintage,sweden,2022M1+,51,0.7208888486386336,0.000999000999000999,24264,24314,1,29,14.154870278391517,21.398810657421993,20.724973576345572,18.31628836579586,0.6614792992470365,0.6829861676903253,0.7728023273986315,0.6551724137931034,22,50
eurostat_country,within_vintage,sweden,2023M1+,39,0.04334195955232395,0.7852147852147852,24276,24314,1,22,12.135630028484744,16.62009803223493,20.806919020988524,12.827692515815281,0.7301780052649212,0.5832497361211044,0.9460493392340601,0.45454545454545453,17,38
eurostat_country,within_vintage,switzerland,2022M1+,51,0.6781498239407701,0.000999000999000999,24264,24314,3,29,8.285081216454296,12.868146801376453,13.726127249344737,9.592143331599654,0.6438441637585356,0.6035993303828516,0.8637361776236737,0.6206896551724138,22,50
eurostat_country,within_vintage,switzerland,2023M1+,39,0.3253810954239978,0.05094905094905095,24276,24314,3,22,6.991430134671005,9.178369598164947,11.937615130067707,7.327059941572399,0.7617289824620724,0.58566389169822,0.9541931129842283,0.5909090909090909,17,38
eurostat_country,within_vintage,the-netherlands,2022M1+,51,0.7310684945198269,0.000999000999000999,24264,24314,3,29,14.069117856175808,22.976383709307342,24.464206107050593,18.46973047053225,0.6123295133897266,0.5750899005106519,0.761739207760641,0.7241379310344828,22,50
eurostat_country,within_vintage,the-netherlands,2023M1+,39,0.46037975780112644,0.006993006993006993,24276,24314,3,22,11.71809721094991,19.434076938120896,22.411528886972658,12.094414211965317,0.6029664927364925,0.5228602327867685,0.9688850576456107,0.6818181818181818,17,38
eurostat_country,vintage_matched,austria,2022M1+,51,0.7840645332089436,0.000999000999000999,24264,24314,1,29,25.544023554441154,22.163687887402236,39.375043123251515,20.606006270600894,1.152516841250065,0.6487363956525307,1.2396397059669662,0.7241379310344828,22,50
eurostat_country,vintage_matched,austria,2023M1+,39,0.722401810399981,0.000999000999000999,24276,24314,1,22,13.542355480763462,19.68433888077641,20.585610679040094,14.898396270694384,0.6879761399550398,0.6578554161889426,0.9089807543515072,0.7272727272727273,17,38
eurostat_country,vintage_matched,belgium,2022M1+,51,0.8387753151353914,0.000999000999000999,24264,24314,3,29,12.083186672252685,20.29139449918261,19.962576928670448,17.382894769511598,0.5954833056318247,0.6052919277620263,0.6951193591441261,0.7586206896551724,22,50
eurostat_country,vintage_matched,belgium,2023M1+,39,0.5220960709337834,0.001998001998001998,24276,24314,3,22,9.448174447332761,17.501893066451434,19.411118936411444,11.253108064531228,0.5398372856844571,0.48674033054374016,0.8396057687486843,0.8181818181818182,17,38
eurostat_country,vintage_matched,czech-republic,2022M1+,51,0.9860123143779519,0.000999000999000999,24264,24314,1,29,11.68899291798585,23.62672785461728,32.58151275637131,23.465062191573782,0.49473600364434367,0.3587615162435964,0.4981445530616716,0.7241379310344828,22,50
eurostat_country,vintage_matched,czech-republic,2023M1+,39,0.8724906243629089,0.000999000999000999,24276,24314,1,22,8.704309252496104,20.46702744865956,23.830907946618783,14.974348135224998,0.4252844861976365,0.36525294260687635,0.5812813468668109,0.8181818181818182,17,38
eurostat_country,vintage_matched,denmark,2022M1+,51,0.7150582199250076,0.000999000999000999,24264,24314,1,29,18.47122386194726,30.565869942988027,30.368753399767435,25.84618349250056,0.6043087893915696,0.6082312177518855,0.714659627302685,0.5862068965517241,22,50
eurostat_country,vintage_matched,denmark,2023M1+,39,0.5320178793108663,0.002997002997002997,24276,24314,1,22,13.336294191432874,22.931205594213964,30.777340970763962,17.783251030118596,0.581578414472805,0.4333153472907649,0.7499356652417415,0.5909090909090909,17,38
eurostat_country,vintage_matched,france,2022M1+,51,0.928666536469206,0.000999000999000999,24264,24314,4,29,12.806565912509617,19.032015488920486,20.123068083728054,18.34891591656617,0.6728959378981684,0.6364121941656243,0.6979467326975602,0.7586206896551724,22,50
eurostat_country,vintage_matched,france,2023M1+,39,0.49159307754526027,0.000999000999000999,24276,24314,4,22,9.713325807419901,14.429792076718556,20.44667681182349,11.253932173968304,0.6731438509839419,0.47505645522812173,0.8631050602817734,0.5909090909090909,17,38
eurostat_country,vintage_matched,germany,2022M1+,51,0.9371900695460568,0.000999000999000999,24264,24314,2,29,17.18523382366126,22.72724207821407,23.250669079655356,20.55975389364185,0.7561513079554303,0.739128571517048,0.8358676817126606,0.4482758620689655,22,50
eurostat_country,vintage_matched,germany,2023M1+,39,0.41768283200775586,0.006993006993006993,24276,24314,2,22,10.295153563984732,18.076292743180847,23.77704894740624,11.893605931436348,0.5695389928816298,0.4329870198255952,0.8656040584607988,0.7272727272727273,17,38
eurostat_country,vintage_matched,greece,2022M1+,51,0.9913356637914069,0.000999000999000999,24264,24314,4,29,8.455517613734333,13.875439325949138,16.98895970234166,23.578328693426442,0.6093873797510149,0.4977066142883883,0.35861395112757516,0.9310344827586207,22,50
eurostat_country,vintage_matched,greece,2023M1+,39,0.7790978533199113,0.000999000999000999,24276,24314,4,22,6.644577621287037,10.008187748798893,14.928126093329698,9.000329041751755,0.6639141658872726,0.4451046018599762,0.7382594114574491,0.8636363636363636,17,38
eurostat_country,vintage_matched,hungary,2022M1+,51,0.9911961938817451,0.000999000999000999,24264,24314,1,29,9.473876961769582,14.843275145932502,19.40632566044401,14.254562308456027,0.6382605502240323,0.48818499326125514,0.6646206847157651,0.7586206896551724,22,50
eurostat_country,vintage_matched,hungary,2023M1+,39,0.8103994717257508,0.000999000999000999,24276,24314,1,22,6.939369123079016,11.99008754734213,15.53406469079567,11.69292681235007,0.578758836887499,0.44671946854906364,0.5934672502824233,0.8181818181818182,17,38
eurostat_country,vintage_matched,ireland,2022M1+,51,0.9532563763391788,0.000999000999000999,24264,24314,2,29,11.366130275506896,17.702297818793898,18.20574951781203,17.875552409115468,0.6420708990354845,0.6243154265297658,0.6358477777565545,0.6551724137931034,22,50
eurostat_country,vintage_matched,ireland,2023M1+,39,0.5255065097231341,0.000999000999000999,24276,24314,2,22,8.043097063839845,13.172515820064815,16.646268368200655,8.392549336065676,0.6105968801789808,0.4831771833742968,0.9583616064401178,0.7727272727272727,17,38
eurostat_country,vintage_matched,italy,2022M1+,51,0.9959506172368067,0.000999000999000999,24264,24314,10,29,8.853728871318253,14.238318126331073,22.810247337530896,33.10562619406457,0.6218240660703428,0.3881469911442279,0.26743879784716523,0.7241379310344828,22,50
eurostat_country,vintage_matched,italy,2023M1+,39,0.8907568363442354,0.000999000999000999,24276,24314,10,22,6.520242141293607,11.104328688152473,15.854807086550798,9.990622613948789,0.5871802181297318,0.4112470183774454,0.6526362163044895,0.8181818181818182,17,38
eurostat_country,vintage_matched,latvia,2022M1+,51,0.8974787217450132,0.000999000999000999,24264,24314,1,29,10.989936756442015,14.396370959641736,24.14532002834459,13.881849216875295,0.7633824376470157,0.45515804899420453,0.7916767128605774,0.6896551724137931,22,50
eurostat_country,vintage_matched,latvia,2023M1+,39,0.8144455378725927,0.000999000999000999,24276,24314,1,22,7.059326313677227,12.743836673320358,16.843758893558693,9.627278009254539,0.5539404258417843,0.4191063502088491,0.7332629541695188,0.8636363636363636,17,38
eurostat_country,vintage_matched,malta,2022M1+,51,0.9817065678149366,0.000999000999000999,24264,24314,1,29,8.940567756747003,12.904633941284667,17.436195630766186,21.3990137419117,0.6928183935651383,0.5127590872501661,0.4178027952398656,0.6551724137931034,22,50
eurostat_country,vintage_matched,malta,2023M1+,39,0.7480520779554031,0.000999000999000999,24276,24314,1,22,8.900115818439511,9.950325178328736,14.39556050983163,8.950840629750946,0.8944547699630437,0.6182542049933425,0.9943329555949376,0.6363636363636364,17,38
eurostat_country,vintage_matched,norway,2022M1+,51,0.9163106361309072,0.000999000999000999,24264,24314,1,29,15.130575120782815,19.928440121097818,21.728684269643555,19.374093026593496,0.7592453312371596,0.696341063868338,0.780969467835945,0.5862068965517241,22,50
eurostat_country,vintage_matched,norway,2023M1+,39,0.6981349609518689,0.000999000999000999,24276,24314,1,22,10.110439649237351,13.907064224273403,22.541487055204996,14.17205859560934,0.7270002846172653,0.4485258503343849,0.7134065655337946,0.5909090909090909,17,38
eurostat_country,vintage_matched,portugal,2022M1+,51,0.9806850914951255,0.000999000999000999,24264,24314,2,29,10.75698645285451,12.905591200719005,20.048843949083963,15.030126204301759,0.8335136519941225,0.5365389884909548,0.7156950185671603,0.5172413793103449,22,50
eurostat_country,vintage_matched,portugal,2023M1+,39,0.921498351671315,0.000999000999000999,24276,24314,2,22,5.2496168598566415,10.26619137071421,13.264094355958516,8.363218928929596,0.5113499904971507,0.39577650150674637,0.6277029101435393,0.8636363636363636,17,38
eurostat_country,vintage_matched,spain,2022M1+,51,0.979858158000982,0.000999000999000999,24264,24314,9,29,10.254737700307025,16.759082681168298,18.73501002511905,15.726224262553124,0.6118913484346002,0.5473569369089175,0.6520788161927297,0.6551724137931034,22,50
eurostat_country,vintage_matched,spain,2023M1+,39,0.6913992865068538,0.000999000999000999,24276,24314,9,22,8.149498224903983,11.988001444127878,19.16215073464112,10.805782964922914,0.6798045748397769,0.4252914162798757,0.7541793363200424,0.7272727272727273,17,38
eurostat_country,vintage_matched,sweden,2022M1+,51,0.7427716756384553,0.000999000999000999,24264,24314,1,29,13.558283860613068,21.398810657421993,20.724973576345572,18.31628836579586,0.6335998798096985,0.6542002965971354,0.7402309676414591,0.6551724137931034,22,50
eurostat_country,vintage_matched,sweden,2023M1+,39,0.22037850483360708,0.1798201798201798,24276,24314,1,22,11.696028646018329,16.62009803223493,20.806919020988524,12.827692515815281,0.7037280179294794,0.5621220822852349,0.9117796229990919,0.45454545454545453,17,38
eurostat_country,vintage_matched,switzerland,2022M1+,51,0.6540116269459487,0.000999000999000999,24264,24314,3,29,8.33171540873625,12.868146801376453,13.726127249344737,9.592143331599654,0.6474681659557256,0.6069968067019044,0.8685978848219309,0.6896551724137931,22,50
eurostat_country,vintage_matched,switzerland,2023M1+,39,0.27161559042334565,0.08091908091908091,24276,24314,3,22,6.560124041273897,9.178369598164947,11.937615130067707,7.327059941572399,0.7147374020093371,0.5495338867769889,0.8953282890526052,0.6363636363636364,17,38
eurostat_country,vintage_matched,the-netherlands,2022M1+,51,0.7356877263734697,0.000999000999000999,24264,24314,3,29,14.05911700988643,22.976383709307342,24.464206107050593,18.46973047053225,0.6118942470564382,0.5746811054634872,0.7611977355228444,0.7241379310344828,22,50
eurostat_country,vintage_matched,the-netherlands,2023M1+,39,0.4593657652890156,0.005994005994005994,24276,24314,3,22,11.735520724006411,19.434076938120896,22.411528886972658,12.094414211965317,0.603863037147219,0.5236376680587829,0.9703256824457159,0.6818181818181818,17,38
eurostat_eu27,,EU27,2022M1+,51,0.9736738659952154,0.000999000999000999,24264,24314,46,29,9.820927139832882,16.838241983753775,18.00337621593277,16.56938912977624,0.5832513364108032,0.5455047443346476,0.5927151002920231,0.8275862068965517,22,50
eurostat_eu27,,EU27,2023M1+,39,0.6745315621099629,0.000999000999000999,24276,24314,46,22,7.613695804293565,12.877467812917539,16.916285187518405,10.2780109371811,0.591241687799536,0.4500808374826461,0.7407752191380461,0.7727272727272727,17,38
