request_id,lane,request_class,source_ids,requested_url,purpose,registered_at_utc,requested_at_utc,registration_precedes_request,request_sent,provider_http_reached,http_status,content_type,bytes,sha256,cache_path,outcome,stop_reason,exact_fields_or_selector,personal_data_scan,gate_decision_at_request_time,final_lead_gate_allowed,payload_use,strict_pit_eligible,eligibility_exclusion
PR-PW-011,physical_world_activity_edge,permission_only,NPS_VISITOR_USE,https://www.doi.gov/copyright,Read official federal reuse terms applicable to NPS data,2026-09-03T16:57:49Z,2026-09-03T17:02:05Z,true,true,false,,,,,,transport_error,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>; no retry",permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-012,physical_world_activity_edge,permission_only,NPS_VISITOR_USE,https://irmaservices.nps.gov/v3/rest/Stats/help,Read official NPS Stats API documentation only; no visitation data payload,2026-09-03T16:57:49Z,2026-09-03T17:02:11Z,true,true,false,,,,,,transport_error,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>; no retry",permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-013,physical_world_activity_edge,permission_only,NPS_VISITOR_USE,https://home.nps.gov/subjects/socialscience/statistics-faq.htm,Read official publication and revision calendar evidence,2026-09-03T16:57:49Z,2026-09-03T17:02:17Z,true,true,false,,,,,,transport_error,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>; no retry",permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-014,physical_world_activity_edge,permission_only,FTA_NTD_MONTHLY_RIDERSHIP,https://www.transit.dot.gov/robots.txt,Resolve path-specific robots rules for NTD metadata and raw-product paths,2026-09-03T16:57:49Z,2026-09-03T17:02:24Z,true,true,false,,,,,,transport_error,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>; no retry",permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-015,physical_world_activity_edge,permission_only,FTA_NTD_MONTHLY_RIDERSHIP,https://www.transportation.gov/data,Read official DOT open-data and reuse policy,2026-09-03T16:57:49Z,2026-09-03T17:02:30Z,true,true,false,,,,,,transport_error,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>; no retry",permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-016,physical_world_activity_edge,permission_only,FTA_NTD_MONTHLY_RIDERSHIP,https://www.transit.dot.gov/ntd/monthly-ridership,Read official NTD dataset metadata and product links only; no workbook payload,2026-09-03T16:57:49Z,2026-09-03T17:02:36Z,true,true,false,,,,,,transport_error,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>; no retry",permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-017,physical_world_activity_edge,permission_only,FTA_NTD_MONTHLY_RIDERSHIP,https://www.transit.dot.gov/ntd/ntd-data-products-frequently-asked-questions-0,"Read official publication lag, product-method, and revision documentation",2026-09-03T16:57:49Z,2026-09-03T17:02:42Z,true,true,false,,,,,,transport_error,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>; no retry",permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-018,physical_world_activity_edge,permission_only,MARINECADASTRE_AIS,https://marinecadastre.gov/robots.txt,Resolve path-specific robots rules for the registered AIS and AccessAIS paths,2026-09-03T16:57:49Z,2026-09-03T17:02:48Z,true,true,false,,,,,,transport_error,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>; no retry",permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-019,physical_world_activity_edge,permission_only,MARINECADASTRE_AIS,https://marinecadastre.gov/ais/,Read official AIS dataset metadata and bulk-access documentation only; no AIS payload,2026-09-03T16:57:49Z,2026-09-03T17:02:55Z,true,true,false,,,,,,transport_error,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>; no retry",permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-020,physical_world_activity_edge,permission_only,MARINECADASTRE_AIS,https://marinecadastre.gov/accessais/,Read official AccessAIS API/service documentation and availability status only,2026-09-03T16:57:49Z,2026-09-03T17:03:01Z,true,true,false,,,,,,transport_error,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>; no retry",permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-021,physical_world_activity_edge,permission_only,NYC_311_TOURISM_STRESS,https://data.cityofnewyork.us/robots.txt,Resolve path-specific robots rules for the registered 311 metadata and SODA paths,2026-09-03T16:57:49Z,2026-09-03T17:03:07Z,true,true,false,,,,,,transport_error,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>; no retry",permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-022,physical_world_activity_edge,permission_only,NYC_311_TOURISM_STRESS,https://cityofnewyork.github.io/opendatatsm/publicpolicies.html,"Read official NYC Open Data license, access, and reuse terms",2026-09-03T16:57:49Z,2026-09-03T17:03:13Z,true,true,false,,,,,,transport_error,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>; no retry",permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-023,physical_world_activity_edge,permission_only,NYC_311_TOURISM_STRESS,https://data.cityofnewyork.us/api/views/erm2-nwe9,Read official 311 dataset metadata/schema only; endpoint contains no row payload,2026-09-03T16:57:49Z,2026-09-03T17:03:19Z,true,true,false,,,,,,transport_error,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>; no retry",permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-024,physical_world_activity_edge,permission_only,MELB_PED_HOURLY,https://data.melbourne.vic.gov.au/robots.txt,Resolve path-specific robots rules for the registered dataset and API paths,2026-09-03T16:57:49Z,2026-09-03T17:03:26Z,true,true,false,,,,,,transport_error,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>; no retry",permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-025,physical_world_activity_edge,permission_only,MELB_PED_HOURLY,https://data.melbourne.vic.gov.au/terms/terms-and-conditions/,Read official portal terms and automation permission,2026-09-03T16:57:49Z,2026-09-03T17:03:32Z,true,true,false,,,,,,transport_error,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>; no retry",permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-026,physical_world_activity_edge,permission_only,MELB_PED_HOURLY,https://data.melbourne.vic.gov.au/explore/dataset/pedestrian-counting-system-monthly-counts-per-hour/information/,"Read official dataset metadata, license label, update schedule, and schema only; no record payload",2026-09-03T16:57:49Z,2026-09-03T17:03:38Z,true,true,false,,,,,,transport_error,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>; no retry",permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-R001,physical_world_activity_edge,permission_only,WSF_FERRY_RIDERSHIP,https://wsdot.wa.gov/robots.txt,retry_of=PR-PW-001; one escalated retry after sandbox DNS failure,2026-09-03T17:03:54Z,2026-09-03T17:05:45Z,true,true,true,200,text/plain,2027,773fb8d35bb9a39d35335ee6db8dc5c912d2aacbfb823152d9c61cd647dd902d,cache/permission_recon_retry/PR-PW-R001.txt,completed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-R002,physical_world_activity_edge,permission_only,WSF_FERRY_RIDERSHIP,https://wsdot.wa.gov/about/policies/open-data-policy,retry_of=PR-PW-002; one escalated retry after sandbox DNS failure,2026-09-03T17:03:54Z,2026-09-03T17:05:51Z,true,true,true,200,text/html; charset=UTF-8,136320,dbdf7eba811c628d22df19ddf28f5bcd12c69237496755e653fef5d0c629b686,cache/permission_recon_retry/PR-PW-R002.html,completed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-R003,physical_world_activity_edge,permission_only,WSF_FERRY_RIDERSHIP,https://wsdot.wa.gov/travel/washington-state-ferries/about-us/ferries-accountability-and-service-data/ridership-data,retry_of=PR-PW-003; one escalated retry after sandbox DNS failure,2026-09-03T17:03:54Z,2026-09-03T17:05:57Z,true,true,true,200,text/html; charset=UTF-8,147151,8af3b7141a9cec88ced7f3520d9a83d4d66bbc71412be0b8613226a244c420b2,cache/permission_recon_retry/PR-PW-R003.html,completed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-R004,physical_world_activity_edge,permission_only,NASA_BLACK_MARBLE_VNP46A2,https://ladsweb.modaps.eosdis.nasa.gov/robots.txt,retry_of=PR-PW-004; one escalated retry after sandbox DNS failure; authenticated data remains blocked,2026-09-03T17:03:54Z,2026-09-03T17:06:04Z,true,true,true,200,text/html; charset=utf-8,9272,84caccd4cfb03485b6ee81e21b13a19f523ce863e87cd00ba6a6db92ebce68c0,cache/permission_recon_retry/PR-PW-R004.html,completed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-R005,physical_world_activity_edge,permission_only,NASA_BLACK_MARBLE_VNP46A2,https://www.earthdata.nasa.gov/engage/open-data-services-and-software/data-and-information-policy,retry_of=PR-PW-005; one escalated retry after sandbox DNS failure,2026-09-03T17:03:54Z,2026-09-03T17:06:10Z,true,true,true,403,text/html,919,739872199a0b0ad201718b246aff203662b5654ee76f487c962ae561768cf807,cache/permission_recon_retry/PR-PW-R005.html,stopped,HTTP 403; no retry,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-R006,physical_world_activity_edge,permission_only,NASA_BLACK_MARBLE_VNP46A2,https://urs.earthdata.nasa.gov/documentation/what_do_i_need_to_know,retry_of=PR-PW-006; one escalated retry after sandbox DNS failure; documentation only,2026-09-03T17:03:54Z,,not_applicable_not_sent,false,false,,,,,,not_requested_source_stopped,Prior escalated permission GET for every linked source hit a provider stop condition; no further request.,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-R007,physical_world_activity_edge,permission_only,NOAA_HMS_SMOKE,https://www.ospo.noaa.gov/robots.txt,retry_of=PR-PW-007; one escalated retry after sandbox DNS failure,2026-09-03T17:03:54Z,2026-09-03T17:06:16Z,true,true,true,200,text/plain; charset=UTF-8,67,c54c644fb64708df3e4c111d93e952b51c6397e812e4d4ffbfd933a4fad8cf05,cache/permission_recon_retry/PR-PW-R007.txt,completed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-R008,physical_world_activity_edge,permission_only,NOAA_HMS_SMOKE|MARINECADASTRE_AIS,https://www.noaa.gov/information-technology/open-data-dissemination,retry_of=PR-PW-008; one escalated retry after sandbox DNS failure; shared URL remains deduplicated,2026-09-03T17:03:54Z,2026-09-03T17:06:22Z,true,true,true,403,text/html,919,09bbdd514dd59a972b682ac15011f3b8907b97e051a750ba299d731228400f84,cache/permission_recon_retry/PR-PW-R008.html,stopped,HTTP 403; no retry,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-R009,physical_world_activity_edge,permission_only,NOAA_HMS_SMOKE,https://www.ospo.noaa.gov/products/land/hms.html,retry_of=PR-PW-009; one escalated retry after sandbox DNS failure; metadata only,2026-09-03T17:03:54Z,,not_applicable_not_sent,false,false,,,,,,not_requested_source_stopped,Prior escalated permission GET for every linked source hit a provider stop condition; no further request.,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-R010,physical_world_activity_edge,permission_only,NPS_VISITOR_USE,https://irmaservices.nps.gov/robots.txt,retry_of=PR-PW-010; one escalated retry after sandbox DNS failure,2026-09-03T17:03:54Z,2026-09-03T17:06:28Z,true,true,true,200,text/plain,26,133e4db054e73a10017a1f429c80c35cd5bfa9c3a1aba581b364ecc459c48a4b,cache/permission_recon_retry/PR-PW-R010.txt,completed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-R011,physical_world_activity_edge,permission_only,NPS_VISITOR_USE,https://www.doi.gov/copyright,retry_of=PR-PW-011; one escalated retry after sandbox DNS failure,2026-09-03T17:03:54Z,2026-09-03T17:06:35Z,true,true,true,200,text/html; charset=UTF-8,52404,0129f01fdf0f202922ada6a6d755f4aae4b0057ef8a1b37deab1effa9b039733,cache/permission_recon_retry/PR-PW-R011.html,completed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-R012,physical_world_activity_edge,permission_only,NPS_VISITOR_USE,https://irmaservices.nps.gov/v3/rest/Stats/help,retry_of=PR-PW-012; one escalated retry after sandbox DNS failure; API documentation only,2026-09-03T17:03:54Z,2026-09-03T17:06:41Z,true,true,true,200,text/html,2700,1346b17b0848d4aebe261529dd39fec41b4163f9c430131c76525f683055dd10,cache/permission_recon_retry/PR-PW-R012.html,completed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-R013,physical_world_activity_edge,permission_only,NPS_VISITOR_USE,https://home.nps.gov/subjects/socialscience/statistics-faq.htm,retry_of=PR-PW-013; one escalated retry after sandbox DNS failure; publication documentation only,2026-09-03T17:03:54Z,2026-09-03T17:06:47Z,true,true,true,200,text/html;charset=UTF-8,48552,858a9a279cc42dd7b230ab488b606f62d249fe97f6d1c16278b37f81faae6c73,cache/permission_recon_retry/PR-PW-R013.html,completed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-R014,physical_world_activity_edge,permission_only,FTA_NTD_MONTHLY_RIDERSHIP,https://www.transit.dot.gov/robots.txt,retry_of=PR-PW-014; one escalated retry after sandbox DNS failure,2026-09-03T17:03:54Z,2026-09-03T17:06:53Z,true,true,true,403,text/html,389,438e336974eeb97bb22a0a68d090ec28f4b92f183b63ac04ed68a8972e0042b4,cache/permission_recon_retry/PR-PW-R014.html,stopped,HTTP 403; no retry,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-R015,physical_world_activity_edge,permission_only,FTA_NTD_MONTHLY_RIDERSHIP,https://www.transportation.gov/data,retry_of=PR-PW-015; one escalated retry after sandbox DNS failure,2026-09-03T17:03:54Z,,not_applicable_not_sent,false,false,,,,,,not_requested_source_stopped,Prior escalated permission GET for every linked source hit a provider stop condition; no further request.,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-R016,physical_world_activity_edge,permission_only,FTA_NTD_MONTHLY_RIDERSHIP,https://www.transit.dot.gov/ntd/monthly-ridership,retry_of=PR-PW-016; one escalated retry after sandbox DNS failure; metadata only,2026-09-03T17:03:54Z,,not_applicable_not_sent,false,false,,,,,,not_requested_source_stopped,Prior escalated permission GET for every linked source hit a provider stop condition; no further request.,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-R017,physical_world_activity_edge,permission_only,FTA_NTD_MONTHLY_RIDERSHIP,https://www.transit.dot.gov/ntd/ntd-data-products-frequently-asked-questions-0,retry_of=PR-PW-017; one escalated retry after sandbox DNS failure; publication documentation only,2026-09-03T17:03:54Z,,not_applicable_not_sent,false,false,,,,,,not_requested_source_stopped,Prior escalated permission GET for every linked source hit a provider stop condition; no further request.,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-R018,physical_world_activity_edge,permission_only,MARINECADASTRE_AIS,https://marinecadastre.gov/robots.txt,retry_of=PR-PW-018; one escalated retry after sandbox DNS failure,2026-09-03T17:03:54Z,,not_applicable_not_sent,false,false,,,,,,not_requested_source_stopped,Prior escalated permission GET for every linked source hit a provider stop condition; no further request.,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-R019,physical_world_activity_edge,permission_only,MARINECADASTRE_AIS,https://marinecadastre.gov/ais/,retry_of=PR-PW-019; one escalated retry after sandbox DNS failure; metadata only,2026-09-03T17:03:54Z,,not_applicable_not_sent,false,false,,,,,,not_requested_source_stopped,Prior escalated permission GET for every linked source hit a provider stop condition; no further request.,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-R020,physical_world_activity_edge,permission_only,MARINECADASTRE_AIS,https://marinecadastre.gov/accessais/,retry_of=PR-PW-020; one escalated retry after sandbox DNS failure; service documentation only,2026-09-03T17:03:54Z,,not_applicable_not_sent,false,false,,,,,,not_requested_source_stopped,Prior escalated permission GET for every linked source hit a provider stop condition; no further request.,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-R021,physical_world_activity_edge,permission_only,NYC_311_TOURISM_STRESS,https://data.cityofnewyork.us/robots.txt,retry_of=PR-PW-021; one escalated retry after sandbox DNS failure,2026-09-03T17:03:54Z,2026-09-03T17:06:59Z,true,true,true,200,text/plain; charset=utf-8,1752,0cb268a68e4fc210b4b7391392a87b19ac4c79e59704c6276620c5ec0efa0cde,cache/permission_recon_retry/PR-PW-R021.txt,completed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-R022,physical_world_activity_edge,permission_only,NYC_311_TOURISM_STRESS,https://cityofnewyork.github.io/opendatatsm/publicpolicies.html,retry_of=PR-PW-022; one escalated retry after sandbox DNS failure,2026-09-03T17:03:54Z,2026-09-03T17:07:06Z,true,true,true,200,text/html; charset=utf-8,8771,c1da5afe9ece362f57e0f351ff20e954f046a173c3a0d643b4c100d846977e33,cache/permission_recon_retry/PR-PW-R022.html,completed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-R023,physical_world_activity_edge,permission_only,NYC_311_TOURISM_STRESS,https://data.cityofnewyork.us/api/views/erm2-nwe9,retry_of=PR-PW-023; one escalated retry after sandbox DNS failure; metadata only,2026-09-03T17:03:54Z,2026-09-03T17:07:12Z,true,true,true,200,application/json; charset=utf-8,25591,a88a99dc69f17a16a936a0249d35c9ba9325c2ba9bd89e02c14a52f622ac1927,cache/permission_recon_retry/PR-PW-R023.json,completed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-R024,physical_world_activity_edge,permission_only,MELB_PED_HOURLY,https://data.melbourne.vic.gov.au/robots.txt,retry_of=PR-PW-024; one escalated retry after sandbox DNS failure,2026-09-03T17:03:54Z,2026-09-03T17:07:18Z,true,true,true,200,text/plain; charset=utf-8,570,3ad4d84d142bf7b82e0e1902ee2f74e2c5bfaadc34401575f3f9d3486ef4eba2,cache/permission_recon_retry/PR-PW-R024.txt,completed,,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-R025,physical_world_activity_edge,permission_only,MELB_PED_HOURLY,https://data.melbourne.vic.gov.au/terms/terms-and-conditions/,retry_of=PR-PW-025; one escalated retry after sandbox DNS failure,2026-09-03T17:03:54Z,2026-09-03T17:07:24Z,true,true,true,200,text/html; charset=utf-8,51875,c5bd032ec62d5956acc35a28c35287fba57a2d8747b925c309e728418a3c49a2,cache/permission_recon_retry/PR-PW-R025.html,stopped,CAPTCHA or human-verification marker detected; no retry,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
PR-PW-R026,physical_world_activity_edge,permission_only,MELB_PED_HOURLY,https://data.melbourne.vic.gov.au/explore/dataset/pedestrian-counting-system-monthly-counts-per-hour/information/,retry_of=PR-PW-026; one escalated retry after sandbox DNS failure; metadata only,2026-09-03T17:03:54Z,,not_applicable_not_sent,false,false,,,,,,not_requested_source_stopped,Prior escalated permission GET for every linked source hit a provider stop condition; no further request.,permission/documentation page only; no data payload,not_applicable_permission_page,permission_recon_exception,not_applicable_permission_page,permission_evidence_only,false,not a source observation or historical vintage
