request_id,lane,source_ids,official_url,purpose,method,user_agent,no_cookies,no_auth,no_personal_data,registered_at_utc
PR-PW-R002,physical_world_activity_edge,WSF_FERRY_RIDERSHIP,https://wsdot.wa.gov/about/policies/open-data-policy,retry_of=PR-PW-002; one escalated retry after sandbox DNS failure,GET,ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026),true,true,true,2026-09-03T17:03:54Z
PR-PW-R003,physical_world_activity_edge,WSF_FERRY_RIDERSHIP,https://wsdot.wa.gov/travel/washington-state-ferries/about-us/ferries-accountability-and-service-data/ridership-data,retry_of=PR-PW-003; one escalated retry after sandbox DNS failure,GET,ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026),true,true,true,2026-09-03T17:03:54Z
PR-PW-R004,physical_world_activity_edge,NASA_BLACK_MARBLE_VNP46A2,https://ladsweb.modaps.eosdis.nasa.gov/robots.txt,retry_of=PR-PW-004; one escalated retry after sandbox DNS failure; authenticated data remains blocked,GET,ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026),true,true,true,2026-09-03T17:03:54Z
PR-PW-R005,physical_world_activity_edge,NASA_BLACK_MARBLE_VNP46A2,https://www.earthdata.nasa.gov/engage/open-data-services-and-software/data-and-information-policy,retry_of=PR-PW-005; one escalated retry after sandbox DNS failure,GET,ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026),true,true,true,2026-09-03T17:03:54Z
PR-PW-R006,physical_world_activity_edge,NASA_BLACK_MARBLE_VNP46A2,https://urs.earthdata.nasa.gov/documentation/what_do_i_need_to_know,retry_of=PR-PW-006; one escalated retry after sandbox DNS failure; documentation only,GET,ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026),true,true,true,2026-09-03T17:03:54Z
PR-PW-R007,physical_world_activity_edge,NOAA_HMS_SMOKE,https://www.ospo.noaa.gov/robots.txt,retry_of=PR-PW-007; one escalated retry after sandbox DNS failure,GET,ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026),true,true,true,2026-09-03T17:03:54Z
PR-PW-R008,physical_world_activity_edge,NOAA_HMS_SMOKE|MARINECADASTRE_AIS,https://www.noaa.gov/information-technology/open-data-dissemination,retry_of=PR-PW-008; one escalated retry after sandbox DNS failure; shared URL remains deduplicated,GET,ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026),true,true,true,2026-09-03T17:03:54Z
PR-PW-R009,physical_world_activity_edge,NOAA_HMS_SMOKE,https://www.ospo.noaa.gov/products/land/hms.html,retry_of=PR-PW-009; one escalated retry after sandbox DNS failure; metadata only,GET,ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026),true,true,true,2026-09-03T17:03:54Z
PR-PW-R010,physical_world_activity_edge,NPS_VISITOR_USE,https://irmaservices.nps.gov/robots.txt,retry_of=PR-PW-010; one escalated retry after sandbox DNS failure,GET,ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026),true,true,true,2026-09-03T17:03:54Z
PR-PW-R011,physical_world_activity_edge,NPS_VISITOR_USE,https://www.doi.gov/copyright,retry_of=PR-PW-011; one escalated retry after sandbox DNS failure,GET,ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026),true,true,true,2026-09-03T17:03:54Z
PR-PW-R012,physical_world_activity_edge,NPS_VISITOR_USE,https://irmaservices.nps.gov/v3/rest/Stats/help,retry_of=PR-PW-012; one escalated retry after sandbox DNS failure; API documentation only,GET,ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026),true,true,true,2026-09-03T17:03:54Z
PR-PW-R013,physical_world_activity_edge,NPS_VISITOR_USE,https://home.nps.gov/subjects/socialscience/statistics-faq.htm,retry_of=PR-PW-013; one escalated retry after sandbox DNS failure; publication documentation only,GET,ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026),true,true,true,2026-09-03T17:03:54Z
PR-PW-R014,physical_world_activity_edge,FTA_NTD_MONTHLY_RIDERSHIP,https://www.transit.dot.gov/robots.txt,retry_of=PR-PW-014; one escalated retry after sandbox DNS failure,GET,ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026),true,true,true,2026-09-03T17:03:54Z
PR-PW-R015,physical_world_activity_edge,FTA_NTD_MONTHLY_RIDERSHIP,https://www.transportation.gov/data,retry_of=PR-PW-015; one escalated retry after sandbox DNS failure,GET,ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026),true,true,true,2026-09-03T17:03:54Z
PR-PW-R016,physical_world_activity_edge,FTA_NTD_MONTHLY_RIDERSHIP,https://www.transit.dot.gov/ntd/monthly-ridership,retry_of=PR-PW-016; one escalated retry after sandbox DNS failure; metadata only,GET,ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026),true,true,true,2026-09-03T17:03:54Z
PR-PW-R017,physical_world_activity_edge,FTA_NTD_MONTHLY_RIDERSHIP,https://www.transit.dot.gov/ntd/ntd-data-products-frequently-asked-questions-0,retry_of=PR-PW-017; one escalated retry after sandbox DNS failure; publication documentation only,GET,ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026),true,true,true,2026-09-03T17:03:54Z
PR-PW-R018,physical_world_activity_edge,MARINECADASTRE_AIS,https://marinecadastre.gov/robots.txt,retry_of=PR-PW-018; one escalated retry after sandbox DNS failure,GET,ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026),true,true,true,2026-09-03T17:03:54Z
PR-PW-R019,physical_world_activity_edge,MARINECADASTRE_AIS,https://marinecadastre.gov/ais/,retry_of=PR-PW-019; one escalated retry after sandbox DNS failure; metadata only,GET,ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026),true,true,true,2026-09-03T17:03:54Z
PR-PW-R020,physical_world_activity_edge,MARINECADASTRE_AIS,https://marinecadastre.gov/accessais/,retry_of=PR-PW-020; one escalated retry after sandbox DNS failure; service documentation only,GET,ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026),true,true,true,2026-09-03T17:03:54Z
PR-PW-R021,physical_world_activity_edge,NYC_311_TOURISM_STRESS,https://data.cityofnewyork.us/robots.txt,retry_of=PR-PW-021; one escalated retry after sandbox DNS failure,GET,ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026),true,true,true,2026-09-03T17:03:54Z
PR-PW-R022,physical_world_activity_edge,NYC_311_TOURISM_STRESS,https://cityofnewyork.github.io/opendatatsm/publicpolicies.html,retry_of=PR-PW-022; one escalated retry after sandbox DNS failure,GET,ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026),true,true,true,2026-09-03T17:03:54Z
PR-PW-R023,physical_world_activity_edge,NYC_311_TOURISM_STRESS,https://data.cityofnewyork.us/api/views/erm2-nwe9,retry_of=PR-PW-023; one escalated retry after sandbox DNS failure; metadata only,GET,ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026),true,true,true,2026-09-03T17:03:54Z
PR-PW-R024,physical_world_activity_edge,MELB_PED_HOURLY,https://data.melbourne.vic.gov.au/robots.txt,retry_of=PR-PW-024; one escalated retry after sandbox DNS failure,GET,ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026),true,true,true,2026-09-03T17:03:54Z
PR-PW-R025,physical_world_activity_edge,MELB_PED_HOURLY,https://data.melbourne.vic.gov.au/terms/terms-and-conditions/,retry_of=PR-PW-025; one escalated retry after sandbox DNS failure,GET,ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026),true,true,true,2026-09-03T17:03:54Z
PR-PW-R026,physical_world_activity_edge,MELB_PED_HOURLY,https://data.melbourne.vic.gov.au/explore/dataset/pedestrian-counting-system-monthly-counts-per-hour/information/,retry_of=PR-PW-026; one escalated retry after sandbox DNS failure; metadata only,GET,ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026),true,true,true,2026-09-03T17:03:54Z
PR-001,supply_scarcity_web_edge,NYC_OSE_STR_SNAPSHOTS|NYC_OSE_ENFORCEMENT_REPORTS,https://www.nyc.gov/home/terms-of-use.page,Shared official NYC terms evidence for exact-path automation decision,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T16:58:20Z
PR-002,supply_scarcity_web_edge,NYC_OSE_STR_SNAPSHOTS|NYC_OSE_ENFORCEMENT_REPORTS,https://www.nyc.gov/robots.txt,Shared official robots rules governing both retained NYC data paths,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T16:58:20Z
PR-003,supply_scarcity_web_edge,NYC_OSE_STR_SNAPSHOTS,https://www.nyc.gov/site/specialenforcement/registration-law/registration-and-listing-data.page,Official dataset metadata and dated-publication page only; no linked data payload,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T16:58:20Z
PR-004,supply_scarcity_web_edge,NYC_OSE_ENFORCEMENT_REPORTS,https://www.nyc.gov/site/specialenforcement/about/data-reports.page,Official annual-report publication index only; no linked report payload,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T16:58:20Z
PR-005,supply_scarcity_web_edge,ORANGE_FL_TDT_RELEASES,https://www.occompt.com/robots.txt,Official robots rules governing the TDT publication and report paths,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T16:58:20Z
PR-006,supply_scarcity_web_edge,ORANGE_FL_TDT_RELEASES,https://www.occompt.com/sitemap,Official site map used only to locate any published terms or copyright notice,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T16:58:20Z
PR-007,supply_scarcity_web_edge,ORANGE_FL_TDT_RELEASES,https://www.occompt.com/quicklinks.aspx?CID=39,Official TDT report publication index only; no report or workbook payload,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T16:58:20Z
PR-008,supply_scarcity_web_edge,VANCOUVER_STR_LICENSES,https://vancouver.ca/your-government/terms-of-use.aspx,Official City terms and Open Government Licence reference,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T16:58:20Z
PR-009,supply_scarcity_web_edge,VANCOUVER_STR_LICENSES,https://opendata.vancouver.ca/robots.txt,Official robots rules governing the OpenDataSoft API path,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T16:58:20Z
PR-010,supply_scarcity_web_edge,VANCOUVER_STR_LICENSES,https://opendata.vancouver.ca/explore/dataset/business-licences/api/,Official API documentation and dataset metadata only; no record payload,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T16:58:20Z
PR-011,supply_scarcity_web_edge,NOLA_STR_PERMIT_EVENTS|NOLA_STR_ENFORCEMENT_HEARINGS,https://data.nola.gov/stories/s/Data-Policy-Annual-Report-2017/6a26-q6dq/,Shared official portal data-policy page for automation and licensing evidence,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T16:58:20Z
PR-012,supply_scarcity_web_edge,NOLA_STR_PERMIT_EVENTS|NOLA_STR_ENFORCEMENT_HEARINGS,https://data.nola.gov/robots.txt,Shared official robots rules governing both retained SODA API paths,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T16:58:20Z
PR-013,supply_scarcity_web_edge,NOLA_STR_PERMIT_EVENTS,https://data.nola.gov/Housing-Land-Use-and-Blight/Map-of-Short-Term-Rental-License-Applications/j5u3-2ueh,Official dataset metadata/schema/publication page only; no SODA record payload,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T16:58:20Z
PR-014,supply_scarcity_web_edge,NOLA_STR_ENFORCEMENT_HEARINGS,https://data.nola.gov/Housing-Land-Use-and-Blight/Adjudication-Enforcement-Detailed-Hearings-Data-fo/uzyk-jrck,Official dataset metadata/schema/publication page only; no SODA record payload,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T16:58:20Z
PR-015,supply_scarcity_web_edge,SAN_DIEGO_STRO_ACTIVE,https://data.sandiego.gov/help/guides/terms/,Official data-portal terms and reuse conditions,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T16:58:20Z
PR-016,supply_scarcity_web_edge,SAN_DIEGO_STRO_ACTIVE,https://data.sandiego.gov/robots.txt,Official robots rules governing the portal dataset/download paths,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T16:58:20Z
PR-017,supply_scarcity_web_edge,SAN_DIEGO_STRO_ACTIVE,https://data.sandiego.gov/datasets/stro-licenses/,Official dataset metadata and download documentation only; no licence-row payload,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T16:58:20Z
PR-018,supply_scarcity_web_edge,SAN_DIEGO_STRO_ACTIVE,https://webmaps.sandiego.gov/robots.txt,Official robots rules governing the documented ArcGIS service path,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T16:58:20Z
PR-019,supply_scarcity_web_edge,SAN_DIEGO_STRO_ACTIVE,https://webmaps.sandiego.gov/arcgis/rest/services/Treasurer/STRO_ACTIVE_LICENSES/MapServer?f=pjson,Official ArcGIS service metadata/schema only; no feature records,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T16:58:20Z
PR-020,supply_scarcity_web_edge,NYC_OSE_STR_SNAPSHOTS|NYC_OSE_ENFORCEMENT_REPORTS,https://www.nyc.gov/home/terms-of-use.page,Unsandboxed execution of shared official NYC terms GET after pre-HTTP sandbox DNS failure,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T17:00:19Z
PR-021,supply_scarcity_web_edge,NYC_OSE_STR_SNAPSHOTS|NYC_OSE_ENFORCEMENT_REPORTS,https://www.nyc.gov/robots.txt,Unsandboxed execution of shared official NYC robots GET after pre-HTTP sandbox DNS failure,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T17:00:19Z
PR-022,supply_scarcity_web_edge,ORANGE_FL_TDT_RELEASES,https://www.occompt.com/robots.txt,Unsandboxed execution of official Orange County robots GET after pre-HTTP sandbox DNS failure,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T17:00:19Z
PR-023,supply_scarcity_web_edge,ORANGE_FL_TDT_RELEASES,https://www.occompt.com/sitemap,Unsandboxed execution of official site-map GET after pre-HTTP sandbox DNS failure,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T17:00:19Z
PR-024,supply_scarcity_web_edge,VANCOUVER_STR_LICENSES,https://vancouver.ca/your-government/terms-of-use.aspx,Unsandboxed execution of official Vancouver terms GET after pre-HTTP sandbox DNS failure,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T17:00:19Z
PR-025,supply_scarcity_web_edge,VANCOUVER_STR_LICENSES,https://opendata.vancouver.ca/robots.txt,Unsandboxed execution of official Vancouver open-data robots GET after pre-HTTP sandbox DNS failure,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T17:00:19Z
PR-026,supply_scarcity_web_edge,NOLA_STR_PERMIT_EVENTS|NOLA_STR_ENFORCEMENT_HEARINGS,https://data.nola.gov/stories/s/Data-Policy-Annual-Report-2017/6a26-q6dq/,Unsandboxed execution of shared official NOLA policy GET after pre-HTTP sandbox DNS failure,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T17:00:19Z
PR-027,supply_scarcity_web_edge,NOLA_STR_PERMIT_EVENTS|NOLA_STR_ENFORCEMENT_HEARINGS,https://data.nola.gov/robots.txt,Unsandboxed execution of shared official NOLA robots GET after pre-HTTP sandbox DNS failure,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T17:00:19Z
PR-028,supply_scarcity_web_edge,SAN_DIEGO_STRO_ACTIVE,https://data.sandiego.gov/help/guides/terms/,Unsandboxed execution of official San Diego portal terms GET after pre-HTTP sandbox DNS failure,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T17:00:19Z
PR-029,supply_scarcity_web_edge,SAN_DIEGO_STRO_ACTIVE,https://data.sandiego.gov/robots.txt,Unsandboxed execution of official San Diego portal robots GET after pre-HTTP sandbox DNS failure,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T17:00:19Z
PR-030,supply_scarcity_web_edge,SAN_DIEGO_STRO_ACTIVE,https://webmaps.sandiego.gov/robots.txt,Unsandboxed execution of official San Diego ArcGIS robots GET after pre-HTTP sandbox DNS failure,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T17:00:19Z
PR-031,supply_scarcity_web_edge,ORANGE_FL_TDT_RELEASES,https://www.occompt.com/copyright,Official Copyright Notices page discovered in cached official sitemap; used only to resolve site-use restrictions,GET,ABNB-Edge-Research/1.0 (institutional research; contact: repository-owner),true,true,true,2026-09-03T17:02:28Z
