target,horizon_q,window,weighting,method,object,spec_id,n,mae,oracle,thin
adj_ebitda_margin_pct,1,W2,recency,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,9,2.610171971076664,True,False
adj_ebitda_margin_pct,1,W2,recency,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,9,2.668791740569385,True,False
adj_ebitda_margin_pct,2,W1,equal,margin-ts,incremental_margin,oracle_k4_rw_revknown,12,2.399208717954272,True,False
adj_ebitda_margin_pct,2,W1,equal,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,12,2.8641287610459254,True,False
adj_ebitda_margin_pct,2,W1,equal,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,12,3.255304055231925,True,False
adj_ebitda_margin_pct,2,W1,equal,baselines-margin,guide_implied,guide_implied|adj_ebitda_margin_pct|h2|PIT,6,3.478860724022717,False,True
adj_ebitda_margin_pct,2,W1,equal,guide-policy-margin,actual_given_guide,oracle_rw_hl4_revknown,12,4.117730570388535,True,False
adj_ebitda_margin_pct,2,W1,recency,margin-ts,incremental_margin,oracle_k4_rw_revknown,12,2.0395645763689445,True,False
adj_ebitda_margin_pct,2,W1,recency,baselines-margin,guide_implied,guide_implied|adj_ebitda_margin_pct|h2|PIT,6,2.288951258109527,False,True
adj_ebitda_margin_pct,2,W1,recency,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,12,2.678870316688408,True,False
adj_ebitda_margin_pct,2,W1,recency,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,12,2.817244318750248,True,False
adj_ebitda_margin_pct,2,W1,recency,guide-policy-margin,actual_given_guide,oracle_rw_hl4_revknown,12,3.166068477828453,True,False
adj_ebitda_margin_pct,2,W2,equal,margin-ts,incremental_margin,oracle_k4_rw_revknown,8,2.129230263080932,True,False
adj_ebitda_margin_pct,2,W2,equal,baselines-margin,guide_implied,guide_implied|adj_ebitda_margin_pct|h2|PIT,4,2.2867492517444097,False,True
adj_ebitda_margin_pct,2,W2,equal,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,8,3.006598948150632,True,False
adj_ebitda_margin_pct,2,W2,equal,guide-policy-margin,actual_given_guide,oracle_rw_hl4_revknown,8,3.122120462803484,True,False
adj_ebitda_margin_pct,2,W2,equal,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,8,3.163645104035792,True,False
adj_ebitda_margin_pct,2,W2,recency,baselines-margin,guide_implied,guide_implied|adj_ebitda_margin_pct|h2|PIT,4,1.6935270841638863,False,True
adj_ebitda_margin_pct,2,W2,recency,margin-ts,incremental_margin,oracle_k4_rw_revknown,8,1.9181952700592009,True,False
adj_ebitda_margin_pct,2,W2,recency,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,8,2.54369696978208,True,False
adj_ebitda_margin_pct,2,W2,recency,guide-policy-margin,actual_given_guide,oracle_rw_hl4_revknown,8,2.62013835144478,True,False
adj_ebitda_margin_pct,2,W2,recency,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,8,2.877777831141461,True,False
adj_ebitda_musd,0,W1,equal,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,14,60.78664143773861,True,False
adj_ebitda_musd,0,W1,equal,margin-ts,incremental_margin,oracle_k4_rw_revknown,14,74.13069662967716,True,False
adj_ebitda_musd,0,W1,equal,guide-policy-margin,q4_implied,guide_mid,3,89.19708024354911,False,True
adj_ebitda_musd,0,W1,equal,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,14,97.89945943841424,True,False
adj_ebitda_musd,0,W1,equal,guide-policy-margin,actual_given_guide,oracle_rw_hl4_revknown,14,107.8942986797786,True,False
adj_ebitda_musd,0,W1,recency,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,14,45.00452636105865,True,False
adj_ebitda_musd,0,W1,recency,margin-ts,incremental_margin,oracle_k4_rw_revknown,14,64.99832255899354,True,False
adj_ebitda_musd,0,W1,recency,guide-policy-margin,actual_given_guide,oracle_rw_hl4_revknown,14,69.89909459852296,True,False
adj_ebitda_musd,0,W1,recency,guide-policy-margin,q4_implied,guide_mid,3,74.40089153294957,False,True
adj_ebitda_musd,0,W1,recency,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,14,79.21653485331268,True,False
adj_ebitda_musd,0,W2,equal,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,10,47.13475255928397,True,False
adj_ebitda_musd,0,W2,equal,margin-ts,incremental_margin,oracle_k4_rw_revknown,10,55.49948726421589,True,False
adj_ebitda_musd,0,W2,equal,guide-policy-margin,actual_given_guide,oracle_rw_hl4_revknown,10,62.030794971314016,True,False
adj_ebitda_musd,0,W2,equal,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,10,82.04205561011744,True,False
adj_ebitda_musd,0,W2,equal,guide-policy-margin,q4_implied,guide_mid,2,83.15750000000003,False,True
adj_ebitda_musd,0,W2,recency,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,10,40.21368855379701,True,False
adj_ebitda_musd,0,W2,recency,guide-policy-margin,actual_given_guide,oracle_rw_hl4_revknown,10,53.98653355018745,True,False
adj_ebitda_musd,0,W2,recency,margin-ts,incremental_margin,oracle_k4_rw_revknown,10,58.87424019261772,True,False
adj_ebitda_musd,0,W2,recency,guide-policy-margin,q4_implied,guide_mid,2,69.92166666666662,False,True
adj_ebitda_musd,0,W2,recency,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,10,74.11832826503182,True,False
adj_ebitda_musd,1,W1,equal,margin-ts,q_sentence_direction,k_abs_rw,1,11.48971255765889,False,True
adj_ebitda_musd,1,W1,equal,margin-ts,q_sentence_direction,k_fit_ew,1,16.152862645361097,False,True
adj_ebitda_musd,1,W1,equal,margin-ts,q_sentence_direction,k_fit_rw,1,17.420928140308888,False,True
adj_ebitda_musd,1,W1,equal,margin-ts,q_sentence_direction,k_fit_median,1,33.30608582797083,False,True
adj_ebitda_musd,1,W1,equal,baselines-margin,q_guide_implied,q_guide_implied|adj_ebitda_musd|h1|PIT,1,75.87772925764182,False,True
adj_ebitda_musd,1,W1,equal,margin-ts,incremental_margin,oracle_k4_rw_revknown,13,77.84196297738163,True,False
adj_ebitda_musd,1,W1,equal,guide-policy-margin,actual_given_guide,oracle_rw_hl4_revknown,13,107.28034868326566,True,False
adj_ebitda_musd,1,W1,equal,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,13,107.41364582681186,True,False
adj_ebitda_musd,1,W1,equal,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,13,121.86441017396956,True,False
adj_ebitda_musd,1,W1,recency,margin-ts,q_sentence_direction,k_abs_rw,1,11.48971255765889,False,True
adj_ebitda_musd,1,W1,recency,margin-ts,q_sentence_direction,k_fit_ew,1,16.152862645361097,False,True
adj_ebitda_musd,1,W1,recency,margin-ts,q_sentence_direction,k_fit_rw,1,17.420928140308888,False,True
adj_ebitda_musd,1,W1,recency,margin-ts,q_sentence_direction,k_fit_median,1,33.30608582797083,False,True
adj_ebitda_musd,1,W1,recency,margin-ts,incremental_margin,oracle_k4_rw_revknown,13,70.56654256539606,True,False
adj_ebitda_musd,1,W1,recency,baselines-margin,q_guide_implied,q_guide_implied|adj_ebitda_musd|h1|PIT,1,75.87772925764182,False,True
adj_ebitda_musd,1,W1,recency,guide-policy-margin,actual_given_guide,oracle_rw_hl4_revknown,13,78.18759328028075,True,False
adj_ebitda_musd,1,W1,recency,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,13,86.56876576797463,True,False
adj_ebitda_musd,1,W1,recency,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,13,114.3568046049106,True,False
adj_ebitda_musd,1,W2,equal,margin-ts,q_sentence_direction,k_abs_rw,1,11.48971255765889,False,True
adj_ebitda_musd,1,W2,equal,margin-ts,q_sentence_direction,k_fit_ew,1,16.152862645361097,False,True
adj_ebitda_musd,1,W2,equal,margin-ts,q_sentence_direction,k_fit_rw,1,17.420928140308888,False,True
adj_ebitda_musd,1,W2,equal,margin-ts,q_sentence_direction,k_fit_median,1,33.30608582797083,False,True
adj_ebitda_musd,1,W2,equal,margin-ts,incremental_margin,oracle_k4_rw_revknown,9,66.26733563898128,True,False
adj_ebitda_musd,1,W2,equal,baselines-margin,q_guide_implied,q_guide_implied|adj_ebitda_musd|h1|PIT,1,75.87772925764182,False,True
adj_ebitda_musd,1,W2,equal,guide-policy-margin,actual_given_guide,oracle_rw_hl4_revknown,9,80.78814205690573,True,False
adj_ebitda_musd,1,W2,equal,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,9,91.21422703774368,True,False
adj_ebitda_musd,1,W2,equal,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,9,124.97643581129248,True,False
adj_ebitda_musd,1,W2,recency,margin-ts,q_sentence_direction,k_abs_rw,1,11.48971255765889,False,True
adj_ebitda_musd,1,W2,recency,margin-ts,q_sentence_direction,k_fit_ew,1,16.152862645361097,False,True
adj_ebitda_musd,1,W2,recency,margin-ts,q_sentence_direction,k_fit_rw,1,17.420928140308888,False,True
adj_ebitda_musd,1,W2,recency,margin-ts,q_sentence_direction,k_fit_median,1,33.30608582797083,False,True
adj_ebitda_musd,1,W2,recency,margin-ts,incremental_margin,oracle_k4_rw_revknown,9,66.91839697306587,True,False
adj_ebitda_musd,1,W2,recency,guide-policy-margin,actual_given_guide,oracle_rw_hl4_revknown,9,68.06456694689837,True,False
adj_ebitda_musd,1,W2,recency,baselines-margin,q_guide_implied,q_guide_implied|adj_ebitda_musd|h1|PIT,1,75.87772925764182,False,True
adj_ebitda_musd,1,W2,recency,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,9,80.95854015898219,True,False
adj_ebitda_musd,1,W2,recency,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,9,116.7731954434598,True,False
adj_ebitda_musd,2,W1,equal,margin-ts,incremental_margin,oracle_k4_rw_revknown,12,65.11980540440724,True,False
adj_ebitda_musd,2,W1,equal,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,12,96.62595404907104,True,False
adj_ebitda_musd,2,W1,equal,guide-policy-margin,actual_given_guide,oracle_rw_hl4_revknown,12,113.651110346724,True,False
adj_ebitda_musd,2,W1,equal,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,12,135.29352355179583,True,False
adj_ebitda_musd,2,W1,equal,baselines-margin,guide_implied,guide_implied|adj_ebitda_musd|h2|PIT,6,142.84249050979489,False,True
adj_ebitda_musd,2,W1,recency,margin-ts,incremental_margin,oracle_k4_rw_revknown,12,57.56127705140975,True,False
adj_ebitda_musd,2,W1,recency,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,12,80.74964690959747,True,False
adj_ebitda_musd,2,W1,recency,guide-policy-margin,actual_given_guide,oracle_rw_hl4_revknown,12,89.69629715150884,True,False
adj_ebitda_musd,2,W1,recency,baselines-margin,guide_implied,guide_implied|adj_ebitda_musd|h2|PIT,6,98.28282672663056,False,True
adj_ebitda_musd,2,W1,recency,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,12,133.33638248591603,True,False
adj_ebitda_musd,2,W2,equal,margin-ts,incremental_margin,oracle_k4_rw_revknown,8,59.83345847593237,True,False
adj_ebitda_musd,2,W2,equal,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,8,89.53935981555352,True,False
adj_ebitda_musd,2,W2,equal,guide-policy-margin,actual_given_guide,oracle_rw_hl4_revknown,8,91.56500268433754,True,False
adj_ebitda_musd,2,W2,equal,baselines-margin,guide_implied,guide_implied|adj_ebitda_musd|h2|PIT,4,109.4752597358984,False,True
adj_ebitda_musd,2,W2,equal,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,8,146.92087643633042,True,False
adj_ebitda_musd,2,W2,recency,margin-ts,incremental_margin,oracle_k4_rw_revknown,8,55.47260026353034,True,False
adj_ebitda_musd,2,W2,recency,guide-policy-margin,actual_given_guide,oracle_rw_hl4_revknown,8,77.19658100484244,True,False
adj_ebitda_musd,2,W2,recency,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,8,77.54237171626694,True,False
adj_ebitda_musd,2,W2,recency,baselines-margin,guide_implied,guide_implied|adj_ebitda_musd|h2|PIT,4,81.1756174799028,False,True
adj_ebitda_musd,2,W2,recency,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,8,136.5569124023824,True,False
cor_cash_musd,0,W1,equal,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,14,14.879364364524806,True,False
cor_cash_musd,0,W1,equal,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,14,18.40796549277172,True,False
cor_cash_musd,0,W1,recency,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,14,15.70721549173794,True,False
cor_cash_musd,0,W1,recency,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,14,18.055459201464146,True,False
cor_cash_musd,0,W2,equal,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,10,19.715853189998803,True,False
cor_cash_musd,0,W2,equal,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,10,21.527567615314137,True,False
cor_cash_musd,0,W2,recency,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,10,17.097868170266707,True,False
cor_cash_musd,0,W2,recency,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,10,19.006436629900588,True,False
cor_cash_musd,1,W1,equal,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,13,17.4942878266282,True,False
cor_cash_musd,1,W1,equal,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,13,17.77571924082387,True,False
cor_cash_musd,1,W1,recency,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,13,17.2243292296762,True,False
cor_cash_musd,1,W1,recency,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,13,20.14227438476112,True,False
cor_cash_musd,1,W2,equal,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,9,18.97662546008521,True,False
cor_cash_musd,1,W2,equal,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,9,23.754609641159764,True,False
cor_cash_musd,1,W2,recency,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,9,17.81832047786235,True,False
cor_cash_musd,1,W2,recency,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,9,22.138537484160825,True,False
cor_cash_musd,2,W1,equal,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,12,19.28959539523286,True,False
cor_cash_musd,2,W1,equal,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,12,21.65290137000126,True,False
cor_cash_musd,2,W1,recency,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,12,14.993501538550133,True,False
cor_cash_musd,2,W1,recency,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,12,24.59484537681497,True,False
cor_cash_musd,2,W2,equal,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,8,13.976799254605568,True,False
cor_cash_musd,2,W2,equal,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,8,24.50341994567825,True,False
cor_cash_musd,2,W2,recency,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,8,12.52079376815238,True,False
cor_cash_musd,2,W2,recency,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,8,25.649584420811216,True,False
eps_diluted,0,W1,equal,below-ebitda,eps,ebitda_known|rw,14,0.4582393302539406,True,False
eps_diluted,0,W1,equal,below-ebitda,eps,ebitda_known|eq,14,0.4611566637467219,True,False
eps_diluted,0,W1,recency,below-ebitda,eps,ebitda_known|rw,14,0.2168167152036879,True,False
eps_diluted,0,W1,recency,below-ebitda,eps,ebitda_known|eq,14,0.2179178692818034,True,False
eps_diluted,0,W2,equal,below-ebitda,eps,ebitda_known|rw,10,0.0661166404884375,True,False
eps_diluted,0,W2,equal,below-ebitda,eps,ebitda_known|eq,10,0.066775796260628,True,False
eps_diluted,0,W2,recency,below-ebitda,eps,ebitda_known|rw,10,0.0680443816411584,True,False
eps_diluted,0,W2,recency,below-ebitda,eps,ebitda_known|eq,10,0.0685879890020344,True,False
eps_diluted,1,W1,equal,below-ebitda,eps,ebitda_known|rw,13,0.4954599617077204,True,False
eps_diluted,1,W1,equal,below-ebitda,eps,ebitda_known|eq,13,0.4982322204335465,True,False
eps_diluted,1,W1,recency,below-ebitda,eps,ebitda_known|rw,13,0.2199353707343299,True,False
eps_diluted,1,W1,recency,below-ebitda,eps,ebitda_known|eq,13,0.2205147106697467,True,False
eps_diluted,1,W2,equal,below-ebitda,eps,ebitda_known|eq,9,0.0649662221142534,True,False
eps_diluted,1,W2,equal,below-ebitda,eps,ebitda_known|rw,9,0.0671953455812907,True,False
eps_diluted,1,W2,recency,below-ebitda,eps,ebitda_known|eq,9,0.0664187839087284,True,False
eps_diluted,1,W2,recency,below-ebitda,eps,ebitda_known|rw,9,0.0674011037138517,True,False
eps_diluted,2,W1,equal,below-ebitda,eps,ebitda_known|eq,12,0.5350899939783863,True,False
eps_diluted,2,W1,equal,below-ebitda,eps,ebitda_known|rw,12,0.5393279503560178,True,False
eps_diluted,2,W1,recency,below-ebitda,eps,ebitda_known|eq,12,0.2299277803131204,True,False
eps_diluted,2,W1,recency,below-ebitda,eps,ebitda_known|rw,12,0.233978184416866,True,False
eps_diluted,2,W2,equal,below-ebitda,eps,ebitda_known|eq,8,0.0739632648971015,True,False
eps_diluted,2,W2,equal,below-ebitda,eps,ebitda_known|rw,8,0.0800986311249145,True,False
eps_diluted,2,W2,recency,below-ebitda,eps,ebitda_known|eq,8,0.0739265593104973,True,False
eps_diluted,2,W2,recency,below-ebitda,eps,ebitda_known|rw,8,0.0783788284252225,True,False
fcf_musd,0,W1,equal,below-ebitda,fcf,swing_x_gbv_seasonal_other_ebitda_known|rw,14,252.11601764983564,True,False
fcf_musd,0,W1,equal,below-ebitda,fcf,swing_x_gbv_seasonal_other_ebitda_known|eq,14,263.1931495499272,True,False
fcf_musd,0,W1,equal,below-ebitda,fcf,swing_x_gbv_ebitda_known|eq,14,325.18009233158205,True,False
fcf_musd,0,W1,equal,below-ebitda,fcf,swing_x_gbv_ebitda_known|rw,14,334.3956813398698,True,False
fcf_musd,0,W1,recency,below-ebitda,fcf,swing_x_gbv_seasonal_other_ebitda_known|rw,14,229.0481152489698,True,False
fcf_musd,0,W1,recency,below-ebitda,fcf,swing_x_gbv_seasonal_other_ebitda_known|eq,14,236.18880368413187,True,False
fcf_musd,0,W1,recency,below-ebitda,fcf,swing_x_gbv_ebitda_known|eq,14,306.7140634200137,True,False
fcf_musd,0,W1,recency,below-ebitda,fcf,swing_x_gbv_ebitda_known|rw,14,315.0884436917888,True,False
fcf_musd,0,W2,equal,below-ebitda,fcf,swing_x_gbv_seasonal_other_ebitda_known|rw,10,204.08272234407616,True,False
fcf_musd,0,W2,equal,below-ebitda,fcf,swing_x_gbv_seasonal_other_ebitda_known|eq,10,209.7655946151976,True,False
fcf_musd,0,W2,equal,below-ebitda,fcf,swing_x_gbv_ebitda_known|eq,10,287.9988603428476,True,False
fcf_musd,0,W2,equal,below-ebitda,fcf,swing_x_gbv_ebitda_known|rw,10,295.1066722647592,True,False
fcf_musd,0,W2,recency,below-ebitda,fcf,swing_x_gbv_seasonal_other_ebitda_known|rw,10,207.35575509660472,True,False
fcf_musd,0,W2,recency,below-ebitda,fcf,swing_x_gbv_seasonal_other_ebitda_known|eq,10,212.6069058456067,True,False
fcf_musd,0,W2,recency,below-ebitda,fcf,swing_x_gbv_ebitda_known|eq,10,290.3381555344228,True,False
fcf_musd,0,W2,recency,below-ebitda,fcf,swing_x_gbv_ebitda_known|rw,10,298.4437298761536,True,False
fcf_musd,1,W1,equal,below-ebitda,fcf,swing_x_gbv_seasonal_other_ebitda_known|rw,13,280.6592567803724,True,False
fcf_musd,1,W1,equal,below-ebitda,fcf,swing_x_gbv_seasonal_other_ebitda_known|eq,13,288.23372011456104,True,False
fcf_musd,1,W1,equal,below-ebitda,fcf,swing_x_gbv_ebitda_known|rw,13,315.9174569022116,True,False
fcf_musd,1,W1,equal,below-ebitda,fcf,swing_x_gbv_ebitda_known|eq,13,322.4768308809408,True,False
fcf_musd,1,W1,recency,below-ebitda,fcf,swing_x_gbv_seasonal_other_ebitda_known|rw,13,247.0129129319529,True,False
