quarter,revenue,nights,gbv,cor,ops,pd,sm,ga,other_net,sum_lines,adj_ebitda_musd,adj_ebitda_margin_pct,total_cash_costs_musd,vintage_date,horizon_q,spec_id,prior_basis,rev_leg,scenario,n_train,knowable_from,flags
2023Q3,3580.527415143603,119.82005858692649,18639.8222866687,464.0376906000078,306.86727489123325,248.563696041316,457.81667462557374,212.70762127143004,34.75760485084773,1689.9929574295609,1925.2920625648896,53.77118617838241,1655.2353525787132,2023-02-14,2,a_unit_rw,PIT,naive,backtest,12,2023-02-14,
2023Q1,1845.146739130435,120.87316744228599,20244.88934902764,421.4188690344735,253.23033048226665,275.77389285750763,399.83825512789537,177.11554950640553,17.91157385900192,1527.3768970085487,335.68141598088823,18.19266776251548,1509.4653231495467,2023-02-14,0,a_unit_rw,full_sample,guide_cushion,backtest,12,2023-02-14,
2023Q2,2612.1462140992166,124.63866151016865,20314.48146488388,460.2695384478062,280.5007253455385,258.9686909116223,432.56745600975324,196.5522620944373,25.357143067331354,1628.8586728091575,1008.6446843573905,38.61363804649104,1603.5015297418263,2023-02-14,1,a_unit_rw,full_sample,naive,backtest,12,2023-02-14,
2023Q3,3580.527415143603,119.82005858692649,18639.8222866687,473.254283166362,314.96564634086945,259.14762529248316,440.8162086363447,191.8276718386427,34.75760485084773,1680.0114352747019,1935.2735847197487,54.04995857690232,1645.2538304238542,2023-02-14,2,a_unit_rw,full_sample,naive,backtest,12,2023-02-14,
2023Q2,2463.332309110463,119.5169683304868,19592.19310953689,438.56160068540896,267.66599968766826,250.05026896069995,451.2403868136707,216.28648589735147,15.41049711149619,1623.8047420447992,854.93806417716,34.706566426918165,1608.394244933303,2023-05-09,0,a_unit_rw,PIT,guide_cushion,backtest,13,2023-05-09,
2023Q3,3474.5606361829027,118.23163377838318,18498.923243834663,464.023840972521,309.2785343597349,250.2230411591579,459.84521890226284,211.08753772528863,21.736696445535838,1694.4581731189653,1801.8391595094733,51.85804330900799,1672.7214766734294,2023-05-09,1,a_unit_rw,PIT,naive,backtest,13,2023-05-09,
2023Q4,2291.475149105368,104.6089527201142,16010.959429469696,399.1309559883759,277.19523282757524,270.5677824907842,479.7658178891326,230.4436395944574,14.335366379822872,1657.1034287903253,648.7070866948656,28.309584197242206,1642.7680624105024,2023-05-09,2,a_unit_rw,PIT,naive,backtest,13,2023-05-09,
2023Q2,2463.332309110463,119.5169683304868,19592.19310953689,443.9044971585928,268.97429659148094,258.9686909116223,432.56745600975324,196.5522620944373,15.41049711149619,1600.9672027658867,877.7756034560725,35.63366583589557,1585.5567056543905,2023-05-09,0,a_unit_rw,full_sample,guide_cushion,backtest,13,2023-05-09,
2023Q3,3474.5606361829027,118.23163377838318,18498.923243834663,469.67693814183673,310.7902248598012,259.14762529248316,440.8162086363447,191.8276718386427,21.736696445535838,1672.2586687691085,1824.0386638593302,52.49695874823443,1650.5219723235725,2023-05-09,1,a_unit_rw,full_sample,naive,backtest,13,2023-05-09,
2023Q4,2291.475149105368,104.6089527201142,16010.959429469696,403.9934778638798,278.55010668261525,280.2179926689522,459.9124665905311,209.4177010627574,14.335366379822872,1632.0917448687358,673.7187706164551,29.401094350924414,1617.756378488913,2023-05-09,2,a_unit_rw,full_sample,naive,backtest,13,2023-05-09,
2023Q3,3462.880434782609,112.53521870898274,17824.024809077437,448.2371617480653,305.07353494354214,252.6376406377832,459.53379019734535,211.73627510899982,17.800840669452278,1677.2184026357359,1803.4628728163254,52.07984817210538,1659.4175619662835,2023-08-03,0,a_unit_rw,PIT,guide_cushion,backtest,14,2023-08-03,
2023Q4,2245.5171102661598,97.90102484105216,15168.418417300381,379.09372224219896,268.84633983449515,273.178704424706,479.44089802221396,231.1518642743907,11.543018320494268,1631.7115287980048,625.3485997886493,27.848756837774758,1620.1685104775106,2023-08-03,1,a_unit_rw,PIT,naive,backtest,14,2023-08-03,
2024Q1,2146.3460076045626,134.4196610912859,22921.16560836502,470.29598005698875,295.39906475642056,297.3149754983748,543.8818789391783,222.97982866873042,11.033232022428274,1829.8717279196928,327.507511707298,15.25884039884203,1818.8384958972647,2023-08-03,2,a_unit_rw,PIT,naive,backtest,14,2023-08-03,
2023Q3,3462.880434782609,112.53521870898274,17824.024809077437,452.54165809254323,295.8163125172534,259.14762529248316,440.8162086363447,191.8276718386427,17.800840669452278,1640.149476377267,1840.5317990747942,53.150313264868416,1622.3486357078148,2023-08-03,0,a_unit_rw,full_sample,guide_cushion,backtest,14,2023-08-03,
2023Q4,2245.5171102661598,97.90102484105216,15168.418417300381,382.73422258635213,260.6884038575114,280.2179926689522,459.9124665905311,209.4177010627574,11.543018320494268,1592.9707867661043,664.0893418205497,29.574004971257406,1581.4277684456101,2023-08-03,1,a_unit_rw,full_sample,naive,backtest,14,2023-08-03,
2024Q1,2146.3460076045626,134.4196610912859,22921.16560836502,474.8123109187208,286.43540670763593,304.976208888699,521.7286583365702,202.0140449645791,11.033232022428274,1789.966629816205,367.41260981078574,17.1180512605625,1778.9333977937767,2023-08-03,2,a_unit_rw,full_sample,naive,backtest,14,2023-08-03,
2023Q4,2206.735193578123,98.65543323068817,15601.322495344066,389.68122355825994,269.3278973919368,271.03542903658956,456.4840164631524,228.70124665217716,10.62396435878934,1615.229813102116,602.1293448347964,27.285980963509736,1604.6058487433265,2023-11-01,0,a_unit_rw,PIT,guide_cushion,backtest,15,2023-11-01,
2024Q1,2141.3821081830793,137.5172402547448,23934.171316547534,490.78890495384167,300.43249916714404,294.9823344133164,517.8393950200277,220.6158490432618,10.309332656719066,1824.6589825975916,327.0324582422067,15.272027210486378,1814.3496499408725,2023-11-01,1,a_unit_rw,PIT,naive,backtest,15,2023-11-01,
2024Q2,2925.848821081831,130.70383446177644,22408.954516963622,495.37571714967197,335.31417510040797,283.00888172495297,552.1984070118779,252.95743947892322,14.086018877497336,1918.854620465834,1021.0802194934943,34.89859804567587,1904.7686015883367,2023-11-01,2,a_unit_rw,PIT,naive,backtest,15,2023-11-01,
2023Q4,2206.735193578123,98.65543323068817,15601.322495344066,393.6573921091242,262.6972236759987,280.2179926689522,459.9124665905311,209.4177010627574,10.62396435878934,1605.9027761073637,611.4563818295486,27.70864323045935,1595.2788117485743,2023-11-01,0,a_unit_rw,full_sample,guide_cushion,backtest,15,2023-11-01,
2024Q1,2141.3821081830793,137.5172402547448,23934.171316547534,495.79674031006294,293.03605084176974,304.976208888699,521.7286583365702,202.0140449645791,10.309332656719066,1817.5517033416809,334.1397374981174,15.603928706662652,1807.2423706849618,2023-11-01,1,a_unit_rw,full_sample,naive,backtest,15,2023-11-01,
2024Q2,2925.848821081831,130.70383446177644,22408.954516963622,500.4303547054841,327.058963111788,292.5971007788256,556.3457257143522,231.6286693572923,14.086018877497336,1908.0608136677422,1031.874026291586,35.26751002500708,1893.974794790245,2023-11-01,2,a_unit_rw,full_sample,naive,backtest,15,2023-11-01,
2024Q1,2101.9769085380885,134.49790983519756,23222.61540249673,475.3731958433472,290.1161999289194,290.7045991603078,501.105361285415,216.87766493290619,10.160480098381951,1774.1770211508956,337.96036748557486,16.0782150418876,1764.0165410525137,2024-02-13,0,a_unit_rw,PIT,guide_cushion,backtest,16,2024-02-13,
2024Q2,2896.6940063091483,128.9328798185941,21929.62962962963,483.9401283520473,326.58328286552666,278.90478148221416,534.3540582427411,248.6712493209762,14.001962477635406,1872.4535002635052,1038.2424685232786,35.842324603908224,1858.4515377858697,2024-02-13,1,a_unit_rw,PIT,naive,backtest,16,2024-02-13,
2024Q3,3961.380651945321,126.80453514739227,21011.111111111113,514.1863863740502,327.67919992212234,261.7414103140779,439.3577812218093,229.36800165679082,19.148416480083522,1772.3327794888505,2208.196288936554,55.74309774679623,1753.184363008767,2024-02-13,2,a_unit_rw,PIT,naive,backtest,16,2024-02-13,
2024Q1,2101.9769085380885,134.49790983519756,23222.61540249673,481.05684820898034,286.6021472767219,304.976208888699,521.7286583365702,202.0140449645791,10.160480098381951,1796.3779076755504,315.75948096092003,15.02202425147138,1786.2174275771686,2024-02-13,0,a_unit_rw,full_sample,guide_cushion,backtest,16,2024-02-13,
2024Q2,2896.6940063091483,128.9328798185941,21929.62962962963,489.7262085925481,322.62752013459965,292.5971007788256,556.3457257143522,231.6286693572923,14.001962477635406,1892.9252245776179,1017.7707442091659,35.13559740836999,1878.9232620999824,2024-02-13,1,a_unit_rw,full_sample,naive,backtest,16,2024-02-13,
2024Q3,3961.380651945321,126.80453514739227,21011.111111111113,520.3340966295825,323.71016281961505,274.59112534628247,457.43981892068956,213.64836169028786,19.148416480083522,1789.7235654064575,2190.805503018947,55.30408954623195,1770.575148926374,2024-02-13,2,a_unit_rw,full_sample,naive,backtest,16,2024-02-13,
2024Q2,2778.7109376284,119.65776755782795,20356.582685777856,451.37406537193857,298.690676317304,278.7684666976274,529.5194465076194,250.06975184170747,11.129360217224637,1808.4224067361968,981.4178911094281,35.31917904159753,1797.293046518972,2024-05-08,0,a_unit_rw,PIT,guide_cushion,backtest,17,2024-05-08,
2024Q3,4002.4059405940593,123.9497935590421,20542.647058823528,505.1255652688404,315.6533472588394,261.61348413161954,435.3826560173759,230.6579446211183,16.030533023506607,1748.4329972977935,2270.0034763197723,56.7159730924956,1732.402464274287,2024-05-08,1,a_unit_rw,PIT,naive,backtest,17,2024-05-08,
2024Q4,2613.287128712871,108.18232865400493,17399.509803921566,422.58870819876836,268.1469906479773,271.2631618249989,460.0935635210648,240.9347837379008,10.466800778963101,1663.0272079307101,960.726721561124,36.763152085561806,1652.5604071517469,2024-05-08,2,a_unit_rw,PIT,naive,backtest,17,2024-05-08,
2024Q2,2778.7109376284,119.65776755782795,20356.582685777856,454.5973747380187,299.4184948505041,292.5971007788256,556.3457257143522,231.6286693572923,11.129360217224637,1834.587365438993,955.2529324066319,34.377556854543855,1823.4580052217684,2024-05-08,0,a_unit_rw,full_sample,guide_cushion,backtest,17,2024-05-08,
2024Q3,4002.4059405940593,123.9497935590421,20542.647058823528,508.73271971231935,316.422498673387,274.59112534628247,457.43981892068956,213.64836169028786,16.030533023506607,1770.8345243429662,2247.6019492745995,56.15627156852056,1754.8039913194598,2024-05-08,1,a_unit_rw,full_sample,naive,backtest,17,2024-05-08,
2024Q4,2613.287128712871,108.18232865400493,17399.509803921566,425.60645832141745,268.80038348842913,284.719486527088,483.40261945402597,223.1673481022314,10.466800778963101,1685.696295893192,938.0576335986422,35.895697158263125,1675.229495114229,2024-05-08,2,a_unit_rw,full_sample,naive,backtest,17,2024-05-08,
2024Q3,3793.8119812638674,124.20627374509826,20505.421619610577,511.43795883894785,316.64332715835496,261.83645720072656,434.9815199108718,229.20028117765298,22.66316189023826,1754.0995442865542,2062.3755988675516,54.36156586179828,1731.4363823963158,2024-08-06,0,a_unit_rw,PIT,guide_cushion,backtest,18,2024-08-06,
2024Q4,2453.7294685990337,107.38384013900955,17204.18848167539,423.8345700048132,266.45124177440096,271.4943593105894,459.6696602301374,239.412174893489,14.657887226973903,1660.86200621343,807.5253496125775,32.910121508775674,1646.2041189864563,2024-08-06,1,a_unit_rw,PIT,naive,backtest,18,2024-08-06,
2025Q1,2369.6521739130435,144.12041702867072,25417.80104712042,529.7932125060166,279.0394894172861,311.19906798447005,563.1247244251556,253.0280331812704,14.155633201162356,1936.1845275141989,447.623279600007,18.88983052144905,1922.0288943130365,2024-08-06,2,a_unit_rw,PIT,naive,backtest,18,2024-08-06,
2024Q3,3793.8119812638674,124.20627374509826,20505.421619610577,507.8108424645108,317.07724846361924,274.59112534628247,457.43981892068956,213.64836169028786,22.66316189023826,1770.5673968853898,2045.907746268716,53.92749446658514,1747.9042349951515,2024-08-06,0,a_unit_rw,full_sample,guide_cushion,backtest,18,2024-08-06,
2024Q4,2453.7294685990337,107.38384013900955,17204.18848167539,420.8287365848479,266.81638090952066,284.719486527088,483.40261945402597,223.1673481022314,14.657887226973903,1678.934571577714,789.4527842482936,32.173586956146174,1664.2766843507402,2024-08-06,1,a_unit_rw,full_sample,naive,backtest,18,2024-08-06,
2025Q1,2369.6521739130435,144.12041702867072,25417.80104712042,526.03592073106,279.42187922020673,326.35830471484394,592.1991169270549,235.85932998482275,14.155633201162356,1959.8745515779883,423.93325553621753,17.890104725208257,1945.718918376826,2024-08-06,2,a_unit_rw,full_sample,naive,backtest,18,2024-08-06,
2024Q4,2475.5142270861834,108.88465543586558,17295.553396593714,420.1376854955235,275.4228834017372,277.43694692974026,466.55484430298645,235.52955561625427,14.939794287767926,1675.0819157462417,815.3721056277095,32.93748412779059,1660.1421214584739,2024-11-07,0,a_unit_rw,PIT,guide_cushion,backtest,19,2024-11-07,
2025Q1,2353.2363850456286,143.84522968197882,25152.459016393444,516.94442380447,283.916180606806,318.01072968231097,571.5595151435563,248.92460143329242,14.201844254578935,1939.3554506704356,428.0827786297719,18.191235753031734,1925.1536064158568,2024-11-07,1,a_unit_rw,PIT,naive,backtest,19,2024-11-07,
2025Q2,3018.9979393582576,135.70918727915196,23285.245901639348,544.9455800938788,335.1491756035229,307.04484245188644,628.8347901475034,270.1334239769362,18.21973296525813,2086.1078122737276,951.109860049788,31.504157311613255,2067.8880793084695,2024-11-07,2,a_unit_rw,PIT,naive,backtest,19,2024-11-07,
2024Q4,2475.5142270861834,108.88465543586558,17295.553396593714,423.0635982729892,270.5454532299219,284.719486527088,483.40261945402597,223.1673481022314,14.939794287767926,1684.8985055862565,805.5555157876947,32.5409366253523,1669.9587112984887,2024-11-07,0,a_unit_rw,full_sample,guide_cushion,backtest,19,2024-11-07,
2025Q1,2353.2363850456286,143.84522968197882,25152.459016393444,520.5445157435335,278.8883436730887,326.35830471484394,592.1991169270549,235.85932998482275,14.201844254578935,1953.8496110433437,413.58861825686387,17.575311213320564,1939.6477667887648,2024-11-07,1,a_unit_rw,full_sample,naive,backtest,19,2024-11-07,
2025Q2,3018.9979393582576,135.70918727915196,23285.245901639348,548.7406770129749,329.21405982462346,315.10457006950446,651.5426610032524,255.9549679655924,18.21973296525813,2100.5569358759476,936.6607364475681,31.02555070463785,2082.3372029106895,2024-11-07,2,a_unit_rw,full_sample,naive,backtest,19,2024-11-07,
2025Q1,2301.0778224333208,143.1301938635497,24982.62984108669,513.337522862237,279.55035005037433,323.72784020193285,579.0105232127329,247.0621933631023,12.834968234523258,1942.6884296903795,371.2243609774645,16.132629559868857,1929.8534614558562,2025-02-13,0,a_unit_rw,PIT,guide_cushion,backtest,20,2025-02-13,
2025Q2,3072.6059513074842,140.54757085020245,24072.25806451613,563.2362376368727,343.4680548813807,312.5648112294524,637.0324545576414,268.11233539852356,17.138403315944977,2124.4138937038706,965.3304609195586,31.41732054866268,2107.275490387926,2025-02-13,1,a_unit_rw,PIT,naive,backtest,20,2025-02-13,
2025Q3,4172.8403967538325,137.96356275303646,22823.225806451614,517.598518776968,379.5650160631818,328.193051790925,569.3402013219148,232.6594646020246,23.275298826458027,2027.3562525550142,2168.759443025276,51.973218163637746,2004.0809537285563,2025-02-13,2,a_unit_rw,PIT,naive,backtest,20,2025-02-13,
2025Q1,2301.0778224333208,143.1301938635497,24982.62984108669,517.0298038912426,277.5020262018071,326.35830471484394,592.1991169270549,235.85932998482275,12.834968234523258,1948.9485817197713,364.9642089480728,15.860576525922712,1936.113613485248,2025-02-13,0,a_unit_rw,full_sample,guide_cushion,backtest,20,2025-02-13,
2025Q2,3072.6059513074842,140.54757085020245,24072.25806451613,567.287424979422,340.9513926489501,315.10457006950446,651.5426610032524,255.9549679655924,17.138403315944977,2130.8410166667213,958.9033379567079,31.208145566100537,2113.702613350776,2025-02-13,1,a_unit_rw,full_sample,naive,backtest,20,2025-02-13,
2025Q3,4172.8403967538325,137.96356275303646,22823.225806451614,521.3214478565834,376.7838638509098,330.8597985729797,582.3085262476886,222.10968294534877,23.275298826458027,2033.3833194735103,2162.73237610678,51.82878256712692,2010.1080206470524,2025-02-13,2,a_unit_rw,full_sample,naive,backtest,20,2025-02-13,
2025Q2,3081.8268965730354,142.74341137370843,23981.10083331124,561.6134437230828,349.3888434585787,314.9715320058155,624.7597762778605,265.7369124346828,18.473765863240377,2116.4705079000205,983.8301545362552,31.923602056632898,2097.9967420367802,2025-05-01,0,a_unit_rw,PIT,guide_cushion,backtest,21,2025-05-01,
2025Q3,3958.4985994397757,132.52398190045247,21504.366812227072,488.1319998589644,365.1793469719351,330.7201086061063,558.3716406582017,230.59814715406358,23.72890455895933,1973.001243249271,2009.226260749464,50.75728108212085,1949.2723386903117,2025-05-01,1,a_unit_rw,PIT,naive,backtest,21,2025-05-01,
2025Q4,2630.513538748833,119.78959276018098,18829.6943231441,448.24164288124246,278.8833629612761,344.2188885492127,593.9367133115903,248.16752979437317,15.768403886982622,1913.4481374976947,732.833805138121,27.85896344356711,1897.679733610712,2025-05-01,2,a_unit_rw,PIT,naive,backtest,21,2025-05-01,
2025Q2,3081.8268965730354,142.74341137370843,23981.10083331124,565.1392114292066,346.27823593763503,315.10457006950446,651.5426610032524,255.9549679655924,18.473765863240377,2134.019646405191,966.2810160310847,31.354162594452685,2115.5458805419507,2025-05-01,0,a_unit_rw,full_sample,guide_cushion,backtest,21,2025-05-01,
2025Q3,3958.4985994397757,132.52398190045247,21504.366812227072,491.19645648952354,361.9281566593318,330.8597985729797,582.3085262476886,222.10968294534877,23.72890455895933,1988.4026209148724,1993.8248830838627,50.36820989063979,1964.673716355913,2025-05-01,1,a_unit_rw,full_sample,naive,backtest,21,2025-05-01,
2025Q4,2630.513538748833,119.78959276018098,18829.6943231441,451.0556707979065,276.40046546029663,344.36428014738703,619.3982412953121,239.03232545547058,15.768403886982622,1930.250983156373,716.0309594794427,27.22019670045161,1914.4825792693905,2025-05-01,2,a_unit_rw,full_sample,naive,backtest,21,2025-05-01,
2025Q3,4139.566689730157,129.88809603446975,21935.98213111468,496.92235629903536,354.0258355701124,333.59757980676335,560.5722782303864,227.18903783219932,23.845073497790963,1972.3070877384969,2191.104675489451,52.93077367071675,1948.4620142407061,2025-08-06,0,a_unit_rw,PIT,guide_cushion,backtest,22,2025-08-06,
2025Q4,2794.061135371179,119.25179856115108,19509.433962264146,463.4836656609345,274.61378288291684,347.2138075539782,596.2775188820033,244.4986788098907,16.09458141972585,1926.0874537897234,884.0682630011812,31.640977779956007,1909.9928723699977,2025-08-06,1,a_unit_rw,PIT,naive,backtest,22,2025-08-06,
2026Q1,2559.720524017467,153.73812949640288,27158.018867924522,549.2335710174071,292.23051612446244,383.52374821321774,617.7006632729735,254.2353518598421,14.74471330065207,2096.923850487903,477.5413868302161,18.655997103961862,2082.179137187251,2025-08-06,2,a_unit_rw,PIT,naive,backtest,22,2025-08-06,
2025Q3,4139.566689730157,129.88809603446975,21935.98213111468,501.0552873518972,354.7294496860073,330.8597985729797,582.3085262476886,222.10968294534877,23.845073497790963,1991.0627448039215,2172.349018424027,52.477691054317425,1967.2176713061303,2025-08-06,0,a_unit_rw,full_sample,guide_cushion,backtest,22,2025-08-06,
2025Q4,2794.061135371179,119.25179856115108,19509.433962264146,467.33848525200875,275.1595682879412,344.36428014738703,619.3982412953121,239.03232545547058,16.09458141972585,1945.2929004381197,864.862816352785,30.95361105038569,1929.1983190183937,2025-08-06,1,a_unit_rw,full_sample,naive,backtest,22,2025-08-06,
2026Q1,2559.720524017467,153.73812949640288,27158.018867924522,553.8015773712328,292.81131417811105,380.3762310124733,641.6520703238862,248.5513118674141,14.74471330065207,2117.1925047531176,457.27273256500155,17.86416635232172,2102.4477914524655,2025-08-06,2,a_unit_rw,full_sample,naive,backtest,22,2025-08-06,
