fy,scenario,spec_id,prior_basis,revenue,nights,gbv,cor,ops,pd,sm,ga,other_net,adj_ebitda_musd,adj_ebitda_margin_pct,cor_pct_rev,ops_pct_rev,pd_pct_rev,sm_pct_rev,ga_pct_rev,cons_revenue_musd,cons_ebitda_musd,cons_margin_pct,ws31b_historical_margin_pct,ws31b_management_margin_pct,ws31b_base_margin_pct,ws30_margin_pct,mgmt_fy26_floor_pct,fy25_actual_margin_pct,margin_chg_fy27_vs_fy26_pp,margin_chg_fy28_vs_fy27_pp,margin_chg_fy26_vs_fy25_pp
FY26,bull,a_unit_eq,PIT,14317.972099999999,585.4963,106513.7,2390.7102329746112,1310.3523380321112,1491.6383886690055,3000.2634294477475,1021.2028953114428,92.3625138284625,5196.167329393545,36.291224016238615,16.697268413971916,9.151801169050408,10.417944512330804,20.95452769772996,7.132315164320253,14189.55705,5053.72214,35.61578506074649,35.80694006124159,35.81959560156751,35.252104573905875,38.0,35.5,35.10334123029164,,,1.1878827859469752
FY27,bull,a_unit_eq,PIT,16570.7436,639.2666999999999,122211.79999999999,2689.8025697003914,1381.0209516936186,1658.3052835897936,3685.7015173991344,1124.5163601092831,112.1551801833209,6143.5520976911,37.07469167340867,16.23223818211991,8.334091607654942,10.007428294224487,22.242221630893702,6.78615508907689,15819.33924,5766.09917,36.449684038762676,35.39656495096794,36.45984872969117,35.942640628694235,41.26,,35.10334123029164,0.783467657170057,,
FY26,bull,a_unit_eq,full_sample,14317.972099999999,585.4963,106513.7,2390.7102329746112,1310.3523380321112,1491.6383886690055,3000.2634294477475,1021.2028953114428,92.3625138284625,5196.167329393545,36.291224016238615,16.697268413971916,9.151801169050408,10.417944512330804,20.95452769772996,7.132315164320253,14189.55705,5053.72214,35.61578506074649,35.80694006124159,35.81959560156751,35.252104573905875,38.0,35.5,35.10334123029164,,,1.1878827859469752
FY27,bull,a_unit_eq,full_sample,16570.7436,639.2666999999999,122211.79999999999,2689.8025697003914,1381.0209516936186,1658.3052835897936,3685.7015173991344,1124.5163601092831,112.1551801833209,6143.5520976911,37.07469167340867,16.23223818211991,8.334091607654942,10.007428294224487,22.242221630893702,6.78615508907689,15819.33924,5766.09917,36.449684038762676,35.39656495096794,36.45984872969117,35.942640628694235,41.26,,35.10334123029164,0.783467657170057,,
FY26,base,a_unit_rw,PIT,14268.1433,583.1113,105415.3,2371.9215717735415,1304.9166655697295,1500.749474308675,3009.8424309335132,998.7552209514283,92.02525931670246,5173.983195779814,36.262484101766866,16.623897881468164,9.145665544091708,10.518183359629385,21.094843019508453,6.999896201991666,14189.55705,5053.72214,35.61578506074649,35.80694006124159,35.81959560156751,35.252104573905875,36.19,35.5,35.10334123029164,,,1.1591428714752254
FY27,base,a_unit_rw,PIT,15828.606600000001,621.8413999999999,115472.5,2563.1571635654636,1344.0139797452468,1688.9036353002498,3721.139936719012,1056.3485974549217,107.13220046889764,5562.175487684005,35.14001976449401,16.19319519612967,8.49104418164797,10.669945106224635,23.508954583020664,6.6736676458616495,15819.33924,5766.09917,36.449684038762676,35.39656495096794,36.45984872969117,35.942640628694235,36.43,,35.10334123029164,-1.1224643372728522,,
FY28,base,a_unit_rw,PIT,17137.441,659.4317,124940.69999999998,2738.0785699819585,1377.4973264037294,1900.6473353218155,4600.533996841326,1117.263105049888,115.99073823313705,5519.411404634418,32.20674197877278,15.97717284617907,8.037940591035321,11.090613442939443,26.84492974675348,6.519427871698512,17535.09557,6602.71735,37.65429919467499,34.571733785241115,37.35650010527184,36.94149744882339,,,35.10334123029164,,-2.9332777857212307,
FY26,base,a_unit_rw,full_sample,14268.1433,583.1113,105415.3,2371.9215717735415,1304.9166655697295,1500.749474308675,3009.8424309335132,998.7552209514283,92.02525931670246,5173.983195779814,36.262484101766866,16.623897881468164,9.145665544091708,10.518183359629385,21.094843019508453,6.999896201991666,14189.55705,5053.72214,35.61578506074649,35.80694006124159,35.81959560156751,35.252104573905875,36.19,35.5,35.10334123029164,,,1.1591428714752254
FY27,base,a_unit_rw,full_sample,15828.606600000001,621.8413999999999,115472.5,2563.1571635654636,1344.0139797452468,1688.9036353002498,3721.139936719012,1056.3485974549217,107.13220046889764,5562.175487684005,35.14001976449401,16.19319519612967,8.49104418164797,10.669945106224635,23.508954583020664,6.6736676458616495,15819.33924,5766.09917,36.449684038762676,35.39656495096794,36.45984872969117,35.942640628694235,36.43,,35.10334123029164,-1.1224643372728522,,
FY28,base,a_unit_rw,full_sample,17137.441,659.4317,124940.69999999998,2738.0785699819585,1377.4973264037294,1900.6473353218155,4600.533996841326,1117.263105049888,115.99073823313705,5519.411404634418,32.20674197877278,15.97717284617907,8.037940591035321,11.090613442939443,26.84492974675348,6.519427871698512,17535.09557,6602.71735,37.65429919467499,34.571733785241115,37.35650010527184,36.94149744882339,,,35.10334123029164,,-2.9332777857212307,
FY26,bear,a_unit_rw,PIT,14213.842499999999,581.108,104393.2,2347.7623818633474,1299.9573732443102,1500.749474308675,3009.8424309335132,998.7552209514283,91.65773712487406,5148.433355823599,36.221263573334234,16.517436308045117,9.14571392812542,10.55836572206759,21.17543113998564,7.026637736779681,14189.55705,5053.72214,35.61578506074649,35.80694006124159,35.81959560156751,35.252104573905875,34.01,35.5,35.10334123029164,,,1.1179223430425935
FY27,bear,a_unit_rw,PIT,14948.333900000001,602.2638,107833.2,2394.0121251364762,1301.5406927523259,1688.9036353002498,3721.139936719012,1056.3485974549217,101.17428176216208,4887.563194399177,32.69637423873156,16.01524384691779,8.706928153058755,11.298273416947486,24.89334237255037,7.066664449172637,15819.33924,5766.09917,36.449684038762676,35.39656495096794,36.45984872969117,35.942640628694235,30.56,,35.10334123029164,-3.524889334602676,,
FY26,bear,a_unit_rw,full_sample,14213.842499999999,581.108,104393.2,2347.7623818633474,1299.9573732443102,1500.749474308675,3009.8424309335132,998.7552209514283,91.65773712487406,5148.433355823599,36.221263573334234,16.517436308045117,9.14571392812542,10.55836572206759,21.17543113998564,7.026637736779681,14189.55705,5053.72214,35.61578506074649,35.80694006124159,35.81959560156751,35.252104573905875,34.01,35.5,35.10334123029164,,,1.1179223430425935
FY27,bear,a_unit_rw,full_sample,14948.333900000001,602.2638,107833.2,2394.0121251364762,1301.5406927523259,1688.9036353002498,3721.139936719012,1056.3485974549217,101.17428176216208,4887.563194399177,32.69637423873156,16.01524384691779,8.706928153058755,11.298273416947486,24.89334237255037,7.066664449172637,15819.33924,5766.09917,36.449684038762676,35.39656495096794,36.45984872969117,35.942640628694235,30.56,,35.10334123029164,-3.524889334602676,,
FY26,bull,a_unit_rw,PIT,14317.972099999999,585.4963,106513.7,2397.8736194504418,1310.7633941498002,1500.749474308675,3009.8424309335132,998.7552209514283,92.3625138284625,5192.350474034603,36.26456622327546,16.747299147554855,9.154672079224127,10.481578423446397,21.02142964039938,6.975535459741735,14189.55705,5053.72214,35.61578506074649,35.80694006124159,35.81959560156751,35.252104573905875,38.0,35.5,35.10334123029164,,,1.1612249929838185
FY27,bull,a_unit_rw,PIT,16570.7436,639.2666999999999,122211.79999999999,2714.1899862898154,1382.2796171857376,1688.9036353002498,3721.139936719012,1056.3485974549217,112.1551801833209,6120.0370072335845,36.93278439981163,16.37940971031508,8.341687316830715,10.192081152593838,22.456083001121396,6.3747808967059365,15819.33924,5766.09917,36.449684038762676,35.39656495096794,36.45984872969117,35.942640628694235,41.26,,35.10334123029164,0.6682181765361719,,
FY26,bull,a_unit_rw,full_sample,14317.972099999999,585.4963,106513.7,2397.8736194504418,1310.7633941498002,1500.749474308675,3009.8424309335132,998.7552209514283,92.3625138284625,5192.350474034603,36.26456622327546,16.747299147554855,9.154672079224127,10.481578423446397,21.02142964039938,6.975535459741735,14189.55705,5053.72214,35.61578506074649,35.80694006124159,35.81959560156751,35.252104573905875,38.0,35.5,35.10334123029164,,,1.1612249929838185
FY27,bull,a_unit_rw,full_sample,16570.7436,639.2666999999999,122211.79999999999,2714.1899862898154,1382.2796171857376,1688.9036353002498,3721.139936719012,1056.3485974549217,112.1551801833209,6120.0370072335845,36.93278439981163,16.37940971031508,8.341687316830715,10.192081152593838,22.456083001121396,6.3747808967059365,15819.33924,5766.09917,36.449684038762676,35.39656495096794,36.45984872969117,35.942640628694235,41.26,,35.10334123029164,0.6682181765361719,,
FY26,base,a_unit_rw_incl2020,PIT,14268.1433,583.1113,105415.3,2361.835759774389,1299.7664746830321,1498.9883591379573,3020.149190813822,997.1679993107671,92.02525931670246,5182.260775596735,36.32049851641688,16.55321025388348,9.1095698112524,10.50584037194214,21.167079186917206,6.988771968044133,14189.55705,5053.72214,35.61578506074649,35.80694006124159,35.81959560156751,35.252104573905875,36.19,35.5,35.10334123029164,,,1.2171572861252429
FY27,base,a_unit_rw_incl2020,PIT,15828.606600000001,621.8413999999999,115472.5,2530.1119407239667,1328.6049407183887,1682.9697901748143,3759.4390408779927,1051.6025487629079,107.13220046889764,5583.010539210827,35.27164885891363,15.984426201633987,8.39369487342233,10.632456998298348,23.75091589475723,6.643683650353075,15819.33924,5766.09917,36.449684038762676,35.39656495096794,36.45984872969117,35.942640628694235,36.43,,35.10334123029164,-1.0488496575032542,,
FY28,base,a_unit_rw_incl2020,PIT,17137.441,659.4317,124940.69999999998,2679.2457725811387,1351.4049959066149,1889.532561993954,4679.696600772628,1109.008633779874,115.99073823313705,5544.5431731989265,32.353390294379,15.633873065302685,7.885687226620445,11.02575677426959,27.30685754525794,6.47126157154895,17535.09557,6602.71735,37.65429919467499,34.571733785241115,37.35650010527184,36.94149744882339,,,35.10334123029164,,-2.918258564534632,
FY26,base,a_unit_rw_incl2020,full_sample,14268.1433,583.1113,105415.3,2361.835759774389,1299.7664746830321,1498.9883591379573,3020.149190813822,997.1679993107671,92.02525931670246,5182.260775596735,36.32049851641688,16.55321025388348,9.1095698112524,10.50584037194214,21.167079186917206,6.988771968044133,14189.55705,5053.72214,35.61578506074649,35.80694006124159,35.81959560156751,35.252104573905875,36.19,35.5,35.10334123029164,,,1.2171572861252429
FY27,base,a_unit_rw_incl2020,full_sample,15828.606600000001,621.8413999999999,115472.5,2530.1119407239667,1328.6049407183887,1682.9697901748143,3759.4390408779927,1051.6025487629079,107.13220046889764,5583.010539210827,35.27164885891363,15.984426201633987,8.39369487342233,10.632456998298348,23.75091589475723,6.643683650353075,15819.33924,5766.09917,36.449684038762676,35.39656495096794,36.45984872969117,35.942640628694235,36.43,,35.10334123029164,-1.0488496575032542,,
FY28,base,a_unit_rw_incl2020,full_sample,17137.441,659.4317,124940.69999999998,2679.2457725811387,1351.4049959066149,1889.532561993954,4679.696600772628,1109.008633779874,115.99073823313705,5544.5431731989265,32.353390294379,15.633873065302685,7.885687226620445,11.02575677426959,27.30685754525794,6.47126157154895,17535.09557,6602.71735,37.65429919467499,34.571733785241115,37.35650010527184,36.94149744882339,,,35.10334123029164,,-2.918258564534632,
FY26,bear,a_unit_rw_incl2020,PIT,14213.842499999999,581.108,104393.2,2337.887002982832,1294.8446925309281,1498.9883591379573,3020.149190813822,997.1679993107671,91.65773712487406,5156.462992348566,36.27775523999627,16.447959114383266,9.109744198522872,10.545975580761906,21.24794326948411,7.015471005189252,14189.55705,5053.72214,35.61578506074649,35.80694006124159,35.81959560156751,35.252104573905875,34.01,35.5,35.10334123029164,,,1.174414009704627
FY27,bear,a_unit_rw_incl2020,PIT,14948.333900000001,602.2638,107833.2,2363.1450222211174,1286.6271753685558,1682.9697901748143,3759.4390408779927,1051.6025487629079,101.17428176216208,4905.724604356774,32.8178687817294,15.808751918641027,8.607161065411816,11.258577721325949,25.149552224532474,7.034914765737924,15819.33924,5766.09917,36.449684038762676,35.39656495096794,36.45984872969117,35.942640628694235,30.56,,35.10334123029164,-3.4598864582668654,,
FY26,bear,a_unit_rw_incl2020,full_sample,14213.842499999999,581.108,104393.2,2337.887002982832,1294.8446925309281,1498.9883591379573,3020.149190813822,997.1679993107671,91.65773712487406,5156.462992348566,36.27775523999627,16.447959114383266,9.109744198522872,10.545975580761906,21.24794326948411,7.015471005189252,14189.55705,5053.72214,35.61578506074649,35.80694006124159,35.81959560156751,35.252104573905875,34.01,35.5,35.10334123029164,,,1.174414009704627
FY27,bear,a_unit_rw_incl2020,full_sample,14948.333900000001,602.2638,107833.2,2363.1450222211174,1286.6271753685558,1682.9697901748143,3759.4390408779927,1051.6025487629079,101.17428176216208,4905.724604356774,32.8178687817294,15.808751918641027,8.607161065411816,11.258577721325949,25.149552224532474,7.034914765737924,15819.33924,5766.09917,36.449684038762676,35.39656495096794,36.45984872969117,35.942640628694235,30.56,,35.10334123029164,-3.4598864582668654,,
FY26,bull,a_unit_rw_incl2020,PIT,14317.972099999999,585.4963,106513.7,2387.561758053607,1305.5689808644265,1498.9883591379573,3020.149190813822,997.1679993107671,92.3625138284625,5200.898325647882,36.3242663788113,16.675278743234923,9.118393105853494,10.469278391302058,21.093414414558204,6.964449939881969,14189.55705,5053.72214,35.61578506074649,35.80694006124159,35.81959560156751,35.252104573905875,38.0,35.5,35.10334123029164,,,1.2209251485196617
FY27,bull,a_unit_rw_incl2020,PIT,16570.7436,639.2666999999999,122211.79999999999,2679.11440925897,1366.4121616122984,1682.9697901748143,3759.4390408779927,1051.6025487629079,112.1551801833209,6143.360829496337,37.073537421074676,16.167737996132956,8.24593147173129,10.156271986338707,22.687207838264978,6.346139763835992,15819.33924,5766.09917,36.449684038762676,35.39656495096794,36.45984872969117,35.942640628694235,41.26,,35.10334123029164,0.7492710422633735,,
FY26,bull,a_unit_rw_incl2020,full_sample,14317.972099999999,585.4963,106513.7,2387.561758053607,1305.5689808644265,1498.9883591379573,3020.149190813822,997.1679993107671,92.3625138284625,5200.898325647882,36.3242663788113,16.675278743234923,9.118393105853494,10.469278391302058,21.093414414558204,6.964449939881969,14189.55705,5053.72214,35.61578506074649,35.80694006124159,35.81959560156751,35.252104573905875,38.0,35.5,35.10334123029164,,,1.2209251485196617
FY27,bull,a_unit_rw_incl2020,full_sample,16570.7436,639.2666999999999,122211.79999999999,2679.11440925897,1366.4121616122984,1682.9697901748143,3759.4390408779927,1051.6025487629079,112.1551801833209,6143.360829496337,37.073537421074676,16.167737996132956,8.24593147173129,10.156271986338707,22.687207838264978,6.346139763835992,15819.33924,5766.09917,36.449684038762676,35.39656495096794,36.45984872969117,35.942640628694235,41.26,,35.10334123029164,0.7492710422633735,,
FY26,base,b_elastic_eq,PIT,14268.1433,583.1113,105415.3,2378.5719748882602,1318.0796588978512,1491.6383886690055,2977.9946643194976,1021.2028953114428,92.02525931670246,5172.680977230646,36.25335734629639,16.670508032311815,9.237919967469427,10.45432721907836,20.87163411317503,7.157223430125228,14189.55705,5053.72214,35.61578506074649,35.80694006124159,35.81959560156751,35.252104573905875,36.19,35.5,35.10334123029164,,,1.1500161160047497
FY27,base,b_elastic_eq,PIT,15828.606600000001,621.8413999999999,115472.5,2609.3866097735163,1396.090758631412,1658.3052835897936,3543.5135439797987,1124.5163601092831,107.13220046889764,5603.926244385094,35.40378749690508,16.48525783547818,8.820048371354506,10.476634649507263,22.386768674760027,7.104329449373536,15819.33924,5766.09917,36.449684038762676,35.39656495096794,36.45984872969117,35.942640628694235,36.43,,35.10334123029164,-0.8495698493913082,,
FY28,base,b_elastic_eq,PIT,17137.441,659.4317,124940.69999999998,2838.9678060027886,1474.2934067017568,1843.5945564766803,4171.80875096589,1238.281883021666,115.99073823313705,5686.485335064354,33.181647919688565,16.565879386559455,8.602762843657679,10.757700385236515,24.343242091779572,7.225593850456823,17535.09557,6602.71735,37.65429919467499,34.571733785241115,37.35650010527184,36.94149744882339,,,35.10334123029164,,-2.2221395772165167,
FY26,base,b_elastic_eq,full_sample,14268.1433,583.1113,105415.3,2378.5719748882602,1318.0796588978512,1491.6383886690055,2977.9946643194976,1021.2028953114428,92.02525931670246,5172.680977230646,36.25335734629639,16.670508032311815,9.237919967469427,10.45432721907836,20.87163411317503,7.157223430125228,14189.55705,5053.72214,35.61578506074649,35.80694006124159,35.81959560156751,35.252104573905875,36.19,35.5,35.10334123029164,,,1.1500161160047497
FY27,base,b_elastic_eq,full_sample,15828.606600000001,621.8413999999999,115472.5,2609.3866097735163,1396.090758631412,1658.3052835897936,3543.5135439797987,1124.5163601092831,107.13220046889764,5603.926244385094,35.40378749690508,16.48525783547818,8.820048371354506,10.476634649507263,22.386768674760027,7.104329449373536,15819.33924,5766.09917,36.449684038762676,35.39656495096794,36.45984872969117,35.942640628694235,36.43,,35.10334123029164,-0.8495698493913082,,
FY28,base,b_elastic_eq,full_sample,17137.441,659.4317,124940.69999999998,2838.9678060027886,1474.2934067017568,1843.5945564766803,4171.80875096589,1238.281883021666,115.99073823313705,5686.485335064354,33.181647919688565,16.565879386559455,8.602762843657679,10.757700385236515,24.343242091779572,7.225593850456823,17535.09557,6602.71735,37.65429919467499,34.571733785241115,37.35650010527184,36.94149744882339,,,35.10334123029164,,-2.2221395772165167,
FY26,bear,b_elastic_eq,PIT,14213.842499999999,581.108,104393.2,2360.982839630017,1314.9619099938268,1491.6383886690055,2972.6299299870816,1021.2028953114428,91.65773712487406,5144.0842735335,36.190666060451285,16.61044745381143,9.251276774692183,10.494265633441524,20.9136264876094,7.184565998331858,14189.55705,5053.72214,35.61578506074649,35.80694006124159,35.81959560156751,35.252104573905875,34.01,35.5,35.10334123029164,,,1.0873248301596448
FY27,bear,b_elastic_eq,PIT,14948.333900000001,602.2638,107833.2,2483.930553699338,1368.7012610196307,1658.3052835897936,3464.027880404983,1124.5163601092831,101.17428176216208,4950.0268429391335,33.11423785455537,16.616771944727148,9.15621279385277,11.093579355956141,23.173337601222453,7.522686927064715,15819.33924,5766.09917,36.449684038762676,35.39656495096794,36.45984872969117,35.942640628694235,30.56,,35.10334123029164,-3.0764282058959154,,
FY26,bear,b_elastic_eq,full_sample,14213.842499999999,581.108,104393.2,2360.982839630017,1314.9619099938268,1491.6383886690055,2972.6299299870816,1021.2028953114428,91.65773712487406,5144.0842735335,36.190666060451285,16.61044745381143,9.251276774692183,10.494265633441524,20.9136264876094,7.184565998331858,14189.55705,5053.72214,35.61578506074649,35.80694006124159,35.81959560156751,35.252104573905875,34.01,35.5,35.10334123029164,,,1.0873248301596448
FY27,bear,b_elastic_eq,full_sample,14948.333900000001,602.2638,107833.2,2483.930553699338,1368.7012610196307,1658.3052835897936,3464.027880404983,1124.5163601092831,101.17428176216208,4950.0268429391335,33.11423785455537,16.616771944727148,9.15621279385277,11.093579355956141,23.173337601222453,7.522686927064715,15819.33924,5766.09917,36.449684038762676,35.39656495096794,36.45984872969117,35.942640628694235,30.56,,35.10334123029164,-3.0764282058959154,,
FY26,bull,b_elastic_eq,PIT,14317.972099999999,585.4963,106513.7,2397.353321831172,1321.7475803594373,1491.6383886690055,2982.8701853513207,1021.2028953114428,92.3625138284625,5195.522242306084,36.286718580112925,16.743665269686982,9.23138815418866,10.417944512330804,20.83304929300233,7.132315164320253,14189.55705,5053.72214,35.61578506074649,35.80694006124159,35.81959560156751,35.252104573905875,38.0,35.5,35.10334123029164,,,1.183377349821285
FY27,bull,b_elastic_eq,PIT,16570.7436,639.2666999999999,122211.79999999999,2719.5335946959312,1420.5144949731418,1658.3052835897936,3609.100677999578,1124.5163601092831,112.1551801833209,6150.928368815594,37.119205494288096,16.411656956033834,8.572424565021581,10.007428294224487,21.77995607873371,6.78615508907689,15819.33924,5766.09917,36.449684038762676,35.39656495096794,36.45984872969117,35.942640628694235,41.26,,35.10334123029164,0.8324869141751705,,
FY26,bull,b_elastic_eq,full_sample,14317.972099999999,585.4963,106513.7,2397.353321831172,1321.7475803594373,1491.6383886690055,2982.8701853513207,1021.2028953114428,92.3625138284625,5195.522242306084,36.286718580112925,16.743665269686982,9.23138815418866,10.417944512330804,20.83304929300233,7.132315164320253,14189.55705,5053.72214,35.61578506074649,35.80694006124159,35.81959560156751,35.252104573905875,38.0,35.5,35.10334123029164,,,1.183377349821285
FY27,bull,b_elastic_eq,full_sample,16570.7436,639.2666999999999,122211.79999999999,2719.5335946959312,1420.5144949731418,1658.3052835897936,3609.100677999578,1124.5163601092831,112.1551801833209,6150.928368815594,37.119205494288096,16.411656956033834,8.572424565021581,10.007428294224487,21.77995607873371,6.78615508907689,15819.33924,5766.09917,36.449684038762676,35.39656495096794,36.45984872969117,35.942640628694235,41.26,,35.10334123029164,0.8324869141751705,,
FY26,base,b_elastic_rw,PIT,14268.1433,583.1113,105415.3,2375.3087945644074,1307.0948541745518,1500.749474308675,3015.7938389466385,998.7552209514283,92.02525931670246,5162.466376371001,36.1817670864786,16.647637640171496,9.160931641151597,10.518183359629385,21.1365541790335,6.999896201991666,14189.55705,5053.72214,35.61578506074649,35.80694006124159,35.81959560156751,35.252104573905875,36.19,35.5,35.10334123029164,,,1.0784258561869606
FY27,base,b_elastic_rw,PIT,15828.606600000001,621.8413999999999,115472.5,2590.842433040081,1357.9451371747555,1688.9036353002498,3678.9162988285802,1056.3485974549217,107.13220046889764,5562.78269867031,35.14385592646108,16.368101744597535,8.579056713524963,10.669945106224635,23.24219934070874,6.6736676458616495,15819.33924,5766.09917,36.449684038762676,35.39656495096794,36.45984872969117,35.942640628694235,36.43,,35.10334123029164,-1.0379111600175221,,
FY28,base,b_elastic_rw,PIT,17137.441,659.4317,124940.69999999998,2799.741901098985,1405.5046299102878,1900.6473353218155,4439.696112327214,1117.263105049888,115.99073823313705,5590.578654524947,32.62201547200044,16.336989292035987,8.20136816173598,11.090613442939443,25.906412236968254,6.519427871698512,17535.09557,6602.71735,37.65429919467499,34.571733785241115,37.35650010527184,36.94149744882339,,,35.10334123029164,,-2.521840454460637,
FY26,base,b_elastic_rw,full_sample,14268.1433,583.1113,105415.3,2375.3087945644074,1307.0948541745518,1500.749474308675,3015.7938389466385,998.7552209514283,92.02525931670246,5162.466376371001,36.1817670864786,16.647637640171496,9.160931641151597,10.518183359629385,21.1365541790335,6.999896201991666,14189.55705,5053.72214,35.61578506074649,35.80694006124159,35.81959560156751,35.252104573905875,36.19,35.5,35.10334123029164,,,1.0784258561869606
FY27,base,b_elastic_rw,full_sample,15828.606600000001,621.8413999999999,115472.5,2590.842433040081,1357.9451371747555,1688.9036353002498,3678.9162988285802,1056.3485974549217,107.13220046889764,5562.78269867031,35.14385592646108,16.368101744597535,8.579056713524963,10.669945106224635,23.24219934070874,6.6736676458616495,15819.33924,5766.09917,36.449684038762676,35.39656495096794,36.45984872969117,35.942640628694235,36.43,,35.10334123029164,-1.0379111600175221,,
FY28,base,b_elastic_rw,full_sample,17137.441,659.4317,124940.69999999998,2799.741901098985,1405.5046299102878,1900.6473353218155,4439.696112327214,1117.263105049888,115.99073823313705,5590.578654524947,32.62201547200044,16.336989292035987,8.20136816173598,11.090613442939443,25.906412236968254,6.519427871698512,17535.09557,6602.71735,37.65429919467499,34.571733785241115,37.35650010527184,36.94149744882339,,,35.10334123029164,,-2.521840454460637,
