ORACLE_NOT_A_FORECAST,method,object,target,quarter,vintage_date,horizon_q,point,window,prior_basis,spec_id,n_params,n_train,knowable_from,actual,target_print_date,notes,q05,q10,q25,q50,q75,q90,q95,sd,sigma_n,sigma_kind
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,pd_cash_musd,2023Q2,2023-02-14,1,248.39206957549194,W1,PIT,e_revknown_rw,10.0,12.0,2023-02-14,260.0,2023-08-03,rev_leg=actual;scenario=backtest;,223.84430276573315,229.26621638697702,238.32599632004212,248.39206957549194,258.4581428309418,267.51792276400687,272.9398363852507,14.923982540169833,3.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,sm_cash_musd,2023Q2,2023-02-14,1,406.6495999447384,W1,PIT,e_revknown_rw,10.0,12.0,2023-02-14,450.0,2023-08-03,rev_leg=actual;scenario=backtest;,309.2306835043693,330.74779152109016,366.7019355826401,406.6495999447384,446.5972643068367,482.5514083683866,504.06851638510744,59.226495807364145,3.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,ga_cash_ex_reserves_musd,2023Q2,2023-02-14,1,217.94647104299784,W1,PIT,e_revknown_rw,10.0,12.0,2023-02-14,219.0,2023-08-03,rev_leg=actual;scenario=backtest;,200.49827730420284,204.35209423311653,210.79165334772102,217.94647104299784,225.10128873827466,231.54084785287912,235.3946647817928,10.607748588020574,3.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,36.04788133654988,W1,PIT,e_revknown_rw,10.0,12.0,2023-02-14,32.971014492753625,2023-08-03,rev_leg=actual;scenario=backtest;,32.46140229676674,33.25355498865134,34.57720740423761,36.04788133654988,37.518555268862144,38.84220768444842,39.634360376333014,2.180424434744518,3.0,additive
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,adj_ebitda_musd,2023Q2,2023-02-14,1,895.429372399899,W1,PIT,e_revknown_rw,10.0,12.0,2023-02-14,819.0,2023-08-03,rev_leg=actual;scenario=backtest;,817.7707141009181,834.9233349687104,863.5846123687452,895.429372399899,927.2741324310527,955.9354098310876,973.0880306988797,47.213111869966994,3.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,total_cash_costs_musd,2023Q2,2023-02-14,1,1588.570627600101,W1,PIT,e_revknown_rw,10.0,12.0,2023-02-14,1665.0,2023-08-03,rev_leg=actual;scenario=backtest;,1471.7673126159093,1497.565890931696,1540.6741841385785,1588.570627600101,1636.4670710616235,1679.575364268506,1705.3739425842928,71.01137333458163,3.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,cor_cash_musd,2023Q3,2023-02-14,2,482.2138988939501,W1,PIT,e_revknown_rw,10.0,12.0,2023-02-14,459.0,2023-11-01,rev_leg=actual;scenario=backtest;,402.8967708377377,420.41570118845937,449.6890656733442,482.2138988939501,514.738732114556,544.0120965994408,561.5310269501625,48.22138988939501,2.0,relative_fallback
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,ops_cash_musd,2023Q3,2023-02-14,2,317.9067119693499,W1,PIT,e_revknown_rw,10.0,12.0,2023-02-14,299.0,2023-11-01,rev_leg=actual;scenario=backtest;,265.61571114784965,277.1653275272042,296.46423009516343,317.9067119693499,339.34919384353634,358.64809641149554,370.1977127908501,31.79067119693499,2.0,relative_fallback
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,pd_cash_musd,2023Q3,2023-02-14,2,248.563696041316,W1,PIT,e_revknown_rw,10.0,12.0,2023-02-14,244.0,2023-11-01,rev_leg=actual;scenario=backtest;,207.67860634511382,216.70897666138592,231.79832951624383,248.563696041316,265.3290625663882,280.4184154212461,289.4487857375182,24.8563696041316,2.0,relative_fallback
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,sm_cash_musd,2023Q3,2023-02-14,2,413.83217904981126,W1,PIT,e_revknown_rw,10.0,12.0,2023-02-14,370.0,2023-11-01,rev_leg=actual;scenario=backtest;,345.7628429838799,360.79745135640934,385.91962274277057,413.83217904981126,441.74473535685195,466.8669067432132,481.9015151157426,41.38321790498113,2.0,relative_fallback
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,ga_cash_ex_reserves_musd,2023Q3,2023-02-14,2,212.70762127143004,W1,PIT,e_revknown_rw,10.0,12.0,2023-02-14,202.0,2023-11-01,rev_leg=actual;scenario=backtest;,177.72033103857686,185.44804276706313,198.3607102378131,212.70762127143004,227.054532305047,239.96719977579696,247.69491150428323,21.270762127143005,2.0,relative_fallback
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q3,2023-02-14,2,51.65592946579171,W1,PIT,e_revknown_rw,10.0,12.0,2023-02-14,53.98881365911098,2023-11-01,rev_leg=actual;scenario=backtest;,46.721368584937295,47.811274769157905,49.632460215203466,51.65592946579171,53.67939871637995,55.50058416242551,56.59049034664612,3.0,2.0,additive_fallback
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,adj_ebitda_musd,2023Q3,2023-02-14,2,1754.7519239529445,W1,PIT,e_revknown_rw,10.0,12.0,2023-02-14,1834.0,2023-11-01,rev_leg=actual;scenario=backtest;,1466.120917301537,1529.8714164245148,1636.395705268633,1754.7519239529445,1873.108142637256,1979.6324314813742,2043.382930604352,175.47519239529447,2.0,relative_fallback
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,total_cash_costs_musd,2023Q3,2023-02-14,2,1642.2480760470555,W1,PIT,e_revknown_rw,10.0,12.0,2023-02-14,1563.0,2023-11-01,rev_leg=actual;scenario=backtest;,1372.1223056230479,1431.7855167599841,1531.4801265897581,1642.2480760470555,1753.016025504353,1852.710635334127,1912.3738464710632,164.22480760470557,2.0,relative_fallback
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,cor_cash_musd,2023Q1,2023-02-14,0,422.1282888388629,W1,full_sample,e_revknown_rw,10.0,12.0,2023-02-14,428.0,2023-05-09,rev_leg=actual;scenario=backtest;,397.064741327075,402.6005764482084,411.8507142126119,422.1282888388629,432.4058634651139,441.65600122951736,447.19183635065076,15.237554941736658,42.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,ops_cash_musd,2023Q1,2023-02-14,0,249.52590993699835,W1,full_sample,e_revknown_rw,10.0,12.0,2023-02-14,267.0,2023-05-09,rev_leg=actual;scenario=backtest;,224.88600874497575,230.32827226876077,239.4220559967147,249.52590993699835,259.62976387728196,268.723547605236,274.16581112902094,14.97999626732107,42.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,pd_cash_musd,2023Q1,2023-02-14,0,275.77389285750763,W1,full_sample,e_revknown_rw,10.0,12.0,2023-02-14,271.0,2023-05-09,rev_leg=actual;scenario=backtest;,253.87815065145514,258.71430637324755,266.79531053934136,275.77389285750763,284.7524751756739,292.83347934176777,297.6696350635601,13.31166606394848,42.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,sm_cash_musd,2023Q1,2023-02-14,0,408.13839643789447,W1,full_sample,e_revknown_rw,10.0,12.0,2023-02-14,422.0,2023-05-09,rev_leg=actual;scenario=backtest;,351.9816338935645,364.3850886812732,385.11071779238097,408.13839643789447,431.166075083408,451.89170419451574,464.29515898222445,34.14088744687235,42.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,ga_cash_ex_reserves_musd,2023Q1,2023-02-14,0,177.11554950640553,W1,full_sample,e_revknown_rw,10.0,12.0,2023-02-14,191.0,2023-05-09,rev_leg=actual;scenario=backtest;,154.03400203998197,159.13206890600082,167.6507151103986,177.11554950640553,186.58038390241248,195.09903010681023,200.1970969728291,14.032584473307997,42.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,16.664797144049007,W1,full_sample,e_revknown_rw,10.0,12.0,2023-02-14,14.411441144114413,2023-05-09,rev_leg=actual;scenario=backtest;,13.147957211109826,13.924728576257264,15.22267946927202,16.664797144049007,18.106914818825995,19.404865711840753,20.18163707698819,2.1380868639705035,42.0,additive
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,adj_ebitda_musd,2023Q1,2023-02-14,0,302.96601207881093,W1,full_sample,e_revknown_rw,10.0,12.0,2023-02-14,262.0,2023-05-09,rev_leg=actual;scenario=backtest;,260.97309885543336,270.2481563368752,285.7463707162319,302.96601207881093,320.18565344138995,335.6838678207467,344.9589253021885,25.529878486030455,42.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,total_cash_costs_musd,2023Q1,2023-02-14,0,1515.033987921189,W1,full_sample,e_revknown_rw,10.0,12.0,2023-02-14,1556.0,2023-05-09,rev_leg=actual;scenario=backtest;,1434.9860238947329,1452.6663754261538,1482.2094676263494,1515.033987921189,1547.8585082160287,1577.4016004162243,1595.0819519476452,48.66570661051153,42.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,cor_cash_musd,2023Q2,2023-02-14,1,434.64021934166277,W1,full_sample,e_revknown_rw,10.0,12.0,2023-02-14,432.0,2023-08-03,rev_leg=actual;scenario=backtest;,409.4213543105247,414.9914947181759,424.29895511220866,434.64021934166277,444.9814835711168,454.2889439651496,459.85908437280085,15.331981288741227,39.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,ops_cash_musd,2023Q2,2023-02-14,1,258.788424681252,W1,full_sample,e_revknown_rw,10.0,12.0,2023-02-14,298.0,2023-08-03,rev_leg=actual;scenario=backtest;,234.19781669936515,239.62919273470604,248.70478394684034,258.788424681252,268.8720654156637,277.947656627798,283.3790326631389,14.950028123452213,39.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,pd_cash_musd,2023Q2,2023-02-14,1,258.9686909116223,W1,full_sample,e_revknown_rw,10.0,12.0,2023-02-14,260.0,2023-08-03,rev_leg=actual;scenario=backtest;,237.87284975833987,242.53232975857793,250.31811654043935,258.9686909116223,267.61926528280515,275.4050520646666,280.0645320649047,12.825360754063494,39.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,sm_cash_musd,2023Q2,2023-02-14,1,437.802269335458,W1,full_sample,e_revknown_rw,10.0,12.0,2023-02-14,450.0,2023-08-03,rev_leg=actual;scenario=backtest;,377.5285908920493,390.8413570058644,413.0864054734311,437.802269335458,462.5181331974849,484.76318166505166,498.0759477788667,36.64379459412342,39.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,ga_cash_ex_reserves_musd,2023Q2,2023-02-14,1,196.5522620944373,W1,full_sample,e_revknown_rw,10.0,12.0,2023-02-14,219.0,2023-08-03,rev_leg=actual;scenario=backtest;,170.78954944562483,176.4798105481239,185.98798735646173,196.5522620944373,207.1165368324129,216.6247136407507,222.31497474324976,15.662617163425294,39.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q2,2023-02-14,1,37.091840192992194,W1,full_sample,e_revknown_rw,10.0,12.0,2023-02-14,32.971014492753625,2023-08-03,rev_leg=actual;scenario=backtest;,33.49819176031941,34.29192797013725,35.61822637475941,37.091840192992194,38.56545401122498,39.89175241584714,40.68548862566498,2.1847831161324414,39.0,additive
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,adj_ebitda_musd,2023Q2,2023-02-14,1,921.361310393926,W1,full_sample,e_revknown_rw,10.0,12.0,2023-02-14,819.0,2023-08-03,rev_leg=actual;scenario=backtest;,797.2427123796244,824.6570316714267,870.4651572058077,921.361310393926,972.2574635820442,1018.0655891164254,1045.4799084082279,75.45874963010522,39.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,total_cash_costs_musd,2023Q2,2023-02-14,1,1562.638689606074,W1,full_sample,e_revknown_rw,10.0,12.0,2023-02-14,1665.0,2023-08-03,rev_leg=actual;scenario=backtest;,1477.1695576037387,1496.0472931872105,1527.591161638145,1562.638689606074,1597.686217574003,1629.2300860249375,1648.1078216084095,51.961542718388664,39.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,cor_cash_musd,2023Q3,2023-02-14,2,462.8370506523008,W1,full_sample,e_revknown_rw,10.0,12.0,2023-02-14,459.0,2023-11-01,rev_leg=actual;scenario=backtest;,437.75311261570994,443.2934514322316,452.55111467416083,462.8370506523008,473.1229866304408,482.38064987237,487.92098868889167,15.249951500596891,36.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,ops_cash_musd,2023Q3,2023-02-14,2,295.6939632941807,W1,full_sample,e_revknown_rw,10.0,12.0,2023-02-14,299.0,2023-11-01,rev_leg=actual;scenario=backtest;,268.72925911814406,274.68500645752096,284.63679912723035,295.6939632941807,306.7511274611311,316.70292013084054,322.6586674702173,16.393376124301277,36.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,pd_cash_musd,2023Q3,2023-02-14,2,259.14762529248316,W1,full_sample,e_revknown_rw,10.0,12.0,2023-02-14,244.0,2023-11-01,rev_leg=actual;scenario=backtest;,237.36020082871954,242.17243219735633,250.21345981830905,259.14762529248316,268.08179076665726,276.12281838761,280.9350497562467,13.245813552506691,36.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,sm_cash_musd,2023Q3,2023-02-14,2,445.70172921819625,W1,full_sample,e_revknown_rw,10.0,12.0,2023-02-14,370.0,2023-11-01,rev_leg=actual;scenario=backtest;,384.9884210214974,398.39828902511533,420.80559049303463,445.70172921819625,470.59786794335787,493.0051694112772,506.4150374148951,36.91107050614785,36.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,ga_cash_ex_reserves_musd,2023Q3,2023-02-14,2,191.8276718386427,W1,full_sample,e_revknown_rw,10.0,12.0,2023-02-14,202.0,2023-11-01,rev_leg=actual;scenario=backtest;,166.117482086999,171.79614235371557,181.28493467410857,191.8276718386427,202.3704090031768,211.8592013235698,217.53786159028638,15.63068550925974,36.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q3,2023-02-14,2,52.2451572235207,W1,full_sample,e_revknown_rw,10.0,12.0,2023-02-14,53.98881365911098,2023-11-01,rev_leg=actual;scenario=backtest;,48.71621047017245,49.49565589259746,50.79807501807692,52.2451572235207,53.69223942896448,54.99465855444394,55.77410397686895,2.145447288150926,36.0,additive
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,adj_ebitda_musd,2023Q3,2023-02-14,2,1774.7679908829982,W1,full_sample,e_revknown_rw,10.0,12.0,2023-02-14,1834.0,2023-11-01,rev_leg=actual;scenario=backtest;,1533.333487251044,1586.6596017617924,1675.765200984152,1774.7679908829982,1873.7707807818445,1962.8763800042043,2016.2024945149524,146.7817559422734,36.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,total_cash_costs_musd,2023Q3,2023-02-14,2,1622.2320091170018,W1,full_sample,e_revknown_rw,10.0,12.0,2023-02-14,1563.0,2023-11-01,rev_leg=actual;scenario=backtest;,1534.6523520531605,1553.996243465292,1586.3190378669517,1622.2320091170018,1658.1449803670519,1690.4677747687115,1709.8116661808433,53.24465084845226,36.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,cor_cash_musd,2023Q2,2023-05-09,0,452.85994140409525,W1,PIT,e_revknown_rw,10.0,13.0,2023-05-09,432.0,2023-08-03,rev_leg=actual;scenario=backtest;,397.9233961477694,410.057339138907,430.33262585489945,452.85994140409525,475.38725695329106,495.6625436692835,507.7964866604211,33.39904801021341,6.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,ops_cash_musd,2023Q2,2023-05-09,0,283.6817249289592,W1,PIT,e_revknown_rw,10.0,13.0,2023-05-09,298.0,2023-08-03,rev_leg=actual;scenario=backtest;,254.25046311021092,260.7510038959425,271.613122527617,283.6817249289592,295.75032733030145,306.61244596197594,313.11298674770757,17.89293669449203,6.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,pd_cash_musd,2023Q2,2023-05-09,0,250.05026896069995,W1,PIT,e_revknown_rw,10.0,13.0,2023-05-09,260.0,2023-08-03,rev_leg=actual;scenario=backtest;,232.29224769032476,236.21449683658557,242.76840318591303,250.05026896069995,257.3321347354869,263.88604108481434,267.80829023107515,10.796110352559111,6.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,sm_cash_musd,2023Q2,2023-05-09,0,428.9431177301055,W1,PIT,e_revknown_rw,10.0,13.0,2023-05-09,450.0,2023-08-03,rev_leg=actual;scenario=backtest;,340.7888612275585,360.259665549839,392.7945258597613,428.9431177301055,465.09170960044975,497.626569910372,517.0973742326524,53.59398250282592,6.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,ga_cash_ex_reserves_musd,2023Q2,2023-05-09,0,216.28648589735147,W1,PIT,e_revknown_rw,10.0,13.0,2023-05-09,219.0,2023-08-03,rev_leg=actual;scenario=backtest;,179.56890547294591,187.6787898051964,201.23005094018035,216.28648589735147,231.3429208545226,244.89418198950654,253.00406632175702,22.322703870287196,6.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q2,2023-05-09,0,34.93229687371711,W1,PIT,e_revknown_rw,10.0,13.0,2023-05-09,32.971014492753625,2023-08-03,rev_leg=actual;scenario=backtest;,29.383621665125048,30.609168490890216,32.65700350168695,34.93229687371711,37.20759024574726,39.255425256544,40.480972082309165,3.373355001123003,6.0,additive
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,adj_ebitda_musd,2023Q2,2023-05-09,0,867.7182543431329,W1,PIT,e_revknown_rw,10.0,13.0,2023-05-09,819.0,2023-08-03,rev_leg=actual;scenario=backtest;,539.6187280458774,612.0867168670661,733.1775487717565,867.7182543431329,1002.2589599145093,1123.3497918191997,1195.8177806403885,199.47034855943164,6.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,margin_v2,total_cash_costs_musd,2023Q2,2023-05-09,0,1616.281745656867,W1,PIT,e_revknown_rw,10.0,13.0,2023-05-09,1665.0,2023-08-03,rev_leg=actual;scenario=backtest;,1496.868306093611,1523.2433877678513,1567.3149928094713,1616.281745656867,1665.2484985042631,1709.3201035458828,1735.6951852201232,72.59821640456472,6.0,relative
actual revenue/nights/GBV fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,driver-lines,lines_v2,cor_cash_musd,2023Q3,2023-05-09,1,477.2375675611268,W1,PIT,e_revknown_rw,10.0,13.0,2023-05-09,459.0,2023-11-01,rev_leg=actual;scenario=backtest;,401.8053142853825,418.4661846890514,446.30576862471884,477.2375675611268,508.1693664975348,536.0089504332022,552.669820836871,45.85955372548766,4.0,relative
