ledger,source_id,source_url,exact_match_to_frozen_team_urls,declared_overlap_status,interpretation
hotel_13_us_west_chicago_sources,H13-LA-REGIONAL-GUIDE,https://www.discoverlosangeles.com/sites/default/files/2026-01/lat_whatsnew_traveltradesalesguide_8.5x11in_2025.pdf,False,not found in other accessible research source/memo files by exact-URL scan; independent discovery claim limited to this repository,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-001,https://www.discoverlosangeles.com/hotels/ac-hotel-beverly-hills,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-002,https://www.discoverlosangeles.com/hotels/ac-hotel-downtown-los-angeles,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-003,https://www.discoverlosangeles.com/hotels/aiden-los-angeles-downtown-dragon-gate-inn,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-004,https://www.discoverlosangeles.com/hotels/air-venice-hotel,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-005,https://www.discoverlosangeles.com/hotels/americas-best-value-inn-downtown-east,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-006,https://www.discoverlosangeles.com/hotels/aventura-hotel,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-007,https://www.discoverlosangeles.com/hotels/best-western-hollywood-plaza-inn,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-008,https://www.discoverlosangeles.com/hotels/best-western-los-angeles-worldport,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-009,https://www.discoverlosangeles.com/hotels/best-western-plus-carriage-inn,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-010,https://www.discoverlosangeles.com/hotels/best-western-plus-la-midtown-hotel,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-011,https://www.discoverlosangeles.com/hotels/best-western-royal-palace-inn-suites,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-012,https://www.discoverlosangeles.com/hotels/best-western-woodland-hills-inn,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-013,https://www.discoverlosangeles.com/hotels/beverly-hills-marriott,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-014,https://www.discoverlosangeles.com/hotels/beverly-hills-plaza-hotel-spa,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-015,https://www.discoverlosangeles.com/hotels/beverly-laurel-motor-hotel,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-016,https://www.discoverlosangeles.com/hotels/blvd-hotel-spa,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-017,https://www.discoverlosangeles.com/hotels/bonnie-lee-inn,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-018,https://www.discoverlosangeles.com/hotels/budget-inn-of-north-hills,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-019,https://www.discoverlosangeles.com/hotels/burton-house-beverly-hills-a-tribute-portfolio-hotel,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-020,https://www.discoverlosangeles.com/hotels/cameo-beverly-hills-lxr-hotels-resorts,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-021,https://www.discoverlosangeles.com/hotels/cara-hotel,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-022,https://www.discoverlosangeles.com/hotels/chateau-marmont,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-023,https://www.discoverlosangeles.com/hotels/citizenm-los-angeles-downtown-hotel,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-024,https://www.discoverlosangeles.com/hotels/comfort-inn-suites-near-universal-n-hollywood-burbank,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-025,https://www.discoverlosangeles.com/hotels/conrad-los-angeles,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-026,https://www.discoverlosangeles.com/hotels/courtyard-by-marriott-century-city-beverly-hills,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-027,https://www.discoverlosangeles.com/hotels/courtyard-by-marriott-woodland-hills,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-028,https://www.discoverlosangeles.com/hotels/courtyard-los-angeles-la-live,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-029,https://www.discoverlosangeles.com/hotels/courtyard-los-angeles-laxcentury-boulevard,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-030,https://www.discoverlosangeles.com/hotels/courtyard-los-angeles-sherman-oaks,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-031,https://www.discoverlosangeles.com/hotels/crowne-plaza-los-angeles-harbor,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-032,https://www.discoverlosangeles.com/hotels/days-inn-hollywood,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-033,https://www.discoverlosangeles.com/hotels/doubletree-by-hilton-chatsworth,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-034,https://www.discoverlosangeles.com/hotels/doubletree-by-hilton-hotel-los-angeles-downtown,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-035,https://www.discoverlosangeles.com/hotels/doubletree-by-hilton-san-pedro-port-of-los-angeles,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-036,https://www.discoverlosangeles.com/hotels/downtown-los-angeles-proper-hotel,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-037,https://www.discoverlosangeles.com/hotels/dream-hollywood-hotel,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-038,https://www.discoverlosangeles.com/hotels/dunes-inn-sunset,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-039,https://www.discoverlosangeles.com/hotels/dunes-inn-wilshire,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-040,https://www.discoverlosangeles.com/hotels/e-central-downtown,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-041,https://www.discoverlosangeles.com/hotels/embassy-suites-los-angeles-international-airportnorth,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-042,https://www.discoverlosangeles.com/hotels/extended-stay-america-los-angeles-torrance-harbor-gateway,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-043,https://www.discoverlosangeles.com/hotels/fairmont-century-plaza,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-044,https://www.discoverlosangeles.com/hotels/four-seasons-hotel-los-angeles-at-beverly-hills,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-045,https://www.discoverlosangeles.com/hotels/freehand-los-angeles,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-046,https://www.discoverlosangeles.com/hotels/garden-suite-hotel-resort,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-047,https://www.discoverlosangeles.com/hotels/h-hotel-los-angeles-curio-collection-by-hilton,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-048,https://www.discoverlosangeles.com/hotels/hampton-inn-suites-los-angeles-burbank-airport,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-049,https://www.discoverlosangeles.com/hotels/hampton-inn-suites-los-angeleshollywood,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-050,https://www.discoverlosangeles.com/hotels/hampton-inn-suites-los-angelessherman-oaks,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-051,https://www.discoverlosangeles.com/hotels/highland-gardens-hotel,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-052,https://www.discoverlosangeles.com/hotels/hilton-checkers-los-angeles,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-053,https://www.discoverlosangeles.com/hotels/hilton-garden-inn-lax-los-angeles-airport,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-054,https://www.discoverlosangeles.com/hotels/hilton-garden-inn-los-angeleshollywood,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-055,https://www.discoverlosangeles.com/hotels/hilton-los-angeles-airport,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-056,https://www.discoverlosangeles.com/hotels/hilton-los-angelesuniversal-city,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-057,https://www.discoverlosangeles.com/hotels/hilton-woodland-hills,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-058,https://www.discoverlosangeles.com/hotels/holiday-inn-express-suites-chatsworth-by-ihg,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-059,https://www.discoverlosangeles.com/hotels/holiday-inn-express-suites-woodland-hills,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-060,https://www.discoverlosangeles.com/hotels/holiday-inn-express-hotel-suites-hollywood-walk-of-fame,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-061,https://www.discoverlosangeles.com/hotels/holiday-inn-express-ihg-van-nuys,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-062,https://www.discoverlosangeles.com/hotels/holiday-inn-express-lax,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-063,https://www.discoverlosangeles.com/hotels/holiday-inn-express-north-hollywood,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-064,https://www.discoverlosangeles.com/hotels/holiday-inn-express-west-los-angeles,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-065,https://www.discoverlosangeles.com/hotels/holiday-inn-express-los-angeles-downtown-west,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-066,https://www.discoverlosangeles.com/hotels/holiday-inn-los-angeles-gateway-torrance,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-067,https://www.discoverlosangeles.com/hotels/holiday-inn-los-angeles-international-airport-lax,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-068,https://www.discoverlosangeles.com/hotels/holiday-lodge-motel,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-069,https://www.discoverlosangeles.com/hotels/hollywood-historic-hotel,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-070,https://www.discoverlosangeles.com/hotels/hollywood-hotel-the-hotel-of-hollywood,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-071,https://www.discoverlosangeles.com/hotels/hollywood-inn-express-south,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-072,https://www.discoverlosangeles.com/hotels/hollywood-volume,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-073,https://www.discoverlosangeles.com/hotels/hometown-inn,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-074,https://www.discoverlosangeles.com/hotels/homewood-suites-by-hilton-los-angeles-airport,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-075,https://www.discoverlosangeles.com/hotels/hotel-angeleno,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-076,https://www.discoverlosangeles.com/hotels/hotel-bel-air-dorchester-collection,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-077,https://www.discoverlosangeles.com/hotels/hotel-clark-0,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-078,https://www.discoverlosangeles.com/hotels/hotel-erwin,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-079,https://www.discoverlosangeles.com/hotels/hotel-figueroa,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-080,https://www.discoverlosangeles.com/hotels/hotel-indigo-los-angeles-downtown,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-081,https://www.discoverlosangeles.com/hotels/hotel-june,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-082,https://www.discoverlosangeles.com/hotels/hotel-mariposa,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-083,https://www.discoverlosangeles.com/hotels/hotel-mdr-a-doubletree-by-hilton-hotel,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-084,https://www.discoverlosangeles.com/hotels/hotel-normandie-la,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-085,https://www.discoverlosangeles.com/hotels/hotel-per-la,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-086,https://www.discoverlosangeles.com/hotels/hyatt-house-los-angeles-university-medical-center,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-087,https://www.discoverlosangeles.com/hotels/hyatt-place-hyatt-house-lax-century-blvd,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-088,https://www.discoverlosangeles.com/hotels/hyatt-regency-los-angeles-international-airport,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-089,https://www.discoverlosangeles.com/hotels/intercontinental-los-angeles-downtown,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-090,https://www.discoverlosangeles.com/hotels/jolly-roger-hotel,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-091,https://www.discoverlosangeles.com/hotels/jw-marriott-los-angeles-la-live,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-092,https://www.discoverlosangeles.com/hotels/kawada-hotel,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
hotel_13_us_west_chicago_sources,H13-LA-PROFILE-093,https://www.discoverlosangeles.com/hotels/kimpton-everly-hotel-hollywood,False,same source family as TMD directory;173 unique URLs; no claim of173 independent statistical observations,Exact URL match only; a new URL does not establish independent evidence or claim novelty.
