check,passed
standalone deletion 110,True
standalone deletion 111,True
standalone deletion 112,True
standalone deletion 113,True
standalone deletion 114,True
standalone deletion 115,True
standalone deletion 116,True
standalone deletion 117,True
standalone deletion 118,True
standalone deletion 119,True
standalone deletion 120,True
standalone deletion 121,True
standalone deletion 122,True
standalone deletion 123,True
standalone deletion 124,True
standalone deletion 125,True
standalone deletion 126,True
standalone deletion 127,True
standalone deletion 128,True
standalone deletion 129,True
standalone deletion 130,True
standalone deletion 131,True
standalone deletion 132,True
standalone deletion 133,True
standalone deletion 134,True
standalone deletion 135,True
standalone deletion 136,True
standalone deletion 137,True
standalone deletion 138,True
standalone deletion 139,True
standalone deletion 140,True
standalone deletion 141,True
standalone deletion 142,True
standalone deletion 143,True
standalone deletion 144,True
standalone deletion 145,True
standalone deletion 146,True
standalone deletion 147,True
standalone deletion 148,True
standalone deletion 149,True
standalone deletion 150,True
standalone deletion 151,True
standalone deletion 152,True
standalone deletion 153,True
standalone deletion 154,True
standalone deletion 155,True
standalone deletion 156,True
standalone deletion 157,True
standalone deletion 158,True
standalone deletion 159,True
standalone deletion 160,True
standalone deletion 161,True
standalone deletion 162,True
standalone deletion 163,True
standalone deletion 164,True
standalone deletion 165,True
standalone deletion 166,True
standalone deletion 167,True
standalone deletion 168,True
standalone deletion 169,True
standalone deletion 170,True
standalone deletion 171,True
standalone deletion 172,True
standalone deletion 173,True
standalone deletion 174,True
standalone deletion 175,True
standalone deletion 176,True
standalone deletion 177,True
standalone deletion 178,True
standalone deletion 179,True
standalone deletion 180,True
standalone deletion 181,True
standalone deletion 182,True
standalone deletion 183,True
standalone deletion 184,True
standalone deletion 185,True
standalone deletion 186,True
standalone deletion 187,True
standalone deletion 188,True
standalone deletion 189,True
standalone deletion 190,True
standalone deletion 191,True
standalone deletion 192,True
standalone deletion 193,True
standalone deletion 194,True
standalone deletion 195,True
standalone deletion 196,True
standalone deletion 197,True
standalone deletion 198,True
standalone deletion 199,True
standalone deletion 200,True
standalone deletion 201,True
standalone deletion 202,True
standalone deletion 203,True
standalone deletion 204,True
standalone deletion 205,True
standalone deletion 206,True
standalone deletion 207,True
standalone deletion 208,True
standalone deletion 209,True
standalone deletion 210,True
standalone deletion 211,True
standalone deletion 212,True
standalone deletion 213,True
standalone deletion 214,True
standalone deletion 215,True
standalone deletion 216,True
standalone deletion 217,True
standalone deletion 218,True
standalone deletion 219,True
standalone deletion 220,True
standalone deletion 221,True
standalone deletion 222,True
standalone deletion 223,True
standalone deletion 224,True
standalone deletion 225,True
standalone deletion 226,True
standalone deletion 227,True
standalone deletion 228,True
standalone deletion 229,True
standalone deletion 230,True
standalone deletion 231,True
standalone deletion 232,True
standalone deletion 233,True
standalone deletion 234,True
standalone deletion 235,True
standalone deletion 236,True
standalone deletion 237,True
standalone deletion 238,True
standalone deletion 239,True
standalone deletion 240,True
standalone deletion 241,True
standalone deletion 242,True
standalone deletion 243,True
standalone deletion 244,True
standalone deletion 245,True
standalone deletion 246,True
standalone deletion 247,True
standalone deletion 248,True
standalone deletion 249,True
standalone deletion 250,True
standalone deletion 251,True
standalone deletion 252,True
standalone deletion 253,True
standalone deletion 254,True
standalone deletion 255,True
standalone deletion 256,True
standalone deletion 257,True
standalone deletion 258,True
standalone deletion 259,True
standalone deletion 260,True
standalone deletion 261,True
standalone deletion 262,True
standalone deletion 263,True
standalone deletion 264,True
standalone deletion 265,True
standalone deletion 266,True
standalone deletion 267,True
standalone deletion 268,True
standalone deletion 269,True
standalone deletion 270,True
standalone deletion 271,True
standalone deletion 272,True
standalone deletion 273,True
standalone deletion 274,True
standalone deletion 275,True
standalone deletion 276,True
standalone deletion 277,True
standalone deletion 278,True
standalone deletion 279,True
standalone deletion 280,True
standalone deletion 281,True
standalone deletion 282,True
standalone deletion 283,True
standalone deletion 284,True
standalone deletion 285,True
standalone deletion 286,True
standalone deletion 287,True
standalone deletion 288,True
standalone deletion 289,True
standalone deletion 290,True
standalone deletion 291,True
standalone deletion 292,True
standalone deletion 293,True
standalone deletion 294,True
standalone deletion 295,True
standalone deletion 296,True
standalone deletion 297,True
standalone deletion 298,True
standalone deletion 299,True
standalone deletion 300,True
standalone deletion 301,True
standalone deletion 302,True
standalone deletion 303,True
standalone deletion 304,True
standalone deletion 305,True
standalone deletion 306,True
standalone deletion 307,True
standalone deletion 308,True
standalone deletion 309,True
standalone deletion 310,True
standalone deletion 311,True
standalone deletion 312,True
standalone deletion 313,True
standalone deletion 314,True
standalone deletion 315,True
standalone deletion 316,True
standalone deletion 317,True
standalone deletion 318,True
standalone deletion 319,True
standalone deletion 320,True
standalone deletion 321,True
standalone deletion 322,True
standalone deletion 323,True
standalone deletion 324,True
standalone deletion 325,True
standalone deletion 326,True
standalone deletion 327,True
standalone deletion 328,True
standalone deletion 329,True
standalone deletion 330,True
standalone deletion 331,True
standalone deletion 332,True
standalone deletion 333,True
standalone deletion 334,True
standalone deletion 335,True
standalone gate 0coverage_pass,True
standalone gate 0magnitude_pass,True
standalone gate 0deletion_pass,True
standalone gate 0paired_guidegrowth_interval_pass,True
standalone gate 0promotion_pass,True
standalone gate 1coverage_pass,True
standalone gate 1magnitude_pass,True
standalone gate 1deletion_pass,True
standalone gate 1paired_guidegrowth_interval_pass,True
standalone gate 1promotion_pass,True
standalone gate 2coverage_pass,True
standalone gate 2magnitude_pass,True
standalone gate 2deletion_pass,True
standalone gate 2paired_guidegrowth_interval_pass,True
standalone gate 2promotion_pass,True
standalone gate 3coverage_pass,True
standalone gate 3magnitude_pass,True
standalone gate 3deletion_pass,True
standalone gate 3paired_guidegrowth_interval_pass,True
standalone gate 3promotion_pass,True
standalone gate 4coverage_pass,True
standalone gate 4magnitude_pass,True
standalone gate 4deletion_pass,True
standalone gate 4paired_guidegrowth_interval_pass,True
standalone gate 4promotion_pass,True
standalone gate 5coverage_pass,True
standalone gate 5magnitude_pass,True
standalone gate 5deletion_pass,True
standalone gate 5paired_guidegrowth_interval_pass,True
standalone gate 5promotion_pass,True
flight output hash checks.csv,True
flight output hash current_feature_only.csv,True
flight output hash deletions.csv,True
flight output hash features.csv,True
flight output hash paired_comparisons.csv,True
flight output hash predictions.csv,True
flight output hash remedy_gates.csv,True
flight output hash scores.csv,True
flight output hash skipped.csv,True
flight output hash summary.json,True
flight output hash training_pairs.csv,True
flight input hash prereg,True
flight input hash core,True
flight input hash prior_diagnostics,True
flight input hash calendar_points,True
flight input hash fits,True
flight input hash flights,True
flight input hash flight_lineage,True
flight input hash panel,True
flight input hash company_calendar,True
flight chosen 0,True
flight current quarter 0,True
all eligible flight train 0,True
flight train n 0,True
feature date 02022Q3,True
feature commit 02022Q3,True
flight train x 02022Q3,True
flight train y 02022Q3,True
outcome strict before origin 02022Q3,True
feature date 02022Q4,True
feature commit 02022Q4,True
flight train x 02022Q4,True
flight train y 02022Q4,True
outcome strict before origin 02022Q4,True
feature date 02023Q1,True
feature commit 02023Q1,True
flight train x 02023Q1,True
flight train y 02023Q1,True
outcome strict before origin 02023Q1,True
feature date 02023Q2,True
feature commit 02023Q2,True
flight train x 02023Q2,True
flight train y 02023Q2,True
outcome strict before origin 02023Q2,True
feature date 02023Q3,True
feature commit 02023Q3,True
flight train x 02023Q3,True
flight train y 02023Q3,True
outcome strict before origin 02023Q3,True
feature date 02023Q4,True
feature commit 02023Q4,True
flight train x 02023Q4,True
flight train y 02023Q4,True
outcome strict before origin 02023Q4,True
flight beta 0,True
adjusted growth 0,True
flight revenue 2024Q2joint_flight,True
flight guide 2024Q2joint_flight,True
flight revenue 2024Q2fixed_flight,True
flight guide 2024Q2fixed_flight,True
no flight binding 2024Q2joint,True
no flight binding 2024Q2fixed,True
flight chosen 1,True
flight current quarter 1,True
all eligible flight train 1,True
flight train n 1,True
feature date 12022Q3,True
feature commit 12022Q3,True
flight train x 12022Q3,True
flight train y 12022Q3,True
outcome strict before origin 12022Q3,True
feature date 12022Q4,True
feature commit 12022Q4,True
flight train x 12022Q4,True
flight train y 12022Q4,True
outcome strict before origin 12022Q4,True
feature date 12023Q1,True
feature commit 12023Q1,True
flight train x 12023Q1,True
flight train y 12023Q1,True
outcome strict before origin 12023Q1,True
feature date 12023Q2,True
feature commit 12023Q2,True
flight train x 12023Q2,True
flight train y 12023Q2,True
outcome strict before origin 12023Q2,True
feature date 12023Q3,True
feature commit 12023Q3,True
flight train x 12023Q3,True
flight train y 12023Q3,True
outcome strict before origin 12023Q3,True
feature date 12023Q4,True
feature commit 12023Q4,True
flight train x 12023Q4,True
flight train y 12023Q4,True
outcome strict before origin 12023Q4,True
feature date 12024Q1,True
feature commit 12024Q1,True
flight train x 12024Q1,True
flight train y 12024Q1,True
outcome strict before origin 12024Q1,True
flight beta 1,True
adjusted growth 1,True
flight revenue 2024Q3joint_flight,True
flight guide 2024Q3joint_flight,True
flight revenue 2024Q3fixed_flight,True
flight guide 2024Q3fixed_flight,True
no flight binding 2024Q3joint,True
no flight binding 2024Q3fixed,True
flight chosen 2,True
flight current quarter 2,True
all eligible flight train 2,True
flight train n 2,True
feature date 22022Q3,True
feature commit 22022Q3,True
flight train x 22022Q3,True
flight train y 22022Q3,True
outcome strict before origin 22022Q3,True
feature date 22022Q4,True
feature commit 22022Q4,True
flight train x 22022Q4,True
flight train y 22022Q4,True
outcome strict before origin 22022Q4,True
feature date 22023Q1,True
feature commit 22023Q1,True
flight train x 22023Q1,True
flight train y 22023Q1,True
outcome strict before origin 22023Q1,True
feature date 22023Q2,True
feature commit 22023Q2,True
flight train x 22023Q2,True
flight train y 22023Q2,True
outcome strict before origin 22023Q2,True
feature date 22023Q3,True
feature commit 22023Q3,True
flight train x 22023Q3,True
flight train y 22023Q3,True
outcome strict before origin 22023Q3,True
feature date 22023Q4,True
feature commit 22023Q4,True
flight train x 22023Q4,True
flight train y 22023Q4,True
outcome strict before origin 22023Q4,True
feature date 22024Q1,True
feature commit 22024Q1,True
flight train x 22024Q1,True
flight train y 22024Q1,True
outcome strict before origin 22024Q1,True
feature date 22024Q2,True
feature commit 22024Q2,True
flight train x 22024Q2,True
flight train y 22024Q2,True
outcome strict before origin 22024Q2,True
flight beta 2,True
adjusted growth 2,True
flight revenue 2024Q4joint_flight,True
flight guide 2024Q4joint_flight,True
flight revenue 2024Q4fixed_flight,True
flight guide 2024Q4fixed_flight,True
no flight binding 2024Q4joint,True
no flight binding 2024Q4fixed,True
flight chosen 3,True
flight current quarter 3,True
all eligible flight train 3,True
flight train n 3,True
feature date 32022Q3,True
feature commit 32022Q3,True
flight train x 32022Q3,True
flight train y 32022Q3,True
outcome strict before origin 32022Q3,True
feature date 32022Q4,True
feature commit 32022Q4,True
flight train x 32022Q4,True
flight train y 32022Q4,True
outcome strict before origin 32022Q4,True
feature date 32023Q1,True
feature commit 32023Q1,True
flight train x 32023Q1,True
flight train y 32023Q1,True
outcome strict before origin 32023Q1,True
feature date 32023Q2,True
feature commit 32023Q2,True
flight train x 32023Q2,True
flight train y 32023Q2,True
outcome strict before origin 32023Q2,True
feature date 32023Q3,True
feature commit 32023Q3,True
flight train x 32023Q3,True
flight train y 32023Q3,True
outcome strict before origin 32023Q3,True
feature date 32023Q4,True
feature commit 32023Q4,True
flight train x 32023Q4,True
flight train y 32023Q4,True
outcome strict before origin 32023Q4,True
feature date 32024Q1,True
feature commit 32024Q1,True
flight train x 32024Q1,True
flight train y 32024Q1,True
outcome strict before origin 32024Q1,True
feature date 32024Q2,True
feature commit 32024Q2,True
flight train x 32024Q2,True
flight train y 32024Q2,True
outcome strict before origin 32024Q2,True
feature date 32024Q3,True
feature commit 32024Q3,True
flight train x 32024Q3,True
flight train y 32024Q3,True
outcome strict before origin 32024Q3,True
flight beta 3,True
adjusted growth 3,True
flight revenue 2025Q1joint_flight,True
flight guide 2025Q1joint_flight,True
flight revenue 2025Q1fixed_flight,True
flight guide 2025Q1fixed_flight,True
no flight binding 2025Q1joint,True
no flight binding 2025Q1fixed,True
flight chosen 4,True
flight current quarter 4,True
all eligible flight train 4,True
flight train n 4,True
feature date 42022Q3,True
feature commit 42022Q3,True
flight train x 42022Q3,True
flight train y 42022Q3,True
outcome strict before origin 42022Q3,True
feature date 42022Q4,True
feature commit 42022Q4,True
flight train x 42022Q4,True
flight train y 42022Q4,True
outcome strict before origin 42022Q4,True
feature date 42023Q1,True
feature commit 42023Q1,True
flight train x 42023Q1,True
flight train y 42023Q1,True
outcome strict before origin 42023Q1,True
feature date 42023Q2,True
feature commit 42023Q2,True
flight train x 42023Q2,True
flight train y 42023Q2,True
outcome strict before origin 42023Q2,True
feature date 42023Q3,True
feature commit 42023Q3,True
flight train x 42023Q3,True
flight train y 42023Q3,True
outcome strict before origin 42023Q3,True
feature date 42023Q4,True
feature commit 42023Q4,True
flight train x 42023Q4,True
flight train y 42023Q4,True
outcome strict before origin 42023Q4,True
feature date 42024Q1,True
feature commit 42024Q1,True
flight train x 42024Q1,True
flight train y 42024Q1,True
outcome strict before origin 42024Q1,True
feature date 42024Q2,True
feature commit 42024Q2,True
flight train x 42024Q2,True
flight train y 42024Q2,True
outcome strict before origin 42024Q2,True
feature date 42024Q3,True
feature commit 42024Q3,True
flight train x 42024Q3,True
flight train y 42024Q3,True
outcome strict before origin 42024Q3,True
feature date 42024Q4,True
feature commit 42024Q4,True
flight train x 42024Q4,True
flight train y 42024Q4,True
outcome strict before origin 42024Q4,True
flight beta 4,True
adjusted growth 4,True
flight revenue 2025Q2joint_flight,True
flight guide 2025Q2joint_flight,True
flight revenue 2025Q2fixed_flight,True
flight guide 2025Q2fixed_flight,True
no flight binding 2025Q2joint,True
no flight binding 2025Q2fixed,True
flight chosen 5,True
flight current quarter 5,True
all eligible flight train 5,True
flight train n 5,True
feature date 52022Q3,True
feature commit 52022Q3,True
flight train x 52022Q3,True
flight train y 52022Q3,True
outcome strict before origin 52022Q3,True
feature date 52022Q4,True
feature commit 52022Q4,True
flight train x 52022Q4,True
flight train y 52022Q4,True
outcome strict before origin 52022Q4,True
feature date 52023Q1,True
feature commit 52023Q1,True
flight train x 52023Q1,True
flight train y 52023Q1,True
outcome strict before origin 52023Q1,True
feature date 52023Q2,True
feature commit 52023Q2,True
flight train x 52023Q2,True
flight train y 52023Q2,True
outcome strict before origin 52023Q2,True
feature date 52023Q3,True
feature commit 52023Q3,True
flight train x 52023Q3,True
flight train y 52023Q3,True
outcome strict before origin 52023Q3,True
feature date 52023Q4,True
feature commit 52023Q4,True
flight train x 52023Q4,True
flight train y 52023Q4,True
outcome strict before origin 52023Q4,True
feature date 52024Q1,True
feature commit 52024Q1,True
flight train x 52024Q1,True
flight train y 52024Q1,True
outcome strict before origin 52024Q1,True
feature date 52024Q2,True
feature commit 52024Q2,True
flight train x 52024Q2,True
flight train y 52024Q2,True
outcome strict before origin 52024Q2,True
feature date 52024Q3,True
feature commit 52024Q3,True
flight train x 52024Q3,True
flight train y 52024Q3,True
outcome strict before origin 52024Q3,True
feature date 52024Q4,True
feature commit 52024Q4,True
flight train x 52024Q4,True
flight train y 52024Q4,True
outcome strict before origin 52024Q4,True
feature date 52025Q1,True
feature commit 52025Q1,True
flight train x 52025Q1,True
flight train y 52025Q1,True
outcome strict before origin 52025Q1,True
flight beta 5,True
adjusted growth 5,True
flight revenue 2025Q3joint_flight,True
flight guide 2025Q3joint_flight,True
flight revenue 2025Q3fixed_flight,True
flight guide 2025Q3fixed_flight,True
no flight binding 2025Q3joint,True
no flight binding 2025Q3fixed,True
flight chosen 6,True
flight current quarter 6,True
all eligible flight train 6,True
flight train n 6,True
feature date 62022Q3,True
feature commit 62022Q3,True
flight train x 62022Q3,True
flight train y 62022Q3,True
outcome strict before origin 62022Q3,True
feature date 62022Q4,True
feature commit 62022Q4,True
flight train x 62022Q4,True
flight train y 62022Q4,True
outcome strict before origin 62022Q4,True
feature date 62023Q1,True
feature commit 62023Q1,True
flight train x 62023Q1,True
flight train y 62023Q1,True
outcome strict before origin 62023Q1,True
feature date 62023Q2,True
feature commit 62023Q2,True
flight train x 62023Q2,True
flight train y 62023Q2,True
outcome strict before origin 62023Q2,True
feature date 62023Q3,True
feature commit 62023Q3,True
flight train x 62023Q3,True
flight train y 62023Q3,True
outcome strict before origin 62023Q3,True
feature date 62023Q4,True
feature commit 62023Q4,True
flight train x 62023Q4,True
flight train y 62023Q4,True
outcome strict before origin 62023Q4,True
feature date 62024Q1,True
feature commit 62024Q1,True
flight train x 62024Q1,True
flight train y 62024Q1,True
outcome strict before origin 62024Q1,True
feature date 62024Q2,True
feature commit 62024Q2,True
flight train x 62024Q2,True
flight train y 62024Q2,True
outcome strict before origin 62024Q2,True
feature date 62024Q3,True
feature commit 62024Q3,True
flight train x 62024Q3,True
flight train y 62024Q3,True
outcome strict before origin 62024Q3,True
feature date 62024Q4,True
feature commit 62024Q4,True
flight train x 62024Q4,True
flight train y 62024Q4,True
outcome strict before origin 62024Q4,True
feature date 62025Q1,True
feature commit 62025Q1,True
flight train x 62025Q1,True
flight train y 62025Q1,True
outcome strict before origin 62025Q1,True
feature date 62025Q2,True
feature commit 62025Q2,True
flight train x 62025Q2,True
flight train y 62025Q2,True
outcome strict before origin 62025Q2,True
flight beta 6,True
adjusted growth 6,True
flight revenue 2025Q4joint_flight,True
flight guide 2025Q4joint_flight,True
flight revenue 2025Q4fixed_flight,True
flight guide 2025Q4fixed_flight,True
no flight binding 2025Q4joint,True
no flight binding 2025Q4fixed,True
flight chosen 7,True
flight current quarter 7,True
all eligible flight train 7,True
flight train n 7,True
feature date 72022Q3,True
feature commit 72022Q3,True
flight train x 72022Q3,True
flight train y 72022Q3,True
outcome strict before origin 72022Q3,True
feature date 72022Q4,True
feature commit 72022Q4,True
flight train x 72022Q4,True
flight train y 72022Q4,True
outcome strict before origin 72022Q4,True
feature date 72023Q1,True
feature commit 72023Q1,True
flight train x 72023Q1,True
flight train y 72023Q1,True
outcome strict before origin 72023Q1,True
feature date 72023Q2,True
feature commit 72023Q2,True
flight train x 72023Q2,True
flight train y 72023Q2,True
outcome strict before origin 72023Q2,True
feature date 72023Q3,True
feature commit 72023Q3,True
flight train x 72023Q3,True
flight train y 72023Q3,True
outcome strict before origin 72023Q3,True
feature date 72023Q4,True
feature commit 72023Q4,True
flight train x 72023Q4,True
flight train y 72023Q4,True
outcome strict before origin 72023Q4,True
feature date 72024Q1,True
feature commit 72024Q1,True
flight train x 72024Q1,True
flight train y 72024Q1,True
outcome strict before origin 72024Q1,True
feature date 72024Q2,True
feature commit 72024Q2,True
flight train x 72024Q2,True
flight train y 72024Q2,True
outcome strict before origin 72024Q2,True
feature date 72024Q3,True
feature commit 72024Q3,True
flight train x 72024Q3,True
flight train y 72024Q3,True
outcome strict before origin 72024Q3,True
feature date 72024Q4,True
feature commit 72024Q4,True
flight train x 72024Q4,True
flight train y 72024Q4,True
outcome strict before origin 72024Q4,True
feature date 72025Q1,True
feature commit 72025Q1,True
flight train x 72025Q1,True
flight train y 72025Q1,True
outcome strict before origin 72025Q1,True
feature date 72025Q2,True
feature commit 72025Q2,True
flight train x 72025Q2,True
flight train y 72025Q2,True
outcome strict before origin 72025Q2,True
feature date 72025Q3,True
feature commit 72025Q3,True
flight train x 72025Q3,True
flight train y 72025Q3,True
outcome strict before origin 72025Q3,True
flight beta 7,True
adjusted growth 7,True
flight revenue 2026Q1joint_flight,True
flight guide 2026Q1joint_flight,True
flight revenue 2026Q1fixed_flight,True
flight guide 2026Q1fixed_flight,True
no flight binding 2026Q1joint,True
no flight binding 2026Q1fixed,True
flight chosen 8,True
flight current quarter 8,True
all eligible flight train 8,True
flight train n 8,True
feature date 82022Q3,True
feature commit 82022Q3,True
flight train x 82022Q3,True
flight train y 82022Q3,True
outcome strict before origin 82022Q3,True
feature date 82022Q4,True
feature commit 82022Q4,True
flight train x 82022Q4,True
flight train y 82022Q4,True
outcome strict before origin 82022Q4,True
feature date 82023Q1,True
feature commit 82023Q1,True
flight train x 82023Q1,True
flight train y 82023Q1,True
outcome strict before origin 82023Q1,True
feature date 82023Q2,True
feature commit 82023Q2,True
flight train x 82023Q2,True
flight train y 82023Q2,True
outcome strict before origin 82023Q2,True
feature date 82023Q3,True
feature commit 82023Q3,True
flight train x 82023Q3,True
flight train y 82023Q3,True
outcome strict before origin 82023Q3,True
feature date 82023Q4,True
feature commit 82023Q4,True
