fcf_basis,fy27_fcf_musd,wacc_pct,terminal_growth_pct,price_usd,label,ev_musd,implied_fy28_starting_fcf_growth_pct,fy27_fcf_yield_on_ev_pct
Delivered reported FCF,5941.0,10.0,2.5,165.0,p25 sell-side target,88912.0,5.13,6.68
Delivered reported FCF,5941.0,10.0,2.5,170.19,"price, close 11 Sep 2026",92010.0,6.11,6.46
Delivered reported FCF,5941.0,10.0,2.5,179.5,mean sell-side target,97568.0,7.8,6.09
Delivered reported FCF,5941.0,10.0,2.5,185.0,median yfinance target,100852.0,8.75,5.89
Delivered reported FCF,5941.0,10.0,2.5,197.5,p75 sell-side target,108314.0,10.82,5.48
Delivered reported FCF,5941.0,10.0,2.5,220.0,top sell-side target,121747.0,14.23,4.88
Delivered reported FCF,5941.0,10.0,3.0,150.0,bear tape,79957.0,0.65,7.43
Delivered reported FCF,5941.0,10.0,3.0,165.0,p25 sell-side target,88912.0,3.64,6.68
Delivered reported FCF,5941.0,10.0,3.0,170.19,"price, close 11 Sep 2026",92010.0,4.61,6.46
Delivered reported FCF,5941.0,10.0,3.0,179.5,mean sell-side target,97568.0,6.28,6.09
Delivered reported FCF,5941.0,10.0,3.0,185.0,median yfinance target,100852.0,7.22,5.89
Delivered reported FCF,5941.0,10.0,3.0,197.5,p75 sell-side target,108314.0,9.26,5.48
Delivered reported FCF,5941.0,10.0,3.0,220.0,top sell-side target,121747.0,12.63,4.88
Delivered reported FCF,5941.0,10.0,3.5000000000000004,150.0,bear tape,79957.0,-0.89,7.43
Delivered reported FCF,5941.0,10.0,3.5000000000000004,165.0,p25 sell-side target,88912.0,2.07,6.68
Delivered reported FCF,5941.0,10.0,3.5000000000000004,170.19,"price, close 11 Sep 2026",92010.0,3.02,6.46
Delivered reported FCF,5941.0,10.0,3.5000000000000004,179.5,mean sell-side target,97568.0,4.66,6.09
Delivered reported FCF,5941.0,10.0,3.5000000000000004,185.0,median yfinance target,100852.0,5.59,5.89
Delivered reported FCF,5941.0,10.0,3.5000000000000004,197.5,p75 sell-side target,108314.0,7.61,5.48
Delivered reported FCF,5941.0,10.0,3.5000000000000004,220.0,top sell-side target,121747.0,10.92,4.88
Delivered reported FCF,5941.0,11.0,2.5,150.0,bear tape,79957.0,5.69,7.43
Delivered reported FCF,5941.0,11.0,2.5,165.0,p25 sell-side target,88912.0,8.83,6.68
Delivered reported FCF,5941.0,11.0,2.5,170.19,"price, close 11 Sep 2026",92010.0,9.84,6.46
Delivered reported FCF,5941.0,11.0,2.5,179.5,mean sell-side target,97568.0,11.59,6.09
Delivered reported FCF,5941.0,11.0,2.5,185.0,median yfinance target,100852.0,12.58,5.89
Delivered reported FCF,5941.0,11.0,2.5,197.5,p75 sell-side target,108314.0,14.71,5.48
Delivered reported FCF,5941.0,11.0,2.5,220.0,top sell-side target,121747.0,18.23,4.88
Delivered reported FCF,5941.0,11.0,3.0,150.0,bear tape,79957.0,4.39,7.43
Delivered reported FCF,5941.0,11.0,3.0,165.0,p25 sell-side target,88912.0,7.49,6.68
Delivered reported FCF,5941.0,11.0,3.0,170.19,"price, close 11 Sep 2026",92010.0,8.5,6.46
Delivered reported FCF,5941.0,11.0,3.0,179.5,mean sell-side target,97568.0,10.22,6.09
Delivered reported FCF,5941.0,11.0,3.0,185.0,median yfinance target,100852.0,11.19,5.89
Delivered reported FCF,5941.0,11.0,3.0,197.5,p75 sell-side target,108314.0,13.31,5.48
Delivered reported FCF,5941.0,11.0,3.0,220.0,top sell-side target,121747.0,16.78,4.88
Delivered reported FCF,5941.0,11.0,3.5000000000000004,150.0,bear tape,79957.0,3.02,7.43
Delivered reported FCF,5941.0,11.0,3.5000000000000004,165.0,p25 sell-side target,88912.0,6.08,6.68
Delivered reported FCF,5941.0,11.0,3.5000000000000004,170.19,"price, close 11 Sep 2026",92010.0,7.07,6.46
Delivered reported FCF,5941.0,11.0,3.5000000000000004,179.5,mean sell-side target,97568.0,8.77,6.09
Delivered reported FCF,5941.0,11.0,3.5000000000000004,185.0,median yfinance target,100852.0,9.74,5.89
Delivered reported FCF,5941.0,11.0,3.5000000000000004,197.5,p75 sell-side target,108314.0,11.82,5.48
Delivered reported FCF,5941.0,11.0,3.5000000000000004,220.0,top sell-side target,121747.0,15.26,4.88
Delivered SBC-adjusted FCF,4005.0,9.0,2.5,150.0,bear tape,79957.0,9.19,5.01
Delivered SBC-adjusted FCF,4005.0,9.0,2.5,165.0,p25 sell-side target,88912.0,12.2,4.5
Delivered SBC-adjusted FCF,4005.0,9.0,2.5,170.19,"price, close 11 Sep 2026",92010.0,13.18,4.35
Delivered SBC-adjusted FCF,4005.0,9.0,2.5,179.5,mean sell-side target,97568.0,14.85,4.1
Delivered SBC-adjusted FCF,4005.0,9.0,2.5,185.0,median yfinance target,100852.0,15.81,3.97
Delivered SBC-adjusted FCF,4005.0,9.0,2.5,197.5,p75 sell-side target,108314.0,17.87,3.7
Delivered SBC-adjusted FCF,4005.0,9.0,2.5,220.0,top sell-side target,121747.0,21.27,3.29
Delivered SBC-adjusted FCF,4005.0,9.0,3.0,150.0,bear tape,79957.0,7.39,5.01
Delivered SBC-adjusted FCF,4005.0,9.0,3.0,165.0,p25 sell-side target,88912.0,10.36,4.5
Delivered SBC-adjusted FCF,4005.0,9.0,3.0,170.19,"price, close 11 Sep 2026",92010.0,11.32,4.35
Delivered SBC-adjusted FCF,4005.0,9.0,3.0,179.5,mean sell-side target,97568.0,12.97,4.1
Delivered SBC-adjusted FCF,4005.0,9.0,3.0,185.0,median yfinance target,100852.0,13.91,3.97
Delivered SBC-adjusted FCF,4005.0,9.0,3.0,197.5,p75 sell-side target,108314.0,15.94,3.7
Delivered SBC-adjusted FCF,4005.0,9.0,3.0,220.0,top sell-side target,121747.0,19.3,3.29
Delivered SBC-adjusted FCF,4005.0,9.0,3.5000000000000004,150.0,bear tape,79957.0,5.46,5.01
Delivered SBC-adjusted FCF,4005.0,9.0,3.5000000000000004,165.0,p25 sell-side target,88912.0,8.38,4.5
Delivered SBC-adjusted FCF,4005.0,9.0,3.5000000000000004,170.19,"price, close 11 Sep 2026",92010.0,9.33,4.35
Delivered SBC-adjusted FCF,4005.0,9.0,3.5000000000000004,179.5,mean sell-side target,97568.0,10.95,4.1
Delivered SBC-adjusted FCF,4005.0,9.0,3.5000000000000004,185.0,median yfinance target,100852.0,11.88,3.97
Delivered SBC-adjusted FCF,4005.0,9.0,3.5000000000000004,197.5,p75 sell-side target,108314.0,13.87,3.7
Delivered SBC-adjusted FCF,4005.0,9.0,3.5000000000000004,220.0,top sell-side target,121747.0,17.18,3.29
Delivered SBC-adjusted FCF,4005.0,10.0,2.5,150.0,bear tape,79957.0,13.47,5.01
Delivered SBC-adjusted FCF,4005.0,10.0,2.5,165.0,p25 sell-side target,88912.0,16.58,4.5
Delivered SBC-adjusted FCF,4005.0,10.0,2.5,170.19,"price, close 11 Sep 2026",92010.0,17.59,4.35
Delivered SBC-adjusted FCF,4005.0,10.0,2.5,179.5,mean sell-side target,97568.0,19.33,4.1
Delivered SBC-adjusted FCF,4005.0,10.0,2.5,185.0,median yfinance target,100852.0,20.32,3.97
Delivered SBC-adjusted FCF,4005.0,10.0,2.5,197.5,p75 sell-side target,108314.0,22.45,3.7
Delivered SBC-adjusted FCF,4005.0,10.0,2.5,220.0,top sell-side target,121747.0,25.97,3.29
Delivered SBC-adjusted FCF,4005.0,10.0,3.0,150.0,bear tape,79957.0,11.87,5.01
Delivered SBC-adjusted FCF,4005.0,10.0,3.0,165.0,p25 sell-side target,88912.0,14.95,4.5
Delivered SBC-adjusted FCF,4005.0,10.0,3.0,170.19,"price, close 11 Sep 2026",92010.0,15.95,4.35
Delivered SBC-adjusted FCF,4005.0,10.0,3.0,179.5,mean sell-side target,97568.0,17.66,4.1
Delivered SBC-adjusted FCF,4005.0,10.0,3.0,185.0,median yfinance target,100852.0,18.64,3.97
Delivered SBC-adjusted FCF,4005.0,10.0,3.0,197.5,p75 sell-side target,108314.0,20.74,3.7
Delivered SBC-adjusted FCF,4005.0,10.0,3.0,220.0,top sell-side target,121747.0,24.22,3.29
Delivered SBC-adjusted FCF,4005.0,10.0,3.5000000000000004,150.0,bear tape,79957.0,10.18,5.01
Delivered SBC-adjusted FCF,4005.0,10.0,3.5000000000000004,165.0,p25 sell-side target,88912.0,13.21,4.5
Delivered SBC-adjusted FCF,4005.0,10.0,3.5000000000000004,170.19,"price, close 11 Sep 2026",92010.0,14.2,4.35
Delivered SBC-adjusted FCF,4005.0,10.0,3.5000000000000004,179.5,mean sell-side target,97568.0,15.89,4.1
Delivered SBC-adjusted FCF,4005.0,10.0,3.5000000000000004,185.0,median yfinance target,100852.0,16.85,3.97
Delivered SBC-adjusted FCF,4005.0,10.0,3.5000000000000004,197.5,p75 sell-side target,108314.0,18.92,3.7
Delivered SBC-adjusted FCF,4005.0,10.0,3.5000000000000004,220.0,top sell-side target,121747.0,22.36,3.29
Delivered SBC-adjusted FCF,4005.0,11.0,2.5,150.0,bear tape,79957.0,17.44,5.01
Delivered SBC-adjusted FCF,4005.0,11.0,2.5,165.0,p25 sell-side target,88912.0,20.66,4.5
Delivered SBC-adjusted FCF,4005.0,11.0,2.5,170.19,"price, close 11 Sep 2026",92010.0,21.7,4.35
Delivered SBC-adjusted FCF,4005.0,11.0,2.5,179.5,mean sell-side target,97568.0,23.5,4.1
Delivered SBC-adjusted FCF,4005.0,11.0,2.5,185.0,median yfinance target,100852.0,24.51,3.97
Delivered SBC-adjusted FCF,4005.0,11.0,2.5,197.5,p75 sell-side target,108314.0,26.71,3.7
Delivered SBC-adjusted FCF,4005.0,11.0,2.5,220.0,top sell-side target,121747.0,30.35,3.29
Delivered SBC-adjusted FCF,4005.0,11.0,3.0,150.0,bear tape,79957.0,16.0,5.01
Delivered SBC-adjusted FCF,4005.0,11.0,3.0,165.0,p25 sell-side target,88912.0,19.18,4.5
Delivered SBC-adjusted FCF,4005.0,11.0,3.0,170.19,"price, close 11 Sep 2026",92010.0,20.22,4.35
Delivered SBC-adjusted FCF,4005.0,11.0,3.0,179.5,mean sell-side target,97568.0,21.99,4.1
Delivered SBC-adjusted FCF,4005.0,11.0,3.0,185.0,median yfinance target,100852.0,22.99,3.97
Delivered SBC-adjusted FCF,4005.0,11.0,3.0,197.5,p75 sell-side target,108314.0,25.17,3.7
Delivered SBC-adjusted FCF,4005.0,11.0,3.0,220.0,top sell-side target,121747.0,28.77,3.29
Delivered SBC-adjusted FCF,4005.0,11.0,3.5000000000000004,150.0,bear tape,79957.0,14.49,5.01
Delivered SBC-adjusted FCF,4005.0,11.0,3.5000000000000004,165.0,p25 sell-side target,88912.0,17.63,4.5
Delivered SBC-adjusted FCF,4005.0,11.0,3.5000000000000004,170.19,"price, close 11 Sep 2026",92010.0,18.65,4.35
Delivered SBC-adjusted FCF,4005.0,11.0,3.5000000000000004,179.5,mean sell-side target,97568.0,20.4,4.1
Delivered SBC-adjusted FCF,4005.0,11.0,3.5000000000000004,185.0,median yfinance target,100852.0,21.39,3.97
Delivered SBC-adjusted FCF,4005.0,11.0,3.5000000000000004,197.5,p75 sell-side target,108314.0,23.54,3.7
Delivered SBC-adjusted FCF,4005.0,11.0,3.5000000000000004,220.0,top sell-side target,121747.0,27.09,3.29
Literal reported FCF,5738.0,9.0,2.5,150.0,bear tape,79957.0,-0.83,7.18
Literal reported FCF,5738.0,9.0,2.5,165.0,p25 sell-side target,88912.0,2.1,6.45
Literal reported FCF,5738.0,9.0,2.5,170.19,"price, close 11 Sep 2026",92010.0,3.05,6.24
Literal reported FCF,5738.0,9.0,2.5,179.5,mean sell-side target,97568.0,4.68,5.88
Literal reported FCF,5738.0,9.0,2.5,185.0,median yfinance target,100852.0,5.61,5.69
Literal reported FCF,5738.0,9.0,2.5,197.5,p75 sell-side target,108314.0,7.61,5.3
Literal reported FCF,5738.0,9.0,2.5,220.0,top sell-side target,121747.0,10.91,4.71
Literal reported FCF,5738.0,9.0,3.0,150.0,bear tape,79957.0,-2.48,7.18
Literal reported FCF,5738.0,9.0,3.0,165.0,p25 sell-side target,88912.0,0.41,6.45
Literal reported FCF,5738.0,9.0,3.0,170.19,"price, close 11 Sep 2026",92010.0,1.35,6.24
Literal reported FCF,5738.0,9.0,3.0,179.5,mean sell-side target,97568.0,2.96,5.88
Literal reported FCF,5738.0,9.0,3.0,185.0,median yfinance target,100852.0,3.87,5.69
Literal reported FCF,5738.0,9.0,3.0,197.5,p75 sell-side target,108314.0,5.84,5.3
Literal reported FCF,5738.0,9.0,3.0,220.0,top sell-side target,121747.0,9.09,4.71
Literal reported FCF,5738.0,9.0,3.5000000000000004,150.0,bear tape,79957.0,-4.24,7.18
Literal reported FCF,5738.0,9.0,3.5000000000000004,165.0,p25 sell-side target,88912.0,-1.4,6.45
Literal reported FCF,5738.0,9.0,3.5000000000000004,170.19,"price, close 11 Sep 2026",92010.0,-0.48,6.24
Literal reported FCF,5738.0,9.0,3.5000000000000004,179.5,mean sell-side target,97568.0,1.1,5.88
Literal reported FCF,5738.0,9.0,3.5000000000000004,185.0,median yfinance target,100852.0,2.0,5.69
Literal reported FCF,5738.0,9.0,3.5000000000000004,197.5,p75 sell-side target,108314.0,3.93,5.3
Literal reported FCF,5738.0,9.0,3.5000000000000004,220.0,top sell-side target,121747.0,7.13,4.71
Literal reported FCF,5738.0,10.0,2.5,150.0,bear tape,79957.0,3.08,7.18
Literal reported FCF,5738.0,10.0,2.5,165.0,p25 sell-side target,88912.0,6.12,6.45
Literal reported FCF,5738.0,10.0,2.5,170.19,"price, close 11 Sep 2026",92010.0,7.11,6.24
Literal reported FCF,5738.0,10.0,2.5,179.5,mean sell-side target,97568.0,8.8,5.88
Literal reported FCF,5738.0,10.0,2.5,185.0,median yfinance target,100852.0,9.76,5.69
Literal reported FCF,5738.0,10.0,2.5,197.5,p75 sell-side target,108314.0,11.83,5.3
Literal reported FCF,5738.0,10.0,2.5,220.0,top sell-side target,121747.0,15.25,4.71
Literal reported FCF,5738.0,10.0,3.0,150.0,bear tape,79957.0,1.62,7.18
Literal reported FCF,5738.0,10.0,3.0,165.0,p25 sell-side target,88912.0,4.63,6.45
Literal reported FCF,5738.0,10.0,3.0,170.19,"price, close 11 Sep 2026",92010.0,5.6,6.24
Literal reported FCF,5738.0,10.0,3.0,179.5,mean sell-side target,97568.0,7.27,5.88
Literal reported FCF,5738.0,10.0,3.0,185.0,median yfinance target,100852.0,8.21,5.69
Literal reported FCF,5738.0,10.0,3.0,197.5,p75 sell-side target,108314.0,10.26,5.3
Literal reported FCF,5738.0,10.0,3.0,220.0,top sell-side target,121747.0,13.63,4.71
Literal reported FCF,5738.0,10.0,3.5000000000000004,150.0,bear tape,79957.0,0.08,7.18
Literal reported FCF,5738.0,10.0,3.5000000000000004,165.0,p25 sell-side target,88912.0,3.03,6.45
Literal reported FCF,5738.0,10.0,3.5000000000000004,170.19,"price, close 11 Sep 2026",92010.0,3.99,6.24
Literal reported FCF,5738.0,10.0,3.5000000000000004,179.5,mean sell-side target,97568.0,5.64,5.88
Literal reported FCF,5738.0,10.0,3.5000000000000004,185.0,median yfinance target,100852.0,6.57,5.69
Literal reported FCF,5738.0,10.0,3.5000000000000004,197.5,p75 sell-side target,108314.0,8.59,5.3
Literal reported FCF,5738.0,10.0,3.5000000000000004,220.0,top sell-side target,121747.0,11.91,4.71
Literal reported FCF,5738.0,11.0,2.5,150.0,bear tape,79957.0,6.71,7.18
Literal reported FCF,5738.0,11.0,2.5,165.0,p25 sell-side target,88912.0,9.86,6.45
Literal reported FCF,5738.0,11.0,2.5,170.19,"price, close 11 Sep 2026",92010.0,10.87,6.24
Literal reported FCF,5738.0,11.0,2.5,179.5,mean sell-side target,97568.0,12.62,5.88
Literal reported FCF,5738.0,11.0,2.5,185.0,median yfinance target,100852.0,13.61,5.69
Literal reported FCF,5738.0,11.0,2.5,197.5,p75 sell-side target,108314.0,15.75,5.3
Literal reported FCF,5738.0,11.0,2.5,220.0,top sell-side target,121747.0,19.28,4.71
Literal reported FCF,5738.0,11.0,3.0,150.0,bear tape,79957.0,5.4,7.18
Literal reported FCF,5738.0,11.0,3.0,165.0,p25 sell-side target,88912.0,8.51,6.45
Literal reported FCF,5738.0,11.0,3.0,170.19,"price, close 11 Sep 2026",92010.0,9.51,6.24
Literal reported FCF,5738.0,11.0,3.0,179.5,mean sell-side target,97568.0,11.24,5.88
Literal reported FCF,5738.0,11.0,3.0,185.0,median yfinance target,100852.0,12.22,5.69
Literal reported FCF,5738.0,11.0,3.0,197.5,p75 sell-side target,108314.0,14.33,5.3
Literal reported FCF,5738.0,11.0,3.0,220.0,top sell-side target,121747.0,17.82,4.71
Literal reported FCF,5738.0,11.0,3.5000000000000004,150.0,bear tape,79957.0,4.02,7.18
Literal reported FCF,5738.0,11.0,3.5000000000000004,165.0,p25 sell-side target,88912.0,7.08,6.45
Literal reported FCF,5738.0,11.0,3.5000000000000004,170.19,"price, close 11 Sep 2026",92010.0,8.08,6.24
Literal reported FCF,5738.0,11.0,3.5000000000000004,179.5,mean sell-side target,97568.0,9.78,5.88
Literal reported FCF,5738.0,11.0,3.5000000000000004,185.0,median yfinance target,100852.0,10.75,5.69
Literal reported FCF,5738.0,11.0,3.5000000000000004,197.5,p75 sell-side target,108314.0,12.84,5.3
Literal reported FCF,5738.0,11.0,3.5000000000000004,220.0,top sell-side target,121747.0,16.28,4.71
Ambition reported FCF,6347.0,9.0,2.5,150.0,bear tape,79957.0,-3.61,7.94
Ambition reported FCF,6347.0,9.0,2.5,165.0,p25 sell-side target,88912.0,-0.69,7.14
Ambition reported FCF,6347.0,9.0,2.5,170.19,"price, close 11 Sep 2026",92010.0,0.26,6.9
Ambition reported FCF,6347.0,9.0,2.5,179.5,mean sell-side target,97568.0,1.88,6.5
Ambition reported FCF,6347.0,9.0,2.5,185.0,median yfinance target,100852.0,2.8,6.29
Ambition reported FCF,6347.0,9.0,2.5,197.5,p75 sell-side target,108314.0,4.79,5.86
Ambition reported FCF,6347.0,9.0,2.5,220.0,top sell-side target,121747.0,8.06,5.21
Ambition reported FCF,6347.0,9.0,3.0,150.0,bear tape,79957.0,-5.2,7.94
Ambition reported FCF,6347.0,9.0,3.0,165.0,p25 sell-side target,88912.0,-2.33,7.14
Ambition reported FCF,6347.0,9.0,3.0,170.19,"price, close 11 Sep 2026",92010.0,-1.4,6.9
Ambition reported FCF,6347.0,9.0,3.0,179.5,mean sell-side target,97568.0,0.2,6.5
Ambition reported FCF,6347.0,9.0,3.0,185.0,median yfinance target,100852.0,1.1,6.29
Ambition reported FCF,6347.0,9.0,3.0,197.5,p75 sell-side target,108314.0,3.06,5.86
Ambition reported FCF,6347.0,9.0,3.0,220.0,top sell-side target,121747.0,6.29,5.21
Ambition reported FCF,6347.0,9.0,3.5000000000000004,150.0,bear tape,79957.0,-6.92,7.94
Ambition reported FCF,6347.0,9.0,3.5000000000000004,165.0,p25 sell-side target,88912.0,-4.1,7.14
Ambition reported FCF,6347.0,9.0,3.5000000000000004,170.19,"price, close 11 Sep 2026",92010.0,-3.18,6.9
Ambition reported FCF,6347.0,9.0,3.5000000000000004,179.5,mean sell-side target,97568.0,-1.61,6.5
Ambition reported FCF,6347.0,9.0,3.5000000000000004,185.0,median yfinance target,100852.0,-0.72,6.29
Ambition reported FCF,6347.0,9.0,3.5000000000000004,197.5,p75 sell-side target,108314.0,1.2,5.86
Ambition reported FCF,6347.0,9.0,3.5000000000000004,220.0,top sell-side target,121747.0,4.37,5.21
Ambition reported FCF,6347.0,10.0,2.5,150.0,bear tape,79957.0,0.2,7.94
Ambition reported FCF,6347.0,10.0,2.5,165.0,p25 sell-side target,88912.0,3.23,7.14
Ambition reported FCF,6347.0,10.0,2.5,170.19,"price, close 11 Sep 2026",92010.0,4.21,6.9
Ambition reported FCF,6347.0,10.0,2.5,179.5,mean sell-side target,97568.0,5.89,6.5
Ambition reported FCF,6347.0,10.0,2.5,185.0,median yfinance target,100852.0,6.85,6.29
Ambition reported FCF,6347.0,10.0,2.5,197.5,p75 sell-side target,108314.0,8.91,5.86
Ambition reported FCF,6347.0,10.0,2.5,220.0,top sell-side target,121747.0,12.3,5.21
Ambition reported FCF,6347.0,10.0,3.0,150.0,bear tape,79957.0,-1.21,7.94
Ambition reported FCF,6347.0,10.0,3.0,165.0,p25 sell-side target,88912.0,1.78,7.14
Ambition reported FCF,6347.0,10.0,3.0,170.19,"price, close 11 Sep 2026",92010.0,2.74,6.9
Ambition reported FCF,6347.0,10.0,3.0,179.5,mean sell-side target,97568.0,4.4,6.5
Ambition reported FCF,6347.0,10.0,3.0,185.0,median yfinance target,100852.0,5.34,6.29
Ambition reported FCF,6347.0,10.0,3.0,197.5,p75 sell-side target,108314.0,7.37,5.86
Ambition reported FCF,6347.0,10.0,3.0,220.0,top sell-side target,121747.0,10.72,5.21
Ambition reported FCF,6347.0,10.0,3.5000000000000004,150.0,bear tape,79957.0,-2.72,7.94
Ambition reported FCF,6347.0,10.0,3.5000000000000004,165.0,p25 sell-side target,88912.0,0.22,7.14
Ambition reported FCF,6347.0,10.0,3.5000000000000004,170.19,"price, close 11 Sep 2026",92010.0,1.18,6.9
Ambition reported FCF,6347.0,10.0,3.5000000000000004,179.5,mean sell-side target,97568.0,2.81,6.5
Ambition reported FCF,6347.0,10.0,3.5000000000000004,185.0,median yfinance target,100852.0,3.74,6.29
Ambition reported FCF,6347.0,10.0,3.5000000000000004,197.5,p75 sell-side target,108314.0,5.74,5.86
Ambition reported FCF,6347.0,10.0,3.5000000000000004,220.0,top sell-side target,121747.0,9.04,5.21
Ambition reported FCF,6347.0,11.0,2.5,150.0,bear tape,79957.0,3.74,7.94
Ambition reported FCF,6347.0,11.0,2.5,165.0,p25 sell-side target,88912.0,6.87,7.14
Ambition reported FCF,6347.0,11.0,2.5,170.19,"price, close 11 Sep 2026",92010.0,7.88,6.9
Ambition reported FCF,6347.0,11.0,2.5,179.5,mean sell-side target,97568.0,9.62,6.5
Ambition reported FCF,6347.0,11.0,2.5,185.0,median yfinance target,100852.0,10.61,6.29
Ambition reported FCF,6347.0,11.0,2.5,197.5,p75 sell-side target,108314.0,12.73,5.86
Ambition reported FCF,6347.0,11.0,2.5,220.0,top sell-side target,121747.0,16.24,5.21
Ambition reported FCF,6347.0,11.0,3.0,150.0,bear tape,79957.0,2.47,7.94
Ambition reported FCF,6347.0,11.0,3.0,165.0,p25 sell-side target,88912.0,5.56,7.14
Ambition reported FCF,6347.0,11.0,3.0,170.19,"price, close 11 Sep 2026",92010.0,6.56,6.9
Ambition reported FCF,6347.0,11.0,3.0,179.5,mean sell-side target,97568.0,8.28,6.5
Ambition reported FCF,6347.0,11.0,3.0,185.0,median yfinance target,100852.0,9.25,6.29
Ambition reported FCF,6347.0,11.0,3.0,197.5,p75 sell-side target,108314.0,11.35,5.86
Ambition reported FCF,6347.0,11.0,3.0,220.0,top sell-side target,121747.0,14.81,5.21
Ambition reported FCF,6347.0,11.0,3.5000000000000004,150.0,bear tape,79957.0,1.12,7.94
Ambition reported FCF,6347.0,11.0,3.5000000000000004,165.0,p25 sell-side target,88912.0,4.17,7.14
Ambition reported FCF,6347.0,11.0,3.5000000000000004,170.19,"price, close 11 Sep 2026",92010.0,5.16,6.9
Ambition reported FCF,6347.0,11.0,3.5000000000000004,179.5,mean sell-side target,97568.0,6.86,6.5
Ambition reported FCF,6347.0,11.0,3.5000000000000004,185.0,median yfinance target,100852.0,7.81,6.29
Ambition reported FCF,6347.0,11.0,3.5000000000000004,197.5,p75 sell-side target,108314.0,9.89,5.86
Ambition reported FCF,6347.0,11.0,3.5000000000000004,220.0,top sell-side target,121747.0,13.31,5.21
