variant,window,threshold_pp,horizon,n_sign,hits,hit_rate,wilson95_lo,wilson95_hi,n_return,signed_return_mean_pp,origin
default,W2,1.5,60,5,5,1.0,0.5655175352168251,1.0,5,0.5579385906970314,refuter_new_stress
ex_covid,W1,0.5,1,9,7,0.7777777777777778,0.45258896910698887,0.9367748928821533,9,0.16332009061291616,refuter_new_stress
ex_covid,W1,0.5,5,9,7,0.7777777777777778,0.45258896910698887,0.9367748928821533,9,-1.645518278414462,refuter_new_stress
ex_covid,W1,0.5,20,9,7,0.7777777777777778,0.45258896910698887,0.9367748928821533,9,-0.44253850835649466,refuter_new_stress
ex_covid,W1,0.5,60,9,7,0.7777777777777778,0.45258896910698887,0.9367748928821533,9,-0.03297494950286693,refuter_new_stress
ex_covid,W1,1.0,1,8,7,0.875,0.5291118177871464,0.9775825085499433,8,-0.15699104172017253,recomputed_original_cutoff
ex_covid,W1,1.0,5,8,7,0.875,0.5291118177871464,0.9775825085499433,8,-1.2287333764787869,recomputed_original_cutoff
ex_covid,W1,1.0,20,8,7,0.875,0.5291118177871464,0.9775825085499433,8,-0.30767985383700214,recomputed_original_cutoff
ex_covid,W1,1.0,60,8,7,0.875,0.5291118177871464,0.9775825085499433,8,-1.6391746361719128,recomputed_original_cutoff
ex_covid,W1,1.5,1,6,6,1.0,0.6096657120978346,1.0,6,-0.6404999005363771,refuter_new_stress
ex_covid,W1,1.5,5,6,6,1.0,0.6096657120978346,1.0,6,-1.2401826877764217,refuter_new_stress
ex_covid,W1,1.5,20,6,6,1.0,0.6096657120978346,1.0,6,-0.21400732094820438,refuter_new_stress
ex_covid,W1,1.5,60,6,6,1.0,0.6096657120978346,1.0,6,-0.25942041064048577,refuter_new_stress
ex_covid,W2,0.5,1,7,6,0.8571428571428571,0.4868721707256811,0.9743203756552565,7,-1.0719199763875316,refuter_new_stress
ex_covid,W2,0.5,5,7,6,0.8571428571428571,0.4868721707256811,0.9743203756552565,7,-2.420271786761068,refuter_new_stress
ex_covid,W2,0.5,20,7,6,0.8571428571428571,0.4868721707256811,0.9743203756552565,7,-0.9833468154591628,refuter_new_stress
ex_covid,W2,0.5,60,7,6,0.8571428571428571,0.4868721707256811,0.9743203756552565,7,-1.2524545245781755,refuter_new_stress
ex_covid,W2,1.0,1,7,6,0.8571428571428571,0.4868721707256811,0.9743203756552565,7,-1.0719199763875316,recomputed_original_cutoff
ex_covid,W2,1.0,5,7,6,0.8571428571428571,0.4868721707256811,0.9743203756552565,7,-2.420271786761068,recomputed_original_cutoff
ex_covid,W2,1.0,20,7,6,0.8571428571428571,0.4868721707256811,0.9743203756552565,7,-0.9833468154591628,recomputed_original_cutoff
ex_covid,W2,1.0,60,7,6,0.8571428571428571,0.4868721707256811,0.9743203756552565,7,-1.2524545245781755,recomputed_original_cutoff
ex_covid,W2,1.5,1,5,5,1.0,0.5655175352168251,1.0,5,-2.018102180833921,refuter_new_stress
ex_covid,W2,1.5,5,5,5,1.0,0.5655175352168251,1.0,5,-2.910626324431143,refuter_new_stress
ex_covid,W2,1.5,20,5,5,1.0,0.5655175352168251,1.0,5,-1.14120656064147,refuter_new_stress
ex_covid,W2,1.5,60,5,5,1.0,0.5655175352168251,1.0,5,0.5579385906970314,refuter_new_stress
full_sample,W1,0.5,1,11,8,0.7272727272727273,0.43435469882387084,0.902539407099751,11,0.014655251458348955,refuter_new_stress
full_sample,W1,0.5,5,11,8,0.7272727272727273,0.43435469882387084,0.902539407099751,11,-2.297572660278283,refuter_new_stress
full_sample,W1,0.5,20,11,8,0.7272727272727273,0.43435469882387084,0.902539407099751,11,-2.8166750487202283,refuter_new_stress
full_sample,W1,0.5,60,11,8,0.7272727272727273,0.43435469882387084,0.902539407099751,11,-3.7702522528618756,refuter_new_stress
full_sample,W1,1.0,1,10,7,0.7,0.39677814746114537,0.8922087325936989,10,-0.00977591548405483,recomputed_original_cutoff
full_sample,W1,1.0,5,10,7,0.7,0.39677814746114537,0.8922087325936989,10,-2.4507098481970826,recomputed_original_cutoff
full_sample,W1,1.0,20,10,7,0.7,0.39677814746114537,0.8922087325936989,10,-3.1932354154764306,recomputed_original_cutoff
full_sample,W1,1.0,60,10,7,0.7,0.39677814746114537,0.8922087325936989,10,-4.625995350282933,recomputed_original_cutoff
full_sample,W1,1.5,1,9,6,0.6666666666666666,0.3542021355803963,0.879416181613089,9,0.31852839195584143,refuter_new_stress
full_sample,W1,1.5,5,9,6,0.6666666666666666,0.3542021355803963,0.879416181613089,9,-2.2776099614293965,refuter_new_stress
full_sample,W1,1.5,20,9,6,0.6666666666666666,0.3542021355803963,0.879416181613089,9,-3.5670024155933646,refuter_new_stress
full_sample,W1,1.5,60,9,6,0.6666666666666666,0.3542021355803963,0.879416181613089,9,-5.539227981155209,refuter_new_stress
full_sample,W2,0.5,1,8,6,0.75,0.40927543031016883,0.9285207872478909,8,-0.9191481795859033,refuter_new_stress
full_sample,W2,0.5,5,8,6,0.75,0.40927543031016883,0.9285207872478909,8,-2.5427857603404016,refuter_new_stress
full_sample,W2,0.5,20,8,6,0.75,0.40927543031016883,0.9285207872478909,8,-1.4803777492410035,refuter_new_stress
full_sample,W2,0.5,60,8,6,0.75,0.40927543031016883,0.9285207872478909,8,-2.770408890994381,refuter_new_stress
full_sample,W2,1.0,1,7,5,0.7142857142857143,0.35893445183261935,0.9177810759959433,7,-1.087450336795659,recomputed_original_cutoff
full_sample,W2,1.0,5,7,5,0.7142857142857143,0.35893445183261935,0.9177810759959433,7,-2.79658361451899,recomputed_original_cutoff
full_sample,W2,1.0,20,7,5,0.7142857142857143,0.35893445183261935,0.9177810759959433,7,-1.8274215161099743,recomputed_original_cutoff
full_sample,W2,1.0,60,7,5,0.7142857142857143,0.35893445183261935,0.9177810759959433,7,-3.850064264186251,recomputed_original_cutoff
full_sample,W2,1.5,1,6,4,0.6666666666666666,0.299993315138392,0.9032285888942195,6,-0.7746062791877487,refuter_new_stress
full_sample,W2,1.5,5,6,4,0.6666666666666666,0.299993315138392,0.9032285888942195,6,-2.594579412087779,refuter_new_stress
full_sample,W2,1.5,20,6,4,0.6666666666666666,0.299993315138392,0.9032285888942195,6,-2.1604363663909663,refuter_new_stress
full_sample,W2,1.5,60,6,4,0.6666666666666666,0.299993315138392,0.9032285888942195,6,-5.090591362811886,refuter_new_stress
