quarter,vintage_date,horizon_q,prior_basis,n_train,knowable_from,object,target,window,point,q50,q05,q10,q25,q75,q90,q95,sd,n_params,base_naive,base_trailing4,base_street,street_vendor,street_as_of,spec_id,notes
2023Q1,2023-02-14,0,PIT,10,2023-02-14,guide_mid_next_q,guide_mid,W1,1819.75424914653,1819.75424914653,1631.1377170992787,1672.797822159924,1742.4100310964486,1897.0984671966112,1966.7106761331358,2008.370781193781,114.67070926963154,7,1852.8222996515678,1852.8222996515678,1690.0,Refinitiv,2023-02-14,"kernel(w=2/3,k=3)/(1+c_mean8)|PIT",lam=13.267 c=3.524 nlam=2 ncush=5
2024Q2,2024-05-08,0,full_sample,15,2024-05-08,guide_mid_next_q,guide_mid,W1,2732.0304501637306,2732.0304501637306,2519.4382464328105,2566.3939053370127,2644.8547525584304,2819.206147769031,2897.6669949904485,2944.6226538946507,129.24688266939145,7,2756.3025210084033,2792.7176289048534,2740.0,LSEG,2024-05-08,"kernel(w=2/3,k=3)/(1+c_mean8)|full_sample",lam=13.710 c=2.541 nlam=3 ncush=19
2024Q2,2024-05-08,0,full_sample,15,2024-05-08,guide_mid_next_q,guide_mid,W2,2732.0304501637306,2732.0304501637306,2519.4382464328105,2566.3939053370127,2644.8547525584304,2819.206147769031,2897.6669949904485,2944.6226538946507,129.24688266939145,7,2756.3025210084033,2792.7176289048534,2740.0,LSEG,2024-05-08,"kernel(w=2/3,k=3)/(1+c_mean8)|full_sample",lam=13.710 c=2.541 nlam=3 ncush=19
2024Q3,2024-08-06,0,PIT,16,2024-08-06,guide_mid_next_q,guide_mid,W1,3702.7495589496752,3702.7495589496752,3415.819573477813,3479.194364701377,3585.09086211878,3820.4082557805705,3926.3047531979737,3989.6795444215377,174.44104494796338,7,3782.7083333333335,3877.4992865002046,3840.0,LSEG,2024-08-06,"kernel(w=2/3,k=3)/(1+c_mean8)|PIT",lam=17.459 c=2.635 nlam=3 ncush=8
2024Q3,2024-08-06,0,PIT,16,2024-08-06,guide_mid_next_q,guide_mid,W2,3702.7495589496752,3702.7495589496752,3415.819573477813,3479.194364701377,3585.09086211878,3820.4082557805705,3926.3047531979737,3989.6795444215377,174.44104494796338,7,3782.7083333333335,3877.4992865002046,3840.0,LSEG,2024-08-06,"kernel(w=2/3,k=3)/(1+c_mean8)|PIT",lam=17.459 c=2.635 nlam=3 ncush=8
2024Q3,2024-08-06,0,full_sample,16,2024-08-06,guide_mid_next_q,guide_mid,W1,3659.4484889657483,3659.4484889657483,3368.953070358015,3433.1153658232,3540.3277482996145,3778.569229631882,3885.7816121082965,3949.9439075734817,176.60867438164072,7,3782.7083333333335,3877.4992865002046,3840.0,LSEG,2024-08-06,"kernel(w=2/3,k=3)/(1+c_mean8)|full_sample",lam=17.239 c=2.541 nlam=3 ncush=19
2024Q3,2024-08-06,0,full_sample,16,2024-08-06,guide_mid_next_q,guide_mid,W2,3659.4484889657483,3659.4484889657483,3368.953070358015,3433.1153658232,3540.3277482996145,3778.569229631882,3885.7816121082965,3949.9439075734817,176.60867438164072,7,3782.7083333333335,3877.4992865002046,3840.0,LSEG,2024-08-06,"kernel(w=2/3,k=3)/(1+c_mean8)|full_sample",lam=17.239 c=2.541 nlam=3 ncush=19
2024Q4,2024-11-07,0,PIT,17,2024-11-07,guide_mid_next_q,guide_mid,W1,2405.2450536602123,2405.2450536602123,2224.19234969111,2264.1818171412756,2331.0024638810987,2479.487643439326,2546.308290179149,2586.2977576293147,110.0722283141149,7,2374.626865671642,2445.937783736142,2420.0,LSEG,2024-11-07,"kernel(w=2/3,k=3)/(1+c_mean8)|PIT",lam=12.046 c=2.505 nlam=3 ncush=8
2024Q4,2024-11-07,0,PIT,17,2024-11-07,guide_mid_next_q,guide_mid,W2,2405.2450536602123,2405.2450536602123,2224.19234969111,2264.1818171412756,2331.0024638810987,2479.487643439326,2546.308290179149,2586.2977576293147,110.0722283141149,7,2374.626865671642,2445.937783736142,2420.0,LSEG,2024-11-07,"kernel(w=2/3,k=3)/(1+c_mean8)|PIT",lam=12.046 c=2.505 nlam=3 ncush=8
2024Q4,2024-11-07,0,full_sample,17,2024-11-07,guide_mid_next_q,guide_mid,W1,2401.086377969794,2401.086377969794,2217.165241125869,2257.7882649967128,2325.667556736713,2476.505199202875,2544.384490942875,2585.0075148137184,111.81611167724341,7,2374.626865671642,2445.937783736142,2420.0,LSEG,2024-11-07,"kernel(w=2/3,k=3)/(1+c_mean8)|full_sample",lam=12.030 c=2.541 nlam=3 ncush=19
2024Q4,2024-11-07,0,full_sample,17,2024-11-07,guide_mid_next_q,guide_mid,W2,2401.086377969794,2401.086377969794,2217.165241125869,2257.7882649967128,2325.667556736713,2476.505199202875,2544.384490942875,2585.0075148137184,111.81611167724341,7,2374.626865671642,2445.937783736142,2420.0,LSEG,2024-11-07,"kernel(w=2/3,k=3)/(1+c_mean8)|full_sample",lam=12.030 c=2.541 nlam=3 ncush=19
2025Q1,2025-02-13,0,PIT,18,2025-02-13,guide_mid_next_q,guide_mid,W1,2337.2523283705423,2337.2523283705423,2168.5555656270694,2205.8159519940673,2268.0764239026066,2406.428232838478,2468.6887047470173,2505.949091114015,102.5603494312932,7,2302.674418604651,2308.996731610902,2300.0,LSEG,2025-02-13,"kernel(w=2/3,k=3)/(1+c_mean8)|PIT",lam=12.986 c=2.420 nlam=3 ncush=8
2025Q1,2025-02-13,0,PIT,18,2025-02-13,guide_mid_next_q,guide_mid,W2,2337.2523283705423,2337.2523283705423,2168.5555656270694,2205.8159519940673,2268.0764239026066,2406.428232838478,2468.6887047470173,2505.949091114015,102.5603494312932,7,2302.674418604651,2308.996731610902,2300.0,LSEG,2025-02-13,"kernel(w=2/3,k=3)/(1+c_mean8)|PIT",lam=12.986 c=2.420 nlam=3 ncush=8
2025Q1,2025-02-13,0,full_sample,18,2025-02-13,guide_mid_next_q,guide_mid,W1,2275.36562676062,2275.36562676062,2107.533957579863,2144.6032690271873,2206.544463122781,2344.1867903984594,2406.127984494053,2443.1972959413774,102.03440988959724,7,2302.674418604651,2308.996731610902,2300.0,LSEG,2025-02-13,"kernel(w=2/3,k=3)/(1+c_mean8)|full_sample",lam=12.657 c=2.541 nlam=3 ncush=19
2025Q1,2025-02-13,0,full_sample,18,2025-02-13,guide_mid_next_q,guide_mid,W2,2275.36562676062,2275.36562676062,2107.533957579863,2144.6032690271873,2206.544463122781,2344.1867903984594,2406.127984494053,2443.1972959413774,102.03440988959724,7,2302.674418604651,2308.996731610902,2300.0,LSEG,2025-02-13,"kernel(w=2/3,k=3)/(1+c_mean8)|full_sample",lam=12.657 c=2.541 nlam=3 ncush=19
2025Q2,2025-05-01,0,PIT,19,2025-05-01,guide_mid_next_q,guide_mid,W1,2964.317207798082,2964.317207798082,2745.5944134012298,2793.904147944796,2874.6275961890888,3054.0068194070755,3134.730267651368,3183.0400021949345,132.97401714839967,7,2974.390243902439,3017.897373685317,3040.0,LSEG,2025-05-01,"kernel(w=2/3,k=3)/(1+c_mean8)|PIT",lam=13.661 c=2.311 nlam=3 ncush=8
2025Q2,2025-05-01,0,PIT,19,2025-05-01,guide_mid_next_q,guide_mid,W2,2964.317207798082,2964.317207798082,2745.5944134012298,2793.904147944796,2874.6275961890888,3054.0068194070755,3134.730267651368,3183.0400021949345,132.97401714839967,7,2974.390243902439,3017.897373685317,3040.0,LSEG,2025-05-01,"kernel(w=2/3,k=3)/(1+c_mean8)|PIT",lam=13.661 c=2.311 nlam=3 ncush=8
2025Q2,2025-05-01,0,full_sample,19,2025-05-01,guide_mid_next_q,guide_mid,W1,2968.2418920212804,2968.2418920212804,2745.8981149886217,2795.007623101308,2877.067457912904,3059.4163261296567,3141.4761609412526,3190.585669053939,135.17541828007182,7,2974.390243902439,3017.897373685317,3040.0,LSEG,2025-05-01,"kernel(w=2/3,k=3)/(1+c_mean8)|full_sample",lam=13.710 c=2.541 nlam=3 ncush=19
2025Q2,2025-05-01,0,full_sample,19,2025-05-01,guide_mid_next_q,guide_mid,W2,2968.2418920212804,2968.2418920212804,2745.8981149886217,2795.007623101308,2877.067457912904,3059.4163261296567,3141.4761609412526,3190.585669053939,135.17541828007182,7,2974.390243902439,3017.897373685317,3040.0,LSEG,2025-05-01,"kernel(w=2/3,k=3)/(1+c_mean8)|full_sample",lam=13.710 c=2.541 nlam=3 ncush=19
2025Q3,2025-08-06,0,PIT,20,2025-08-06,guide_mid_next_q,guide_mid,W1,3998.697530847742,3998.697530847742,3712.680615538418,3775.853735156178,3881.4132481627325,4115.981813532752,4221.541326539306,4284.714446157066,173.88593770463356,7,4123.247232472325,4106.7091295088585,4050.0,LSEG,2025-08-06,"kernel(w=2/3,k=3)/(1+c_mean8)|PIT",lam=17.145 c=2.188 nlam=3 ncush=8
2025Q3,2025-08-06,0,PIT,20,2025-08-06,guide_mid_next_q,guide_mid,W2,3998.697530847742,3998.697530847742,3712.680615538418,3775.853735156178,3881.4132481627325,4115.981813532752,4221.541326539306,4284.714446157066,173.88593770463356,7,4123.247232472325,4106.7091295088585,4050.0,LSEG,2025-08-06,"kernel(w=2/3,k=3)/(1+c_mean8)|PIT",lam=17.145 c=2.188 nlam=3 ncush=8
2025Q3,2025-08-06,0,full_sample,20,2025-08-06,guide_mid_next_q,guide_mid,W1,4006.899953461732,4006.899953461732,3714.074420602903,3778.751372993705,3886.8237246272906,4126.976182296174,4235.048533929758,4299.725486320561,178.02528325972918,7,4123.247232472325,4106.7091295088585,4050.0,LSEG,2025-08-06,"kernel(w=2/3,k=3)/(1+c_mean8)|full_sample",lam=17.239 c=2.541 nlam=3 ncush=19
2025Q3,2025-08-06,0,full_sample,20,2025-08-06,guide_mid_next_q,guide_mid,W2,4006.899953461732,4006.899953461732,3714.074420602903,3778.751372993705,3886.8237246272906,4126.976182296174,4235.048533929758,4299.725486320561,178.02528325972918,7,4123.247232472325,4106.7091295088585,4050.0,LSEG,2025-08-06,"kernel(w=2/3,k=3)/(1+c_mean8)|full_sample",lam=17.239 c=2.541 nlam=3 ncush=19
2025Q4,2025-11-06,0,PIT,21,2025-11-06,guide_mid_next_q,guide_mid,W1,2707.013911405684,2707.013911405684,2518.5476469194464,2560.1745620878214,2629.7313121695993,2784.296510641769,2853.853260723547,2895.480175891922,114.57935307929861,7,2649.972972972973,2676.1250330785833,2670.0,LSEG,2025-11-06,"kernel(w=2/3,k=3)/(1+c_mean8)|PIT",lam=11.967 c=2.121 nlam=3 ncush=8
2025Q4,2025-11-06,0,PIT,21,2025-11-06,guide_mid_next_q,guide_mid,W2,2707.013911405684,2707.013911405684,2518.5476469194464,2560.1745620878214,2629.7313121695993,2784.296510641769,2853.853260723547,2895.480175891922,114.57935307929861,7,2649.972972972973,2676.1250330785833,2670.0,LSEG,2025-11-06,"kernel(w=2/3,k=3)/(1+c_mean8)|PIT",lam=11.967 c=2.121 nlam=3 ncush=8
2025Q4,2025-11-06,0,full_sample,21,2025-11-06,guide_mid_next_q,guide_mid,W1,2710.020944516396,2710.020944516396,2517.839324445921,2560.286857522477,2631.214824148193,2788.8270648845987,2859.755031510315,2902.2025645868707,116.83812888971708,7,2649.972972972973,2676.1250330785833,2670.0,LSEG,2025-11-06,"kernel(w=2/3,k=3)/(1+c_mean8)|full_sample",lam=12.030 c=2.541 nlam=3 ncush=19
2025Q4,2025-11-06,0,full_sample,21,2025-11-06,guide_mid_next_q,guide_mid,W2,2710.020944516396,2710.020944516396,2517.839324445921,2560.286857522477,2631.214824148193,2788.8270648845987,2859.755031510315,2902.2025645868707,116.83812888971708,7,2649.972972972973,2676.1250330785833,2670.0,LSEG,2025-11-06,"kernel(w=2/3,k=3)/(1+c_mean8)|full_sample",lam=12.030 c=2.541 nlam=3 ncush=19
2026Q1,2026-02-12,0,PIT,22,2026-02-12,guide_mid_next_q,guide_mid,W1,2644.6342805435966,2644.6342805435966,2465.5241891250193,2505.08458791366,2571.1882797329254,2718.0802813542678,2784.183973173533,2823.744371962174,108.89120374226567,7,2506.2111801242236,2488.005591991458,2530.0,LSEG,2026-02-12,"kernel(w=2/3,k=3)/(1+c_mean8)|PIT",lam=12.721 c=2.134 nlam=3 ncush=8
2026Q1,2026-02-12,0,PIT,22,2026-02-12,guide_mid_next_q,guide_mid,W2,2644.6342805435966,2644.6342805435966,2465.5241891250193,2505.08458791366,2571.1882797329254,2718.0802813542678,2784.183973173533,2823.744371962174,108.89120374226567,7,2506.2111801242236,2488.005591991458,2530.0,LSEG,2026-02-12,"kernel(w=2/3,k=3)/(1+c_mean8)|PIT",lam=12.721 c=2.134 nlam=3 ncush=8
2026Q1,2026-02-12,0,full_sample,22,2026-02-12,guide_mid_next_q,guide_mid,W1,2620.9907852559045,2620.9907852559045,2440.1716912282673,2480.109560790385,2546.8439897216285,2695.1375807901804,2761.872009721424,2801.8098792835417,109.93020355419854,7,2506.2111801242236,2488.005591991458,2530.0,LSEG,2026-02-12,"kernel(w=2/3,k=3)/(1+c_mean8)|full_sample",lam=12.657 c=2.541 nlam=3 ncush=19
2026Q1,2026-02-12,0,full_sample,22,2026-02-12,guide_mid_next_q,guide_mid,W2,2620.9907852559045,2620.9907852559045,2440.1716912282673,2480.109560790385,2546.8439897216285,2695.1375807901804,2761.872009721424,2801.8098792835417,109.93020355419854,7,2506.2111801242236,2488.005591991458,2530.0,LSEG,2026-02-12,"kernel(w=2/3,k=3)/(1+c_mean8)|full_sample",lam=12.657 c=2.541 nlam=3 ncush=19
2026Q2,2026-05-07,0,PIT,23,2026-05-07,guide_mid_next_q,guide_mid,W1,3533.045663989363,3533.045663989363,3305.880498338359,3356.0549160546643,3439.8941681221154,3626.197159856611,3710.036411924062,3760.2108296403676,138.1066144298969,7,3503.2,3386.597857998724,3460.0,LSEG,2026-05-07,"kernel(w=2/3,k=3)/(1+c_mean8)|PIT",lam=13.706 c=1.899 nlam=3 ncush=8
2026Q2,2026-05-07,0,PIT,23,2026-05-07,guide_mid_next_q,guide_mid,W2,3533.045663989363,3533.045663989363,3305.880498338359,3356.0549160546643,3439.8941681221154,3626.197159856611,3710.036411924062,3760.2108296403676,138.1066144298969,7,3503.2,3386.597857998724,3460.0,LSEG,2026-05-07,"kernel(w=2/3,k=3)/(1+c_mean8)|PIT",lam=13.706 c=1.899 nlam=3 ncush=8
2026Q2,2026-05-07,0,full_sample,23,2026-05-07,guide_mid_next_q,guide_mid,W1,3511.973890259412,3511.973890259412,3275.614137690296,3327.819381935115,3415.0520560885384,3608.895724430286,3696.1283985837094,3748.3336428285284,143.69652636336951,7,3503.2,3386.597857998724,3460.0,LSEG,2026-05-07,"kernel(w=2/3,k=3)/(1+c_mean8)|full_sample",lam=13.710 c=2.541 nlam=3 ncush=19
2026Q2,2026-05-07,0,full_sample,23,2026-05-07,guide_mid_next_q,guide_mid,W2,3511.973890259412,3511.973890259412,3275.614137690296,3327.819381935115,3415.0520560885384,3608.895724430286,3696.1283985837094,3748.3336428285284,143.69652636336951,7,3503.2,3386.597857998724,3460.0,LSEG,2026-05-07,"kernel(w=2/3,k=3)/(1+c_mean8)|full_sample",lam=13.710 c=2.541 nlam=3 ncush=19
2026Q3,2026-08-06,0,PIT,24,2026-08-06,guide_mid_next_q,guide_mid,LIVE,4716.462904729653,4716.462904729653,4420.554154983259,4485.912103562818,4595.122369969006,4837.8034394903,4947.013705896488,5012.371654476047,179.8997460307903,7,4799.403973509933,4621.587460279167,4610.0,LSEG,2026-08-06,"kernel(w=2/3,k=3)/(1+c_mean8)|PIT",lam=17.239 c=1.857 nlam=3 ncush=8
2026Q3,2026-08-06,0,full_sample,24,2026-08-06,guide_mid_next_q,guide_mid,LIVE,4684.990714816792,4684.990714816792,4377.249834381991,4445.221168979308,4558.798288835222,4811.183140798363,4924.760260654277,4992.731595251594,187.09317071888066,7,4799.403973509933,4621.587460279167,4610.0,LSEG,2026-08-06,"kernel(w=2/3,k=3)/(1+c_mean8)|full_sample",lam=17.239 c=2.541 nlam=3 ncush=19
