quarter,fee_share,adr_basis,backlog_scale_B,b_path,adr_ratio_r,b_in_force,u_unpaid_share_pct,implied_rnpl_gbv_share_pct,k_uf_m_nights,u_unpaid_m_nights,k_total_m_nights,k_over_nights_q,band_role
4Q20,0.133,forward,1.0,step,1.0,1.0,0.0,0.0,19.19,0.0,19.19,0.4145,
4Q20,0.133,forward,1.0,ramp,1.33,1.0,0.0,0.0,19.19,0.0,19.19,0.4145,
4Q20,0.133,forward,1.0,step,1.33,1.0,0.0,0.0,19.19,0.0,19.19,0.4145,
4Q20,0.133,forward,1.05,ramp,1.0,1.05,0.0,0.0,19.19,0.0,19.19,0.4145,
4Q20,0.133,forward,1.05,step,1.0,1.05,0.0,0.0,19.19,0.0,19.19,0.4145,
4Q20,0.133,forward,1.05,ramp,1.33,1.05,0.0,0.0,19.19,0.0,19.19,0.4145,
4Q20,0.133,forward,1.05,step,1.33,1.05,0.0,0.0,19.19,0.0,19.19,0.4145,
4Q20,0.133,forward,1.1,ramp,1.0,1.1,0.0,0.0,19.19,0.0,19.19,0.4145,
4Q20,0.133,forward,1.1,step,1.0,1.1,0.0,0.0,19.19,0.0,19.19,0.4145,
4Q20,0.133,forward,1.1,ramp,1.33,1.1,0.0,0.0,19.19,0.0,19.19,0.4145,
4Q20,0.133,forward,1.1,step,1.33,1.1,0.0,0.0,19.19,0.0,19.19,0.4145,
4Q20,0.133,kernelw,1.0,ramp,1.0,1.0,0.0,0.0,23.897,0.0,23.897,0.5161,
4Q20,0.133,kernelw,1.0,step,1.0,1.0,0.0,0.0,23.897,0.0,23.897,0.5161,
4Q20,0.133,kernelw,1.0,ramp,1.33,1.0,0.0,0.0,23.897,0.0,23.897,0.5161,
4Q20,0.133,kernelw,1.0,step,1.33,1.0,0.0,0.0,23.897,0.0,23.897,0.5161,
4Q20,0.133,kernelw,1.05,ramp,1.0,1.05,0.0,0.0,23.897,0.0,23.897,0.5161,
4Q20,0.133,kernelw,1.05,step,1.0,1.05,0.0,0.0,23.897,0.0,23.897,0.5161,
4Q20,0.133,kernelw,1.05,ramp,1.33,1.05,0.0,0.0,23.897,0.0,23.897,0.5161,
4Q20,0.133,kernelw,1.05,step,1.33,1.05,0.0,0.0,23.897,0.0,23.897,0.5161,
4Q20,0.133,kernelw,1.1,ramp,1.0,1.1,0.0,0.0,23.897,0.0,23.897,0.5161,
4Q20,0.133,kernelw,1.1,step,1.0,1.1,0.0,0.0,23.897,0.0,23.897,0.5161,
4Q20,0.133,kernelw,1.1,ramp,1.33,1.1,0.0,0.0,23.897,0.0,23.897,0.5161,
4Q20,0.133,kernelw,1.1,step,1.33,1.1,0.0,0.0,23.897,0.0,23.897,0.5161,
4Q20,0.151,current,1.0,ramp,1.0,1.0,0.0,0.0,21.179,0.0,21.179,0.4574,
4Q20,0.151,current,1.0,step,1.0,1.0,0.0,0.0,21.179,0.0,21.179,0.4574,
4Q20,0.151,current,1.0,ramp,1.33,1.0,0.0,0.0,21.179,0.0,21.179,0.4574,
4Q20,0.151,current,1.0,step,1.33,1.0,0.0,0.0,21.179,0.0,21.179,0.4574,
4Q20,0.151,current,1.05,ramp,1.0,1.05,0.0,0.0,21.179,0.0,21.179,0.4574,
4Q20,0.151,current,1.05,step,1.0,1.05,0.0,0.0,21.179,0.0,21.179,0.4574,
4Q20,0.151,current,1.05,ramp,1.33,1.05,0.0,0.0,21.179,0.0,21.179,0.4574,
4Q20,0.151,current,1.05,step,1.33,1.05,0.0,0.0,21.179,0.0,21.179,0.4574,
4Q20,0.151,current,1.1,ramp,1.0,1.1,0.0,0.0,21.179,0.0,21.179,0.4574,
4Q20,0.151,current,1.1,step,1.0,1.1,0.0,0.0,21.179,0.0,21.179,0.4574,
4Q20,0.151,current,1.1,ramp,1.33,1.1,0.0,0.0,21.179,0.0,21.179,0.4574,
4Q20,0.151,current,1.1,step,1.33,1.1,0.0,0.0,21.179,0.0,21.179,0.4574,
4Q20,0.151,forward,1.0,ramp,1.0,1.0,0.0,0.0,16.902,0.0,16.902,0.3651,
4Q20,0.151,forward,1.0,step,1.0,1.0,0.0,0.0,16.902,0.0,16.902,0.3651,
4Q20,0.151,forward,1.0,ramp,1.33,1.0,0.0,0.0,16.902,0.0,16.902,0.3651,
4Q20,0.151,forward,1.0,step,1.33,1.0,0.0,0.0,16.902,0.0,16.902,0.3651,
4Q20,0.151,forward,1.05,ramp,1.0,1.05,0.0,0.0,16.902,0.0,16.902,0.3651,
4Q20,0.151,forward,1.05,step,1.0,1.05,0.0,0.0,16.902,0.0,16.902,0.3651,
4Q20,0.151,forward,1.05,ramp,1.33,1.05,0.0,0.0,16.902,0.0,16.902,0.3651,
4Q20,0.151,forward,1.05,step,1.33,1.05,0.0,0.0,16.902,0.0,16.902,0.3651,
4Q20,0.151,forward,1.1,ramp,1.0,1.1,0.0,0.0,16.902,0.0,16.902,0.3651,
4Q20,0.151,forward,1.1,step,1.0,1.1,0.0,0.0,16.902,0.0,16.902,0.3651,
4Q20,0.151,forward,1.1,ramp,1.33,1.1,0.0,0.0,16.902,0.0,16.902,0.3651,
4Q20,0.151,forward,1.1,step,1.33,1.1,0.0,0.0,16.902,0.0,16.902,0.3651,
4Q20,0.151,kernelw,1.0,ramp,1.0,1.0,0.0,0.0,21.048,0.0,21.048,0.4546,
4Q20,0.151,kernelw,1.0,step,1.0,1.0,0.0,0.0,21.048,0.0,21.048,0.4546,
4Q20,0.151,kernelw,1.0,ramp,1.33,1.0,0.0,0.0,21.048,0.0,21.048,0.4546,
4Q20,0.151,kernelw,1.0,step,1.33,1.0,0.0,0.0,21.048,0.0,21.048,0.4546,
4Q20,0.151,kernelw,1.05,ramp,1.0,1.05,0.0,0.0,21.048,0.0,21.048,0.4546,
4Q20,0.151,kernelw,1.05,step,1.0,1.05,0.0,0.0,21.048,0.0,21.048,0.4546,
4Q20,0.151,kernelw,1.05,ramp,1.33,1.05,0.0,0.0,21.048,0.0,21.048,0.4546,
4Q20,0.151,kernelw,1.05,step,1.33,1.05,0.0,0.0,21.048,0.0,21.048,0.4546,
4Q20,0.151,kernelw,1.1,ramp,1.0,1.1,0.0,0.0,21.048,0.0,21.048,0.4546,
4Q20,0.151,kernelw,1.1,step,1.0,1.1,0.0,0.0,21.048,0.0,21.048,0.4546,
4Q20,0.151,kernelw,1.1,ramp,1.33,1.1,0.0,0.0,21.048,0.0,21.048,0.4546,
4Q20,0.151,kernelw,1.1,step,1.33,1.1,0.0,0.0,21.048,0.0,21.048,0.4546,
4Q20,0.155,current,1.0,ramp,1.0,1.0,0.0,0.0,20.632,0.0,20.632,0.4456,
4Q20,0.155,current,1.0,step,1.0,1.0,0.0,0.0,20.632,0.0,20.632,0.4456,
4Q20,0.155,current,1.0,ramp,1.33,1.0,0.0,0.0,20.632,0.0,20.632,0.4456,
4Q20,0.155,current,1.0,step,1.33,1.0,0.0,0.0,20.632,0.0,20.632,0.4456,
4Q20,0.155,current,1.05,ramp,1.0,1.05,0.0,0.0,20.632,0.0,20.632,0.4456,
4Q20,0.155,current,1.05,step,1.0,1.05,0.0,0.0,20.632,0.0,20.632,0.4456,
4Q20,0.155,current,1.05,ramp,1.33,1.05,0.0,0.0,20.632,0.0,20.632,0.4456,
4Q20,0.155,current,1.05,step,1.33,1.05,0.0,0.0,20.632,0.0,20.632,0.4456,
4Q20,0.155,current,1.1,ramp,1.0,1.1,0.0,0.0,20.632,0.0,20.632,0.4456,
4Q20,0.155,current,1.1,step,1.0,1.1,0.0,0.0,20.632,0.0,20.632,0.4456,
4Q20,0.155,current,1.1,ramp,1.33,1.1,0.0,0.0,20.632,0.0,20.632,0.4456,
4Q20,0.155,current,1.1,step,1.33,1.1,0.0,0.0,20.632,0.0,20.632,0.4456,
4Q20,0.155,forward,1.0,ramp,1.0,1.0,0.0,0.0,16.466,0.0,16.466,0.3556,
4Q20,0.155,forward,1.0,step,1.0,1.0,0.0,0.0,16.466,0.0,16.466,0.3556,
4Q20,0.155,forward,1.0,ramp,1.33,1.0,0.0,0.0,16.466,0.0,16.466,0.3556,
4Q20,0.155,forward,1.0,step,1.33,1.0,0.0,0.0,16.466,0.0,16.466,0.3556,
4Q20,0.155,forward,1.05,ramp,1.0,1.05,0.0,0.0,16.466,0.0,16.466,0.3556,
4Q20,0.155,forward,1.05,step,1.0,1.05,0.0,0.0,16.466,0.0,16.466,0.3556,
4Q20,0.155,forward,1.05,ramp,1.33,1.05,0.0,0.0,16.466,0.0,16.466,0.3556,
4Q20,0.155,forward,1.05,step,1.33,1.05,0.0,0.0,16.466,0.0,16.466,0.3556,
4Q20,0.155,forward,1.1,ramp,1.0,1.1,0.0,0.0,16.466,0.0,16.466,0.3556,
4Q20,0.155,forward,1.1,step,1.0,1.1,0.0,0.0,16.466,0.0,16.466,0.3556,
4Q20,0.155,forward,1.1,ramp,1.33,1.1,0.0,0.0,16.466,0.0,16.466,0.3556,
4Q20,0.155,forward,1.1,step,1.33,1.1,0.0,0.0,16.466,0.0,16.466,0.3556,
4Q20,0.155,kernelw,1.0,ramp,1.0,1.0,0.0,0.0,20.505,0.0,20.505,0.4429,
4Q20,0.155,kernelw,1.0,step,1.0,1.0,0.0,0.0,20.505,0.0,20.505,0.4429,
4Q20,0.155,kernelw,1.0,ramp,1.33,1.0,0.0,0.0,20.505,0.0,20.505,0.4429,
4Q20,0.155,kernelw,1.0,step,1.33,1.0,0.0,0.0,20.505,0.0,20.505,0.4429,
4Q20,0.155,kernelw,1.05,ramp,1.0,1.05,0.0,0.0,20.505,0.0,20.505,0.4429,
4Q20,0.155,kernelw,1.05,step,1.0,1.05,0.0,0.0,20.505,0.0,20.505,0.4429,
4Q20,0.155,kernelw,1.05,ramp,1.33,1.05,0.0,0.0,20.505,0.0,20.505,0.4429,
4Q20,0.155,kernelw,1.05,step,1.33,1.05,0.0,0.0,20.505,0.0,20.505,0.4429,
4Q20,0.155,kernelw,1.1,ramp,1.0,1.1,0.0,0.0,20.505,0.0,20.505,0.4429,
4Q20,0.155,kernelw,1.1,step,1.0,1.1,0.0,0.0,20.505,0.0,20.505,0.4429,
4Q20,0.155,kernelw,1.1,ramp,1.33,1.1,0.0,0.0,20.505,0.0,20.505,0.4429,
4Q20,0.155,kernelw,1.1,step,1.33,1.1,0.0,0.0,20.505,0.0,20.505,0.4429,
1Q21,0.124,current,1.0,ramp,1.0,1.0,0.0,0.0,47.745,0.0,47.745,0.7414,
1Q21,0.124,current,1.0,step,1.0,1.0,0.0,0.0,47.745,0.0,47.745,0.7414,
1Q21,0.124,current,1.0,ramp,1.33,1.0,0.0,0.0,47.745,0.0,47.745,0.7414,
1Q21,0.124,current,1.0,step,1.33,1.0,0.0,0.0,47.745,0.0,47.745,0.7414,
1Q21,0.124,current,1.05,ramp,1.0,1.05,0.0,0.0,47.745,0.0,47.745,0.7414,
1Q21,0.124,current,1.05,step,1.0,1.05,0.0,0.0,47.745,0.0,47.745,0.7414,
1Q21,0.124,current,1.05,ramp,1.33,1.05,0.0,0.0,47.745,0.0,47.745,0.7414,
1Q21,0.124,current,1.05,step,1.33,1.05,0.0,0.0,47.745,0.0,47.745,0.7414,
1Q21,0.124,current,1.1,ramp,1.0,1.1,0.0,0.0,47.745,0.0,47.745,0.7414,
1Q21,0.124,current,1.1,step,1.0,1.1,0.0,0.0,47.745,0.0,47.745,0.7414,
1Q21,0.124,current,1.1,ramp,1.33,1.1,0.0,0.0,47.745,0.0,47.745,0.7414,
1Q21,0.124,current,1.1,step,1.33,1.1,0.0,0.0,47.745,0.0,47.745,0.7414,
1Q21,0.124,forward,1.0,ramp,1.0,1.0,0.0,0.0,47.263,0.0,47.263,0.7339,
1Q21,0.124,forward,1.0,step,1.0,1.0,0.0,0.0,47.263,0.0,47.263,0.7339,
1Q21,0.124,forward,1.0,ramp,1.33,1.0,0.0,0.0,47.263,0.0,47.263,0.7339,
1Q21,0.124,forward,1.0,step,1.33,1.0,0.0,0.0,47.263,0.0,47.263,0.7339,
1Q21,0.124,forward,1.05,ramp,1.0,1.05,0.0,0.0,47.263,0.0,47.263,0.7339,
1Q21,0.124,forward,1.05,step,1.0,1.05,0.0,0.0,47.263,0.0,47.263,0.7339,
1Q21,0.124,forward,1.05,ramp,1.33,1.05,0.0,0.0,47.263,0.0,47.263,0.7339,
1Q21,0.124,forward,1.05,step,1.33,1.05,0.0,0.0,47.263,0.0,47.263,0.7339,
1Q21,0.124,forward,1.1,ramp,1.0,1.1,0.0,0.0,47.263,0.0,47.263,0.7339,
1Q21,0.124,forward,1.1,step,1.0,1.1,0.0,0.0,47.263,0.0,47.263,0.7339,
1Q21,0.124,forward,1.1,ramp,1.33,1.1,0.0,0.0,47.263,0.0,47.263,0.7339,
1Q21,0.124,forward,1.1,step,1.33,1.1,0.0,0.0,47.263,0.0,47.263,0.7339,
1Q21,0.124,kernelw,1.0,ramp,1.0,1.0,0.0,0.0,51.191,0.0,51.191,0.7949,
1Q21,0.124,kernelw,1.0,step,1.0,1.0,0.0,0.0,51.191,0.0,51.191,0.7949,
1Q21,0.124,kernelw,1.0,ramp,1.33,1.0,0.0,0.0,51.191,0.0,51.191,0.7949,
1Q21,0.124,kernelw,1.0,step,1.33,1.0,0.0,0.0,51.191,0.0,51.191,0.7949,
1Q21,0.124,kernelw,1.05,ramp,1.0,1.05,0.0,0.0,51.191,0.0,51.191,0.7949,
1Q21,0.124,kernelw,1.05,step,1.0,1.05,0.0,0.0,51.191,0.0,51.191,0.7949,
1Q21,0.124,kernelw,1.05,ramp,1.33,1.05,0.0,0.0,51.191,0.0,51.191,0.7949,
1Q21,0.124,kernelw,1.05,step,1.33,1.05,0.0,0.0,51.191,0.0,51.191,0.7949,
1Q21,0.124,kernelw,1.1,ramp,1.0,1.1,0.0,0.0,51.191,0.0,51.191,0.7949,
1Q21,0.124,kernelw,1.1,step,1.0,1.1,0.0,0.0,51.191,0.0,51.191,0.7949,
1Q21,0.124,kernelw,1.1,ramp,1.33,1.1,0.0,0.0,51.191,0.0,51.191,0.7949,
1Q21,0.124,kernelw,1.1,step,1.33,1.1,0.0,0.0,51.191,0.0,51.191,0.7949,
1Q21,0.133,current,1.0,ramp,1.0,1.0,0.0,0.0,44.514,0.0,44.514,0.6912,
1Q21,0.133,current,1.0,step,1.0,1.0,0.0,0.0,44.514,0.0,44.514,0.6912,
1Q21,0.133,current,1.0,ramp,1.33,1.0,0.0,0.0,44.514,0.0,44.514,0.6912,
1Q21,0.133,current,1.0,step,1.33,1.0,0.0,0.0,44.514,0.0,44.514,0.6912,
1Q21,0.133,current,1.05,ramp,1.0,1.05,0.0,0.0,44.514,0.0,44.514,0.6912,
1Q21,0.133,current,1.05,step,1.0,1.05,0.0,0.0,44.514,0.0,44.514,0.6912,
1Q21,0.133,current,1.05,ramp,1.33,1.05,0.0,0.0,44.514,0.0,44.514,0.6912,central
1Q21,0.133,current,1.05,step,1.33,1.05,0.0,0.0,44.514,0.0,44.514,0.6912,
1Q21,0.133,current,1.1,ramp,1.0,1.1,0.0,0.0,44.514,0.0,44.514,0.6912,
1Q21,0.133,current,1.1,step,1.0,1.1,0.0,0.0,44.514,0.0,44.514,0.6912,
1Q21,0.133,current,1.1,ramp,1.33,1.1,0.0,0.0,44.514,0.0,44.514,0.6912,
1Q21,0.133,current,1.1,step,1.33,1.1,0.0,0.0,44.514,0.0,44.514,0.6912,
1Q21,0.133,forward,1.0,ramp,1.0,1.0,0.0,0.0,44.065,0.0,44.065,0.6842,
1Q21,0.133,forward,1.0,step,1.0,1.0,0.0,0.0,44.065,0.0,44.065,0.6842,
1Q21,0.133,forward,1.0,ramp,1.33,1.0,0.0,0.0,44.065,0.0,44.065,0.6842,
1Q21,0.133,forward,1.0,step,1.33,1.0,0.0,0.0,44.065,0.0,44.065,0.6842,
1Q21,0.133,forward,1.05,ramp,1.0,1.05,0.0,0.0,44.065,0.0,44.065,0.6842,
1Q21,0.133,forward,1.05,step,1.0,1.05,0.0,0.0,44.065,0.0,44.065,0.6842,
1Q21,0.133,forward,1.05,ramp,1.33,1.05,0.0,0.0,44.065,0.0,44.065,0.6842,
1Q21,0.133,forward,1.05,step,1.33,1.05,0.0,0.0,44.065,0.0,44.065,0.6842,
1Q21,0.133,forward,1.1,ramp,1.0,1.1,0.0,0.0,44.065,0.0,44.065,0.6842,
1Q21,0.133,forward,1.1,step,1.0,1.1,0.0,0.0,44.065,0.0,44.065,0.6842,
1Q21,0.133,forward,1.1,ramp,1.33,1.1,0.0,0.0,44.065,0.0,44.065,0.6842,
1Q21,0.133,forward,1.1,step,1.33,1.1,0.0,0.0,44.065,0.0,44.065,0.6842,
1Q21,0.133,kernelw,1.0,ramp,1.0,1.0,0.0,0.0,47.727,0.0,47.727,0.7411,
1Q21,0.133,kernelw,1.0,step,1.0,1.0,0.0,0.0,47.727,0.0,47.727,0.7411,
1Q21,0.133,kernelw,1.0,ramp,1.33,1.0,0.0,0.0,47.727,0.0,47.727,0.7411,
1Q21,0.133,kernelw,1.0,step,1.33,1.0,0.0,0.0,47.727,0.0,47.727,0.7411,
1Q21,0.133,kernelw,1.05,ramp,1.0,1.05,0.0,0.0,47.727,0.0,47.727,0.7411,
1Q21,0.133,kernelw,1.05,step,1.0,1.05,0.0,0.0,47.727,0.0,47.727,0.7411,
1Q21,0.133,kernelw,1.05,ramp,1.33,1.05,0.0,0.0,47.727,0.0,47.727,0.7411,
1Q21,0.133,kernelw,1.05,step,1.33,1.05,0.0,0.0,47.727,0.0,47.727,0.7411,
1Q21,0.133,kernelw,1.1,ramp,1.0,1.1,0.0,0.0,47.727,0.0,47.727,0.7411,
1Q21,0.133,kernelw,1.1,step,1.0,1.1,0.0,0.0,47.727,0.0,47.727,0.7411,
1Q21,0.133,kernelw,1.1,ramp,1.33,1.1,0.0,0.0,47.727,0.0,47.727,0.7411,
1Q21,0.133,kernelw,1.1,step,1.33,1.1,0.0,0.0,47.727,0.0,47.727,0.7411,
1Q21,0.151,current,1.0,ramp,1.0,1.0,0.0,0.0,39.208,0.0,39.208,0.6088,
1Q21,0.151,current,1.0,step,1.0,1.0,0.0,0.0,39.208,0.0,39.208,0.6088,
1Q21,0.151,current,1.0,ramp,1.33,1.0,0.0,0.0,39.208,0.0,39.208,0.6088,
1Q21,0.151,current,1.0,step,1.33,1.0,0.0,0.0,39.208,0.0,39.208,0.6088,
1Q21,0.151,current,1.05,ramp,1.0,1.05,0.0,0.0,39.208,0.0,39.208,0.6088,
1Q21,0.151,current,1.05,step,1.0,1.05,0.0,0.0,39.208,0.0,39.208,0.6088,
1Q21,0.151,current,1.05,ramp,1.33,1.05,0.0,0.0,39.208,0.0,39.208,0.6088,
1Q21,0.151,current,1.05,step,1.33,1.05,0.0,0.0,39.208,0.0,39.208,0.6088,
1Q21,0.151,current,1.1,ramp,1.0,1.1,0.0,0.0,39.208,0.0,39.208,0.6088,
1Q21,0.151,current,1.1,step,1.0,1.1,0.0,0.0,39.208,0.0,39.208,0.6088,
1Q21,0.151,current,1.1,ramp,1.33,1.1,0.0,0.0,39.208,0.0,39.208,0.6088,
1Q21,0.151,current,1.1,step,1.33,1.1,0.0,0.0,39.208,0.0,39.208,0.6088,
1Q21,0.151,forward,1.0,ramp,1.0,1.0,0.0,0.0,38.812,0.0,38.812,0.6027,
1Q21,0.151,forward,1.0,step,1.0,1.0,0.0,0.0,38.812,0.0,38.812,0.6027,
1Q21,0.151,forward,1.0,ramp,1.33,1.0,0.0,0.0,38.812,0.0,38.812,0.6027,
1Q21,0.151,forward,1.0,step,1.33,1.0,0.0,0.0,38.812,0.0,38.812,0.6027,
1Q21,0.151,forward,1.05,ramp,1.0,1.05,0.0,0.0,38.812,0.0,38.812,0.6027,
1Q21,0.151,forward,1.05,step,1.0,1.05,0.0,0.0,38.812,0.0,38.812,0.6027,
1Q21,0.151,forward,1.05,ramp,1.33,1.05,0.0,0.0,38.812,0.0,38.812,0.6027,
1Q21,0.151,forward,1.05,step,1.33,1.05,0.0,0.0,38.812,0.0,38.812,0.6027,
1Q21,0.151,forward,1.1,ramp,1.0,1.1,0.0,0.0,38.812,0.0,38.812,0.6027,
1Q21,0.151,forward,1.1,step,1.0,1.1,0.0,0.0,38.812,0.0,38.812,0.6027,
1Q21,0.151,forward,1.1,ramp,1.33,1.1,0.0,0.0,38.812,0.0,38.812,0.6027,
1Q21,0.151,forward,1.1,step,1.33,1.1,0.0,0.0,38.812,0.0,38.812,0.6027,
1Q21,0.151,kernelw,1.0,ramp,1.0,1.0,0.0,0.0,42.037,0.0,42.037,0.6527,
1Q21,0.151,kernelw,1.0,step,1.0,1.0,0.0,0.0,42.037,0.0,42.037,0.6527,
1Q21,0.151,kernelw,1.0,ramp,1.33,1.0,0.0,0.0,42.037,0.0,42.037,0.6527,
1Q21,0.151,kernelw,1.0,step,1.33,1.0,0.0,0.0,42.037,0.0,42.037,0.6527,
1Q21,0.151,kernelw,1.05,ramp,1.0,1.05,0.0,0.0,42.037,0.0,42.037,0.6527,
1Q21,0.151,kernelw,1.05,step,1.0,1.05,0.0,0.0,42.037,0.0,42.037,0.6527,
1Q21,0.151,kernelw,1.05,ramp,1.33,1.05,0.0,0.0,42.037,0.0,42.037,0.6527,
1Q21,0.151,kernelw,1.05,step,1.33,1.05,0.0,0.0,42.037,0.0,42.037,0.6527,
1Q21,0.151,kernelw,1.1,ramp,1.0,1.1,0.0,0.0,42.037,0.0,42.037,0.6527,
1Q21,0.151,kernelw,1.1,step,1.0,1.1,0.0,0.0,42.037,0.0,42.037,0.6527,
1Q21,0.151,kernelw,1.1,ramp,1.33,1.1,0.0,0.0,42.037,0.0,42.037,0.6527,
1Q21,0.151,kernelw,1.1,step,1.33,1.1,0.0,0.0,42.037,0.0,42.037,0.6527,
1Q21,0.155,current,1.0,ramp,1.0,1.0,0.0,0.0,38.196,0.0,38.196,0.5931,
1Q21,0.155,current,1.0,step,1.0,1.0,0.0,0.0,38.196,0.0,38.196,0.5931,
1Q21,0.155,current,1.0,ramp,1.33,1.0,0.0,0.0,38.196,0.0,38.196,0.5931,
1Q21,0.155,current,1.0,step,1.33,1.0,0.0,0.0,38.196,0.0,38.196,0.5931,
1Q21,0.155,current,1.05,ramp,1.0,1.05,0.0,0.0,38.196,0.0,38.196,0.5931,
1Q21,0.155,current,1.05,step,1.0,1.05,0.0,0.0,38.196,0.0,38.196,0.5931,
