centre,sd,p_r01,p_r02,p_r01_exact_threshold,p_r02_exact_threshold,p_s01_accel,p_s01_flat,p_s01_decel
10.0,1.7,0.5017565207441853,0.3639825229689325,0.4929742575274422,0.3557476736128147,0.3642735635602625,0.11461582459021635,0.5211106118495211
10.0,1.816,0.5016444416359966,0.37234866356002005,0.49342251285197636,0.36457768060788576,0.37262317290511215,0.10761209721921361,0.5197647298756742
10.0,1.9,0.5015716248365152,0.3778168168217545,0.49371374455444084,0.3703535475685866,0.3780803753777595,0.1030294231752642,0.5188902014469763
10.0,2.159,0.5013829971030328,0.392093546803145,0.4944681777886153,0.38544918388403837,0.3923280152371127,0.09104760853979277,0.5166243762230945
10.0,2.41,0.5012390415404484,0.40308888664355047,0.49504395335498186,0.39708904995575567,0.40330050617558666,0.08180469652830724,0.5148947972961061
10.0,2.5,0.5011944361807636,0.4065119002005224,0.49522236234520023,0.40071493835017813,0.4067163350872688,0.0789248443904822,0.514358820522249
10.3,1.0,0.620762892066805,0.38540430378025514,0.6064429067041186,0.371175158214488,0.38590811880112297,0.1972580446813197,0.41683383651755734
10.3,1.25,0.5971542483904719,0.4078597788860929,0.5855247964666792,0.3962775972294481,0.40826900690097,0.1584393535596148,0.4332916395394152
10.3,1.475,0.5825587381137132,0.4217245263364441,0.5726297300702812,0.4118245146027223,0.4220739486617271,0.13452772498319165,0.44339832635508125
10.3,1.634,0.574650186017942,0.4292323614918411,0.5656524295776055,0.4202560375779216,0.4295490243689425,0.12159439637218405,0.44885657925887346
10.3,1.7,0.5717665836093386,0.43196911171854246,0.5631099208934774,0.42333149143506865,0.432273774600456,0.11688228268756917,0.4508439427119748
10.3,1.816,0.5672324036904294,0.4362716339878745,0.5591136266027776,0.42816851192578964,0.43655737250633675,0.1094765779846536,0.45396604950900965
10.3,1.9,0.5642818001881093,0.43907102126596254,0.5565140162074208,0.43131691956747154,0.4393444101870857,0.10465959944433023,0.45599599036858407
10.3,2.159,0.5566221799490938,0.44633651024833676,0.5497688349748442,0.43949251497648356,0.446577722677019,0.09216263370636801,0.461259643616613
10.3,2.41,0.5507621493290715,0.4518936062743445,0.5446113071097848,0.4457495003216341,0.45211009769198396,0.08260856653567317,0.4652813357723429
10.3,2.5,0.5489440801421088,0.45361746582775575,0.543011653820639,0.4476910774427263,0.4538262708980728,0.07964551321701407,0.4665282158849131
