source,url,sdate,edate,file,ric,group,period,frq,fields,status,error,pulled_at_utc,rows,sha256
"LSEG Workspace desktop session, lseg-data 2.1.1, ld.get_data",lseg://desktop/get_data (licensed; no public URL),2021-01-01,2026-09-13,abnb_reveps_FQ4_D.csv,ABNB.O,reveps,FQ4,D,TR.RevenueMean;TR.RevenueMean.date;TR.RevenueMean.calcdate;TR.RevenueMean.fperiod;TR.RevenueMean.periodenddate;TR.RevenueMedian;TR.RevenueMedian.date;TR.RevenueHigh;TR.RevenueLow;TR.RevenueStdDev;TR.RevenueNumOfEst;TR.EPSMean;TR.EPSMean.date;TR.EPSMedian;TR.EPSMedian.date;TR.EPSStdDev;TR.EPSNumOfEst,OK,,2026-09-13T04:58:42+00:00,1430,d1ee987578340548ab43e50a57d425e9f7fbda36a1b2afc162ae84740a6668f6
"LSEG Workspace desktop session, lseg-data 2.1.1, ld.get_data",lseg://desktop/get_data (licensed; no public URL),2021-01-01,2026-09-13,abnb_other_FQ4_D.csv,ABNB.O,other,FQ4,D,TR.EBITMean;TR.EBITMean.date;TR.EBITMean.calcdate;TR.EBITMean.fperiod;TR.EBITMean.periodenddate;TR.NetProfitMean;TR.NetProfitMean.date;TR.FCFMean;TR.FCFMean.date;TR.COGSMean;TR.COGSMean.date;TR.GrossIncomeMean;TR.GrossIncomeMean.date;TR.PreTaxProfitMean;TR.PreTaxProfitMean.date;TR.CAPEXMean;TR.CAPEXMean.date;TR.DPSMean;TR.DPSMean.date,OK,,2026-09-13T04:58:42+00:00,1430,c0fcff08762916e4774fad5cdc2650aef6d8320e499725981d6aedad34b2ad91
"LSEG Workspace desktop session, lseg-data 2.1.1, ld.get_data",lseg://desktop/get_data (licensed; no public URL),2021-01-01,2026-09-13,abnb_ebitda_FY1_D.csv,ABNB.O,ebitda,FY1,D,TR.EBITDAMean;TR.EBITDAMean.date;TR.EBITDAMean.calcdate;TR.EBITDAMean.fperiod;TR.EBITDAMean.periodenddate;TR.EBITDAMedian;TR.EBITDAMedian.date;TR.EBITDAHigh;TR.EBITDALow;TR.EBITDAStdDev;TR.EBITDANumOfEst;TR.EBITDAMarginMean;TR.EBITDAMarginMean.date;TR.EBITDAReportedMean;TR.EBITDAReportedMean.date,OK,,2026-09-13T04:58:42+00:00,1430,6e89047dc63f6f4163677996e00cc28abaa2c1c5667b42b4c0cd910892902dc7
"LSEG Workspace desktop session, lseg-data 2.1.1, ld.get_data",lseg://desktop/get_data (licensed; no public URL),2021-01-01,2026-09-13,abnb_reveps_FY1_D.csv,ABNB.O,reveps,FY1,D,TR.RevenueMean;TR.RevenueMean.date;TR.RevenueMean.calcdate;TR.RevenueMean.fperiod;TR.RevenueMean.periodenddate;TR.RevenueMedian;TR.RevenueMedian.date;TR.RevenueHigh;TR.RevenueLow;TR.RevenueStdDev;TR.RevenueNumOfEst;TR.EPSMean;TR.EPSMean.date;TR.EPSMedian;TR.EPSMedian.date;TR.EPSStdDev;TR.EPSNumOfEst,OK,,2026-09-13T04:58:42+00:00,1430,2bb3e9490de7a41b0b2b9f8abe984108ca7b7c1db4a0b34fa7686d250566af15
"LSEG Workspace desktop session, lseg-data 2.1.1, ld.get_data",lseg://desktop/get_data (licensed; no public URL),2021-01-01,2026-09-13,abnb_other_FY1_D.csv,ABNB.O,other,FY1,D,TR.EBITMean;TR.EBITMean.date;TR.EBITMean.calcdate;TR.EBITMean.fperiod;TR.EBITMean.periodenddate;TR.NetProfitMean;TR.NetProfitMean.date;TR.FCFMean;TR.FCFMean.date;TR.COGSMean;TR.COGSMean.date;TR.GrossIncomeMean;TR.GrossIncomeMean.date;TR.PreTaxProfitMean;TR.PreTaxProfitMean.date;TR.CAPEXMean;TR.CAPEXMean.date;TR.DPSMean;TR.DPSMean.date,OK,,2026-09-13T04:58:42+00:00,1430,331cd4d70fe8d2d806d28a1a5eaaf2c33fa0da1e14936562616ffa792f710911
"LSEG Workspace desktop session, lseg-data 2.1.1, ld.get_data",lseg://desktop/get_data (licensed; no public URL),2021-01-01,2026-09-13,abnb_ebitda_FY2_D.csv,ABNB.O,ebitda,FY2,D,TR.EBITDAMean;TR.EBITDAMean.date;TR.EBITDAMean.calcdate;TR.EBITDAMean.fperiod;TR.EBITDAMean.periodenddate;TR.EBITDAMedian;TR.EBITDAMedian.date;TR.EBITDAHigh;TR.EBITDALow;TR.EBITDAStdDev;TR.EBITDANumOfEst;TR.EBITDAMarginMean;TR.EBITDAMarginMean.date;TR.EBITDAReportedMean;TR.EBITDAReportedMean.date,OK,,2026-09-13T04:58:42+00:00,1430,c82321575dd623338d4277b8528e06894e362651188dfdc48ccce4bfd7a6ee4f
"LSEG Workspace desktop session, lseg-data 2.1.1, ld.get_data",lseg://desktop/get_data (licensed; no public URL),2021-01-01,2026-09-13,abnb_reveps_FY2_D.csv,ABNB.O,reveps,FY2,D,TR.RevenueMean;TR.RevenueMean.date;TR.RevenueMean.calcdate;TR.RevenueMean.fperiod;TR.RevenueMean.periodenddate;TR.RevenueMedian;TR.RevenueMedian.date;TR.RevenueHigh;TR.RevenueLow;TR.RevenueStdDev;TR.RevenueNumOfEst;TR.EPSMean;TR.EPSMean.date;TR.EPSMedian;TR.EPSMedian.date;TR.EPSStdDev;TR.EPSNumOfEst,OK,,2026-09-13T04:58:42+00:00,1430,cb9eb45fc3b388d557e5131f3e6c32e5d3f9072be020e4679759b381141534ba
"LSEG Workspace desktop session, lseg-data 2.1.1, ld.get_data",lseg://desktop/get_data (licensed; no public URL),2021-01-01,2026-09-13,abnb_other_FY2_D.csv,ABNB.O,other,FY2,D,TR.EBITMean;TR.EBITMean.date;TR.EBITMean.calcdate;TR.EBITMean.fperiod;TR.EBITMean.periodenddate;TR.NetProfitMean;TR.NetProfitMean.date;TR.FCFMean;TR.FCFMean.date;TR.COGSMean;TR.COGSMean.date;TR.GrossIncomeMean;TR.GrossIncomeMean.date;TR.PreTaxProfitMean;TR.PreTaxProfitMean.date;TR.CAPEXMean;TR.CAPEXMean.date;TR.DPSMean;TR.DPSMean.date,OK,,2026-09-13T04:58:42+00:00,1430,5ce9db1be800a9eefb3393fea15aa104caa5e5bafa5f3874b3f2250efe545857
"LSEG Workspace desktop session, lseg-data 2.1.1, ld.get_data",lseg://desktop/get_data (licensed; no public URL),2021-01-01,2026-09-13,abnb_ebitda_FY3_D.csv,ABNB.O,ebitda,FY3,D,TR.EBITDAMean;TR.EBITDAMean.date;TR.EBITDAMean.calcdate;TR.EBITDAMean.fperiod;TR.EBITDAMean.periodenddate;TR.EBITDAMedian;TR.EBITDAMedian.date;TR.EBITDAHigh;TR.EBITDALow;TR.EBITDAStdDev;TR.EBITDANumOfEst;TR.EBITDAMarginMean;TR.EBITDAMarginMean.date;TR.EBITDAReportedMean;TR.EBITDAReportedMean.date,OK,,2026-09-13T04:58:42+00:00,1430,fcee84cc378e5e8236421e67606b071f22c8fa7931ee505d25e8c748830e1861
"LSEG Workspace desktop session, lseg-data 2.1.1, ld.get_data",lseg://desktop/get_data (licensed; no public URL),2021-01-01,2026-09-13,abnb_reveps_FY3_D.csv,ABNB.O,reveps,FY3,D,TR.RevenueMean;TR.RevenueMean.date;TR.RevenueMean.calcdate;TR.RevenueMean.fperiod;TR.RevenueMean.periodenddate;TR.RevenueMedian;TR.RevenueMedian.date;TR.RevenueHigh;TR.RevenueLow;TR.RevenueStdDev;TR.RevenueNumOfEst;TR.EPSMean;TR.EPSMean.date;TR.EPSMedian;TR.EPSMedian.date;TR.EPSStdDev;TR.EPSNumOfEst,OK,,2026-09-13T04:58:42+00:00,1430,ab03e72bd579d8f91c18a20853e42af016cc1e6eed4fab2cba450eef5821e33b
"LSEG Workspace desktop session, lseg-data 2.1.1, ld.get_data",lseg://desktop/get_data (licensed; no public URL),2021-01-01,2026-09-13,abnb_other_FY3_D.csv,ABNB.O,other,FY3,D,TR.EBITMean;TR.EBITMean.date;TR.EBITMean.calcdate;TR.EBITMean.fperiod;TR.EBITMean.periodenddate;TR.NetProfitMean;TR.NetProfitMean.date;TR.FCFMean;TR.FCFMean.date;TR.COGSMean;TR.COGSMean.date;TR.GrossIncomeMean;TR.GrossIncomeMean.date;TR.PreTaxProfitMean;TR.PreTaxProfitMean.date;TR.CAPEXMean;TR.CAPEXMean.date;TR.DPSMean;TR.DPSMean.date,OK,,2026-09-13T04:58:42+00:00,1430,21a6e2f60add0ccdf64a544398f514ab05c103811de6e4f249defcdbedf64ae7
"LSEG Workspace desktop session, lseg-data 2.1.1, ld.get_data",lseg://desktop/get_data (licensed; no public URL),2021-01-01,2026-09-13,abnb_other_n_FQ1_D.csv,ABNB.O,other_n,FQ1,D,TR.EBITNumOfEst;TR.EBITNumOfEst.calcdate;TR.EBITNumOfEst.fperiod;TR.EBITNumOfEst.periodenddate;TR.NetProfitNumOfEst,OK,,2026-09-13T04:58:45+00:00,1430,c180eda3dd22fec78c4c93b0db7335a336b4f8a2d7ea5bb43939f8d2407b4f9b
"LSEG Workspace desktop session, lseg-data 2.1.1, ld.get_data",lseg://desktop/get_data (licensed; no public URL),2021-01-01,2026-09-13,abnb_other_n_FY1_D.csv,ABNB.O,other_n,FY1,D,TR.EBITNumOfEst;TR.EBITNumOfEst.calcdate;TR.EBITNumOfEst.fperiod;TR.EBITNumOfEst.periodenddate;TR.NetProfitNumOfEst,OK,,2026-09-13T04:58:47+00:00,1430,c51bf08f39597bd2595b1362512c24a6a3eaf24387fc6316168f5e20201e3591
"LSEG Workspace desktop session, lseg-data 2.1.1, ld.get_data",lseg://desktop/get_data (licensed; no public URL),2021-01-01,2026-09-13,abnb_actual_FQ0_D.csv,ABNB.O,actual,FQ0,D,TR.EBITDAActValue;TR.EBITDAActValue.date;TR.EBITDAActValue.calcdate;TR.EBITDAActValue.fperiod;TR.EBITDAActValue.periodenddate;TR.RevenueActValue;TR.RevenueActValue.date;TR.EPSActValue;TR.EPSActValue.date;TR.EBITActValue;TR.EBITActValue.date;TR.NetProfitActValue;TR.NetProfitActValue.date;TR.FCFActValue;TR.FCFActValue.date,OK,,2026-09-13T04:58:47+00:00,1430,975d6fbcf26db06ea03636b06db250d516af0cbfabcf7b11d7c2f8b940c766ef
"LSEG Workspace desktop session, lseg-data 2.1.1, ld.get_data",lseg://desktop/get_data (licensed; no public URL),2021-01-01,2026-09-13,abnb_actual_FY0_D.csv,ABNB.O,actual,FY0,D,TR.EBITDAActValue;TR.EBITDAActValue.date;TR.EBITDAActValue.calcdate;TR.EBITDAActValue.fperiod;TR.EBITDAActValue.periodenddate;TR.RevenueActValue;TR.RevenueActValue.date;TR.EPSActValue;TR.EPSActValue.date;TR.EBITActValue;TR.EBITActValue.date;TR.NetProfitActValue;TR.NetProfitActValue.date;TR.FCFActValue;TR.FCFActValue.date,OK,,2026-09-13T04:58:47+00:00,1430,7ce880cb95136e2dae1732bacc81c6062c4806cf55fe945e4cd98d8473870ea7
"LSEG Workspace desktop session, lseg-data 2.1.1, ld.get_data",lseg://desktop/get_data (licensed; no public URL),2021-01-01,2026-09-13,bkng_peer_FQ1_M.csv,BKNG.O,peer,FQ1,M,TR.EBITDAMean;TR.EBITDAMean.date;TR.EBITDAMean.calcdate;TR.EBITDAMean.fperiod;TR.EBITDAMean.periodenddate;TR.EBITDANumOfEst;TR.RevenueMean;TR.RevenueMean.date;TR.RevenueNumOfEst;TR.EBITDAMarginMean;TR.EBITDAMarginMean.date;TR.EBITDAActValue;TR.EBITDAActValue.date;TR.RevenueActValue;TR.RevenueActValue.date,OK,,2026-09-13T04:58:47+00:00,68,da20c3dd81a788f8216282d59fadd0dcffc25a6accc0db6457b242af10c4ab48
"LSEG Workspace desktop session, lseg-data 2.1.1, ld.get_data",lseg://desktop/get_data (licensed; no public URL),2021-01-01,2026-09-13,bkng_peer_FY1_M.csv,BKNG.O,peer,FY1,M,TR.EBITDAMean;TR.EBITDAMean.date;TR.EBITDAMean.calcdate;TR.EBITDAMean.fperiod;TR.EBITDAMean.periodenddate;TR.EBITDANumOfEst;TR.RevenueMean;TR.RevenueMean.date;TR.RevenueNumOfEst;TR.EBITDAMarginMean;TR.EBITDAMarginMean.date;TR.EBITDAActValue;TR.EBITDAActValue.date;TR.RevenueActValue;TR.RevenueActValue.date,OK,,2026-09-13T04:58:47+00:00,68,4894555a3e2a38297b009d126f77ef7deaf0bb203506d188f9825858c0c5faee
"LSEG Workspace desktop session, lseg-data 2.1.1, ld.get_data",lseg://desktop/get_data (licensed; no public URL),2021-01-01,2026-09-13,bkng_peer_FY2_M.csv,BKNG.O,peer,FY2,M,TR.EBITDAMean;TR.EBITDAMean.date;TR.EBITDAMean.calcdate;TR.EBITDAMean.fperiod;TR.EBITDAMean.periodenddate;TR.EBITDANumOfEst;TR.RevenueMean;TR.RevenueMean.date;TR.RevenueNumOfEst;TR.EBITDAMarginMean;TR.EBITDAMarginMean.date;TR.EBITDAActValue;TR.EBITDAActValue.date;TR.RevenueActValue;TR.RevenueActValue.date,OK,,2026-09-13T04:58:47+00:00,68,9b762b3101ab720b500bd6bd508a3feafe695a560adf672a3682e58909150346
"LSEG Workspace desktop session, lseg-data 2.1.1, ld.get_data",lseg://desktop/get_data (licensed; no public URL),2021-01-01,2026-09-13,bkng_peer_actual_FQ0_M.csv,BKNG.O,peer_actual,FQ0,M,TR.EBITDAActValue;TR.EBITDAActValue.date;TR.EBITDAActValue.calcdate;TR.EBITDAActValue.fperiod;TR.EBITDAActValue.periodenddate;TR.RevenueActValue;TR.RevenueActValue.date,OK,,2026-09-13T04:58:47+00:00,68,7266209bb3c4b98f4031644718114dbc4f1dc605c4e59751025b56eb821ec70b
"LSEG Workspace desktop session, lseg-data 2.1.1, ld.get_data",lseg://desktop/get_data (licensed; no public URL),2021-01-01,2026-09-13,bkng_peer_actual_FY0_M.csv,BKNG.O,peer_actual,FY0,M,TR.EBITDAActValue;TR.EBITDAActValue.date;TR.EBITDAActValue.calcdate;TR.EBITDAActValue.fperiod;TR.EBITDAActValue.periodenddate;TR.RevenueActValue;TR.RevenueActValue.date,OK,,2026-09-13T04:58:47+00:00,68,0b5489b20443e9560b426182f7755580e15a7db4b308d8414bcec42031e7d744
"LSEG Workspace desktop session, lseg-data 2.1.1, ld.get_data",lseg://desktop/get_data (licensed; no public URL),2021-01-01,2026-09-13,expe_peer_FQ1_M.csv,EXPE.O,peer,FQ1,M,TR.EBITDAMean;TR.EBITDAMean.date;TR.EBITDAMean.calcdate;TR.EBITDAMean.fperiod;TR.EBITDAMean.periodenddate;TR.EBITDANumOfEst;TR.RevenueMean;TR.RevenueMean.date;TR.RevenueNumOfEst;TR.EBITDAMarginMean;TR.EBITDAMarginMean.date;TR.EBITDAActValue;TR.EBITDAActValue.date;TR.RevenueActValue;TR.RevenueActValue.date,OK,,2026-09-13T04:58:47+00:00,68,f28a32151358574d6c39e0b3d8b7fb0338d0825fac6533e46f43bfff361418b4
"LSEG Workspace desktop session, lseg-data 2.1.1, ld.get_data",lseg://desktop/get_data (licensed; no public URL),2021-01-01,2026-09-13,expe_peer_FY1_M.csv,EXPE.O,peer,FY1,M,TR.EBITDAMean;TR.EBITDAMean.date;TR.EBITDAMean.calcdate;TR.EBITDAMean.fperiod;TR.EBITDAMean.periodenddate;TR.EBITDANumOfEst;TR.RevenueMean;TR.RevenueMean.date;TR.RevenueNumOfEst;TR.EBITDAMarginMean;TR.EBITDAMarginMean.date;TR.EBITDAActValue;TR.EBITDAActValue.date;TR.RevenueActValue;TR.RevenueActValue.date,OK,,2026-09-13T04:58:47+00:00,68,62e364d124d97c7e68c1b6228533ef800a6d979cb4a64859bf5b32ae6131e846
"LSEG Workspace desktop session, lseg-data 2.1.1, ld.get_data",lseg://desktop/get_data (licensed; no public URL),2021-01-01,2026-09-13,expe_peer_FY2_M.csv,EXPE.O,peer,FY2,M,TR.EBITDAMean;TR.EBITDAMean.date;TR.EBITDAMean.calcdate;TR.EBITDAMean.fperiod;TR.EBITDAMean.periodenddate;TR.EBITDANumOfEst;TR.RevenueMean;TR.RevenueMean.date;TR.RevenueNumOfEst;TR.EBITDAMarginMean;TR.EBITDAMarginMean.date;TR.EBITDAActValue;TR.EBITDAActValue.date;TR.RevenueActValue;TR.RevenueActValue.date,OK,,2026-09-13T04:58:47+00:00,68,9904fd21d6442d1b3c9b650e075b69b49758748e5cb5680e7be397b60c35b1be
"LSEG Workspace desktop session, lseg-data 2.1.1, ld.get_data",lseg://desktop/get_data (licensed; no public URL),2021-01-01,2026-09-13,expe_peer_actual_FQ0_M.csv,EXPE.O,peer_actual,FQ0,M,TR.EBITDAActValue;TR.EBITDAActValue.date;TR.EBITDAActValue.calcdate;TR.EBITDAActValue.fperiod;TR.EBITDAActValue.periodenddate;TR.RevenueActValue;TR.RevenueActValue.date,OK,,2026-09-13T04:58:47+00:00,68,9220c6bbb34e2b8004e233d0be1b4a4a1ebb7f093471c9577f4cda53ae1782c6
"LSEG Workspace desktop session, lseg-data 2.1.1, ld.get_data",lseg://desktop/get_data (licensed; no public URL),2021-01-01,2026-09-13,expe_peer_actual_FY0_M.csv,EXPE.O,peer_actual,FY0,M,TR.EBITDAActValue;TR.EBITDAActValue.date;TR.EBITDAActValue.calcdate;TR.EBITDAActValue.fperiod;TR.EBITDAActValue.periodenddate;TR.RevenueActValue;TR.RevenueActValue.date,OK,,2026-09-13T04:58:47+00:00,68,2c2274618b64008ebd0b59204a07f1e98ee1f5dfeec18889a0fa7ea877b73ace
