file,url,timestamp_utc,bytes,sha256,http_status
data/raw/margin_build/05_mgmt_statements_v2/10q/10Q_3Q25_abnb-20250930.htm,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000030/abnb-20250930.htm,2026-09-13T05:09:04+00:00,1478287,d035ac6f9fdd9d483b74398451dfd35021aea217138d881606aeb498baf00496,200
data/raw/margin_build/05_mgmt_statements_v2/10q/10Q_1Q26_abnb-20260331.htm,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000014/abnb-20260331.htm,2026-09-13T05:09:05+00:00,1123474,e50c6471c5017ad661ad452dbc7fd1a09e6bbb66689a62449e65bbfae556b70f,200
data/raw/margin_build/05_mgmt_statements_v2/10q/10Q_2Q26_abnb-20260630.htm,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000027/abnb-20260630.htm,2026-09-13T05:09:05+00:00,1391182,1369d236b787c4c5bb7d46fddaee0979cfc416492f5e88e009a311008b6ef0a7,200
data/raw/margin_build/05_mgmt_statements_v2/8k/8K_2020-12-14_d44016d8k.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312520316959/d44016d8k.htm,2026-09-13T05:09:06+00:00,19638,23627be089d0dc855cacbcc2907a38ba0901a8ef5898d601b2c035cf5f538a25,200
data/raw/margin_build/05_mgmt_statements_v2/8k/8K_2021-03-08_d145643d8k.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312521073345/d145643d8k.htm,2026-09-13T05:09:07+00:00,37534,536ea9acecd7171438a1bbb15df7293b9cbb6a7b99a3f109089f34acfb9d8bc3,200
data/raw/margin_build/05_mgmt_statements_v2/8k/8K_2023-11-07_d745159d8k.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312523272535/d745159d8k.htm,2026-09-13T05:09:08+00:00,22861,01ee4f3e359e37e7cfe5892919071e9926d1ac3844c313a64c220efbced14cd6,200
data/raw/margin_build/05_mgmt_statements_v2/8k/8K_2023-11-14_d317247d8k.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312523277210/d317247d8k.htm,2026-09-13T05:09:09+00:00,25120,33da2d123e5a9dca022185cf931d1238adca48d64e219ae171347f5f20f1bde9,200
data/raw/margin_build/05_mgmt_statements_v2/8k/8K_2023-12-13_d599690d8k.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312523293738/d599690d8k.htm,2026-09-13T05:09:09+00:00,23471,924f49405c62f187b9dec81f89a9d905b46545b248253c575659de285f378e99,200
data/raw/margin_build/05_mgmt_statements_v2/8k/8K_2026-03-16_d106317d8k.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312526108514/d106317d8k.htm,2026-09-13T05:09:10+00:00,36070,378c02e2f542dd516f0f35c9e0bf561f36cff9acabd426124c6f9629bbca6a1b,200
data/raw/margin_build/05_mgmt_statements_v2/8k/8K_2025-11-21_d41935d8k.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312525291024/d41935d8k.htm,2026-09-13T05:09:11+00:00,24323,11affccf8050ff0ec791dad97fc291e58f27e212969e573bcebb66acf2cf5813,200
data/raw/margin_build/05_mgmt_statements_v2/8k/8K_2023-09-11_d547868d8k.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312523232474/d547868d8k.htm,2026-09-13T05:09:12+00:00,25322,8b46f07290daeefc15ac15d0d12262d28c6e54d8a69481c15bc14e0769af937a,200
data/raw/margin_build/05_mgmt_statements_v2/web/GS26.html,https://stockanalysis.com/stocks/abnb/transcripts/739626-goldman-sachs-communacopia-technology-conference-2026/,2026-09-13T05:09:12+00:00,288176,ec44f263fa3e57dd18bf7f7d8998c1637dc8020830585277811e7dd7c01cadc1,200
data/raw/margin_build/05_mgmt_statements_v2/web/SPEC10758.html,https://stockanalysis.com/stocks/abnb/transcripts/10758-special-announcement/,2026-09-13T05:09:16+00:00,104271,e00dafbf1e2d822964ad7edc344dc6f90aabf3c1e6919ea8804ab2a14bd0ad77,200
data/raw/margin_build/05_mgmt_statements_v2/web/SPEC6516.html,https://stockanalysis.com/stocks/abnb/transcripts/6516-special-announcement/,2026-09-13T05:09:20+00:00,176602,58bc3d90f8934e746b26e5274056e37e427d46e16d52b7200e9f8e65d38994b2,200
