K,density,cdf
112.0,0.005671929700534524,0.18948960434374396
113.0,0.00572370044233208,0.1951902134656151
114.0,0.005772979965851746,0.20094122314602827
115.0,0.005819770132930981,0.20674014291253337
116.0,0.004586420335193146,0.21070009889159197
117.0,0.0055948868529491136,0.2143807653971557
118.0,0.005533018590679614,0.2198898294055146
119.0,0.005526695903220393,0.2254687136477081
120.0,0.005702075792849497,0.23109647799358113
121.0,0.005678271972251117,0.23674117224070387
122.0,0.0056550145667115335,0.24245257394930805
123.0,0.0,0.24646294176965447
124.0,0.005392096852254948,0.25117711303125423
125.0,0.005441909065608383,0.2566215898212356
126.0,0.005516451161739964,0.2620956514105465
127.0,0.005507794312116711,0.2676121152061393
128.0,0.005614678469371238,0.273166983701701
129.0,0.005577048044337127,0.27874773872683833
130.0,0.005656099361824906,0.284373091241642
131.0,0.005640056671121556,0.29001593613405124
132.0,0.005702104747481294,0.29570370447360433
133.0,0.005696789302612018,0.3014041025901987
134.0,0.005753286529122909,0.3071471923241255
135.0,0.005747236057086073,0.31289959590007144
136.0,0.00581018139487274,0.31869167268707355
137.0,0.005791407183024263,0.32448977796991113
138.0,0.005873268559912239,0.33032236773165274
139.0,0.0058293320985168765,0.3361620543796509
140.0,0.0059118242019792246,0.3420260092950912
141.0,0.005861058415538945,0.3479039119726016
142.0,0.005893067838203408,0.35379071080756347
143.0,0.005914218359778713,0.35970295437976146
144.0,0.005897035123365215,0.3656118635257628
145.0,0.0059776277831322475,0.3715406441519445
146.0,0.005913592390322301,0.3774737672064901
147.0,0.005919527714341094,0.3834072812796987
148.0,0.0059888108058291645,0.389360277018482
149.0,0.005927280901378538,0.39530516388415576
150.0,0.0059321517056277265,0.40125037602283053
151.0,0.005989446579433734,0.40721059785208746
152.0,0.005928118542122247,0.41315780311230654
153.0,0.005925556998325324,0.41910124644983815
154.0,0.006002437245439581,0.425054138352559
155.0,0.00591656684720073,0.43099365923574934
156.0,0.005909995955355569,0.43692331961004865
157.0,0.005941481738603473,0.4428496595080012
158.0,0.005931534839944604,0.4487761886744601
159.0,0.005882739217522022,0.454680251627722
160.0,0.00587110894409918,0.46057325008077576
161.0,0.005906886686622583,0.466459551685567
162.0,0.005881351313485625,0.47233769090941685
163.0,0.005829157410852731,0.4781902329755527
164.0,0.0058128177530682845,0.48402694164072674
165.0,0.00581169961278058,0.48984831728770445
166.0,0.005853735959424882,0.495661113478814
167.0,0.005765426088841751,0.5014471909096214
168.0,0.005736580710153945,0.5072094399293725
169.0,0.005714880808858337,0.5129504203769378
170.0,0.0056962241696599195,0.5186695226593182
171.0,0.005731783838279452,0.5243731671141248
172.0,0.0056842970487090754,0.5300518028659786
173.0,0.005618371546339424,0.5356977897294476
174.0,0.005591918138101958,0.5413176635586135
175.0,0.0055645895344161745,0.5469105518456735
176.0,0.005536410474557386,0.5524755892428411
177.0,0.005532786988134627,0.5580144734057957
178.0,0.005546888872723003,0.5635287068144371
179.0,0.005492298287865852,0.5690103352083364
180.0,0.00542059263444814,0.5744563653863792
181.0,0.0053835994736352545,0.5798699685633202
182.0,0.005350829685221956,0.585251047206712
183.0,0.005317381718600077,0.5905989093400522
184.0,0.005283279798325416,0.5959128873971417
185.0,0.005248548014014262,0.601192338087235
186.0,0.005213210294575593,0.606436642243293
187.0,0.005195681822253242,0.6116470438003577
188.0,0.005182181355232452,0.616821999516217
189.0,0.005166138644588078,0.6219616035600013
190.0,0.005132373919939293,0.6270626630699446
191.0,0.005076460799222807,0.6321244565311769
192.0,0.005022025669962447,0.6371472761811672
193.0,0.004969073495601542,0.6421301132191096
194.0,0.004917607349154974,0.6470736947234249
195.0,0.004871663138353819,0.6519776097537805
196.0,0.0048315342748674875,0.656841469278466
197.0,0.004791048900739278,0.661664905895928
198.0,0.004750228129176809,0.6664475735466079
199.0,0.00470909277764953,0.6711891472185607
200.0,0.004667663361971761,0.6758893226448425
201.0,0.0046259600861930355,0.6805478159942333
202.0,0.004584002842600946,0.6851643635566061
203.0,0.004541811197697661,0.689738721421311
204.0,0.0044994043953870515,0.6942706651513727
205.0,0.004456801349144187,0.6987599894524877
206.0,0.004414743594646454,0.7032065078370965
207.0,0.004382131360039463,0.7076100522860824
208.0,0.004350884968133923,0.7119704729051727
209.0,0.004320986582238716,0.7162872358278647
210.0,0.00429241745218136,0.7205595291089608
211.0,0.004257513662106069,0.7247878319639248
212.0,0.004195472738450906,0.7289710281235439
213.0,0.004132049671092134,0.7331113631960686
214.0,0.004067648366080472,0.7372088874378304
215.0,0.004024049832098614,0.7412647994729502
216.0,0.0039804402724114936,0.7452769988375427
217.0,0.003936834424289329,0.7492454829057371
218.0,0.0038932466686236325,0.7531702636441823
219.0,0.0038496910348440314,0.7570513672556135
220.0,0.0038061811981411784,0.760888833822369
221.0,0.0037627304795122716,0.7646827169521834
222.0,0.0037282014816052856,0.7684330834235652
223.0,0.0037165362230207255,0.7721387994700769
224.0,0.0036720830936733478,0.7757974118699393
225.0,0.003594520893731834,0.7794133019038023
226.0,0.003546977581988621,0.7829901656951435
227.0,0.003504142692548824,0.7865244889809763
228.0,0.0034614503782200777,0.7900159525316001
229.0,0.0034189112110395554,0.7934647055432901
230.0,0.003376535427698518,0.7968709076260728
231.0,0.0033562836182407874,0.8002347284717276
232.0,0.003333359520074991,0.8035516320211088
233.0,0.0032506637189113753,0.8068257371861717
234.0,0.0032090376939990914,0.8100636259233859
235.0,0.0031676213113654775,0.8132599055191067
236.0,0.003126422881717708,0.8164147911818076
237.0,0.003085450415063872,0.8195285062789867
238.0,0.003072677256297473,0.8226009075512475
239.0,0.003026327409952518,0.825625992004624
240.0,0.002964144374050678,0.8286155120280926
241.0,0.002924149761719544,0.8315670227550377
242.0,0.002884416617771385,0.834478590467056
243.0,0.002844951192810673,0.8373504811741876
244.0,0.0028370455447268585,0.8401821008323778
245.0,0.0027756881364703993,0.8429682664620884
246.0,0.002728399257703996,0.8457220029124878
247.0,0.002690061368034778,0.8484380496375694
248.0,0.002652018320991315,0.851115834318839
249.0,0.002628390836354695,0.8537556555071268
250.0,0.0025951132062349727,0.8563512214201204
251.0,0.002539881558431684,0.8589143013977031
252.0,0.0024739322275382164,0.8627805321000365
253.0,0.002354626260267773,0.8690686635805149
254.0,0.002298515737114791,0.8713948661689801
255.0,0.005979637993545377,0.874064136148388
256.0,0.00215472354646157,0.880263575157005
257.0,0.002033586146556967,0.8864434607291635
258.0,0.0020004130085363252,0.8884587643580358
259.0,0.001967690495024151,0.8904411429252801
260.0,0.001935415725034579,0.8923910454802138
261.0,0.0019035857001925675,0.8943089181265778
262.0,0.001872197325175135,0.8961952039157741
263.0,0.0018412474001540213,0.8980503427449731
264.0,0.0018107326351363548,0.8998747712612781
265.0,0.0017806496488951414,0.9016689227732467
266.0,0.001750994985699416,0.9034332271660678
267.0,0.0017217651112631238,0.9051681108237626
268.0,0.0016929564163640247,0.9068739965552512
269.0,0.0016645652286353919,0.908551303527078
270.0,0.0016365878188479095,0.9102004472004083
271.0,0.0016090203975413784,0.9118218392721783
272.0,0.0015818591224454773,0.9134158876215016
273.0,0.0015551001065371814,0.9149829962608126
274.0,0.0015287394195897179,0.9165235652905325
275.0,0.0015027730892868902,0.9180379908581275
276.0,0.0014771971112851384,0.9195266651213363
277.0,0.0014520074512162648,0.9209899762153316
278.0,0.0014272000416376076,0.9224283082227513
279.0,0.0014027707948468693,0.9238420411484488
280.0,0.0013787155996735927,0.9252315508961496
281.0,0.0013550303321198272,0.9265972092502599
282.0,0.0013317108458231162,0.927939383858738
283.0,0.0013087529895157725,0.9292584382209272
284.0,0.0012861525991709796,0.930554731676603
285.0,0.0012639055049120226,0.931828619398803
286.0,0.0012420075344267518,0.9330804523893386
287.0,0.0012204545135132553,0.9343105774757885
288.0,0.001199242267992669,0.9355193373121308
289.0,0.0011783666300824818,0.9367070703814226
290.0,0.0011578234353235906,0.9378741109997331
291.0,0.001137608527440184,0.9390207893236294
292.0,0.0011177177597511924,0.9401474313584566
293.0,0.0010981469982886528,0.9412543589694741
294.0,0.001078892119896992,0.94234188989409
295.0,0.0010599490186523914,0.9434103377561895
296.0,0.001041313605919553,0.944460012082103
297.0,0.001022981807563257,0.9454912183183599
298.0,0.0010049495736795776,0.9465042578500856
299.0,0.0009872128714482772,0.9474994280219309
300.0,0.000969767692519424,0.9484770221596074
301.0,0.0009526100544019398,0.9494373295931882
302.0,0.0009357359924623788,0.9503806356806074
303.0,0.0009191415744932965,0.9513072218337604
304.0,0.0009028228915283476,0.9522173655444982
305.0,0.0008867760647963713,0.9531113404120304
306.0,0.0008709972416242142,0.9539894161713524
307.0,0.0008554826003759633,0.9548518587224042
308.0,0.0008402283530141468,0.9556989301603737
309.0,0.0008252307352203461,0.9565308888055605
310.0,0.0008104860190402981,0.9573479892361312
311.0,0.0007959905129062662,0.958150482319697
312.0,0.0007817405505519565,0.9589386152457462
313.0,0.0007677325021089842,0.9597126315594658
314.0,0.0007539627719789157,0.9604727711955349
315.0,0.0007404278027369598,0.9612192705126968
316.0,0.0007271240665617047,0.9619523623278805
317.0,0.0007140480729403833,0.962672275951895
318.0,0.000701196368646288,0.9633792372251934
319.0,0.0006885655342954649,0.9640734685528312
320.0,0.0006761521872324663,0.9647551889417344
321.0,0.0006639529823322157,0.9654246140363139
322.0,0.00065196460952488,0.9660819561552363
323.0,0.0006401837974208879,0.9667274243283984
324.0,0.0006286073111595003,0.9673612243338403
325.0,0.000617231951470188,0.9679835587347785
326.0,0.0006060545573186272,0.9685946269165894
327.0,0.0005950720062881929,0.9691946251244812
328.0,0.0005842812117285113,0.9697837465005547
329.0,0.0005736791245484967,0.9703621811210795
330.0,0.0005632627333696453,0.9709301160340279
331.0,0.0005530290634165324,0.9714877352961437
332.0,0.0005429751776834013,0.9720352200103946
333.0,0.0005330981765698831,0.9725727483632433
334.0,0.0005233951969363299,0.9731004956614183
335.0,0.0005138634134583053,0.9736186343694652
336.0,0.0005045000366290542,0.9741273341461004
337.0,0.0004953023147057641,0.9746267618816157
338.0,0.00048626753131944056,0.9751170817338511
339.0,0.0004773930077227624,0.9755984551652306
340.0,0.0004686761006958784,0.9760710409787866
341.0,0.0004601142033601689,0.976534995354376
342.0,0.00045170474488239755,0.9769904718844223
343.0,0.00044344518823815016,0.9774376216098418
344.0,0.00043533303501484306,0.9778765930555027
345.0,0.00042736581874792257,0.9783075322652472
346.0,0.0004195411106343073,0.9787305828371153
347.0,0.0004118565139157064,0.9791458859581191
348.0,0.0004043096672872121,0.9795535804384349
349.0,0.0003968982449031503,0.9799538027461877
350.0,0.0003896199520577876,0.9803466870406227
351.0,0.0003824725308645404,0.9807323652066422
352.0,0.00037545375304603735,0.9811109668873276
353.0,0.0003685614256246041,0.9814826195177951
354.0,0.00036179338868607536,0.9818474483573474
355.0,0.0003551475126024331,0.9822055765224545
356.0,0.0003486217003424542,0.9825571250184404
357.0,0.0003422138889512215,0.9829022127718537
358.0,0.00033592204364879676,0.9832409566615371
359.0,0.00032974416211545797,0.9835734715500892
360.0,0.00032367827320256266,0.9838998703147641
361.0,0.0003177224362327437,0.9842202638779276
362.0,0.00031187473944917427,0.9845347612373239
363.0,0.0003061333012047788,0.984843469495942
364.0,0.00030049626980875984,0.9851464938918006
365.0,0.0002949618224822445,0.985443937826756
366.0,0.0002895281654465532,0.9857359028959374
367.0,0.00028419353265406964,0.9860224889157908
368.0,0.00027895618630618073,0.9863037939526383
369.0,0.00027381441696139195,0.98657991435045
370.0,0.0002687665416630294,0.9868509447583864
371.0,0.0002638109054729017,0.9871169781580333
372.0,0.0002589458793088521,0.9873781058902074
373.0,0.00025416986073004935,0.9876344176815547
374.0,0.0002494812738032635,0.9878860016707789
375.0,0.00024487856727897425,0.9881329444342912
376.0,0.00024036021717782567,0.9883753310121212
377.0,0.00023592472208436012,0.988613244932588
378.0,0.0002315706067834196,0.9888467682375879
379.0,0.0002272964201147172,0.9890759815069491
380.0,0.00022310073553910388,0.9893009638825907
381.0,0.00021898214942844824,0.9895217930924094
382.0,0.00021493928131887554,0.9897385454738542
383.0,0.00021097077491806943,0.9899512959971167
384.0,0.00020707529556435254,0.9901601182879234
385.0,0.00020325153188546563,0.9903650846502515
386.0,0.00019949819353941227,0.9905662660884474
387.0,0.00019581401363019037,0.9907637323292655
388.0,0.0001921977448948968,0.9909575518433663
389.0,0.00018864816300730796,0.9911477918667393
390.0,0.0001851640626341321,0.9913345184214895
391.0,0.00018174426076696375,0.991517796336817
392.0,0.00017838759281840722,0.9916976892691012
393.0,0.0001750929161560884,0.9918742597221796
394.0,0.00017185910578041832,0.9920475690670095
395.0,0.00016868505799954024,0.9922176775612936
396.0,0.0001655696863133478,0.9923846443684098
397.0,0.00016251192457621878,0.9925485275766222
398.0,0.00015951072409045475,0.9927093842174162
399.0,0.00015656505454660085,0.9928672702839816
400.0,0.00015367390406906064,0.9930222407492495
401.0,0.000150836277574256,0.9931743495835119
402.0,0.0001480511980681758,0.9933236497721268
403.0,0.00014531770548252036,0.993470193332538
404.0,0.00014263485614841628,0.9936140313313235
405.0,0.000140001723659902,0.9937552139008512
406.0,0.00013741739730332425,0.9938937902556872
407.0,0.00013488098259653404,0.9940298087087209
408.0,0.000132391601170781,0.9941633166871193
409.0,0.00012994838934662074,0.9942943607478825
410.0,0.0001275504996120696,0.9944229865933262
411.0,0.00012519709893674144,0.9945492390861875
412.0,0.00012288736949313448,0.994673162264466
413.0,0.00012062050770912293,0.9947947993561524
414.0,0.0001183957240517076,0.9949141927935565
415.0,0.00011621224380949231,0.9950313842276415
416.0,0.00011406930547652333,0.9951464145417467
417.0,0.00011196616150202587,0.9952593238655365
418.0,0.00010990207740406683,0.9953701515882684
419.0,0.00010787633206834245,0.9954789363722353
420.0,0.00010588821755751528,0.9955857161656956
421.0,0.00010393703798731408,0.9956905282157599
422.0,0.00010202211094064531,0.9957934090810077
423.0,0.00010014276550289532,0.9958943946438098
424.0,9.829834304725629e-05,0.9959935201225986
425.0,9.648819694160742e-05,0.9960908200838409
426.0,9.471169243192061e-05,0.9961863284537928
427.0,9.29682059706787e-05,0.9962800785301075
428.0,9.1257125289504e-05,0.9963721029931939
429.0,8.95778495029435e-05,0.9964624339174422
430.0,8.792978838438987e-05,0.9965511027822221
431.0,8.631236251966534e-05,0.9966381404826237
432.0,8.472500306663577e-05,0.9967235773402057
433.0,8.316715156525897e-05,0.9968074431133305
434.0,8.163825957622527e-05,0.9968897670074918
435.0,8.013778883958329e-05,0.9969705776853628
436.0,7.866521089774877e-05,0.9970499032767408
437.0,7.722000692260298e-05,0.9971277713882358
438.0,7.580166753841195e-05,0.9972042091129042
439.0,7.440969279405742e-05,0.997279243039602
440.0,7.30435917583074e-05,0.9973528992622288
441.0,7.17028827004539e-05,0.9974252033888296
442.0,7.038709277878738e-05,0.9974961805505124
443.0,6.90957572723212e-05,0.9975658554101341
444.0,6.782842078154574e-05,0.99763425217103
445.0,6.658463590746762e-05,0.9977013945853643
446.0,6.536396327222555e-05,0.9977673059624809
447.0,6.416597217211704e-05,0.9978320091770596
448.0,6.299023927084453e-05,0.9978955266771203
449.0,6.1836349379164e-05,0.9979578804919079
450.0,6.0703894927768737e-05,0.9980190922395815
451.0,5.959247576526695e-05,0.9980791831348899
452.0,5.850169920300547e-05,0.9981381739965336
453.0,5.7431179890570904e-05,0.9981960852545587
454.0,5.638053935769376e-05,0.9982529369575097
455.0,5.53494064502926e-05,0.9983087487795351
456.0,5.433741690937042e-05,0.9983635400273012
457.0,5.3344212965536275e-05,0.9984173296467708
458.0,5.2369443521834554e-05,0.9984701362299724
459.0,5.14127642469091e-05,0.9985219780214928
460.0,5.0473837001678276e-05,0.9985728729249864
461.0,4.9552329983738186e-05,0.9986228385094806
462.0,4.8647917523184115e-05,0.9986718920155969
463.0,4.7760280180809695e-05,0.9987200503616748
464.0,4.688910417259449e-05,0.9987673301497499
465.0,4.603408173322635e-05,0.9988137476714465
466.0,4.5194910894148054e-05,0.9988593189137785
467.0,4.437129514141323e-05,0.9989040595647963
468.0,4.356294364756067e-05,0.9989479850191844
469.0,4.2769570906015825e-05,0.9989911103837145
470.0,4.1990896770181445e-05,0.9990334504826268
471.0,4.1226646321149494e-05,0.9990750198628863
472.0,4.0476549920340706e-05,0.9991158327994173
473.0,3.974034237400864e-05,0.999155903300071
474.0,3.9017764487195177e-05,0.9991952451107483
475.0,3.830856086247006e-05,0.999233871720201
476.0,3.761248153138315e-05,0.9992717963648878
477.0,3.692928095646809e-05,0.9993090320336563
478.0,3.625871837872374e-05,0.9993455914724307
479.0,3.5600557089552546e-05,0.999381487188667
480.0,3.4954565589548955e-05,0.99941673145594
481.0,3.432051579411769e-05,0.9994513363182189
482.0,3.36981846670901e-05,0.9994853135942032
483.0,3.308735279056173e-05,0.9995186748815661
484.0,3.2487805357214554e-05,0.999551431561063
485.0,3.1899331086229946e-05,0.9995835948006164
486.0,3.132172318751726e-05,0.9996151755593097
487.0,3.075477814460061e-05,0.9996461845912679
488.0,3.0198296910747353e-05,0.9996766324495843
489.0,2.965208352077615e-05,0.9997065294899772
490.0,2.9115946331644603e-05,0.9997358858745994
491.0,2.8589696668403044e-05,0.9997647115756078
492.0,2.8073150059798257e-05,0.999793016378765
493.0,2.7566124966037664e-05,0.9998208098869108
494.0,2.706844344424803e-05,0.9998481015234134
495.0,2.657993074941698e-05,0.9998749005355341
496.0,2.6100415792844434e-05,0.9999012159977655
497.0,2.5629730358249222e-05,0.999927056815015
498.0,2.5167709670490272e-05,0.9999524317258748
499.0,2.4714191523446314e-05,0.999977349305639
500.0,1.2156571610701231e-05,0.999999999999998
